UNITID,FTE12MN,UNDUP,E12FT,E12PT,UNDUPUG,E12UG1ST,E12UGTRN,E12UGCNT,E12UGNDG,E12GRAD,E12UGFT,E12UG1SFT,E12UGTRFT,E12UGCNFT,E12UGNDFT,E12GRADFT,E12UGPT,E12UG1SPT,E12UGTRPT,E12UGCNPT,E12UGNDPT,E12GRADPT,PCTE12AN,PCTE12AS,PCTE12BK,PCTE12HS,PCTE12NH,PCTE12WH,PCTE122M,PCTE12UN,PCTE12NR,PCTE12W,PCTE12UGAN,PCTE12UGAS,PCTE12UGBK,PCTE12UGHS,PCTE12UGNH,PCTE12UGWH,PCTE12UG2M,PCTE12UGUN,PCTE12UGNR,PCTE12UGW,PCTE12GRADAN,PCTE12GRADAS,PCTE12GRADBK,PCTE12GRADHS,PCTE12GRADNH,PCTE12GRADWH,PCTE12GRAD2M,PCTE12GRADUN,PCTE12GRADNR,PCTE12GRADW,PCTE12DEEXC,PCTE12DESOM,PCTE12DENON,PCTE12UGDEEXC,PCTE12UGDESOM,PCTE12UGDENON,PCTE12GRADDEEXC,PCTE12GRADDESOM,PCTE12GRADDENON 
157447,12597,19380,9636,9744,12687,1812,1093,7194,2588,6693,8119,1733,650,5516,220,1517,4568,79,443,1678,2368,5176,0,2,9,4,0,79,3,2,2,65,0,2,6,4,0,80,3,1,3,60,0,3,14,3,0,76,2,2,1,74,44,41,15,25,55,20,81,14,5
157483,2467,6306,1950,4356,6306,905,297,2489,2615,0,1950,662,141,1087,60,0,4356,243,156,1402,2555,0,0,1,8,5,0,80,4,2,0,60,0,1,8,5,0,80,4,2,0,60,.,.,.,.,.,.,.,.,.,.,28,29,42,28,29,42,.,.,.
157535,1994,2565,1992,573,1579,264,132,701,482,986,1042,255,122,664,1,950,537,9,10,37,481,36,1,6,6,2,0,82,1,0,1,55,1,1,7,1,0,86,1,0,2,54,1,14,4,3,1,77,0,1,0,58,9,29,62,3,47,50,19,0,80
157553,1525,2801,1457,1344,2801,501,107,1486,707,0,1457,410,66,895,86,0,1344,91,41,591,621,0,0,1,1,1,0,94,1,2,0,61,0,1,1,1,0,94,1,2,0,61,.,.,.,.,.,.,.,.,.,.,57,30,13,57,30,13,.,.,.
157614,100,159,103,56,159,60,0,99,0,0,103,45,0,58,0,0,56,15,0,41,0,0,0,1,45,4,0,45,1,4,0,99,0,1,45,4,0,45,1,4,0,99,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
157650,117,198,142,56,198,101,0,97,0,0,142,75,0,67,0,0,56,26,0,30,0,0,0,0,15,2,1,61,4,18,0,95,0,0,15,2,1,61,4,18,0,95,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
157669,100,145,145,0,145,42,0,103,0,0,145,42,0,103,0,0,0,0,0,0,0,0,0,0,66,6,0,20,2,6,0,99,0,0,66,6,0,20,2,6,0,99,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
157678,134,169,169,0,169,69,0,100,0,0,169,69,0,100,0,0,0,0,0,0,0,0,0,1,5,4,0,86,5,0,0,99,0,1,5,4,0,86,5,0,0,99,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
157711,2932,6596,2375,4221,6596,1036,377,2989,2194,0,2375,697,223,1380,75,0,4221,339,154,1609,2119,0,0,1,1,3,0,92,2,1,0,63,0,1,1,3,0,92,2,1,0,63,.,.,.,.,.,.,.,.,.,.,47,24,28,47,24,28,.,.,.
157739,1476,3550,1167,2383,3550,412,117,1323,1698,0,1167,262,52,685,168,0,2383,150,65,638,1530,0,0,0,2,1,0,87,1,8,0,53,0,0,2,1,0,87,1,8,0,53,.,.,.,.,.,.,.,.,.,.,31,22,47,31,22,47,.,.,.
157748,2962,5520,1792,3728,1195,192,1,733,269,4325,343,88,1,250,4,1449,852,104,0,483,265,2876,0,4,3,2,0,75,0,1,15,22,0,3,2,1,0,88,0,1,5,47,0,4,3,2,0,71,0,1,18,15,11,16,73,5,12,83,13,18,70
157757,1268,1879,1214,665,983,107,116,539,221,896,615,106,81,428,0,599,368,1,35,111,221,297,0,1,15,5,0,64,3,11,0,73,0,2,15,6,0,55,4,18,0,66,0,1,15,4,0,73,3,3,0,81,19,41,40,24,45,31,14,37,49
157793,2262,3844,2432,1412,3299,653,662,1916,68,545,2028,395,366,1265,2,404,1271,258,296,651,66,141,1,3,20,5,0,53,6,12,0,65,1,1,21,5,0,56,6,9,0,66,0,12,12,4,0,41,3,28,0,61,58,27,16,60,29,11,44,13,43
157809,1627,2269,1448,821,2087,412,112,1045,518,182,1379,403,94,881,1,69,708,9,18,164,517,113,0,1,7,3,0,75,3,9,2,54,0,1,7,3,0,74,3,9,2,54,1,2,8,3,1,77,1,5,3,54,15,51,34,9,55,36,83,9,8
157818,993,998,989,9,998,296,25,677,0,0,989,296,24,669,0,0,9,0,1,8,0,0,0,3,5,5,0,79,5,2,0,59,0,3,5,5,0,79,5,2,0,59,.,.,.,.,.,.,.,.,.,.,0,11,89,0,11,89,.,.,.
157863,984,1215,962,253,874,172,231,452,19,341,787,128,214,430,15,175,87,44,17,22,4,166,0,1,12,3,0,66,3,1,14,48,0,0,15,3,1,67,3,0,9,46,0,3,3,3,0,62,2,3,25,52,24,60,16,15,66,19,47,46,7
157951,13732,19768,12839,6929,17088,2964,1482,9326,3316,2680,11991,2871,1020,7890,210,848,5097,93,462,1436,3106,1832,0,3,9,5,0,77,4,1,1,62,0,3,9,5,0,77,4,1,1,62,0,1,10,3,0,79,3,1,2,64,23,51,26,18,55,28,57,25,18
158088,1336,2707,1445,1262,2707,554,283,1021,849,0,1445,456,240,698,51,0,1262,98,43,323,798,0,2,0,40,2,1,47,3,3,0,47,2,0,40,2,1,47,3,3,0,47,.,.,.,.,.,.,.,.,.,.,7,25,68,7,25,68,.,.,.
158246,133,223,223,0,223,75,0,148,0,0,223,75,0,148,0,0,0,0,0,0,0,0,0,1,74,1,0,14,10,0,0,59,0,1,74,1,0,14,10,0,0,59,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
158325,70,179,179,0,179,0,0,179,0,0,179,0,0,179,0,0,0,0,0,0,0,0,2,5,35,1,0,56,1,0,0,91,2,5,35,1,0,56,1,0,0,91,.,.,.,.,.,.,.,.,.,.,0,78,22,0,78,22,.,.,.
158431,3864,8212,4039,4173,8212,1561,994,4272,1385,0,4039,976,521,2338,204,0,4173,585,473,1934,1181,0,1,1,40,5,1,46,4,1,1,68,1,1,40,5,1,46,4,1,1,68,.,.,.,.,.,.,.,.,.,.,53,18,28,53,18,28,.,.,.
158477,563,559,527,32,536,134,28,357,17,23,527,133,28,351,15,0,9,1,0,6,2,23,1,3,16,10,0,60,5,2,4,57,1,3,15,10,0,60,5,1,4,58,0,4,26,4,0,43,0,22,0,39,0,0,100,0,0,100,0,4,96
158538,57,58,58,0,58,13,0,45,0,0,58,13,0,45,0,0,0,0,0,0,0,0,0,0,45,3,2,47,2,2,0,98,0,0,45,3,2,47,2,2,0,98,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
158617,903,673,673,0,673,360,0,313,0,0,673,360,0,313,0,0,0,0,0,0,0,0,0,21,39,11,0,24,0,6,0,67,0,21,39,11,0,24,0,6,0,67,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
158662,7841,17257,5004,12253,17257,2508,1970,10624,2155,0,5004,1279,782,2827,116,0,12253,1229,1188,7797,2039,0,0,3,47,11,1,31,4,1,1,69,0,3,47,11,1,31,4,1,1,69,.,.,.,.,.,.,.,.,.,.,55,22,23,55,22,23,.,.,.
158778,63,90,90,0,90,24,0,66,0,0,90,24,0,66,0,0,0,0,0,0,0,0,0,0,54,3,0,39,3,0,0,96,0,0,54,3,0,39,3,0,0,96,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
158787,56,80,80,0,80,26,0,54,0,0,80,26,0,54,0,0,0,0,0,0,0,0,0,3,5,1,0,90,1,0,0,98,0,3,5,1,0,90,1,0,0,98,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
158802,1161,1255,1161,94,1255,321,84,841,9,0,1161,321,83,757,0,0,94,0,1,84,9,0,0,0,86,3,0,0,2,8,1,76,0,0,86,3,0,0,2,8,1,76,.,.,.,.,.,.,.,.,.,.,4,67,29,4,67,29,.,.,.
158884,1234,2835,1152,1683,2835,311,464,1179,881,0,1152,205,222,690,35,0,1683,106,242,489,846,0,1,2,42,5,1,42,3,3,1,65,1,2,42,5,1,42,3,3,1,65,.,.,.,.,.,.,.,.,.,.,31,37,33,31,37,33,.,.,.
159009,4781,5882,4275,1607,4865,813,313,3640,99,1017,4063,755,263,3045,0,212,802,58,50,595,99,805,0,0,91,1,0,1,2,2,3,65,0,0,90,1,0,1,2,3,3,63,0,0,94,1,0,1,1,0,2,74,27,63,10,16,74,9,77,12,11
159027,47,66,66,0,66,30,0,36,0,0,66,30,0,36,0,0,0,0,0,0,0,0,0,0,50,3,0,45,2,0,0,100,0,0,50,3,0,45,2,0,0,100,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
159197,544,858,858,0,858,332,0,526,0,0,858,332,0,526,0,0,0,0,0,0,0,0,1,0,42,2,0,51,2,0,0,15,1,0,42,2,0,51,2,0,0,15,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
159328,97,115,115,0,115,39,0,76,0,0,115,39,0,76,0,0,0,0,0,0,0,0,0,5,19,12,0,59,1,3,1,98,0,5,19,12,0,59,1,3,1,98,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
159373,3068,3173,2935,238,1049,0,361,688,0,2124,913,0,327,586,0,2022,136,0,34,102,0,102,0,9,11,6,0,68,2,2,1,72,0,7,16,8,0,66,2,1,1,86,0,10,9,5,0,69,2,2,2,65,0,0,100,0,0,100,0,0,100
159382,3044,4612,2411,2201,4612,443,871,2534,764,0,2411,387,473,1482,69,0,2201,56,398,1052,695,0,10,2,19,2,0,61,2,3,2,70,10,2,19,2,0,61,2,3,2,70,.,.,.,.,.,.,.,.,.,.,40,45,15,40,45,15,.,.,.
159391,32296,39475,31364,8111,31458,7201,1446,19048,3763,8017,26367,7166,1265,17749,187,4997,5091,35,181,1299,3576,3020,1,4,16,8,0,64,2,1,4,56,1,5,16,8,0,65,2,1,2,54,0,2,15,6,0,58,2,2,14,60,11,47,42,4,54,43,40,20,40
159407,1983,3739,1986,1753,3739,895,415,1826,603,0,1986,771,210,990,15,0,1753,124,205,836,588,0,1,1,24,2,0,67,3,2,0,75,1,1,24,2,0,67,3,2,0,75,.,.,.,.,.,.,.,.,.,.,37,44,19,37,44,19,.,.,.
159416,6763,12898,3830,9068,3110,330,496,1779,505,9788,1842,315,306,1219,2,1988,1268,15,190,560,503,7800,1,3,23,3,0,53,4,9,4,60,1,2,24,2,0,56,5,7,4,62,1,4,23,3,0,53,3,10,4,60,83,11,7,34,43,24,98,1,1
159513,244,307,307,0,307,67,0,240,0,0,307,67,0,240,0,0,0,0,0,0,0,0,0,1,58,3,1,34,1,2,0,97,0,1,58,3,1,34,1,2,0,97,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
159522,182,272,272,0,272,1,0,271,0,0,272,1,0,271,0,0,0,0,0,0,0,0,2,1,26,2,0,67,0,1,0,97,2,1,26,2,0,67,0,1,0,97,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
159531,36,39,39,0,39,6,0,33,0,0,39,6,0,33,0,0,0,0,0,0,0,0,0,0,15,0,0,79,5,0,0,100,0,0,15,0,0,79,5,0,0,100,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
159568,1054,1345,1074,271,1061,266,83,614,98,284,933,264,77,591,1,141,128,2,6,23,97,143,1,1,28,3,0,62,2,0,4,52,1,1,27,3,0,61,3,0,4,46,1,1,31,2,0,63,2,0,1,76,22,48,29,11,56,33,64,21,15
159601,41,43,43,0,43,23,0,20,0,0,43,23,0,20,0,0,0,0,0,0,0,0,0,0,65,0,0,35,0,0,0,93,0,0,65,0,0,35,0,0,0,93,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
159647,8728,12398,8793,3605,11087,1928,334,6037,2788,1311,8001,1916,294,5452,339,792,3086,12,40,585,2449,519,0,2,11,4,0,70,3,6,3,49,0,2,11,5,0,71,3,6,2,48,0,2,13,4,0,64,3,2,13,54,8,45,47,4,47,49,46,31,23
159656,4365,5128,4066,1062,3703,945,191,2323,244,1425,3239,942,157,2060,80,827,464,3,34,263,164,598,0,3,18,17,0,46,4,8,4,67,0,3,19,19,0,43,5,7,5,67,1,3,17,10,0,52,2,13,2,69,20,52,29,11,59,30,43,32,25
159717,5517,7143,5330,1813,6466,1134,417,4178,737,677,5018,1063,301,3524,130,312,1448,71,116,654,607,365,0,2,16,4,0,68,4,1,6,62,0,2,16,4,0,68,4,1,5,61,0,2,22,3,0,63,3,1,7,75,20,70,10,17,74,9,52,32,16
159939,5899,9492,5989,3503,7768,1213,679,4253,1623,1724,5145,1144,532,3166,303,844,2623,69,147,1087,1320,880,0,7,22,11,0,47,5,3,5,54,0,8,23,12,0,44,5,3,4,53,0,4,17,7,0,57,4,2,9,59,14,64,22,13,67,20,21,48,31
159948,1226,2824,657,2167,1134,306,42,777,9,1690,234,46,23,164,1,423,900,260,19,613,8,1267,0,7,12,6,0,63,0,12,0,30,0,3,16,9,0,52,0,19,0,37,0,9,8,4,0,71,0,8,0,25,5,46,50,5,31,64,4,55,40
159966,5491,7043,5213,1830,6213,1023,407,4225,558,830,4893,973,288,3619,13,320,1320,50,119,606,545,510,2,2,18,5,0,65,2,5,1,65,2,2,17,5,0,65,2,5,1,63,2,1,20,4,0,69,1,1,2,79,22,53,25,18,56,26,53,28,19
159993,6495,9793,5680,4113,7439,1201,554,4107,1577,2354,4468,1147,279,3001,41,1212,2971,54,275,1106,1536,1142,0,2,23,3,0,61,3,5,3,68,0,2,23,3,0,60,3,5,3,65,0,2,20,3,0,64,2,4,4,76,30,26,44,20,31,49,62,9,28
160010,681,1356,522,834,1356,317,226,561,252,0,522,160,94,189,79,0,834,157,132,372,173,0,1,0,41,5,0,48,3,2,0,36,1,0,41,5,0,48,3,2,0,36,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
160038,7932,12851,6905,5946,11451,1368,826,6461,2796,1400,6372,1262,474,4369,267,533,5079,106,352,2092,2529,867,1,1,27,6,0,57,4,2,1,72,1,1,28,6,0,56,5,2,1,71,1,2,24,3,0,66,2,1,1,80,56,39,5,52,42,6,88,10,2
160065,752,1524,546,978,1090,80,104,403,503,434,329,65,63,194,7,217,761,15,41,209,496,217,0,4,26,11,0,44,4,10,0,75,0,5,20,12,0,46,4,12,0,72,0,1,43,9,0,40,3,4,0,81,4,69,27,4,60,36,3,94,3
160074,1092,1596,894,702,1152,102,268,717,65,444,549,91,119,339,0,345,603,11,149,378,65,99,1,4,20,6,0,61,0,7,0,80,1,3,24,7,0,62,0,3,0,82,1,6,10,5,0,59,0,19,0,74,12,48,40,8,46,46,22,54,24
160117,204,353,353,0,353,44,0,309,0,0,353,44,0,309,0,0,0,0,0,0,0,0,0,1,66,5,0,25,1,3,0,99,0,1,66,5,0,25,1,3,0,99,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
160126,37,41,21,20,41,7,0,34,0,0,21,6,0,15,0,0,20,1,0,19,0,0,0,0,95,0,0,5,0,0,0,95,0,0,95,0,0,5,0,0,0,95,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
160199,51,67,67,0,67,23,0,44,0,0,67,23,0,44,0,0,0,0,0,0,0,0,1,1,3,1,0,91,1,0,0,99,1,1,3,1,0,91,1,0,0,99,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
160320,3056,4292,4292,0,4292,566,0,3726,0,0,4292,566,0,3726,0,0,0,0,0,0,0,0,0,1,26,12,1,41,2,16,0,97,0,1,26,12,1,41,2,16,0,97,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
160409,111,116,114,2,116,14,38,64,0,0,114,14,37,63,0,0,2,0,1,1,0,0,1,12,3,20,0,59,0,6,0,0,1,12,3,20,0,59,0,6,0,0,.,.,.,.,.,.,.,.,.,.,0,3,97,0,3,97,.,.,.
160472,174,297,206,91,297,204,0,93,0,0,206,155,0,51,0,0,91,49,0,42,0,0,1,1,23,41,0,31,3,0,0,96,1,1,23,41,0,31,3,0,0,96,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
160481,1239,2557,712,1845,2557,504,242,1391,420,0,712,169,78,450,15,0,1845,335,164,941,405,0,5,1,22,6,1,57,5,4,1,69,5,1,22,6,1,57,5,4,1,69,.,.,.,.,.,.,.,.,.,.,47,35,18,47,35,18,.,.,.
160524,330,504,504,0,504,278,3,223,0,0,504,278,3,223,0,0,0,0,0,0,0,0,1,0,65,1,0,30,3,0,0,70,1,0,65,1,0,30,3,0,0,70,.,.,.,.,.,.,.,.,.,.,0,100,0,0,100,0,.,.,.
160579,2142,4182,1986,2196,4182,794,482,2143,763,0,1986,521,270,1137,58,0,2196,273,212,1006,705,0,1,1,24,4,1,61,4,3,1,54,1,1,24,4,1,61,4,3,1,54,.,.,.,.,.,.,.,.,.,.,26,58,16,26,58,16,.,.,.
160597,62,152,80,72,152,34,0,118,0,0,80,19,0,61,0,0,72,15,0,57,0,0,0,0,100,0,0,0,0,0,0,66,0,0,100,0,0,0,0,0,0,66,.,.,.,.,.,.,.,.,.,.,0,13,87,0,13,87,.,.,.
160612,10602,15903,9424,6479,14666,2368,870,7718,3710,1237,8945,1641,710,6546,48,479,5721,727,160,1172,3662,758,0,1,17,6,0,63,3,7,1,64,0,1,17,6,0,63,3,7,1,63,0,0,17,5,0,69,4,1,4,78,7,57,36,5,60,36,42,26,33
160621,6394,8435,5990,2445,6694,1516,386,3835,957,1741,4906,1444,312,3120,30,1084,1788,72,74,715,927,657,0,2,86,2,0,6,1,2,0,65,0,0,91,1,0,3,1,2,1,65,0,9,67,3,0,16,2,3,0,63,16,40,44,18,48,34,10,9,82
160630,1395,2746,1338,1408,2362,133,217,1184,828,384,1128,103,169,838,18,210,1234,30,48,346,810,174,0,2,88,2,0,3,1,3,0,71,0,1,89,2,0,3,1,3,0,72,1,5,84,1,0,4,2,3,0,71,20,53,27,21,50,29,14,73,13
160649,1869,3849,1703,2146,3849,513,732,1487,1117,0,1703,446,485,713,59,0,2146,67,247,774,1058,0,0,1,90,1,0,6,1,0,0,69,0,1,90,1,0,6,1,0,0,69,.,.,.,.,.,.,.,.,.,.,36,28,36,36,28,36,.,.,.
160658,13138,17884,12686,5198,14898,2866,1198,9617,1217,2986,11493,2744,865,7855,29,1193,3405,122,333,1762,1188,1793,0,3,23,6,0,60,3,3,2,58,0,3,24,6,0,60,4,3,1,58,0,4,18,6,0,57,2,2,10,56,20,41,39,13,48,39,53,9,38
160667,2007,5524,1738,3786,5524,647,452,1394,3031,0,1738,503,306,875,54,0,3786,144,146,519,2977,0,0,1,34,5,1,56,2,1,0,53,0,1,34,5,1,56,2,1,0,53,.,.,.,.,.,.,.,.,.,.,14,16,70,14,16,70,.,.,.
160755,13275,15270,12985,2285,9341,2279,110,6952,0,5929,8653,2279,110,6264,0,4332,688,0,0,688,0,1597,0,5,9,8,0,60,3,3,11,61,0,5,6,8,0,68,5,2,7,61,0,6,14,8,0,49,2,4,17,61,11,25,63,3,35,62,25,9,66
160904,3570,3984,3581,403,2957,1034,67,1753,103,1027,2676,998,54,1616,8,905,281,36,13,137,95,122,0,5,74,5,0,6,4,5,2,76,0,3,83,5,0,1,4,3,2,76,0,11,50,5,0,19,3,9,2,73,5,67,28,4,78,18,10,32,58
160959,355,419,385,34,417,93,38,263,23,2,384,93,38,248,5,1,33,0,0,15,18,1,0,1,0,6,0,63,3,4,22,70,0,1,0,6,0,63,3,4,22,70,0,0,0,0,0,100,0,0,0,50,0,0,100,0,0,100,0,0,100
160977,1821,1958,1958,0,1958,553,3,1402,0,0,1958,553,3,1402,0,0,0,0,0,0,0,0,0,6,5,8,0,65,7,0,8,52,0,6,5,8,0,65,7,0,8,52,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
160995,392,642,642,0,636,281,0,348,7,6,636,281,0,348,7,6,0,0,0,0,0,0,1,0,3,2,0,88,3,3,0,81,1,0,3,2,0,88,3,3,0,81,0,0,0,0,0,100,0,0,0,83,42,57,1,42,58,1,100,0,0
161004,1876,1989,1983,6,1989,517,2,1463,7,0,1983,517,2,1463,1,0,6,0,0,0,6,0,0,9,6,11,0,57,9,0,7,50,0,9,6,11,0,57,9,0,7,50,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
161022,189,308,126,182,308,8,139,161,0,0,126,3,38,85,0,0,182,5,101,76,0,0,0,1,5,1,1,79,3,10,0,88,0,1,5,1,1,79,3,10,0,88,.,.,.,.,.,.,.,.,.,.,22,69,9,22,69,9,.,.,.
161077,1456,3589,1307,2282,3589,717,257,1327,1288,0,1307,458,120,714,15,0,2282,259,137,613,1273,0,0,1,8,3,0,56,2,29,2,59,0,1,8,3,0,56,2,29,2,59,.,.,.,.,.,.,.,.,.,.,40,26,34,40,26,34,.,.,.
161086,2454,2342,2342,0,2342,668,8,1666,0,0,2342,668,8,1666,0,0,0,0,0,0,0,0,0,10,5,8,0,57,6,4,10,53,0,10,5,8,0,57,6,4,10,53,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
161138,1210,3041,935,2106,3041,365,258,878,1540,0,935,234,127,500,74,0,2106,131,131,378,1466,0,1,1,1,2,0,79,2,13,1,54,1,1,1,2,0,79,2,13,1,54,.,.,.,.,.,.,.,.,.,.,37,35,28,37,35,28,.,.,.
161192,1053,2807,606,2201,2807,364,240,895,1308,0,606,177,73,335,21,0,2201,187,167,560,1287,0,1,1,1,3,0,88,2,4,0,66,1,1,1,3,0,88,2,4,0,66,.,.,.,.,.,.,.,.,.,.,40,20,40,40,20,40,.,.,.
161208,56,57,57,0,57,17,28,12,0,0,57,17,28,12,0,0,0,0,0,0,0,0,0,5,5,5,0,82,0,2,0,7,0,5,5,5,0,82,0,2,0,7,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
161217,2477,5750,1607,4143,5677,390,655,2664,1968,73,1601,269,318,985,29,6,4076,121,337,1679,1939,67,1,1,3,4,0,79,4,7,1,68,1,1,3,4,0,79,4,7,1,68,0,0,4,1,1,85,3,1,4,51,67,17,16,66,17,16,99,1,0
161226,1540,2259,1385,874,1788,352,106,1003,327,471,1355,350,89,905,11,30,433,2,17,98,316,441,1,1,2,3,0,81,3,8,0,72,1,1,2,4,0,84,4,4,0,68,2,1,0,1,0,70,1,25,0,86,29,48,23,12,59,28,92,6,1
161235,732,2004,460,1544,2004,73,212,648,1071,0,460,70,85,295,10,0,1544,3,127,353,1061,0,0,1,4,4,0,77,3,6,5,71,0,1,4,4,0,77,3,6,5,71,.,.,.,.,.,.,.,.,.,.,47,26,27,47,26,27,.,.,.
161253,10235,15005,9438,5567,11879,2378,721,6753,2027,3126,8504,2303,546,5626,29,934,3375,75,175,1127,1998,2192,1,2,2,4,0,79,3,6,4,54,1,2,2,4,0,81,4,4,2,51,1,2,2,2,0,68,1,14,9,63,27,55,18,21,63,16,51,23,26
161299,1061,1076,1034,42,1044,214,24,803,3,32,1018,213,24,780,1,16,26,1,0,23,2,16,1,1,2,5,0,83,1,7,1,17,1,1,2,5,0,83,1,7,1,17,0,0,0,3,0,91,0,6,0,25,3,32,66,0,32,68,94,6,0
161341,1151,2257,926,1331,2225,200,305,803,917,32,922,168,192,509,53,4,1303,32,113,294,864,28,1,1,3,4,0,77,3,6,4,65,1,1,3,4,0,76,3,6,4,65,3,0,3,3,0,91,0,0,0,56,53,24,22,53,25,23,100,0,0
161457,6281,10463,4910,5553,6885,606,179,1567,4533,3578,2289,603,175,1480,31,2621,4596,3,4,87,4502,957,0,4,3,1,0,46,1,44,0,71,0,1,1,1,0,33,1,63,0,71,1,8,7,2,0,73,1,8,1,71,61,4,35,65,5,30,52,3,45
161484,409,935,350,585,935,145,74,314,402,0,350,112,42,190,6,0,585,33,32,124,396,0,2,0,2,3,0,85,2,4,1,56,2,0,2,3,0,85,2,4,1,56,.,.,.,.,.,.,.,.,.,.,29,41,30,29,41,30,.,.,.
161493,181,242,197,45,242,110,0,132,0,0,197,98,0,99,0,0,45,12,0,33,0,0,0,1,5,2,0,71,5,17,0,97,0,1,5,2,0,71,5,17,0,97,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
161509,459,523,482,41,427,107,36,282,2,96,403,107,36,260,0,79,24,0,0,22,2,17,0,3,3,5,0,68,7,14,0,75,0,3,3,4,0,71,8,11,0,75,0,6,0,7,0,58,1,27,0,76,5,26,69,0,31,69,28,0,72
161518,1286,2164,905,1259,1394,179,127,905,183,770,758,176,41,541,0,147,636,3,86,364,183,623,0,2,4,6,0,73,2,13,0,62,0,1,4,5,0,74,3,13,0,60,1,3,3,8,0,72,1,12,0,65,61,1,37,40,2,58,100,0,0
161527,197,352,230,122,352,132,0,220,0,0,230,91,0,139,0,0,122,41,0,81,0,0,1,3,5,3,0,86,3,1,0,90,1,3,5,3,0,86,3,1,0,90,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
161545,3165,7602,2693,4909,7602,1168,578,3283,2573,0,2693,698,202,1726,67,0,4909,470,376,1557,2506,0,0,3,9,4,0,77,3,3,1,58,0,3,9,4,0,77,3,3,1,58,.,.,.,.,.,.,.,.,.,.,50,23,27,50,23,27,.,.,.
161554,6199,10236,4519,5717,7445,936,736,3699,2074,2791,3855,900,545,2360,50,664,3590,36,191,1339,2024,2127,1,2,6,3,0,78,3,6,1,64,1,3,6,4,0,76,3,6,1,60,1,1,3,3,0,83,2,7,1,75,33,45,21,24,53,23,58,26,16
161563,1058,1587,764,823,1373,214,23,486,650,214,710,211,22,460,17,54,663,3,1,26,633,160,0,2,3,1,0,85,4,4,1,55,1,2,3,1,0,84,4,4,1,53,0,1,2,1,0,88,3,4,0,66,7,41,52,0,46,54,48,11,42
161572,2819,4910,4522,388,4205,917,1768,1455,65,705,4198,917,1766,1452,63,324,7,0,2,3,2,381,1,1,6,8,0,69,6,9,0,76,1,1,6,8,0,70,6,9,0,75,1,2,3,10,0,67,5,12,0,77,96,4,0,96,4,0,100,0,0
161581,268,697,208,489,697,94,29,155,419,0,208,64,20,93,31,0,489,30,9,62,388,0,6,1,0,4,0,81,3,4,0,66,6,1,0,4,0,81,3,4,0,66,.,.,.,.,.,.,.,.,.,.,46,15,40,46,15,40,.,.,.
161688,1406,3072,922,2150,3072,383,539,1246,904,0,922,281,120,471,50,0,2150,102,419,775,854,0,0,1,11,3,0,80,3,1,1,73,0,1,11,3,0,80,3,1,1,73,.,.,.,.,.,.,.,.,.,.,30,23,47,30,23,47,.,.,.
161767,5984,15280,3106,12174,15280,2045,1002,8676,3557,0,3106,1054,217,1778,57,0,12174,991,785,6898,3500,0,0,5,18,10,0,53,6,8,2,62,0,5,18,10,0,53,6,8,2,62,.,.,.,.,.,.,.,.,.,.,58,29,14,58,29,14,.,.,.
161800,71,141,55,86,141,68,0,73,0,0,55,28,0,27,0,0,86,40,0,46,0,0,0,0,48,11,0,41,0,0,0,62,0,0,48,11,0,41,0,0,0,62,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
