agency,organization_name,organization_state,organization_city,organization_type,likely_higher_ed,match_method,disrupted_award_remaining
epa,E3 Solutions,Alabama,Birmingham,,FALSE,unmatched,428022
nsf,Wepan Inc,District Of Columbia,Washington,Standard Grant,FALSE,unmatched,427030.99
epa,Enfocus Inc,Indiana,South Bend,,FALSE,unmatched,426991.34
epa,"New Growth Innovation Network, Inc",Illinois,Chicago,Not for Profit,FALSE,unmatched,425847.66
epa,"Pednet Coalition, Inc.",Missouri,Columbia,,FALSE,unmatched,425114.28
nsf,Future Earth,Colorado,Fort Collins,Continuing Grant,FALSE,unmatched,425113
epa,Farmworker Justice Fund Inc,District Of Columbia,Washington,,FALSE,unmatched,424099.7
epa,Environmental Health Coalition,California,National City,,FALSE,unmatched,423368.98
samhsa,Guam Behavioral Health and Wellness Center,Guam,Tamuning,Other Health Organization,FALSE,unmatched,423345.85
epa,Childhood Lead Action Project,Rhode Island,Providence,,FALSE,unmatched,423210.98
nih,Children's Hosp of Philadelphia,Pennsylvania,Philadelphia,Independent Hospitals,FALSE,unmatched,421929.7328571428
samhsa,City of Vernon,California,Vernon,Other Special Interest Organization,FALSE,unmatched,421207.79
epa,The Rand Corporation,California,Santa Monica,Not for Profit,FALSE,unmatched,419240.5
epa,The John Bartram Association,Pennsylvania,Philadelphia,,FALSE,unmatched,417084.95
epa,"Mystic River Watershed Association, Inc.",Massachusetts,Arlington,,FALSE,unmatched,415676.93
epa,Earth Care International,New Mexico,Santa Fe,,FALSE,unmatched,410938.69
cdc,St. John's Community Health,California,Los Angeles,Other Health Organization,FALSE,unmatched,405678
epa,We Stay-Nos Quedamos Inc,New York,Bronx,,FALSE,unmatched,400000
nsf,American Geophysical Union,District Of Columbia,Washington,Continuing Grant,FALSE,unmatched,396538.84
epa,Kaunalewa,Hawaii,Kekaha,,FALSE,unmatched,395981.37
epa,"American Solar Energy Society, Inc.",Colorado,Boulder,,FALSE,unmatched,394507
epa,"Oregon Coast Visitors Association, Inc.",Oregon,Oceanside,,FALSE,unmatched,393840.96
nsf,Southwestern College,California,Chula Vista,Standard Grant,TRUE,manual_include_unmatched,393156.48
nih,Wistar Institute,Pennsylvania,Philadelphia,Research Institutes,FALSE,unmatched,391964
cdc,Oklahoma City County Health Department,Oklahoma,Oklahoma City,Health Department,FALSE,unmatched,391559.71
epa,Metropolitan Tenants Organization,Illinois,Chicago,,FALSE,unmatched,390868.96
nsf,National Academy of Sciences,District Of Columbia,Washington,Continuing Grant,FALSE,unmatched,384780.4
cdc,National Opinion Research Center,Illinois,Chicago,"Research Institution, Foundation and Laboratory",FALSE,unmatched,384413.59
nsf,University of Puerto Rico Mayaguez,Puerto Rico,Mayaguez,Standard Grant,TRUE,manual_include_unmatched,384053.57
cdc,Los Angeles Lgbt Center,California,Los Angeles,Welfare Department,FALSE,unmatched,383958
epa,"Hitchcock Center for the Environment, Inc.",Massachusetts,Amherst,,FALSE,unmatched,383427.14
epa,Detroiters Working for Environmental Justice,Michigan,Detroit,,FALSE,unmatched,383193
epa,"Amistades, Inc",Arizona,Tucson,,FALSE,unmatched,382011.23
cdc,Alianza Americas,Illinois,Chicago,Other Educational Organization,FALSE,unmatched,378818.87
epa,Steps Coalition,Mississippi,Gulfport,,FALSE,unmatched,377482
nsf,San Jacinto College District,Texas,Pasadena,Standard Grant,TRUE,manual_include_unmatched,377145.22
nih,Cambridge Health Alliance,Massachusetts,Cambridge,Other Domestic Non-Profits,FALSE,unmatched,376658.92
epa,Community Power,Minnesota,Minneapolis,,FALSE,unmatched,375244.9
nih,Feonix - Mobility Rising,Nebraska,Lincoln,Other Domestic Non-Profits,FALSE,unmatched,375000
nsf,Quality Education for Minorities Network,District Of Columbia,Washington,Continuing Grant,FALSE,unmatched,374166
nih,University of Kansas Medical Center,Kansas,Kansas City,SCHOOLS OF MEDICINE,TRUE,manual_include_unmatched,374022
epa,Gamaliel Foundation,Illinois,Chicago,,FALSE,unmatched,372919
epa,Springfield Community Gardens,Missouri,Springfield,,FALSE,unmatched,372552.72
nsf,SUNY at Binghamton,New York,Binghamton,Continuing Grant,FALSE,unmatched,372528.75
epa,"Tennessee Environmental Council, Inc.",Tennessee,Nashville,,FALSE,unmatched,371037.92
epa,Maine Peoples Resource Center,Maine,Portland,,FALSE,unmatched,370827.52
epa,University of Houston System,Texas,Houston,State Institution of Higher Learning,TRUE,manual_include_unmatched,369536.61
epa,"Refugee Development Center, Inc",Rhode Island,Providence,,FALSE,unmatched,367003.26
cdc,American Academy of Family Physicians,Kansas,Leawood,Vocational & Training School,FALSE,unmatched,366392.63
epa,Clean Water Fund,District Of Columbia,Washington,,FALSE,unmatched,364252
nih,University of the Pacific-Stockton,California,Stockton,SCHOOLS OF PHARMACY,TRUE,manual_include_unmatched,362788.93
epa,Palouse Conservation District,Washington,Pullman,,FALSE,unmatched,362035.51
epa,"The Medical College of Wisconsin, Inc.",Wisconsin,Milwaukee,Private University,TRUE,manual_include_unmatched,359999.93
epa,Ecolibrium3,Minnesota,Duluth,,FALSE,unmatched,359933.96
nsf,Family Health International,North Carolina,Durham,Standard Grant,FALSE,unmatched,358801.41
cdc,St. Joseph County Auditor,Indiana,South Bend,Health Department,FALSE,unmatched,358679.7
samhsa,Missouri State Dept of Mental Health,Missouri,Jefferson City,Health Department,FALSE,unmatched,358593.5
cdc,County of Benton,Arkansas,Bentonville,Law Enforcement Agency ( Including Criminal Rehabilitation ),FALSE,unmatched,358309.92
nsf,West Virginia University Research Corporation,West Virginia,Morgantown,Continuing Grant,FALSE,unmatched,356852.8
epa,"Terragraphics International Foundation, Inc.",Idaho,Moscow,,FALSE,unmatched,352253.32
epa,Prince William Sound Science and Technology Institute,Alaska,Cordova,,FALSE,unmatched,351118.95
nsf,Federation of Amer Societies For Exper Biology,Maryland,Rockville,Standard Grant,FALSE,unmatched,348416.66
epa,United Charitable,Virginia,Ashburn,,FALSE,unmatched,347096.71
epa,"Parks Alliance of Louisville, Inc.",Kentucky,Louisville,,FALSE,unmatched,344607.49
cdc,Apla Health & Wellness,California,Los Angeles,Other Health Organization,FALSE,unmatched,343906.35
epa,Red Feather Development Group,Arizona,Flagstaff,,FALSE,unmatched,343213.26
cdc,Tarrant County,Texas,Fort Worth,Health Department,FALSE,unmatched,335537.300000001
cdc,"County Of, Skamania",Washington,Stevenson,Planning & Administrative Organizations,FALSE,unmatched,334918.1
cdc,"National Perinatal Information Center, Inc.",Rhode Island,Providence,Other Health Organization,FALSE,unmatched,334815.88
nsf,Georgia Piedmont Technical College,Georgia,Clarkston,Standard Grant,TRUE,manual_include_unmatched,331311.02
epa,Children's Environmental Literacy Foundation Inc,New York,Valhalla,,FALSE,unmatched,326077.69
nsf,Urban Institute,District Of Columbia,Washington,Standard Grant,FALSE,unmatched,325738.55
nih,Texas Tech University Health Sciences Center at El Paso,Texas,El Paso,UNIVERSITY-WIDE,TRUE,manual_include_unmatched,316648.67
epa,New Haven Ecology Project Inc,Connecticut,New Haven,,FALSE,unmatched,314800.46
epa,Palmetto Futures,North Carolina,Cary,Not for Profit,FALSE,unmatched,314300.25
nsf,American Bar Foundation,Illinois,Chicago,Continuing Grant,FALSE,unmatched,314169.4
nsf,"Cast, Inc.",Massachusetts,Lynnfield,Standard Grant,FALSE,unmatched,313647
epa,"Bayview Hunters Point Community Advocates, Inc.",California,San Francisco,,FALSE,unmatched,313395.35
nsf,Child Trends Inc,Maryland,Rockville,Standard Grant,FALSE,unmatched,311730.59
nih,"Families Against Narcotics, Inc. d/b/a Face Addiction Now",Michigan,Clinton Twp,Other Domestic Non-Profits,FALSE,unmatched,310699.92
nih,Jackson Laboratory,Maine,Bar Harbor,Research Institutes,FALSE,unmatched,310522.52
cdc,City of El Paso,Texas,El Paso,Health Department,FALSE,unmatched,308428.26
cdc,Infectious Diseases Society of America,Virginia,Arlington,Other Health Organization,FALSE,unmatched,308277.08
nsf,University of Alaska Fairbanks Campus,Alaska,Fairbanks,Standard Grant,TRUE,manual_include_unmatched,299707
nih,Emma Pendleton Bradley Hospital,Rhode Island,Riverside,Independent Hospitals,FALSE,unmatched,298107.3
epa,Ridge to Reefs Inc,Maryland,Sykesville,,FALSE,unmatched,297923.2
epa,Board of Regents of Nevada System of Higher Education,Nevada,Reno,State Institution of Higher Learning,FALSE,unmatched,296872.17
epa,Upper Snake River Tribes Foundation Inc,Idaho,Boise,,FALSE,unmatched,296435.89
nsf,Exploratorium,California,San Francisco,Standard Grant,FALSE,unmatched,292244.68
nsf,University of Vermont & State Agricultural College,Vermont,Burlington,Standard Grant,TRUE,manual_include_unmatched,291708.581578947
epa,Vincentian Ohio Action Network,Ohio,Columbus,,FALSE,unmatched,290025.63
epa,Methow Valley Citizens Council,Washington,Twisp,,FALSE,unmatched,288888.17
nsf,California State University San Marcos Corporation,California,San Marcos,Standard Grant,FALSE,unmatched,288129.56
epa,"Yess of Charles County, Inc.",Maryland,Indian Head,,FALSE,unmatched,280663.5
samhsa,"University of California, San Francisco",California,San Francisco,"Junior College, College & University",TRUE,manual_include_unmatched,280270.13
nsf,West Hills Community College,California,Coalinga,Standard Grant,TRUE,manual_include_unmatched,278208.18
nih,University of Connecticut Sch of Med/Dnt,Connecticut,Farmington,SCHOOLS OF MEDICINE,TRUE,manual_include_unmatched,277412.91000000003
nih,American Psychological Association,District Of Columbia,Washington,Other Domestic Non-Profits,FALSE,unmatched,272750.38
cdc,Partnership Health Center Inc,Montana,Missoula,Health Department,FALSE,unmatched,271810
cdc,l Sakvarelidze National Center for Disease Control and Public Health,Tbilisi,Tbilisi,Other Health Organization,FALSE,unmatched,269183
nsf,Children's Museum of Pittsburgh,Pennsylvania,Pittsburgh,Standard Grant,FALSE,unmatched,263917.31
epa,Gulf of Maine Research Institute,Maine,Portland,,FALSE,unmatched,263043.56
cdc,University of Pittsburgh - of the Commonwealth System of Higher Education,Pennsylvania,Pittsburgh,"Junior College, College & University",TRUE,manual_include_unmatched,262813.76
nih,Monell Chemical Senses Center,Pennsylvania,Philadelphia,Research Institutes,FALSE,unmatched,262604
cdc,"Health, Virginia Department of",Virginia,Virginia Beach,Health Department,FALSE,unmatched,254715.61
nih,"Ndri-Usa, Inc.",New York,New York,Other Domestic Non-Profits,FALSE,unmatched,253273.11
epa,National Indian Health Board,District Of Columbia,Washington,,FALSE,unmatched,250000
epa,San Joaquin Valley Unified Air Pollution Control District,California,Fresno,,FALSE,unmatched,248766.36
cdc,Red Cliff Band of Lake Superior Chippewa Indians of Wisconsin,Wisconsin,Bayfield,Indian Tribal Council,FALSE,unmatched,247014.49
epa,Alaska Municipal League,Alaska,Juneau,,FALSE,unmatched,246720.48
nsf,Alamo Community College District - St. Philip's College,Texas,San Antonio,Standard Grant,TRUE,likely_higher_ed_unmatched,246087.99
epa,Cleanaire North Carolina,North Carolina,Charlotte,,FALSE,unmatched,245605.61
cdc,Community Action for Healthy Living Inc,Wisconsin,Appleton,Other Special Interest Organization,FALSE,unmatched,245335.73
cdc,Institute for Public Health Innovation,District Of Columbia,Washington,Other Health Organization,FALSE,unmatched,245233.859999999
nsf,University of Kansas Center for Research Inc,Kansas,Lawrence,Standard Grant,TRUE,manual_include_unmatched,245115.64
cdc,American Academy of Pediatrics,Illinois,Itasca,Other Health Organization,FALSE,unmatched,244874.61
nsf,"Learning Network, Llc, the",Texas,Allen,Cooperative Agreement,FALSE,unmatched,244558.5
nsf,The Chicago School of Professional Psychology,Illinois,Chicago,Standard Grant,FALSE,unmatched,243054.87
nih,China Medical University,,Shenyang,Unavailable,TRUE,manual_include_unmatched,239000
nsf,"Association for Women in Mathematics, Inc.",Rhode Island,Providence,Continuing Grant,FALSE,unmatched,236621.53
nih,Cherokee Nation,Oklahoma,Tahlequah,Other Domestic Non-Profits,FALSE,unmatched,236342.11
epa,"Black United Fund of Texas, Inc.",Texas,Houston,,FALSE,unmatched,232242.94
cdc,Chicago Department of Public Health,Illinois,Chicago,Health Department,FALSE,unmatched,231808
nih,New York University d/b/a NYU Long Island School of Medicine,New York,Mineola,UNIVERSITY-WIDE,TRUE,manual_include_unmatched,219376.3
cdc,New Mexico Perinatal Collaborative,New Mexico,Santa Fe,Other Health Organization,FALSE,unmatched,218074.77
nsf,HudsonAlpha Institute for Biotechnology,Alabama,Huntsville,Standard Grant,FALSE,unmatched,217093.28
nsf,SUNY at Buffalo,New York,Amherst,Cooperative Agreement,FALSE,unmatched,212372.06
nsf,University of Hawaii,Hawaii,Honolulu,Standard Grant,TRUE,manual_include_unmatched,206058.78999999992
nih,Scripps Health,California,San Diego,Other Domestic Non-Profits,FALSE,unmatched,202964
nsf,Pbs Foundation,Virginia,Arlington,Continuing Grant,FALSE,unmatched,197281
epa,"Rebuild Superior, Inc.",Arizona,Superior,,FALSE,unmatched,195000
nsf,University of North Carolina at Wilmington,North Carolina,Wilmington,Standard Grant,TRUE,manual_include_unmatched,191816.35
nih,Beth Israel Deaconess Medical Center,Massachusetts,Boston,Independent Hospitals,FALSE,manual_include_unmatched,191291.01
nih,Meharry Medical College,Tennessee,Nashville,SCHOOLS OF MEDICINE,TRUE,manual_include_unmatched,184206.46
nsf,Columbus State Community College,Ohio,Columbus,Standard Grant,TRUE,manual_include_unmatched,181187.214611872
nsf,SUNY Onondaga Community College,New York,Syracuse,Standard Grant,TRUE,manual_include_unmatched,181187.214611872
nih,Father Flanagan's Boys' Home,Nebraska,Boys Town,Other Domestic Non-Profits,FALSE,unmatched,180630.02000000002
nsf,Lisa Fitzpatrick & Associates Md Pc,District Of Columbia,Washington,Cooperative Agreement,FALSE,unmatched,179434.82739726
nsf,Smart Girls Hq Llc,North Carolina,Charlotte,Cooperative Agreement,FALSE,unmatched,179416.164383562
nih,Colliga Apps Corp.,Texas,Austin,Domestic For-Profits,FALSE,unmatched,178325
cdc,The Infectious Diseases Institute Limited,Province,Kampala,"Research Institution, Foundation and Laboratory",FALSE,unmatched,178032.25
nsf,Allan Hancock College,California,Santa Maria,Continuing Grant,TRUE,manual_include_unmatched,176288.57
nsf,Spelman College,Georgia,Atlanta,Standard Grant,TRUE,manual_include_unmatched,175935
cdc,Altamed Health Services Corporation,California,Commerce,Other Health Organization,FALSE,unmatched,172973
cdc,"Special Service for Groups, Inc.",California,Los Angeles,Other Social Services Organization,FALSE,unmatched,170000
nih,Centre for Addiction and Mental Health,On,Toronto,Unavailable,FALSE,unmatched,168827
nih,University of North Carolina Charlotte,North Carolina,Charlotte,SCHOOLS OF ARTS AND SCIENCES,TRUE,manual_include_unmatched,168710.56
epa,Southern Oregon Forest Restoration Collaborative,Oregon,Jacksonville,,FALSE,unmatched,168163.63
epa,Reflo Inc,Wisconsin,Milwaukee,,FALSE,unmatched,166400
epa,"Grades of Green, Inc.",California,El Segundo,,FALSE,unmatched,159938.13
nsf,University Corporation For Atmospheric Res,Colorado,Boulder,Continuing Grant,FALSE,unmatched,156564.32
nsf,Shakopee Mdewakanton Sioux Community,Minnesota,Prior Lake,Standard Grant,FALSE,unmatched,156448.6
nsf,American Society For Engineering Education,District Of Columbia,Washington,Continuing Grant,FALSE,unmatched,155309.87
nsf,West Virginia University Research Corporation,West Virginia,Morgantown,Standard Grant,FALSE,unmatched,155122.29
nih,"Whitman-Walker Institute, Inc.",District Of Columbia,Washington,Other Domestic Non-Profits,FALSE,unmatched,152650.14
samhsa,"Onpoint Nyc, Inc.",New York,New York,Other Special Interest Organization,FALSE,unmatched,150981.11
nih,New York Hall of Science,New York,Corona,Other Domestic Non-Profits,FALSE,unmatched,149480.29
nsf,Riverside Community College District/Riverside City College,California,Riverside,Standard Grant,TRUE,manual_include_unmatched,147749.96
epa,Research Foundation of the City University of New York,New York,New York,State Institution of Higher Learning,TRUE,manual_include_unmatched,145838.91
nsf,Loyola University of Chicago,Illinois,Chicago,Continuing Grant,TRUE,manual_include_unmatched,145316.37
epa,Resilient Virginia,Virginia,Accomac,,FALSE,unmatched,144961.01
nsf,Lehigh Carbon Community College,Pennsylvania,Schnecksville,Standard Grant,TRUE,manual_include_unmatched,141740.99
nsf,"Granted Advisors, Llc",Louisiana,New Orleans,Continuing Grant,FALSE,unmatched,138247.705394191
nsf,Wnet,New York,New York,Continuing Grant,FALSE,unmatched,137636
cdc,Yellowstone City County Health Department,Montana,Billings,Health Department,FALSE,unmatched,131272.33
epa,Micah Six Eight Mission,Louisiana,Sulphur,,FALSE,unmatched,128333.34
epa,Food Bank of Contra Costa and Solano,California,Concord,Not for Profit,FALSE,unmatched,128287.35
nih,Rockefeller University,New York,New York,GRADUATE SCHOOLS,TRUE,manual_include_unmatched,123961.71000000002
nsf,Donald Danforth Plant Science Center,Missouri,Saint Louis,Standard Grant,FALSE,unmatched,123009.74
nsf,Crow Canyon Archaeological Center,Colorado,Cortez,Standard Grant,FALSE,unmatched,120936.68
epa,Ecoaction Partners,Colorado,Telluride,,FALSE,unmatched,119583.88
nsf,"SageFox Consulting Group, LLC",Massachusetts,Amherst,Continuing Grant,FALSE,unmatched,117331.43
nih,University of Puerto Rico Medical Sciences,Puerto Rico,San Juan,SCHOOLS OF MEDICINE,TRUE,manual_include_unmatched,115301.82
nih,Tufts Medical Center,Massachusetts,Boston,Independent Hospitals,FALSE,manual_include_unmatched,114939.44
nih,Silverbills Inc.,New York,New Rochelle,Domestic For-Profits,FALSE,unmatched,114680.93
epa,The Bronx is Blooming,New York,Bronx,,FALSE,unmatched,113727.02
cdc,Puerto Rican Cultural Center,Illinois,Chicago,"Supplier Organizations ( Service, Supplies, Material and Equipment )",FALSE,unmatched,113286.39
nsf,Long Island Children's Museum,New York,Garden City,Standard Grant,FALSE,unmatched,113214.544954128
nsf,Weber State University,Utah,Ogden,Standard Grant,TRUE,manual_include_unmatched,113141.46
nsf,Association of American Colleges and Universities,District Of Columbia,Washington,Standard Grant,FALSE,unmatched,112682.81
nsf,San Antonio College,Texas,San Antonio,Standard Grant,TRUE,manual_include_unmatched,110047.55
nsf,Terc Inc,Massachusetts,Cambridge,Standard Grant,FALSE,unmatched,109899.88
epa,"Dream in Green, Inc.",Florida,Miami,,FALSE,unmatched,106196.31
nih,Hennepin Healthcare Research Institute,Minnesota,Minneapolis,Research Institutes,FALSE,unmatched,105521.59
nsf,University of Puerto Rico at Carolina,Puerto Rico,Carolina,Standard Grant,TRUE,manual_include_unmatched,102583.736625514
epa,"Bisbee Science Exploration and Research Center, Inc",Arizona,Bisbee,,FALSE,unmatched,100570.83
epa,Nevada System of Higher Education,Nevada,Reno,State Institution of Higher Learning,FALSE,unmatched,97294.98
nsf,American Society For Microbiology,District Of Columbia,Washington,Standard Grant,FALSE,unmatched,95011.2
epa,Southcoast Community Foundation Inc,Massachusetts,New Bedford,,FALSE,unmatched,91735.85
cdc,"Asian and Pacific Islander Wellness Center, Inc.",California,San Francisco,Other Health Organization,FALSE,unmatched,90897.5800000001
epa,Virginia Department of Environmental Quality,Virginia,Richmond,State,FALSE,unmatched,90000
nsf,Claremont Graduate University,California,Claremont,Standard Grant,TRUE,manual_include_unmatched,88179.68
epa,Georgia Southern University Research & Service Foundation Inc,Georgia,Statesboro,State Institution of Higher Learning,TRUE,manual_include_unmatched,86899.53
epa,"Sixth Street Community Center, Inc",New York,New York,,FALSE,unmatched,86497.52
nih,"Resilient Games Studio, Llc",Illinois,Chicago,Domestic For-Profits,FALSE,unmatched,84777.53
nsf,Horizon Research Inc,North Carolina,Chapel Hill,Standard Grant,FALSE,unmatched,84669.89
nih,University of Texas Health Sciences Center Houston,Texas,Houston,SCHOOLS OF MEDICINE,TRUE,manual_include_unmatched,84270.42000000001
nih,Cold Spring Harbor Laboratory,New York,Cold Spring Harbor,Research Institutes,FALSE,unmatched,84145.1899999999
nsf,CUNY Queensborough Community College,New York,Bayside,Standard Grant,TRUE,manual_include_unmatched,83864.92
epa,Center for an Ecology-Based Economy,Maine,Norway,,FALSE,unmatched,83236.93
nih,Oklahoma Medical Research Foundation,Oklahoma,Oklahoma City,Research Institutes,FALSE,manual_include_unmatched,81489.99
nsf,University of Guam,Guam,Mangilao,Standard Grant,TRUE,manual_include_unmatched,80072.22
epa,Groundwork New Orleans,Louisiana,New Orleans,,FALSE,unmatched,78600
cdc,Association of American Medical Colleges,District Of Columbia,Washington,Other Educational Organization,FALSE,unmatched,78365.5800000001
nsf,Rand Corporation,California,Santa Monica,Continuing Grant,FALSE,unmatched,77385.6
epa,Hartford Parent University Inc,Connecticut,Hartford,Not for Profit,TRUE,manual_include_unmatched,76778.55
cdc,Cheyenne Arapaho Tribe,Oklahoma,Concho,Indian Tribal Council,FALSE,unmatched,75596.7
nsf,Cuesta College,California,San Luis Obispo,Continuing Grant,TRUE,manual_include_unmatched,74812.56
nih,North Carolina Agri & Tech State University,North Carolina,Greensboro,SCHOOLS OF ARTS AND SCIENCES,FALSE,unmatched,73327.63
epa,Gasp,Alabama,Birmingham,Not for Profit,FALSE,unmatched,72500
nsf,HEALTHPARTNERS Institute,Minnesota,Minneapolis,Continuing Grant,FALSE,unmatched,71909.02
nsf,Massachusetts Bay Community College,Massachusetts,Wellesley Hills,Standard Grant,TRUE,manual_include_unmatched,70350.61
nsf,Texas A&M Engineering Experiment Station,Texas,College Station,Standard Grant,FALSE,unmatched,70070
nsf,Global Fund for Women Inc,California,San Francisco,Standard Grant,FALSE,unmatched,69830.24
nsf,Spelman College,Georgia,Atlanta,Continuing Grant,TRUE,manual_include_unmatched,66519.54
nih,"Us Helping Us, People into Living, Inc.",District Of Columbia,Washington,Other Domestic Non-Profits,FALSE,unmatched,65000
nsf,Kentucky Community & Technical College System,Kentucky,Versailles,Standard Grant,TRUE,manual_include_unmatched,63530.28
epa,Woods Hole Oceanographic Institution,Massachusetts,Woods Hole,Not for Profit,FALSE,unmatched,63027.45
epa,"Massachusetts Coalition for Occupational Safety and Health, Inc.",Massachusetts,Dorchester,,FALSE,unmatched,62499.05
epa,South Carolina Department of Public Health,South Carolina,Columbia,State,FALSE,unmatched,62266.04
nih,Hugo W. Moser Res Institute Kennedy Krieger,Maryland,Baltimore,Research Institutes,FALSE,unmatched,61279.09
samhsa,Guam Department of Administration,Guam,Tamuning,Other Health Organization,FALSE,unmatched,61070.79
nih,Allen Institute,Washington,Seattle,Research Institutes,FALSE,unmatched,61010.3884788868
nih,University of North Carolina Chapel Hill,North Carolina,Chapel Hill,SCHOOLS OF PHARMACY,FALSE,unmatched,60357.9600000002
nih,LSU Health Science Center,Louisiana,New Orleans,SCHOOLS OF MEDICINE,TRUE,likely_higher_ed_unmatched,59243.96
nsf,University of The Virgin Islands,Virgin Islands,Charlotte Amalie,Standard Grant,TRUE,manual_include_unmatched,58396.64
nsf,Utah State University,Utah,Logan,Standard Grant,TRUE,manual_include_unmatched,55503.509999999995
nih,"Equiti Foods, Llc",North Carolina,Chapel Hill,Domestic For-Profits,FALSE,unmatched,55120
nsf,National Bureau of Economic Research Inc,Massachusetts,Cambridge,Standard Grant,FALSE,unmatched,54841.98058091287
nih,Dana-Farber Cancer Institute,Massachusetts,Boston,Independent Hospitals,FALSE,unmatched,54207.3
nsf,University of Alabama,Alabama,Tuscaloosa,Standard Grant,TRUE,manual_include_unmatched,53611.64
epa,"Barnstable, County of",Massachusetts,Barnstable,County,FALSE,unmatched,51754.1000000001
nsf,Maricopa County Community College District,Arizona,Tempe,Standard Grant,FALSE,unmatched,50439.79
nsf,"Woodwell Climate Research Center, Inc.",Massachusetts,Falmouth,Standard Grant,FALSE,unmatched,48575.41
nih,University of North Carolina Chapel Hill,North Carolina,Chapel Hill,ORGANIZED RESEARCH UNITS,FALSE,unmatched,46688.5
epa,South Coast Air Quality Management District,California,Diamond Bar,Special District,FALSE,unmatched,46537.84
epa,Tohono O'odham Nation,Arizona,Sells,Indian Tribe,FALSE,unmatched,45581.7
nih,Morehouse School of Medicine,Georgia,Atlanta,SCHOOLS OF MEDICINE,TRUE,manual_include_unmatched,43554.3000000007
nsf,Institute For Advanced Study,New Jersey,Princeton,Standard Grant,FALSE,unmatched,42823.6
epa,The Research Foundation for the State University of New York,New York,Binghamton,Not for Profit,TRUE,manual_include_unmatched,41520.22
epa,The Corporation of Mercer University,Georgia,Macon,Private University,FALSE,unmatched,41283.73
nsf,Yakima Valley Community College,Washington,Yakima,Standard Grant,TRUE,manual_include_unmatched,41073.97
epa,Louisiana Bucket Brigade,Louisiana,New Orleans,Not for Profit,FALSE,unmatched,40826.08
nih,University of Puerto Rico at Humacao,Puerto Rico,Humacao,SCHOOLS OF ARTS AND SCIENCES,TRUE,manual_include_unmatched,40506.41
nih,National Opinion Research Center,Illinois,Chicago,Other Domestic Non-Profits,FALSE,unmatched,39454.9700000002
nsf,Ivy Tech Community College of Indiana,Indiana,Indianapolis,Standard Grant,TRUE,manual_include_unmatched,39149.29
nih,University of Alabama in Tuscaloosa,Alabama,Tuscaloosa,SCHOOLS OF NURSING,TRUE,manual_include_unmatched,38833.8100000001
nih,Smith-Kettlewell Eye Research Institute,California,San Francisco,Research Institutes,FALSE,unmatched,38692
nih,University of Connecticut Storrs,Connecticut,Storrs-Mansfield,SCHOOLS OF ARTS AND SCIENCES,TRUE,manual_include_unmatched,36132.15
nih,J. David Gladstone Institutes,California,San Francisco,Research Institutes,FALSE,unmatched,35161.32
nsf,Sierra Streams Institute,California,Nevada City,Standard Grant,FALSE,unmatched,34669.34
epa,"Mystic River Watershed Association, Inc.",Massachusetts,Arlington,Not for Profit,FALSE,unmatched,34200.55
epa,"Environmental Law Institute, the",District Of Columbia,Washington,Not for Profit,FALSE,unmatched,34105
nih,Infectious Diseases Institute,,Kampala,Unavailable,FALSE,unmatched,33770.72
nsf,American Museum Natural History,New York,New York,Standard Grant,FALSE,unmatched,33658.5
epa,Staten Island Economic Development Corp,New York,Staten Island,Not for Profit,FALSE,unmatched,33460
nsf,David Lipscomb University,Tennessee,Nashville,Standard Grant,TRUE,manual_include_unmatched,33145.41
nsf,Twin Cities Public Television,Minnesota,Saint Paul,Standard Grant,FALSE,unmatched,32298.6599999999
nsf,WestEd,California,San Francisco,Standard Grant,FALSE,unmatched,31083.15
epa,Coalition of Community Organizations,Texas,Houston,,FALSE,unmatched,30238.49
epa,Yakutat Tlingit Tribe,Alaska,Yakutat,Indian Tribe,FALSE,unmatched,30195.8
nsf,The New York City Foundation for Computer Science Education,New York,Armonk,Continuing Grant,FALSE,unmatched,29242.44
nsf,Edna Inc.,Massachusetts,Oxford,Standard Grant,FALSE,unmatched,28915.42
epa,Fashion Institute of Technology,New York,New York,State Institution of Higher Learning,TRUE,manual_include_unmatched,28020
nih,Harvard University d/b/a Harvard School of Public Health,Massachusetts,Boston,SCHOOLS OF PUBLIC HEALTH,FALSE,unmatched,27843.23000000001
nsf,University of Oregon Eugene,Oregon,Eugene,Standard Grant,TRUE,manual_include_unmatched,26462.34
cdc,Safe Water and Aids Project,Kisumu,Kisumu,Environmental Organization,FALSE,unmatched,25589
nsf,Changeaerial Llc,California,San Diego,Standard Grant,FALSE,unmatched,25227
nih,University of Mississippi Medical Center,Mississippi,Jackson,SCHOOLS OF MEDICINE,TRUE,manual_include_unmatched,24172.14
nih,"Delta Health Alliance, Inc.",Mississippi,Stoneville,Other Domestic Non-Profits,FALSE,unmatched,23862.74
epa,Atma Connect,California,Oakland,,FALSE,unmatched,22692
nsf,"GPRA Strategic Management, Inc.",Maryland,White Plains,Continuing Grant,FALSE,unmatched,22125
epa,Cape Cod Cranberry Growers Association,Massachusetts,Plymouth,Not for Profit,FALSE,unmatched,22000
nih,Boston Medical Center,Massachusetts,Boston,Independent Hospitals,FALSE,manual_include_unmatched,21570.36
nih,Albert Einstein College of Medicine,New York,Bronx,SCHOOLS OF MEDICINE,TRUE,manual_include_unmatched,20289.65
nsf,Ziker Enterprises Llc,California,San Jose,Standard Grant,FALSE,unmatched,20000
