agency,source_file,grant_id,grant_id_core,status,status_bucket,currently_disrupted,organization_name,organization_name_display,organization_state,organization_city,organization_type,project_title,project_abstract,is_pass_through_or_grantmaker,pass_through_keyword_match,start_date,original_end_date,termination_date,reinstatement_date,award_value,award_outlaid,award_remaining,remaining_field,award_id_string,source_url,detail_url,likely_higher_ed,matched_unitid,tracker_institution_name,tracker_city,tracker_state,tracker_control_label,tracker_category,match_method,in_financial_tracker
nih,nih_terminations.csv,3R01AI155653-04S1,R01AI155653,❌ Terminated,currently_disrupted,TRUE,UNIVERSITY OF MICHIGAN AT ANN ARBOR,University of Michigan at Ann Arbor,Michigan,Ann Arbor,SCHOOLS OF PHARMACY,Mechanisms of B cell responses to particulate antigens,"PROJECT SUMMARY Mechanisms of B cell responses to particulate antigens Two biophysical attributes shared by most animal viruses are the display of viral-specific proteins at certain densities on the surface of individual virions and the encapsulation of viral genome inside the virion. A threshold density of viral surface proteins is important to ensure efficient viral infection of host cells. From the perspective of the host, a threshold density of viral surface proteins may also be critical for the recognition by germline B cells for efficient mounting of humoral responses. The encapsulated genetic material may also stimulate B cells through the Toll-like receptors. Substantial mechanistic studies at the single-molecule level and imaging of live cells have revealed the sensitivity of B cells to the density of antigens. However, at the mechanistic level, it remains largely uncharacterized how B cells may recognize and respond to the individual as well as collective attributes of a virus, including the spatial density of proteins and the internal nucleic acids. This project aims to unravel the cellular and molecular mechanisms of B cell responses to viral features both in vivo and in vitro, using a new generation of model particulate antigens that we have recently developed. The success of this project will yield new and important mechanistic information on how B cells recognize particulate antigens similar to viruses, and reveal the functional outcomes of B cells in response to the recognition of the biophysical features of these antigens.",FALSE,,,,2025-04-18,,2892887,2463942,428945,total_estimated_remaining,ASST_NON_R01AI155653_7529,https://www.usaspending.gov/award/ASST_NON_R01AI155653_7529,https://reporter.nih.gov/project-details/11072300,TRUE,170976,University of Michigan-Ann Arbor,Ann Arbor,Michigan,Public,"Degree-granting, primarily baccalaureate or above",alias_name_state_fallback,TRUE
nih,nih_terminations.csv,3R01NR014855-08S1,R01NR014855,❌ Terminated,currently_disrupted,TRUE,UNIVERSITY OF PENNSYLVANIA,University of Pennsylvania,Pennsylvania,Philadelphia,SCHOOLS OF NURSING,Multilevel Panel Study of Effects of Changes in Nursing on Health Equity and Patient Outcomes,"Determining the association of nursing on patients with intellectual or developmental disabilities in the  acute care setting The NIH recently designated persons with disabilities as a health disparities population. The disparities experienced by those with intellectual and developmental disabilities (IDD) include a greater incidence of physical and mental ailments, increased morbidity and mortality, barriers to high quality care, stigma, biases, social disadvantage, and marginalization. However, there is a gap in the literature about approaches to reducing health disparities in the IDD population. Most research focuses on parents of IDD children, parents who have IDD, care for those who have dual diagnoses of IDD and another health problem, challenging behavior, and IDD caregiver burnout. To close the gap, we are proposing a supplement to R01NR014855 to utilize data collected in the parent grant to undertake novel methods to create individual risk profiles, using comorbidities, social determinants of health (SDOH) and IDD diagnoses, and to quantify the association of nursing resource factors on the risk adjusted outcomes of adult patients with IDD. Intersecting comorbidities, SDOH, and IDD diagnoses are expected to contribute to meaningful variation in clinical risk in the hospitalized IDD population. Quantifying the variable risk arising at the intersection of IDD, comorbidities, and SDOH is important because a particular challenge for this population is diagnostic overshadowing—when symptoms are misattributed to IDD rather than comorbidities and social determinant factors. Diagnostic overshadowing reduces quality of care and has been shown to lead to poor outcomes including increased mortality. Diagnostic overshadowing occurs more frequently when providers face time pressures, have poor teamwork, and lack resources. There is promising evidence that outcome disparities are reduced for other vulnerable populations, such as patients with serious mental illness and those with opioid use disorder, when they receive care in hospitals with better nursing resources, including increased nursing education, improved staffing, and more supportive work environments. The extent to which nursing resources are associated with IDD hospital patient outcomes is not known. The proposed study expands upon previous studies by: (1) quantitative research methods to specify pathways by which nursing resources might decrease adult IDD length of stay or readmission rates; (2) utilizing the secondary nursing data in the process of exploring adult IDD outcomes; and (3) ultimately using comorbidities, SDOH and IDD risk profiles to estimate which adult IDD patients may significantly benefit from greater nursing resources. Results will greatly improve our ability to target which nursing resources may benefit adult IDD patients. The central hypothesis is that an investment in nursing resources for the highest risk IDD inpatients will improve patient outcomes.",FALSE,,,,2025-04-22,,2704049,2276607,427442,total_estimated_remaining,ASST_NON_R01NR014855_7529,https://www.usaspending.gov/award/ASST_NON_R01NR014855_7529,https://reporter.nih.gov/project-details/11012090,TRUE,215062,University of Pennsylvania,Philadelphia,Pennsylvania,Private not-for-profit,"Degree-granting, primarily baccalaureate or above",normalized_name_city_state,TRUE
nih,nih_terminations.csv,1R01ES036237-01,R01ES036237,❌ Terminated,currently_disrupted,TRUE,UNIVERSITY OF ROCHESTER,University of Rochester,New York,Rochester,SCHOOL OF MEDICINE & DENTISTRY,Collaborative Development of Ethical Report-Back Guidelines for HouseholdExposure Research,"Project Summary Home-based exposures and poor housing quality contribute to health inequities (e.g., asthma, lead, reproductive health etc.) and are a driving force behind many environmental injustices. Household exposure research can inform solutions to these urgent problems. Responsible report-back of individual-level research results (RBRR) from household exposure studies is essential to promote changes in behavior, housing provider practices, community action, and policies to improve health. While high level report-back principles have been developed for environmental health research, these do not provide specific guidance on the unique ethical challenges of household exposure research. RBRR for household exposure studies raises a number of ethically contentious issues related to the actionability of results, participants’ housing status (e.g., income level, owner/renter, public/private housing), and the interests of third parties (including family members, neighbors, health professionals, landlords and community leaders), among others. This project aims to promote health equity and improve communication by developing guidelines for RBRR for household exposure studies in ways that respect participant preferences and inform appropriate action. We build on a longstanding community partnership with Rochester Energy Efficiency and Weatherization (RENEW) and actively involve a Stakeholder Advisory Board that represents the diverse perspectives of community groups, housing providers, IRBs, public health professionals and others who may be affected by RBRR. We integrate prior report back studies by recruiting participants from several past housing exposure research studies, including ROC HOME, to provide formative input to Aim 2. Successful completion of this project will result in: (Aim 1) a philosophically and empirically-informed typology of the key ethical questions faced by researchers during RBRR of household exposure studies; (Aim 2) a tool for eliciting participants’ preferences for RBRR in household exposure research; and (Aim 3) decision-support guidelines to help research teams return individual results responsibly. Our collaborative approach will use a rigorous transdisciplinary framework to fill a crucial gap in report-back guidance for household exposure research and will serve as a model for future research on report-back of environmental and non-genomic research results.",FALSE,,,,2025-06-11,,794463,371964.63,422498.37,total_estimated_remaining,ASST_NON_R01ES036237_7529,https://www.usaspending.gov/award/ASST_NON_R01ES036237_7529,https://reporter.nih.gov/project-details/10861504,TRUE,195030,University of Rochester,Rochester,New York,Private not-for-profit,"Degree-granting, primarily baccalaureate or above",normalized_name_city_state,TRUE
nih,nih_terminations.csv,3R01DK131038-03S1,R01DK131038,❌ Terminated,currently_disrupted,TRUE,UNIVERSITY OF ILLINOIS AT CHICAGO,University of Illinois at Chicago,Illinois,Chicago,SCHOOLS OF MEDICINE,PPARgamma-regulated mechanisms in hepatocytes that promote NAFLD,"Abstract of parent grant - R01DK131038 Non-alcoholic fatty liver disease (NAFLD) is the leading cause of chronic liver disease with a prevalence of 25% in the general population. NAFLD is strongly associated with type 2 diabetes, where it shows a prevalence up to 80%, and a strong progression to non-alcoholic steatohepatitis (NASH, and advance stage of NAFLD). To date, there are no FDA-approved pharmacological treatments for NAFLD. However, thiazolidinediones (TZD), which are effective anti-diabetogenic drugs, may be used to treat NAFLD/NASH. Specifically, TZD activate peroxisome proliferator-activated receptor gamma (PPARg) in adipocytes, macrophages, and hepatic stellate cells (HSC), and they should reduce insulin resistance, inflammation, and fibrogenesis, respectively. Despite having some positive effects, TZD are not currently used to treat NASH, and it is possible that their true potential as anti- NASH drugs are indeed reduced by direct negative actions on hepatocyte function. In fact, our preliminary studies show that hepatocyte PPARg is a relevant factor in the regulation of hepatic gene expression that contributes to the progression of NASH, and reduces the therapeutic effects of TZD in the liver of mice with NASH. In this proposal, we hypothesize that hepatocyte PPARg is a negative regulator of phosphatidylethanolamine methyltransferase (PEMT) and betaine-homocysteine methyltransferase (BHMT), disrupts methionine metabolism, and promotes NASH. In our Aim 1, we will define the contribution of hepatocyte PEMT and BHMT in the TZD-mediated reversal of NASH. Specifically, we will restore the expression of PEMT or BHMT with adeno-associated viruses in PPARg-intact mice after the development of NASH and treat these mice with TZD to reverse NASH. Also, hepatocyte PEMT and BHMT will be restored in mice with hepatocyte- specific loss of PPARg expression without a TZD treatment. This aim will show how PEMT and BHMT improve liver health, and reduce steatosis, inflammation and fibrosis to enhance the therapeutic actions of TZD in the reversal of NASH. In aim 2, we will determine if PPARg directly disrupts the metabolism of methionine in hepatocytes. Briefly, we will use targeted metabolomics in mouse and human primary hepatocytes or in perfused livers of controls and mice with hepatocyte-specific loss of PPARg expression that are treated with TZD. These experiments will identify how TZD alters the use of methionine in hepatocytes, and contributes, in a hepatocyte- specific PPARg-dependent manner, to sustain steatosis, inflammation and fibrosis despite the positive actions of TZD on adipocytes, macrophages, and HSC. Overall, in this proposal we will describe how hepatocyte-specific PPARg negatively regulates methionine metabolism to promote NAFLD, and to limit the potential of TZD as a therapy for NASH. The outcomes of this project will lead us to develop therapeutic strategies that enhance the use of TZD, and to develop new treatments for NAFLD and the care of NASH patients.",FALSE,,,,2025-04-29,,1702743,1282596,420147,total_estimated_remaining,ASST_NON_R01DK131038_7529,https://www.usaspending.gov/award/ASST_NON_R01DK131038_7529,https://reporter.nih.gov/project-details/11097887,TRUE,145600,University of Illinois Chicago,Chicago,Illinois,Public,"Degree-granting, primarily baccalaureate or above",alias_name_state_fallback,TRUE
nih,nih_terminations.csv,3R01CA252827-02S1,R01CA252827,❌ Terminated,currently_disrupted,TRUE,KENT STATE UNIVERSITY,Kent State University,Ohio,Kent,SCHOOLS OF ARTS AND SCIENCES,Supplemental Request for Mechanical Modulation of Cell Migrations by DNA Nanoassemblies,"Summary. This proposal seeks to test whether mechanical affinity of the complex between RGD, a tripeptide domain found in proteins of extracellular medium, and integrin, a cell membrane receptor protein, is correlated with cell migrations. By attaching the RGD ligand to a magnetic bead via a DNA handle, integrins on cell surface can be evaluated for their binding affinity to the RGD by mechanically pulling away the binding complex using a pair of magnets in magnetic-tweezers instrument. During the pulling, a camera in the magnetic-tweezers setup is employed to record the distance between the magnetic bead and the magnet pair, which is converted to the binding force at the time of bead detachment. The same camera is also used to simultaneously monitor cell morphology changes that are related to cell migrations. Such a setup allows to correlate the mechanical affinity of the RGD-integrin complex to the cell migration. This new technique has also been successful in measuring the extraction force of lipid molecules such as cholesterol away from the cell membrane. Cholesterol is a critical component to increase the rigidity of the lipid rafts in the cell membrane. Cell migration is shown to be inhibited when lipid rafts are dissolved. Cell membrane receptors such as EGFR, HER2, and CD36 are found within lipid rafts. They may be impacted by compromised lipid rafts after cholesterol depletion. All these three receptors play a role in cell migration through cell signaling pathways such as the Src-Fak axis. We propose that these receptors may induce changes in cell migration when the structure and property of lipid rafts are altered by factors such as cholesterol supplement/depletion or overexpression/knock-down of EGFR/HER2/CD36 receptors. Integrin-RGD mechanical affinity will be used as a marker to follow changes in cell migration as integrin binds to the extracellular matrix via peptide domains such as RGD. When lipid rafts change their properties, integrin-RGD mechanical affinity may alter, which leads to variation in cell migration. Previously, mechanical affinity has been shown to correlate with binding affinity; however, it is unknown if mechanical affinity coordinates with intracellular signaling. By depleting cholesterol, migration will be inhibited. We expect that supplementation of cholesterol after depletion may restore cell migration. To investigate this restoration, we will evaluate changes in cell migration at either extracellular or intracellular level. At the extracellular level, we will again use the mechanical affinity of integrin-RGD as a marker for cell migration. At the intracellular level, western blot analysis will be used to follow changes in cell signaling by monitoring expression levels of phosphorylated proteins associated with cell migration. We aim to test if extracellular mechanical binding force corresponds with intercellular signaling as changes in migration occur. In summary, we will evaluate cell migration using integrin-RGD mechanical affinity when changes in lipid raft composition occur (Aim 1) and test if changes in mechanical affinity correspond with cell signaling intensity (Aim 2).",FALSE,,,,2025-04-28,,1029126,609411,419715,total_estimated_remaining,ASST_NON_R01CA252827_7529,https://www.usaspending.gov/award/ASST_NON_R01CA252827_7529,https://reporter.nih.gov/project-details/10993956,TRUE,203517,Kent State University at Kent,Kent,Ohio,Public,"Degree-granting, primarily baccalaureate or above",manual_display_name_override,TRUE
nih,nih_terminations.csv,3R01AR078811-03S1,R01AR078811,❌ Terminated,currently_disrupted,TRUE,VIRGINIA POLYTECHNIC INST AND ST UNIV,Virginia Polytechnic Institute and State University,Virginia,Blacksburg,BIOMED ENGR/COL ENGR/ENGR STA,Clinically Assessed Risk Factors for a Second ACL Injury Using an Innovative Wearable Sensor – Diversity Supplement,"Clinically Assessed Risk Factors for a Second ACL Injury Using an Innovative Wearable Sensor Project Summary Nearly 1 in 60 adolescent athletes will suffer ACL injuries. Approximately 90% of these injured athletes will undergo an ACL reconstruction at an estimated annual cost of $3 billion. While reconstruction and subsequent rehabilitation allow these athletes to return to sports, they have a 15-fold increased risk of sustaining a second ACL injury, a tear of the ACL graft or the contralateral ACL, upon returning to sports. Many patients cleared to return to sport by their physicians demonstrate residual muscle weakness, as well as asymmetrical movement and loading patterns. Therefore, we contend that the underlying problem with current clinical return to sport decision making is the lack of evidence-based load asymmetry assessment methods that can be collected in a clinical setting. Evidence about the clinical relevance of asymmetry has been collected in research-based motion capture labs. It is not feasible to include costly and time intensive motion capture data collection in clinical settings. Despite laboratory-based evidence that asymmetries (landing and muscle strength) increase the risk of a second ACL injury, these measures are not able to be assessed in clinical settings to determine return to sport readiness. Our study has the potential to significantly impact post-ACL clinical care by identifying the combination of traditional clinical and novel clinic-based return to sport measures that identify patients at high risk for a second ACL injury and achieve our long-term goal of decreasing the number of ACL re-tears through targeted interventions. Specifically, we propose to evaluate load asymmetry in the clinical setting using a new load-sensing insole to determine the predictive associations of an innovative set of clinic-based functional load symmetry measures. We will then develop a prognostic model from a comprehensive set of traditional clinical measures (clinical characteristics and neuromuscular performance) and the proposed novel clinical assessments (psychological/ behavioral readiness and functional load symmetry) to predict second ACL injury. We will recruit 240 ACL reconstructed patients for model development and 120 ACL reconstructed patients for external validation (14-25 years old) who have been released to return to sports. Clinician assessed, patient reported, and load asymmetry measures will be collected in a clinic-like setting. All patients will complete injury surveillance for 18 months following return to sport (24 months following ACL reconstruction). The goals of this observational study are to: 1) Assess whether functional load symmetry measures significantly improve predictive accuracy for a second ACL injury over current standard of care clinical measures used in RTS decisions; and 2) Develop a prognostic model from a comprehensive set of traditional clinical measures (clinical characteristics and neuromuscular performance) and novel clinical assessments (psychological/ behavioral readiness and functional load symmetry) to predict second ACL injury. Study findings will set the stage for future randomized multi-center studies to determine methods for decreasing the number of second ACL injuries through targeted interventions.",FALSE,,,,2025-05-06,,2038488,1619600,418888,total_estimated_remaining,ASST_NON_R01AR078811_7529,https://www.usaspending.gov/award/ASST_NON_R01AR078811_7529,https://reporter.nih.gov/project-details/11071134,TRUE,233921,Virginia Polytechnic Institute and State University,Blacksburg,Virginia,Public,"Degree-granting, primarily baccalaureate or above",alias_name_state_fallback,TRUE
nih,nih_terminations.csv,3R01DK135885-02S1,R01DK135885,❌ Terminated,currently_disrupted,TRUE,UNIVERSITY OF KENTUCKY,University of Kentucky,Kentucky,Lexington,SCHOOLS OF MEDICINE,"Diversity Supplement for Courtney Ortz: Older Adults Using Social Support to Improve Self-Care (OASIS): Adaption, Implementation, and Feasibility of Peer Support for Older Adults with T2DM in Appalach","PROJECT SUMMARY Approximately 34.1 million (13%) adults in the US have type 2 diabetes (T2D). The prevalence of T2D is 17% higher in rural dwellers compared to their urban counterparts, and the prevalence of T2D increases with age, with an estimated 25% of older adults (≥ 65 years) diagnosed. Appropriate self-care is necessary for optimal clinical outcomes, and variability in self-care accounts for 90% of the variance in glycemic control. Overall, T2D self-care is consistently poor among the general population but is even worse in rural-dwellers and older adults. This is particularly true in rural Kentucky, where up to 23% of adults in Appalachian communities have been diagnosed with T2D and, of those, 26.8% are older adults. To attain optimal clinical outcomes, social environmental factors, including social support, are integral when promoting T2D self-care. Specifically, peer support has shown to be efficacious in improving T2D self-care behaviors; it provides emotional support, instrumental support, and education while also helping individuals develop new skills. Similarly, peer support has also been shown to improve clinical and psychosocial outcomes related to T2D; however, there is literature that also suggests self-selected social support can be obstructive when trying to engage in healthful activities. Currently available evidence-based interventions (EBIs) using peer support have not been used specifically to prioritize older adults, especially those living in rural communities. To address this gap in research, we have conducted formative research with regional practitioners, leaders of service organizations in Appalachia, and residents, and through that process, we collaboratively identified an acceptable and feasible peer support EBI— peer health coaching (PHC)—that has resulted in improved clinical and psychosocial T2D-related outcomes among participants who did not reside in rural communities nor were ≥65 years. Through these community conversations, we also determined necessary a priori adaptations to the EBI to ensure its cultural and contextual relevance to regional needs and values. Because PHC is a community-based and low-cost intervention, it holds promise to be a sustainable and scalable model across Appalachian Kentucky where resources are often scant, but community bonds are valued. Informed by literature and feedback from stakeholders, the goal of the proposed study is to use a 2x2 factorial design to test the adapted PHC components and determine their preliminary effectiveness to promote self-care behaviors and improve glycemic control among older adults living in Appalachian Kentucky. The main components of the factorial design will be how peer coaches are selected for participants (self-selected vs matched) and frequency of contact with coach (once per week vs every 2 weeks). To achieve this goal, we will (1) determine which EBI components are associated with improved T2D- related outcomes in older adults living in Appalachia Kentucky and (2) evaluate the pragmatic implementability of the adapted EBI.",FALSE,,,,2025-04-29,,1040693,622199,418494,total_estimated_remaining,ASST_NON_R01DK135885_7529,https://www.usaspending.gov/award/ASST_NON_R01DK135885_7529,https://reporter.nih.gov/project-details/11045175,TRUE,157085,University of Kentucky,Lexington,Kentucky,Public,"Degree-granting, primarily baccalaureate or above",normalized_name_city_state,TRUE
nih,nih_terminations.csv,3R01AI160896-04S1,R01AI160896,❌ Terminated,currently_disrupted,TRUE,UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,University of South Carolina,South Carolina,Columbia,SCHOOLS OF MEDICINE,"Role of the environmental sensor, AhR on colitis","The environmental sensor, aryl hydrocarbon receptor (AhR) serves as a ligand for pollutants as well as for plant, microbial and endogenous compounds. Following AhR ligation, the activated AhR regulates gene expression through the binding of AhR/ARNT complex to specific DNA motifs known as Dioxin Response Elements (DREs). Studies from our lab and elsewhere have shown that some AhR ligands have potent immunosuppressive properties. Inflammatory bowel disease (IBD) results from chronic inflammation in the gastrointestinal tract that affects 1.5 million people in the US. The pathogenesis of IBD involves complex interactions between gut microbiota, immune response, environmental and dietary factors, and genetic/epigenetic regulation. Recently, we made an exciting observation that the AhR ligand and plant product, I3C ameliorates colitis in mice, which was associated with anti-inflammatory effects, regulation of gut dysbiosis, and enhanced expression of β-defensins (mBD1,2,3) by Colonic Epithelial Cells (CEC). β-defensins constitute antimicrobial peptides (AMPs) that resist microbial colonization of epithelial surfaces in the colonic tissue. β- defensins may also mediate anti-inflammatory effects. In fact, studies have shown defective expression of intestinal AMPs particularly defensins in IBD patients. We were excited to uncover DREs in the promoters of mouse β-defensins (mBD1, 2, and 3). In the current study, we will test the central hypothesis that dietary indoles (I3C) attenuate colitis through AhR activation leading to increased expression of mBDs by CECs via pathways involving DREs, and/or epigenetic regulation resulting in modulation of microbiota and prevention of epithelial barrier damage. Furthermore, we propose that mBDs induced by I3C play a critical role in restoring healthy gut microbiota, preventing intestinal barrier damage and suppressing colonic inflammation through induction of Tregs. Aim 1 will test the mechanisms of mBD induction by dietary indoles. We will use reporter assay, promoter bashing and electrophoretic mobility shift assay to determine whether I3C activated AhR directly binds to the DREs to induce mBDs. We will also determine the effect of I3C on the mBD expression by using AhR cKO mice with AhR deletion in IEC, ILC3 and Tregs. In Aim 2, we will study epigenetic regulation of β-defensins by dietary indoles. To that end, we will test whether I3C regulates mBD expression by altering histone modification and decreasing DNA methylation. We will specifically determine if I3C regulates the SATB1-mediated histone deacetylation and chromatin remodeling. In Aim 3, we will test whether administration of mBDs offers protection from colitis by regulating gut dysbiosis, preventing CEC barrier damage, enhancing Treg subsets and decreasing Th17 subpopulations to attenuate colonic inflammation. Finally, we will use mBD KO mice to test whether mBDs are required for I3C-mediated protection from colitis. The proposed studies are highly significant because they will identify novel mechanisms through which dietary indoles suppress colitis by altering the microbiota, through activation of AhR leading to increased expression of host-derived AMPs, specifically β-defensins.",FALSE,,,,2025-04-18,,2126851,1712185,414666,total_estimated_remaining,ASST_NON_R01AI160896_7529,https://www.usaspending.gov/award/ASST_NON_R01AI160896_7529,https://reporter.nih.gov/project-details/10900874,TRUE,218663,University of South Carolina-Columbia,Columbia,South Carolina,Public,"Degree-granting, primarily baccalaureate or above",manual_name_override,TRUE
nih,nih_terminations.csv,3R37AI071727-18S1,R37AI071727,❌ Terminated,currently_disrupted,TRUE,UNIVERSITY OF MICHIGAN AT ANN ARBOR,University of Michigan at Ann Arbor,Michigan,Ann Arbor,SCHOOLS OF MEDICINE,Mechanisms that determine subcellular sites of HIV-1 assembly,"Virus particle assembly of HIV-1, the causative agent of AIDS, takes place at the plasma membrane (PM) in most cell types including natural host T cells. This process is driven by a viral structural protein Gag. The N-terminal matrix (MA) domain of Gag determines Gag localization to and hence virus assembly at the PM. MA mediates membrane binding of Gag via N-terminal myristoyl moiety and a highly basic region (HBR) that binds acidic lipids. Binding of HBR to a PM-specific acidic phospholipid PI(4,5)P2 is critical for PM localization of Gag and efficient virus release. Notably, we and others showed that MA HBR also interacts with tRNAs, which suppress binding of Gag to non-PI(4,5)P2 acidic lipids, suggesting tRNAs as a host factor that regulates MA-membrane interactions. However, structural determinants for the tRNA-MA HBR interaction and its reversal by the interaction with PI(4,5)P2, combination of which regulates PM-specific Gag localization, remain to be examined. Binding of tRNAs to MA HBR is most likely to occur at translation sites due to limited availability of tRNAs outside of the translation machinery. However, little is known about subcellular sites of Gag translation, where Gag begins its movement to the PM. At the PM, Gag multimerization and subsequent accumulation of acidic lipids are likely to promote recruitment of host transmembrane proteins, but their effects on virus spread to uninfected cells remains to be determined in the context of cell-free and cell-to-cell transmission. Our long-term goal is to elucidate mechanisms that determine sites of HIV-1 assembly and to use the knowledge for developing antiviral strategies. Our central hypothesis in this application is that MA HBR interactions with tRNAs, which begin during translation, and with acidic lipids determine subcellular Gag localization and the properties of progeny virions. To test this hypothesis, we plan to: 1) identify structural determinants for interactions of MA HBR with tRNAs and acidic lipids; 2) identify tRNAs that suppress PI(4,5)P2-independent membrane binding but allow PI(4,5)P2-mediated reversal; 3) understand the effects of Gag translation sites on the fate of Gag; and 4) examine the effects of host transmembrane proteins incorporated into virus particles on formation of virological synapse and virus-cell contact. The knowledge gained from experiments outlined in this proposal will likely help us develop antiviral strategies that target mechanisms regulating Gag localization to the PM, thereby inhibiting extracellular virus release and spread.",FALSE,,,,2025-04-18,,2124724,1710156,414568,total_estimated_remaining,ASST_NON_R37AI071727_7529,https://www.usaspending.gov/award/ASST_NON_R37AI071727_7529,https://reporter.nih.gov/project-details/11061606,TRUE,170976,University of Michigan-Ann Arbor,Ann Arbor,Michigan,Public,"Degree-granting, primarily baccalaureate or above",alias_name_state_fallback,TRUE
nih,nih_terminations.csv,3R01AI155560-03S1,R01AI155560,❌ Terminated,currently_disrupted,TRUE,UNIVERSITY OF NEBRASKA MEDICAL CENTER,University of Nebraska Medical Center,Nebraska,Omaha,SCHOOLS OF MEDICINE,Coxiella survival mechanisms in the intracellular niche,"PROJECT SUMMARY/ABSTRACT Coxiella burnetii is the causative agent of human Q fever, a zoonotic disease that can cause a debilitating, flu- like illness in acute cases, or a life-threatening endocarditis in chronically infected patients. Q fever patients present with few distinguishing clinical features, and chronic disease requires a minimum of 18 months of antibiotic treatment, highlighting the need for new therapeutics. An obligate intracellular pathogen, Coxiella survives inside a vacuole within infected cells that has characteristics of a functional phagolysosome, including active proteases and phosphatases and moderately acidic pH, a physicochemical parameter to which C. burnetii is exquisitely adapted. C. burnetii is a strict moderate acidophile capable of efficient nutrient transport, catabolism and replication only within a narrow pH range under both host cell-free and intracellular conditions. The objective of this application is to identify host and pathogen factors that function to maintain both CCV and bacterial cytoplasmic pH. Aim 1 will test the hypothesis that C. burnetii controls bacterial cytoplasmic pH via carbonic anhydrase-dependent metabolism of CO2 and also how the metabolically dormant Small Cell Variant of C. burnetii protects the pathogen against acid stress. Aim 2 will test the hypothesis that C. burnetii regulates CCV pH by manipulating host lysosomal biogenesis. Understanding the molecular mechanisms behind C. burnetii survival within the acidic CCV will allow identification of potential therapeutic targets.",FALSE,,,,2025-04-18,,1792356,1382773,409583,total_estimated_remaining,ASST_NON_R01AI155560_7529,https://www.usaspending.gov/award/ASST_NON_R01AI155560_7529,https://reporter.nih.gov/project-details/10923506,TRUE,181428,University of Nebraska Medical Center,Omaha,Nebraska,Public,"Degree-granting, primarily baccalaureate or above",normalized_name_city_state,TRUE
nih,nih_terminations.csv,3R35GM153204-01S1,R35GM153204,❌ Terminated,currently_disrupted,TRUE,UNIVERSITY OF MICHIGAN AT ANN ARBOR,University of Michigan at Ann Arbor,Michigan,Ann Arbor,SCHOOLS OF ARTS AND SCIENCES,UG Diversity Supplement: Epithelial cell-cell junction remodeling in response to cell- and tissue-scale forces,"PROJECT SUMMARY / ABSTRACT The overarching goal in my lab is to identify mechanisms that promote maintenance, reinforcement, and remodeling of cell-cell adhesion and barrier function in response to cell-scale and tissue-scale forces. Epithelial cell-cell junctions including adherens junctions, tight junctions, and tricellular junctions adhere epithelial cells to one another, transmit forces between cells, and generate barrier function that selectively regulates what can pass in the paracellular space between cells. Each of these cell-cell junctions is connected to a contractile apical actomyosin array, and the connections between junctional proteins and the cytoskeleton are highly dynamic. Cells sense their mechanical environment as mechanical forces challenge cell-cell junctions – from cell-scale forces like a dividing cell pulling on its neighbors, to tissue-scale forces like morphogenesis sculpting the organism. Epithelial cells modulate their cell-cell junctions and connections to the actin cytoskeleton to ensure a stable yet adaptable architecture. My group seeks to understand how signaling proteins like Rho GTPases, RhoGEFs & RhoGAPs, scaffolding proteins, mechanosensitive proteins, calcium, and the cytoskeleton work together to create a strong but flexible epithelial barrier. We use developing Xenopus laevis embryos as a model for the vertebrate epithelium, an array of innovative molecular tools for live microscopy of key molecular players, a live imaging barrier assay developed in our lab, and several approaches to mechanically challenge the epithelium either globally or locally. The major research themes of this R35 MIRA are: 1) “Rho flare-mediated tight junction remodeling” where we will address the question: What are the signaling pathways that promote tight junction repair when tight junctions are damaged as cells change shape? 2) “Mechanics of epithelial cytokinesis” where we will address the question: How do cells neighboring the dividing cell contribute to maintenance of adhesion and barrier function during epithelial cytokinesis? 3) “Tension transmission & signaling at tricellular junctions” where we will address the question: How are tricellular junctions reinforced and remodeled when mechanically challenged? By pursuing these research goals over the next five years, my group will discover novel mechanisms that promote maintenance, reinforcement, and remodeling of cell-cell junctions and their cytoskeletal connections in response to physiological mechanical forces.",FALSE,,,,2025-05-29,,634995,226329.03,408665.97,total_estimated_remaining,ASST_NON_R35GM153204_7529,https://www.usaspending.gov/award/ASST_NON_R35GM153204_7529,https://reporter.nih.gov/project-details/11065149,TRUE,170976,University of Michigan-Ann Arbor,Ann Arbor,Michigan,Public,"Degree-granting, primarily baccalaureate or above",alias_name_state_fallback,TRUE
