agency,grant_id,award_id_string,organization_name_display,organization_state,tracker_institution_name,tracker_state,tracker_city,tracker_control_label,matched_unitid,award_outlaid,award_remaining,award_value,termination_date,original_end_date,source_url,detail_url,usaspending_internal_award_id,usaspending_live_outlay,usaspending_total_obligation,usaspending_period_end_date,usaspending_last_modified_date,period_extends_past_termination,period_into_recent,period_recent_or_future,live_outlay_minus_gw_outlay,live_outlay_ratio_to_gw_outlay,post_termination_outlays_total,post_termination_outlays_jul_dec_2025,post_termination_outlays_2026,post_termination_positive_cont_rev_total,post_termination_positive_cont_rev_jul_dec_2025,post_termination_positive_cont_rev_2026,transaction_rows,funding_rows,api_error,institution_key,proposal,continuation_signal,outlay_signal,proposal_flag
nih,3R01DA056592-02S1,ASST_NON_R01DA056592_7529,Wake Forest University Health Sciences,North Carolina,,,,,,1198767,197079,1395846,2025-04-03,,https://www.usaspending.gov/award/ASST_NON_R01DA056592_7529,https://reporter.nih.gov/project-details/11087232,270176798,1418595.39,2040985,2028-06-30,2025-07-25,TRUE,TRUE,TRUE,219828.3899999999,1.1833787466621952,246117.40999999997,174435.58,71681.82999999999,645139,645139,0,5,26,,wake forest university health sciences|north carolina,E,TRUE,TRUE,TRUE
nih,5R01MH128198-04,ASST_NON_R01MH128198_7529,University of Michigan at Ann Arbor,Michigan,University of Michigan-Ann Arbor,Michigan,Ann Arbor,Public,170976,2981678.43,191238.57,3172917,2025-04-23,,https://www.usaspending.gov/award/ASST_NON_R01MH128198_7529,https://reporter.nih.gov/project-details/10983321,270244336,3044962.3,3947844,2026-11-30,2026-03-20,TRUE,TRUE,TRUE,63283.869999999646,1.0212242438229664,671148.28,335645.4500000001,63283.869999999995,774927,0,774927,12,43,,unitid:170976,E,TRUE,TRUE,TRUE
nih,5T32GM150525-02,ASST_NON_T32GM150525_7529,Rochester Institute of Technology,New York,Rochester Institute of Technology,New York,Rochester,Private not-for-profit,195003,398860.11,186246.89,585107,2025-08-18,,https://www.usaspending.gov/award/ASST_NON_T32GM150525_7529,https://reporter.nih.gov/project-details/10893425,271486375,398860.11,585107,2025-07-31,2025-08-20,FALSE,TRUE,TRUE,0,1,23466.450000000033,23466.450000000033,0,0,0,0,4,26,,unitid:195003,E,FALSE,TRUE,TRUE
nih,3R01MD016738-04S1,ASST_NON_R01MD016738_7529,Stanford University,California,Stanford University,California,Stanford,Private not-for-profit,243744,2553773,182604,2736377,2025-03-28,,https://www.usaspending.gov/award/ASST_NON_R01MD016738_7529,https://reporter.nih.gov/project-details/10939418,270238445,2929770.79,3338309,2027-04-30,2026-03-05,TRUE,TRUE,TRUE,375997.79000000004,1.1472322677074274,938133.0099999999,441284.96999999986,77720.80000000002,601932,601932,0,10,45,,unitid:243744,E,TRUE,TRUE,TRUE
nih,3R01GM147636-02S2,ASST_NON_R01GM147636_7529,University of Texas Health Sciences Center,Texas,,,,,,1004136,182340,1186476,2025-05-30,,https://www.usaspending.gov/award/ASST_NON_R01GM147636_7529,https://reporter.nih.gov/project-details/11042908,270212098,1086625.84,1496476,2027-02-28,2026-02-20,TRUE,TRUE,TRUE,82489.84000000008,1.082150067321558,236055.29000000004,166346.22000000003,33840.14,310000,0,310000,8,32,,university of texas health sciences center|texas,E,TRUE,TRUE,TRUE
nih,1R21HG013814-01,ASST_NON_R21HG013814_7529,Case Western Reserve University,Ohio,Case Western Reserve University,Ohio,Cleveland,Private not-for-profit,201645,255277.37,182165.63,437443,2025-04-14,,https://www.usaspending.gov/award/ASST_NON_R21HG013814_7529,https://reporter.nih.gov/project-details/10983483,270320540,255277.37,253667.43,2025-07-31,2026-02-20,TRUE,TRUE,TRUE,0,1,197274.61,117006.82999999999,0,0,0,0,4,15,,unitid:201645,E,FALSE,TRUE,TRUE
nih,3R35GM142537-04S1,ASST_NON_R35GM142537_7529,University of Missouri-Columbia,Missouri,University of Missouri-Columbia,Missouri,Columbia,Public,178396,1685737,179084,1864821,2025-06-02,,https://www.usaspending.gov/award/ASST_NON_R35GM142537_7529,https://reporter.nih.gov/project-details/11167356,270346951,2062336.04,2249068,2026-08-31,2025-08-20,TRUE,TRUE,TRUE,376599.04000000004,1.223403199906035,409342.51,346384.49,56323.67999999999,384247,384247,0,9,47,,unitid:178396,E,TRUE,TRUE,TRUE
nih,5R01AI168169-02,ASST_NON_R01AI168169_7529,Pennsylvania State University,Pennsylvania,Pennsylvania State University,Pennsylvania,University Park,Public,214777,592868.62,178310.38,771179,2025-04-17,,https://www.usaspending.gov/award/ASST_NON_R01AI168169_7529,https://reporter.nih.gov/project-details/10904950,270148359,592868.62,771178.99,2025-07-31,2026-02-20,TRUE,TRUE,TRUE,0,1,254103.97999999998,213789.87,0,0,0,0,4,23,,unitid:214777,E,FALSE,TRUE,TRUE
nih,3R01AI155915-04S1,ASST_NON_R01AI155915_7529,Texas A&M University,Texas,Texas A&M University,Texas,College Station,Public,228723,1467478,171331,1638809,2025-04-18,,https://www.usaspending.gov/award/ASST_NON_R01AI155915_7529,https://reporter.nih.gov/project-details/11116447,270147705,1761536.13,2004579,2026-07-31,2026-03-05,TRUE,TRUE,TRUE,294058.1299999999,1.2003833311300067,403695.06,312970.48,37205.380000000005,365770,365770,0,11,48,,unitid:228723,E,TRUE,TRUE,TRUE
nih,1R25EB036412-01,ASST_NON_R25EB036412_7529,University of Mississippi,Mississippi,University of Mississippi,Mississippi,University,Public,176017,22408.7,169638.3,192047,2025-04-28,,https://www.usaspending.gov/award/ASST_NON_R25EB036412_7529,https://reporter.nih.gov/project-details/11011204,270334433,27741.09,192047,2025-12-31,2026-02-09,TRUE,TRUE,TRUE,5332.389999999999,1.2379607027627662,27741.09,20987.59,5332.389999999999,0,0,0,2,10,,unitid:176017,E,FALSE,TRUE,TRUE
nih,5R01AI178992-02,ASST_NON_R01AI178992_7529,University of North Carolina Charlotte,North Carolina,,,,,,1168948.44,168710.56,1337659,2025-04-17,,https://www.usaspending.gov/award/ASST_NON_R01AI178992_7529,https://reporter.nih.gov/project-details/10851950,270149143,1168948.44,1336857.63,2025-05-31,2026-03-05,TRUE,FALSE,TRUE,0,1,310048.69999999995,213200.42999999993,0,0,0,0,4,24,,university of north carolina charlotte|north carolina,E,FALSE,TRUE,TRUE
nih,5R01DA059359-02,ASST_NON_R01DA059359_7529,University of Texas at El Paso,Texas,The University of Texas at El Paso,Texas,El Paso,Public,228796,736690.92,167720.08,904411,2025-05-23,,https://www.usaspending.gov/award/ASST_NON_R01DA059359_7529,https://reporter.nih.gov/project-details/11045659,270177034,853602.43,904411,2025-12-31,2026-02-09,TRUE,TRUE,TRUE,116911.51000000001,1.1586981824073521,550378.04,390201.34,116911.50999999998,0,0,0,6,18,,unitid:228796,E,FALSE,TRUE,TRUE
nih,3R01DK069861-14S1,ASST_NON_R01DK069861_7529,Albert Einstein College of Medicine,New York,,,,,,2851345,166989,3018334,2025-04-29,,https://www.usaspending.gov/award/ASST_NON_R01DK069861_7529,https://reporter.nih.gov/project-details/10931153,270184195,3178638.98,6898018,2027-04-30,2026-02-20,TRUE,TRUE,TRUE,327293.98,1.1147858221295563,757629.4600000001,0,552836.73,677112,0,0,20,47,,albert einstein college of medicine|new york,E,TRUE,TRUE,TRUE
nih,3R01AI175079-02S1,ASST_NON_R01AI175079_7529,University of Texas Health Sciences Center Houston,Texas,,,,,,748391,157599,905990,2025-04-18,,https://www.usaspending.gov/award/ASST_NON_R01AI175079_7529,https://reporter.nih.gov/project-details/11055734,270148842,1045948.21,2064827,2028-07-31,2025-08-20,TRUE,TRUE,TRUE,297557.20999999996,1.397595922452301,363277.56,238281.16999999998,65660.16999999998,1158837,1158837,0,7,26,,university of texas health sciences center houston|texas,E,TRUE,TRUE,TRUE
nih,5R00MD016946-05,ASST_NON_R00MD016946_7529,Purdue University,Indiana,Purdue University-Main Campus,Indiana,West Lafayette,Public,243780,567356.62,155384.79,722741.41,2025-04-29,,https://www.usaspending.gov/award/ASST_NON_R00MD016946_7529,https://reporter.nih.gov/project-details/10999414,270129349,567356.62,595851.08,2025-12-31,2026-02-20,TRUE,TRUE,TRUE,0,1,108551.75,15192.470000000001,0,0,0,0,8,31,,unitid:243780,E,FALSE,TRUE,TRUE
nih,3R01AI167356-03S1,ASST_NON_R01AI167356_7529,Emory University,Georgia,Emory University,Georgia,Atlanta,Private not-for-profit,139658,1913766,155301,2069067,2025-06-06,,https://www.usaspending.gov/award/ASST_NON_R01AI167356_7529,https://reporter.nih.gov/project-details/11136106,270148268,2404993.83,2764202,2027-07-31,2025-08-20,TRUE,TRUE,TRUE,491227.8300000001,1.2566812400262102,623079.08,305039.00999999995,238281.61000000002,695135,695135,0,7,37,,unitid:139658,E,TRUE,TRUE,TRUE
nih,5R25AG067896-04,ASST_NON_R25AG067896_7529,University of the District of Columbia,District Of Columbia,University of the District of Columbia,District Of Columbia,Washington,Public,131399,1109704.08,152883.39,1262587.47,2025-05-28,,https://www.usaspending.gov/award/ASST_NON_R25AG067896_7529,https://reporter.nih.gov/project-details/10682442,270333311,1109704.08,1262587.47,2025-05-31,2025-12-05,TRUE,FALSE,TRUE,0,1,86958.79999999999,30743.079999999958,0,0,0,0,7,43,,unitid:131399,E,FALSE,TRUE,TRUE
nih,3R01MH133608-02S1,ASST_NON_R01MH133608_7529,Boston University Medical Campus,Massachusetts,,,,,,1087235,148891,1236126,2025-04-28,,https://www.usaspending.gov/award/ASST_NON_R01MH133608_7529,https://reporter.nih.gov/project-details/11226951,270244850,1393873.76,1801170,2028-04-30,2025-07-03,TRUE,TRUE,TRUE,306638.76,1.2820354017300768,479663.30000000005,247621.15000000008,95341.14,565044,0,0,6,27,,boston university medical campus|massachusetts,E,TRUE,TRUE,TRUE
nih,3R01CA255372-04S2,ASST_NON_R01CA255372_7529,Duke University,North Carolina,Duke University,North Carolina,Durham,Private not-for-profit,198419,2160422.19,145555.81,2305978,2025-06-15,,https://www.usaspending.gov/award/ASST_NON_R01CA255372_7529,https://reporter.nih.gov/project-details/10977374,270167632,2011416.71,2342501,2026-01-31,2025-09-05,TRUE,TRUE,TRUE,-149005.47999999998,0.9310294623478201,154202.29999999996,103411.42000000001,8847.729999999996,36523,36523,0,20,48,,unitid:198419,E,TRUE,TRUE,TRUE
nih,3R01AR079483-04S1,ASST_NON_R01AR079483_7529,University of Pennsylvania,Pennsylvania,University of Pennsylvania,Pennsylvania,Philadelphia,Private not-for-profit,215062,1361262,142422,1503684,2025-04-29,,https://www.usaspending.gov/award/ASST_NON_R01AR079483_7529,https://reporter.nih.gov/project-details/11006473,270154000,1671461.86,1850459,2026-05-31,2025-06-20,TRUE,TRUE,TRUE,310199.8600000001,1.2278766762019362,459248.43,264496.55999999994,74175.95,346775,0,0,7,48,,unitid:215062,E,TRUE,TRUE,TRUE
nih,5R25AG081177-03,ASST_NON_R25AG081177_7529,George Washington University,District Of Columbia,George Washington University,District Of Columbia,Washington,Private not-for-profit,131469,938323.91,141375.09,1079699,2025-05-28,,https://www.usaspending.gov/award/ASST_NON_R25AG081177_7529,https://reporter.nih.gov/project-details/11014997,270333343,960359.26,1079699,2026-01-31,2025-06-05,TRUE,TRUE,TRUE,22035.349999999977,1.023483734950333,361170.49000000005,272416.93000000005,22035.350000000006,0,0,0,5,31,,unitid:131469,E,FALSE,TRUE,TRUE
nih,3R01GM127703-09S1,ASST_NON_R01GM127703_7529,Princeton University,New Jersey,Princeton University,New Jersey,Princeton,Private not-for-profit,186131,874070,141078,1015148,2025-06-05,,https://www.usaspending.gov/award/ASST_NON_R01GM127703_7529,https://reporter.nih.gov/project-details/11045279,270210527,1346805.19,2741111.78,2027-02-28,2026-02-20,TRUE,TRUE,TRUE,472735.18999999994,1.540843628084707,294186.41,263400.22,30786.190000000002,327228,0,327228,23,48,,unitid:186131,E,TRUE,TRUE,TRUE
nih,3R01AG074570-04S1,ASST_NON_R01AG074570_7529,University of Notre Dame,Indiana,University of Notre Dame,Indiana,Notre Dame,Private not-for-profit,152080,1868842,137198,2006040,2025-05-02,,https://www.usaspending.gov/award/ASST_NON_R01AG074570_7529,https://reporter.nih.gov/project-details/11080512,270136866,2330047.82,1982290,2026-05-31,2025-06-20,TRUE,TRUE,TRUE,461205.81999999983,1.2467869514918863,547074.36,355419.15,106521.30000000002,471616,0,0,7,48,,unitid:152080,E,TRUE,TRUE,TRUE
nih,3R01HD092347-08S1,ASST_NON_R01HD092347_7529,Princeton University,New Jersey,Princeton University,New Jersey,Princeton,Private not-for-profit,186131,1199781.52,131458.67,1331240.19,2025-03-12,,https://www.usaspending.gov/award/ASST_NON_R01HD092347_7529,https://reporter.nih.gov/project-details/11135909,270217869,1583576.25,3327164,2027-06-30,2025-08-20,TRUE,TRUE,TRUE,383794.73,1.3198871824596865,265756.55,214007.89999999997,4833.310000000001,348676,348676,0,27,62,,unitid:186131,E,TRUE,TRUE,TRUE
cdc,R21OH012626,ASST_NON_R21OH012626_075,President and Fellows of Harvard College,Massachusetts,Harvard University,Massachusetts,Cambridge,Private not-for-profit,166027,372033.46,127879.54,499913,2025-05-20,2026-04-30,https://www.usaspending.gov/award/ASST_NON_R21OH012626_075/,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=R21OH012626&arg_ProgOfficeCode=90,270329927,376794.27,499913,2027-04-30,2026-03-20,TRUE,TRUE,TRUE,4760.809999999998,1.0127967253268026,77847.15,69330.44999999998,8516.700000000004,0,0,0,6,27,,unitid:166027,E,FALSE,TRUE,TRUE
nih,3R21EY032740-02S1,ASST_NON_R21EY032740_7529,Michigan State University,Michigan,Michigan State University,Michigan,East Lansing,Public,171100,464987,122379,587366,2025-05-28,,https://www.usaspending.gov/award/ASST_NON_R21EY032740_7529,https://reporter.nih.gov/project-details/10853300,270316934,402820.22,587366,2025-05-31,2025-06-05,TRUE,FALSE,TRUE,-62166.78000000003,0.8663042622696978,38421.8,19650.65,0,0,0,0,6,43,,unitid:171100,E,FALSE,TRUE,TRUE
nih,5T32GM139785-05,ASST_NON_T32GM139785_7529,Rush University Medical Center,Illinois,,,,,,1219606.17,119919.83,1339526,2025-04-24,,https://www.usaspending.gov/award/ASST_NON_T32GM139785_7529,https://reporter.nih.gov/project-details/11059195,271486198,1219606.17,1063921.17,2025-04-30,2026-02-09,TRUE,FALSE,TRUE,0,1,36801.169999999984,0,0,0,0,0,8,44,,rush university medical center|illinois,E,FALSE,TRUE,TRUE
nih,3R03ES036327-01S1,ASST_NON_R03ES036327_7529,Clemson University,South Carolina,Clemson University,South Carolina,Clemson,Public,217882,69064,118062,187126,2025-04-15,,https://www.usaspending.gov/award/ASST_NON_R03ES036327_7529,https://reporter.nih.gov/project-details/11082616,270266055,149768.7,187126,2027-03-31,2026-02-20,TRUE,TRUE,TRUE,80704.70000000001,2.168549461369165,106423.94999999998,41084.21999999998,0,73594,0,0,5,17,,unitid:217882,E,TRUE,TRUE,TRUE
nih,1R01EB035543-01A1,ASST_NON_R01EB035543_7529,University of Nebraska Medical Center,Nebraska,University of Nebraska Medical Center,Nebraska,Omaha,Public,181428,293153.63,117559.37,410713,2025-04-28,,https://www.usaspending.gov/award/ASST_NON_R01EB035543_7529,https://reporter.nih.gov/project-details/11048854,270194672,309819.59,410713,2025-11-30,2026-02-09,TRUE,TRUE,TRUE,16665.96000000002,1.056850600826604,284885.62,256714.57,16665.96,0,0,0,2,12,,unitid:181428,E,FALSE,TRUE,TRUE
nih,3R01AI125524-09S1,ASST_NON_R01AI125524_7529,University of Pennsylvania,Pennsylvania,University of Pennsylvania,Pennsylvania,Philadelphia,Private not-for-profit,215062,2266490,116817,2383307,2025-04-18,,https://www.usaspending.gov/award/ASST_NON_R01AI125524_7529,https://reporter.nih.gov/project-details/11167961,270145303,2925698.2,5575361,2026-08-31,2025-09-05,TRUE,TRUE,TRUE,659208.2000000002,1.2908498162356772,566864.2000000001,251269.15000000008,193372.43,557225,557225,0,18,50,,unitid:215062,E,TRUE,TRUE,TRUE
nih,3U01MH125062-04S1,ASST_NON_U01MH125062_7529,Baylor College of Medicine,Texas,,,,,,1905486,116299,2021785,2025-04-28,,https://www.usaspending.gov/award/ASST_NON_U01MH125062_7529,https://reporter.nih.gov/project-details/11114288,271680266,2145536.56,2559268,2026-06-30,2025-09-24,TRUE,TRUE,TRUE,240050.56000000006,1.1259786532149803,373625.95999999996,218357.87,22356.22,642424,642424,0,16,47,,baylor college of medicine|texas,E,TRUE,TRUE,TRUE
nih,5R00AG070390-04,ASST_NON_R00AG070390_7529,University of Southern California,California,University of Southern California,California,Los Angeles,Private not-for-profit,123961,351399.77,116024.23,467424,2025-05-28,,https://www.usaspending.gov/award/ASST_NON_R00AG070390_7529,https://reporter.nih.gov/project-details/11051892,270126354,351399.77,467424,2026-01-31,2025-06-05,TRUE,TRUE,TRUE,0,1,139395.51999999996,67564.82000000002,0,0,0,0,3,17,,unitid:123961,E,FALSE,TRUE,TRUE
nih,5K99NS135647-02,ASST_NON_K99NS135647_7529,Rockefeller University,New York,,,,,,219338.38,115871.62,335210,2025-11-19,,https://www.usaspending.gov/award/ASST_NON_K99NS135647_7529,https://reporter.nih.gov/project-details/11031940,268155595,207445.69,335210,2025-10-31,2025-12-05,FALSE,TRUE,TRUE,-11892.690000000002,0.9457792566900513,10810.59,10529.79,280.7999999999993,0,0,0,3,20,,rockefeller university|new york,E,FALSE,TRUE,TRUE
nih,3R01AI170725-03S1,ASST_NON_R01AI170725_7529,Albert Einstein College of Medicine,New York,,,,,,1273218,114076,1387294,2025-04-18,,https://www.usaspending.gov/award/ASST_NON_R01AI170725_7529,https://reporter.nih.gov/project-details/11052705,270148540,1517056.11,2227294,2025-05-31,2026-03-05,TRUE,FALSE,TRUE,243838.1100000001,1.1915132443933405,366996.04999999993,292152.12,50252.78999999999,840000,0,0,9,41,,albert einstein college of medicine|new york,E,TRUE,TRUE,TRUE
nsf,2246224,ASST_NON_2246224_4900,George Mason University,Virginia,George Mason University,Virginia,Fairfax,Public,232186,166338.51,111263.49,277602,2025-11-19,2026-04-30,https://www.usaspending.gov/award/ASST_NON_2246224_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2246224,235640793,166338.51,181715,2026-04-30,2024-07-23,TRUE,TRUE,TRUE,0,1,22916.11,22916.11,0,0,0,0,2,25,,unitid:232186,E,FALSE,TRUE,TRUE
nih,4R00DA052641-03,ASST_NON_R00DA052641_7529,University of Alabama at Birmingham,Alabama,University of Alabama at Birmingham,Alabama,Birmingham,Public,100663,142157.59,106609.41,248767,2025-04-17,,https://www.usaspending.gov/award/ASST_NON_R00DA052641_7529,https://reporter.nih.gov/project-details/11062853,270127344,142157.59,142157.59,2025-04-30,2026-02-20,TRUE,FALSE,TRUE,0,1,38731.51999999999,0,0,0,0,0,3,12,,unitid:100663,E,FALSE,TRUE,TRUE
nih,3R35GM124791-08S1,ASST_NON_R35GM124791_7529,Purdue University,Indiana,Purdue University-Main Campus,Indiana,West Lafayette,Public,243780,1281254,105657,1386911,2025-06-10,,https://www.usaspending.gov/award/ASST_NON_R35GM124791_7529,https://reporter.nih.gov/project-details/11137167,270345696,1872899.7,3768438,2027-07-31,2025-07-03,TRUE,TRUE,TRUE,591645.7,1.4617708120325867,470532.63999999996,321594.91,89381.48999999999,417603,0,0,15,49,,unitid:243780,E,TRUE,TRUE,TRUE
nih,5K01AG070333-05,ASST_NON_K01AG070333_7529,University of Florida,Florida,University of Florida,Florida,Gainesville,Public,134130,585751.79,103981.38,689733.17,2025-07-15,,https://www.usaspending.gov/award/ASST_NON_K01AG070333_7529,https://reporter.nih.gov/project-details/11004137,268129854,585751.79,689733.17,2025-08-15,2026-01-20,TRUE,TRUE,TRUE,0,1,73549.65,73549.65,0,0,0,0,9,44,,unitid:134130,E,FALSE,TRUE,TRUE
nih,5K99MH137315-02,ASST_NON_K99MH137315_7529,Icahn School of Medicine at Mount Sinai,New York,,,,,,155090.28,99519.72,254610,2025-12-22,,https://www.usaspending.gov/award/ASST_NON_K99MH137315_7529,https://reporter.nih.gov/project-details/11142634,268155255,159895.19,254610,2025-10-24,2026-01-05,FALSE,TRUE,TRUE,4804.9100000000035,1.030981374203464,8999.79,4194.880000000001,4804.91,0,0,0,3,14,,icahn school of medicine at mount sinai|new york,E,FALSE,TRUE,TRUE
nih,3R00HD103910-04S1,ASST_NON_R00HD103910_7529,New York University School of Medicine,New York,New York University,New York,New York,Private not-for-profit,193900,766682,99003,865685,2025-05-05,,https://www.usaspending.gov/award/ASST_NON_R00HD103910_7529,https://reporter.nih.gov/project-details/11010561,270128615,694378.24,857611.3,2026-07-31,2025-08-06,TRUE,TRUE,TRUE,-72303.76000000001,0.9056926339734075,208745.43000000002,123827.64000000001,36982.59,248999,248999,0,6,25,,unitid:193900,E,TRUE,TRUE,TRUE
nih,3R00NS112599-05S1,ASST_NON_R00NS112599_7529,Medical College of Wisconsin,Wisconsin,,,,,,927141,97865,1025006,2025-05-30,,https://www.usaspending.gov/award/ASST_NON_R00NS112599_7529,https://reporter.nih.gov/project-details/10907950,270129771,723394.12,830972.22,2025-05-31,2026-02-06,TRUE,FALSE,TRUE,-203746.88,0.780241753951125,29278.11,3604.729999999996,0,0,0,0,12,44,,medical college of wisconsin|wisconsin,E,FALSE,TRUE,TRUE
nih,3R21AI171940-02S1,ASST_NON_R21AI171940_7529,University of Texas Health Sciences Center,Texas,,,,,,391906,97700,489606,2025-05-02,,https://www.usaspending.gov/award/ASST_NON_R21AI171940_7529,https://reporter.nih.gov/project-details/10874033,270300185,445864.04,489606,2026-05-31,2025-06-05,TRUE,TRUE,TRUE,53958.03999999998,1.1376810765846912,101462.10999999999,94325.43999999999,0,0,0,0,5,39,,university of texas health sciences center|texas,E,FALSE,TRUE,TRUE
