agency,grant_id,award_id_string,organization_name_display,organization_state,tracker_institution_name,tracker_state,tracker_city,tracker_control_label,matched_unitid,award_outlaid,award_remaining,award_value,termination_date,original_end_date,source_url,detail_url,usaspending_internal_award_id,usaspending_live_outlay,usaspending_total_obligation,usaspending_period_end_date,usaspending_last_modified_date,period_extends_past_termination,period_into_recent,period_recent_or_future,live_outlay_minus_gw_outlay,live_outlay_ratio_to_gw_outlay,post_termination_outlays_total,post_termination_outlays_jul_dec_2025,post_termination_outlays_2026,post_termination_positive_cont_rev_total,post_termination_positive_cont_rev_jul_dec_2025,post_termination_positive_cont_rev_2026,transaction_rows,funding_rows,api_error,institution_key,proposal,continuation_signal,outlay_signal,proposal_flag
cdc,U01IP001136,ASST_NON_U01IP001136_075,University of Texas at Austin,Texas,The University of Texas at Austin,Texas,Austin,Public,228778,3015965,336975,3352940,2025-03-24,2025-08-31,https://www.usaspending.gov/award/ASST_NON_U01IP001136_075/,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=U01IP001136&arg_ProgOfficeCode=197,271679835,3015965,3352940,2025-08-31,2025-04-04,TRUE,TRUE,TRUE,0,1,828247.2200000001,414148.51,7946.1900000000005,0,0,0,21,161,,unitid:228778,E,FALSE,TRUE,TRUE
nih,3R01AI172607-03S1,ASST_NON_R01AI172607_7529,Albert Einstein College of Medicine,New York,,,,,,2402311,335619,2737930,2025-04-18,,https://www.usaspending.gov/award/ASST_NON_R01AI172607_7529,https://reporter.nih.gov/project-details/10923522,270148654,2935264.63,4417924,2025-05-31,2026-02-20,TRUE,FALSE,TRUE,532953.6299999999,1.221850389062865,769812.4199999999,605256.92,116326.19999999998,1679994,0,0,10,41,,albert einstein college of medicine|new york,E,TRUE,TRUE,TRUE
nih,3R01DK136795-02S1,ASST_NON_R01DK136795_7529,University of Connecticut Storrs,Connecticut,,,,,,557940,330976,888916,2025-04-29,,https://www.usaspending.gov/award/ASST_NON_R01DK136795_7529,https://reporter.nih.gov/project-details/11162615,270190646,881141,1329734,2028-06-30,2025-08-20,TRUE,TRUE,TRUE,323201,1.5792755493422233,404307.5800000001,216699.96000000008,61176.259999999995,440818,440818,0,6,24,,university of connecticut storrs|connecticut,E,TRUE,TRUE,TRUE
nih,3R01MH106460-08S1,ASST_NON_R01MH106460_7529,University of Pittsburgh at Pittsburgh,Pennsylvania,University of Pittsburgh-Pittsburgh Campus,Pennsylvania,Pittsburgh,Public,215293,1378282,330057,1708339,2025-04-25,,https://www.usaspending.gov/award/ASST_NON_R01MH106460_7529,https://reporter.nih.gov/project-details/11093186,270242370,1621386.26,3614041,2025-06-30,2025-12-05,TRUE,FALSE,TRUE,243104.26,1.1763820901673243,252198.56000000006,173092.39,0,0,0,0,18,45,,unitid:215293,E,FALSE,TRUE,TRUE
nih,3R35GM119707-09S1,ASST_NON_R35GM119707_7529,Pennsylvania State University,Pennsylvania,Pennsylvania State University,Pennsylvania,University Park,Public,214777,1964323.5,329645.24,2293968.74,2025-06-05,,https://www.usaspending.gov/award/ASST_NON_R35GM119707_7529,https://reporter.nih.gov/project-details/11083975,270345524,2189051.24,4415517.25,2026-05-31,2025-06-20,TRUE,TRUE,TRUE,224727.74000000022,1.114404648725121,264234.87,264234.87,0,0,0,0,20,50,,unitid:214777,E,FALSE,TRUE,TRUE
nih,3R01MH085739-13S1,ASST_NON_R01MH085739_7529,The Ohio State University,Ohio,The Ohio State University,Ohio,Columbus,Public,204796,1251537,327684,1579221,2025-04-28,,https://www.usaspending.gov/award/ASST_NON_R01MH085739_7529,https://reporter.nih.gov/project-details/11063441,270241048,1599460.87,4676810,2026-06-30,2026-02-09,TRUE,TRUE,TRUE,347923.8700000001,1.2779972705561242,361260.14,247346.45,43242.21000000001,416176,0,0,33,88,,unitid:204796,E,TRUE,TRUE,TRUE
nih,3R01MH127162-03S1,ASST_NON_R01MH127162_7529,University of Chicago,Illinois,University of Chicago,Illinois,Chicago,Private not-for-profit,144050,609296,325193,934489,2025-04-24,,https://www.usaspending.gov/award/ASST_NON_R01MH127162_7529,https://reporter.nih.gov/project-details/11064449,270244271,600046.1,1210107,2027-06-30,2025-09-24,TRUE,TRUE,TRUE,-9249.900000000023,0.9848187088049158,16596,0,0,275618,275618,0,8,34,,unitid:144050,E,TRUE,TRUE,TRUE
nih,3R01AI118861-09S1,ASST_NON_R01AI118861_7529,University of Pennsylvania,Pennsylvania,University of Pennsylvania,Pennsylvania,Philadelphia,Private not-for-profit,215062,1772549,318231,2090780,2025-04-18,,https://www.usaspending.gov/award/ASST_NON_R01AI118861_7529,https://reporter.nih.gov/project-details/10923558,270144785,2028489.81,4572725,2026-06-30,2025-07-21,TRUE,TRUE,TRUE,255940.81000000006,1.1443913877698162,379687.15,190478.81,63476.65000000001,481945,481945,0,16,49,,unitid:215062,E,TRUE,TRUE,TRUE
nih,5R01DC021301-02,ASST_NON_R01DC021301_7529,Texas Tech University Health Sciences Center at El Paso,Texas,,,,,,686098.55,316648.67,1002747.22,2025-05-23,,https://www.usaspending.gov/award/ASST_NON_R01DC021301_7529,https://reporter.nih.gov/project-details/10880593,270180059,686098.55,1002747.22,2025-06-30,2025-12-05,TRUE,FALSE,TRUE,0,1,46577.66000000003,0,0,0,0,0,5,22,,texas tech university health sciences center at el paso|texas,E,FALSE,TRUE,TRUE
nih,3R01MD018025-03S1,ASST_NON_R01MD018025_7529,University of Central Florida,Florida,University of Central Florida,Florida,Orlando,Public,132903,2134379,315933,2450312,2025-05-28,,https://www.usaspending.gov/award/ASST_NON_R01MD018025_7529,https://reporter.nih.gov/project-details/10853759,270238538,2097550.27,2988012,2026-06-30,2025-07-25,TRUE,TRUE,TRUE,-36828.72999999998,0.9827449904632682,454612.45999999996,154560.34999999998,44116.259999999995,537700,537700,0,10,57,,unitid:132903,E,TRUE,TRUE,TRUE
nih,5R25AG081164-03,ASST_NON_R25AG081164_7529,Stanford University,California,Stanford University,California,Stanford,Private not-for-profit,243744,873470.47,313314.53,1186785,2025-05-28,,https://www.usaspending.gov/award/ASST_NON_R25AG081164_7529,https://reporter.nih.gov/project-details/11042196,270333340,811237.06,1186785,2026-01-31,2025-06-05,TRUE,TRUE,TRUE,-62233.409999999916,0.9287515581379644,163948.31,135237.59,0,0,0,0,7,30,,unitid:243744,E,FALSE,TRUE,TRUE
nih,3R01AI171200-03S1,ASST_NON_R01AI171200_7529,University of Pittsburgh at Pittsburgh,Pennsylvania,University of Pittsburgh-Pittsburgh Campus,Pennsylvania,Pittsburgh,Public,215293,1178989,312766,1491755,2025-04-18,,https://www.usaspending.gov/award/ASST_NON_R01AI171200_7529,https://reporter.nih.gov/project-details/11047958,270148595,1512539.82,1861528,2027-07-31,2025-08-20,TRUE,TRUE,TRUE,333550.82000000007,1.2829125801852266,370721.07999999996,157741.85000000003,84333.41,369773,369773,0,7,37,,unitid:215293,E,TRUE,TRUE,TRUE
nih,3R01AI165519-03S1,ASST_NON_R01AI165519_7529,University of Pittsburgh at Pittsburgh,Pennsylvania,University of Pittsburgh-Pittsburgh Campus,Pennsylvania,Pittsburgh,Public,215293,1514415,309127,1823542,2025-04-18,,https://www.usaspending.gov/award/ASST_NON_R01AI165519_7529,https://reporter.nih.gov/project-details/11110643,270148163,2010186.83,3020097,2027-05-31,2025-07-03,TRUE,TRUE,TRUE,495771.8300000001,1.3273685416480951,712821.87,436117.04,155073.39,1196555,0,0,7,40,,unitid:215293,E,TRUE,TRUE,TRUE
nih,3R21MH135326-02S1,ASST_NON_R21MH135326_7529,Central Michigan University,Michigan,Central Michigan University,Michigan,Mount Pleasant,Public,169248,199066,308460,507526,2025-04-28,,https://www.usaspending.gov/award/ASST_NON_R21MH135326_7529,https://reporter.nih.gov/project-details/11218716,270324915,469474.99,507526,2026-10-31,2026-02-09,TRUE,TRUE,TRUE,270408.99,2.358388624878181,279760.48,169047.65999999997,29025.85,0,0,0,7,24,,unitid:169248,E,FALSE,TRUE,TRUE
nih,5T34GM141009-03,ASST_NON_T34GM141009_7529,University of Alaska Fairbanks,Alaska,University of Alaska Fairbanks,Alaska,Fairbanks,Public,102614,844495.14,297083.86,1141579,2025-04-03,,https://www.usaspending.gov/award/ASST_NON_T34GM141009_7529,https://reporter.nih.gov/project-details/10828814,271488293,844495.14,1718168,2028-01-31,2026-02-06,TRUE,TRUE,TRUE,0,1,43525.25999999998,0,0,576589,0,576589,8,37,,unitid:102614,E,TRUE,TRUE,TRUE
nih,3R37CA248631-04S1,ASST_NON_R37CA248631_7529,New York University School of Medicine,New York,New York University,New York,New York,Private not-for-profit,193900,2161681.25,296979.75,2458661,2025-05-26,,https://www.usaspending.gov/award/ASST_NON_R37CA248631_7529,https://reporter.nih.gov/project-details/10993941,270351214,2257947.33,2458661,2026-03-31,2025-06-20,TRUE,TRUE,TRUE,96266.08000000007,1.044532967106043,415170.26,236473.71000000002,75763.74,0,0,0,10,48,,unitid:193900,E,FALSE,TRUE,TRUE
nih,3R01DK131533-03S1,ASST_NON_R01DK131533_7529,University of Miami School of Medicine,Florida,University of Miami,Florida,Coral Gables,Private not-for-profit,135726,1285250,292071,1577321,2025-04-29,,https://www.usaspending.gov/award/ASST_NON_R01DK131533_7529,https://reporter.nih.gov/project-details/10932663,270189925,1491380.3,2074301,2027-04-30,2025-05-20,TRUE,TRUE,TRUE,206130.30000000005,1.1603814822019063,235369.94999999995,103561.07999999999,94578.47,496980,0,0,7,38,,unitid:135726,E,TRUE,TRUE,TRUE
nih,3R01DC008524-18S1,ASST_NON_R01DC008524_7529,Carnegie-Mellon University,Pennsylvania,Carnegie Mellon University,Pennsylvania,Pittsburgh,Private not-for-profit,211440,1198509,291119,1489628,2025-05-22,,https://www.usaspending.gov/award/ASST_NON_R01DC008524_7529,https://reporter.nih.gov/project-details/10988462,270178670,1832142.82,6368893,2028-05-31,2025-06-05,TRUE,TRUE,TRUE,633633.8200000001,1.5286850745384475,619064.13,278978.25000000006,0,1,0,0,41,60,,unitid:211440,E,TRUE,TRUE,TRUE
nih,3R01HD094731-05S1,ASST_NON_R01HD094731_7529,Medical University of South Carolina,South Carolina,Medical University of South Carolina,South Carolina,Charleston,Public,218335,2778205.19,290208.81,3068414,2025-06-09,,https://www.usaspending.gov/award/ASST_NON_R01HD094731_7529,https://reporter.nih.gov/project-details/11134808,270218034,2630488.29,3068414,2026-07-31,2026-01-28,TRUE,TRUE,TRUE,-147716.8999999999,0.9468300971678769,313514.68000000005,199886.62,31368.28,0,0,0,20,48,,unitid:218335,E,FALSE,TRUE,TRUE
nih,3R01GM138448-04S1,ASST_NON_R01GM138448_7529,Washington University,Missouri,Washington University in St Louis,Missouri,St. Louis,Private not-for-profit,179867,1631373,288170,1919543,2025-06-12,,https://www.usaspending.gov/award/ASST_NON_R01GM138448_7529,https://reporter.nih.gov/project-details/10980713,270211418,1610892.25,1919543,2027-04-30,2026-03-20,TRUE,TRUE,TRUE,-20480.75,0.9874456975811172,185764.15,129469.08,56295.06999999999,330750,0,0,11,48,,unitid:179867,E,TRUE,TRUE,TRUE
nih,3R01DK128143-04S1,ASST_NON_R01DK128143_7529,Case Western Reserve University,Ohio,Case Western Reserve University,Ohio,Cleveland,Private not-for-profit,201645,1912651,285785,2198436,2025-04-29,,https://www.usaspending.gov/award/ASST_NON_R01DK128143_7529,https://reporter.nih.gov/project-details/10932676,270189507,1849829.79,2237890,2026-02-28,2025-06-20,TRUE,TRUE,TRUE,-62821.20999999996,0.9671549017567763,295615.07,125526.84000000003,56205.27999999999,39454,0,0,12,47,,unitid:201645,E,TRUE,TRUE,TRUE
nih,3R01MD016465-04S1,ASST_NON_R01MD016465_7529,University of Texas Health Sciences Center Houston,Texas,,,,,,2463371,285089,2748460,2025-03-28,,https://www.usaspending.gov/award/ASST_NON_R01MD016465_7529,https://reporter.nih.gov/project-details/10978067,270238438,2795884.07,3254165,2026-05-31,2025-08-20,TRUE,TRUE,TRUE,332513.06999999983,1.1349829441038317,673423.4199999999,324407.36,86094.36000000002,505705,505705,0,9,59,,university of texas health sciences center houston|texas,E,TRUE,TRUE,TRUE
samhsa,TI086991,ASST_NON_H79TI086991_075,"University of California, San Francisco",California,,,,,,1050478.87,280270.13,1330749,2025-09-30,2026-09-29,https://www.usaspending.gov/award/ASST_NON_H79TI086991_075/,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=H79TI086991&arg_ProgOfficeCode=147,267889406,1050478.87,1330749,2025-09-29,2025-11-20,FALSE,TRUE,TRUE,0,1,290973.06,186785.01,104188.04999999999,0,0,0,7,24,,"university of california, san francisco|california",E,FALSE,TRUE,TRUE
nih,1R56AI187084-01,ASST_NON_R56AI187084_7529,Northwestern University,Illinois,Northwestern University,Illinois,Evanston,Private not-for-profit,147767,221422.65,277236.35,498659,2025-05-22,2025-11-28,https://www.usaspending.gov/award/ASST_NON_R56AI187084_7529,https://reporter.nih.gov/project-details/11118314,270380525,233564.71,233564.71,2025-07-31,2026-03-05,TRUE,TRUE,TRUE,12142.059999999998,1.0548365761135998,12142.06,0,12142.06,0,0,0,3,14,,unitid:147767,E,FALSE,TRUE,TRUE
nih,1T32HL175583-01,ASST_NON_T32HL175583_7529,Wake Forest University Health Sciences,North Carolina,,,,,,2966.2,276104.8,279071,2025-06-13,,https://www.usaspending.gov/award/ASST_NON_T32HL175583_7529,https://reporter.nih.gov/project-details/10976961,271487280,-140.92,279071,2025-07-31,2026-02-09,TRUE,TRUE,TRUE,-3107.12,-0.047508596857932704,12949.29,1483.0900000000001,0,0,0,0,2,7,,wake forest university health sciences|north carolina,E,FALSE,TRUE,TRUE
nih,3R15MH113045-02S1,ASST_NON_R15MH113045_7529,Western Kentucky University,Kentucky,Western Kentucky University,Kentucky,Bowling Green,Public,157951,195738,274169,469907,2025-04-28,,https://www.usaspending.gov/award/ASST_NON_R15MH113045_7529,https://reporter.nih.gov/project-details/11046032,270284485,448948.08,883307,2025-04-30,2025-05-05,TRUE,FALSE,TRUE,253210.08000000002,2.2936173865064524,162131.56,54561.259999999995,36874.96000000001,0,0,0,9,38,,unitid:157951,E,FALSE,TRUE,TRUE
nih,3R01DK129340-03S1,ASST_NON_R01DK129340_7529,Vanderbilt University,Tennessee,Vanderbilt University,Tennessee,Nashville,Private not-for-profit,221999,1565166,273804,1838970,2025-04-29,,https://www.usaspending.gov/award/ASST_NON_R01DK129340_7529,https://reporter.nih.gov/project-details/10931219,270189656,1840276.23,2333394,2027-01-31,2026-01-28,TRUE,TRUE,TRUE,275110.23,1.17577064030269,330406.19,184283.87,56871.92,494424,0,449622,11,43,,unitid:221999,E,TRUE,TRUE,TRUE
nih,3R01DC007703-19S1,ASST_NON_R01DC007703_7529,Brandeis University,Massachusetts,Brandeis University,Massachusetts,Waltham,Private not-for-profit,165015,2009273,263216,2272489,2025-05-06,,https://www.usaspending.gov/award/ASST_NON_R01DC007703_7529,https://reporter.nih.gov/project-details/11085424,270178594,2239737.41,6127617.58,2026-05-31,2025-06-05,TRUE,TRUE,TRUE,230464.41000000015,1.1147003966111126,509633.2799999999,314831.37999999995,70741.40999999999,0,0,0,34,49,,unitid:165015,E,FALSE,TRUE,TRUE
cdc,U01IP001141,ASST_NON_U01IP001141_075,University of Pittsburgh - of the Commonwealth System of Higher Education,Pennsylvania,,,,,,3136357.24,262813.76,3399171,2025-03-24,2025-08-31,https://www.usaspending.gov/award/ASST_NON_U01IP001141_075/,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=U01IP001141&arg_ProgOfficeCode=197,271679838,3136357.24,3396592.5,2025-08-31,2026-03-20,TRUE,TRUE,TRUE,0,1,334368.19999999995,291615.19999999995,0,0,0,0,29,142,,university of pittsburgh - of the commonwealth system of higher education|pennsylvania,E,FALSE,TRUE,TRUE
nih,3R01MD018255-03S1,ASST_NON_R01MD018255_7529,Yale University,Connecticut,Yale University,Connecticut,New Haven,Private not-for-profit,130794,1142700,262227,1404927,2025-03-28,,https://www.usaspending.gov/award/ASST_NON_R01MD018255_7529,https://reporter.nih.gov/project-details/11100245,270238566,1590296.02,1823677,2027-05-31,2026-03-20,TRUE,TRUE,TRUE,447596.02,1.3917003763017415,522316.5399999999,352930.94999999995,117288.92000000001,418750,418750,0,13,37,,unitid:130794,E,TRUE,TRUE,TRUE
nih,5R01MH123388-05,ASST_NON_R01MH123388_7529,University of Michigan at Ann Arbor,Michigan,University of Michigan-Ann Arbor,Michigan,Ann Arbor,Public,170976,2787565.82,261178.95,3048744.77,2025-03-20,,https://www.usaspending.gov/award/ASST_NON_R01MH123388_7529,https://reporter.nih.gov/project-details/10983769,270243886,2787565.82,3556062,2026-12-30,2026-03-20,TRUE,TRUE,TRUE,0,1,153217.8,96466.76000000001,0,507317.23,0,507317.23,18,66,,unitid:170976,E,TRUE,TRUE,TRUE
nih,3R35GM148219-02S1,ASST_NON_R35GM148219_7529,Tufts University Medford,Massachusetts,Tufts University,Massachusetts,Medford,Private not-for-profit,168148,786472.69,259904.31,1046377,2025-05-30,,https://www.usaspending.gov/award/ASST_NON_R35GM148219_7529,https://reporter.nih.gov/project-details/10868085,270347607,981881.29,1046377,2028-03-31,2025-06-20,TRUE,TRUE,TRUE,195408.6000000001,1.2484620286052146,379381.64999999997,233914.64999999997,14943.949999999997,370308,0,0,7,30,,unitid:168148,E,TRUE,TRUE,TRUE
nih,5R35GM142959-05,ASST_NON_R35GM142959_7529,Yale University,Connecticut,Yale University,Connecticut,New Haven,Private not-for-profit,130794,2081888.19,253761.81,2335650,2025-12-16,,https://www.usaspending.gov/award/ASST_NON_R35GM142959_7529,https://reporter.nih.gov/project-details/11143713,270347092,2093738.15,2335650,2025-12-31,2025-12-19,TRUE,TRUE,TRUE,11849.959999999963,1.005691929113638,37868.399999999994,26018.440000000002,11849.959999999992,0,0,0,7,48,,unitid:130794,E,FALSE,TRUE,TRUE
nih,3R01NS124606-04S1,ASST_NON_R01NS124606_7529,University of Tx Md Anderson can Center,Texas,The University of Texas MD Anderson Cancer Center,Texas,Houston,Public,416801,1431476.36,251976.64,1683453,2025-09-10,,https://www.usaspending.gov/award/ASST_NON_R01NS124606_7529,https://reporter.nih.gov/project-details/11378872,270254978,1380680.17,1683453,2026-04-02,2026-03-20,TRUE,TRUE,TRUE,-50796.19000000018,0.9645148244012914,107090.29999999999,70204.9,36885.399999999994,0,0,0,9,40,,unitid:416801,E,FALSE,TRUE,TRUE
nih,3DP1DA054344-03S1,ASST_NON_DP1DA054344_7529,The Ohio State University,Ohio,The Ohio State University,Ohio,Columbus,Public,204796,1252642,249358,1502000,2025-04-03,,https://www.usaspending.gov/award/ASST_NON_DP1DA054344_7529,https://reporter.nih.gov/project-details/11075595,260415677,1476126.53,1974500,2027-05-31,2025-06-20,TRUE,TRUE,TRUE,223484.53000000003,1.1784105354921837,363265.0800000001,259051.48000000004,32426.51000000001,472500,0,0,7,47,,unitid:204796,E,TRUE,TRUE,TRUE
nih,5T34GM136453-05,ASST_NON_T34GM136453_7529,University of Kansas Lawrence,Kansas,,,,,,1181161.52,246819.48,1427981,2025-06-13,,https://www.usaspending.gov/award/ASST_NON_T34GM136453_7529,https://reporter.nih.gov/project-details/10853116,271488263,1181161.52,1858266,2031-01-31,2026-02-20,TRUE,TRUE,TRUE,0,1,65406.21,50841.590000000004,0,430285,0,430285,11,48,,university of kansas lawrence|kansas,E,TRUE,TRUE,TRUE
nih,1R01AI177624-01A1,ASST_NON_R01AI177624_7529,East Tennessee State University,Tennessee,East Tennessee State University,Tennessee,Johnson City,Public,220075,479789.81,245676.19,725466,2025-05-15,,https://www.usaspending.gov/award/ASST_NON_R01AI177624_7529,https://reporter.nih.gov/project-details/10876712,270149073,563694.83,1223180,2029-02-28,2026-03-05,TRUE,TRUE,TRUE,83905.01999999996,1.1748787036556694,406482.92000000004,205662.91999999998,83905.02,497714,0,497714,6,17,,unitid:220075,E,TRUE,TRUE,TRUE
nih,1R21DE032798-01A1,ASST_NON_R21DE032798_7529,Texas A&M University Health Science Center,Texas,,,,,,221298.69,240159.31,461458,2025-04-15,,https://www.usaspending.gov/award/ASST_NON_R21DE032798_7529,https://reporter.nih.gov/project-details/10810222,270312328,252558.92,461458,2027-01-31,2026-01-28,TRUE,TRUE,TRUE,31260.23000000001,1.1412580887848907,143674.41,92338.07,31260.230000000003,19125,0,0,6,20,,texas a&m university health science center|texas,E,TRUE,TRUE,TRUE
nih,5R01MD015845-03,ASST_NON_R01MD015845_7529,New York University School of Medicine,New York,New York University,New York,New York,Private not-for-profit,193900,1859114.06,239776.94,2098891,2025-06-11,,https://www.usaspending.gov/award/ASST_NON_R01MD015845_7529,https://reporter.nih.gov/project-details/10560597,270238394,1887836.05,2098891,2025-12-31,2025-06-20,TRUE,TRUE,TRUE,28721.98999999999,1.0154492887865094,232163.21999999997,145854.66999999998,28721.989999999998,0,0,0,11,47,,unitid:193900,E,FALSE,TRUE,TRUE
nih,5R01DC020061-04,ASST_NON_R01DC020061_7529,Boston University (Charles River Campus),Massachusetts,Boston University,Massachusetts,Boston,Private not-for-profit,164988,1438661.88,234403.95,1673065.83,2025-03-20,,https://www.usaspending.gov/award/ASST_NON_R01DC020061_7529,https://reporter.nih.gov/project-details/10997393,270179905,1438661.88,1673065.83,2025-03-21,2025-12-05,TRUE,FALSE,TRUE,0,1,141093.59999999998,108759.04999999999,0,0,0,0,12,42,,unitid:164988,E,FALSE,TRUE,TRUE
nsf,2338220,ASST_NON_2338220_4900,University of Virginia Main Campus,Virginia,University of Virginia-Main Campus,Virginia,Charlottesville,Public,234076,217151.68,233268.32,450420,2025-11-19,2029-06-30,https://www.usaspending.gov/award/ASST_NON_2338220_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2338220,235910247,217151.68,230327,2029-06-30,2025-09-18,TRUE,TRUE,TRUE,0,1,78993.47,78993.47,0,0,0,0,3,8,,unitid:234076,E,FALSE,TRUE,TRUE
nih,5R01MD018167-03,ASST_NON_R01MD018167_7529,University of Denver (Colorado Seminary),Colorado,,,,,,914952.81,230472.11,1145424.92,2025-03-20,,https://www.usaspending.gov/award/ASST_NON_R01MD018167_7529,https://reporter.nih.gov/project-details/10980561,270238547,914952.81,1619034.59,2027-11-30,2026-02-20,TRUE,TRUE,TRUE,0,1,93500.59999999998,0,0,675892,0,675892,14,56,,university of denver (colorado seminary)|colorado,E,TRUE,TRUE,TRUE
nih,1R25GM154354-01,ASST_NON_R25GM154354_7529,University of Montana,Montana,The University of Montana,Montana,Missoula,Public,180489,214083.87,229712,443795.87,2025-05-29,,https://www.usaspending.gov/award/ASST_NON_R25GM154354_7529,https://reporter.nih.gov/project-details/10887726,270335176,214083.87,510470,2030-01-31,2026-03-20,TRUE,TRUE,TRUE,0,1,96557.15999999999,25391.76999999999,0,296386.13,41151.13,255235,7,11,,unitid:180489,E,TRUE,TRUE,TRUE
nih,5R25DA055280-03,ASST_NON_R25DA055280_7529,New York University School of Medicine,New York,New York University,New York,New York,Private not-for-profit,193900,778936.52,229646.48,1008583,2025-05-02,,https://www.usaspending.gov/award/ASST_NON_R25DA055280_7529,https://reporter.nih.gov/project-details/10896439,270334147,778936.52,835400.69,2025-07-31,2026-02-20,TRUE,TRUE,TRUE,0,1,198182.77,155879.34,0,0,0,0,8,51,,unitid:193900,E,FALSE,TRUE,TRUE
nih,3DP2AI171122-03S1,ASST_NON_DP2AI171122_7529,Utah State Higher Education System--University of Utah,Utah,,,,,,1239399,228469,1467868,2025-04-18,,https://www.usaspending.gov/award/ASST_NON_DP2AI171122_7529,https://reporter.nih.gov/project-details/11049320,260416095,1612317.04,1920876,2027-07-31,2025-08-20,TRUE,TRUE,TRUE,372918.04000000004,1.3008861875796254,479279.6,251862.38999999998,95880.72,453008,453008,0,7,37,,utah state higher education system--university of utah|utah,E,TRUE,TRUE,TRUE
nih,1R01AI165656-01A1,ASST_NON_R01AI165656_7529,Virginia Polytechnic Institute and State University,Virginia,Virginia Polytechnic Institute and State University,Virginia,Blacksburg,Public,233921,219465.15,216111.85,435577,2025-04-17,,https://www.usaspending.gov/award/ASST_NON_R01AI165656_7529,https://reporter.nih.gov/project-details/10879480,270148185,219465.15,218549.15,2025-06-30,2026-02-20,TRUE,FALSE,TRUE,0,1,149183.36000000002,73103.27000000002,0,0,0,0,3,16,,unitid:233921,E,FALSE,TRUE,TRUE
nih,3R01EY026662-09S1,ASST_NON_R01EY026662_7529,University of North Texas Health Sciences Center,Texas,University of North Texas Health Science Center,Texas,Fort Worth,Public,228909,1335400,209131,1544531,2025-05-28,,https://www.usaspending.gov/award/ASST_NON_R01EY026662_7529,https://reporter.nih.gov/project-details/11094261,270199172,1496791.39,3784926,2026-07-31,2025-08-20,TRUE,TRUE,TRUE,161391.3899999999,1.1208562153661823,391786.88,227557.52000000002,99371.2,372295,372295,0,22,49,,unitid:228909,E,TRUE,TRUE,TRUE
nih,3R01MD016401-04S1,ASST_NON_R01MD016401_7529,Duke University,North Carolina,Duke University,North Carolina,Durham,Private not-for-profit,198419,2676352,208053,2884405,2025-03-28,,https://www.usaspending.gov/award/ASST_NON_R01MD016401_7529,https://reporter.nih.gov/project-details/10939415,270238434,3086855.29,3524489,2027-05-31,2026-03-20,TRUE,TRUE,TRUE,410503.29000000004,1.15338165159142,475222.45000000007,223146.41,89627.33000000002,640084,640084,0,10,48,,unitid:198419,E,TRUE,TRUE,TRUE
nih,3R01NR020154-04S1,ASST_NON_R01NR020154_7529,Emory University,Georgia,Emory University,Georgia,Atlanta,Private not-for-profit,139658,1446967.54,205553.46,1652521,2025-03-12,,https://www.usaspending.gov/award/ASST_NON_R01NR020154_7529,https://reporter.nih.gov/project-details/11012081,270247168,1841713.12,2043771,2026-05-31,2025-09-24,TRUE,TRUE,TRUE,394745.5800000001,1.2728088703358198,481920.32,357952.05000000005,121355.53,391250,391250,0,7,47,,unitid:139658,E,TRUE,TRUE,TRUE
nih,5R25LM014208-04,ASST_NON_R25LM014208_7529,University of Pittsburgh at Pittsburgh,Pennsylvania,University of Pittsburgh-Pittsburgh Campus,Pennsylvania,Pittsburgh,Public,215293,450529.65,203328.35,653858,2025-05-28,,https://www.usaspending.gov/award/ASST_NON_R25LM014208_7529,https://reporter.nih.gov/project-details/11178522,270335639,479442.57,653858,2027-08-31,2025-09-24,TRUE,TRUE,TRUE,28912.919999999984,1.0641753988888412,143762.11,79511.48999999999,28912.92,134323,134323,0,6,37,,unitid:215293,E,TRUE,TRUE,TRUE
nih,3R01DK131492-03S1,ASST_NON_R01DK131492_7529,University of Southern California,California,University of Southern California,California,Los Angeles,Private not-for-profit,123961,1276315,202584,1478899,2025-04-29,,https://www.usaspending.gov/award/ASST_NON_R01DK131492_7529,https://reporter.nih.gov/project-details/10932656,270189914,1336877.72,1515199,2026-11-30,2026-03-20,TRUE,TRUE,TRUE,60562.71999999997,1.047451232650247,232111.11,131645.24,916.4099999999999,36300,0,0,12,45,,unitid:123961,E,TRUE,TRUE,TRUE
nih,3R03DK135896-02S1,ASST_NON_R03DK135896_7529,University of Connecticut Sch of Med/Dnt,Connecticut,,,,,,150804,199834,350638,2025-04-29,,https://www.usaspending.gov/award/ASST_NON_R03DK135896_7529,https://reporter.nih.gov/project-details/11085827,270265397,251496.53,350638,2026-11-30,2026-02-09,TRUE,TRUE,TRUE,100692.53,1.667704636481791,109069.55,66403.18000000001,20237.67,0,0,0,6,23,,university of connecticut sch of med/dnt|connecticut,E,FALSE,TRUE,TRUE
