UNITID,XF3A01,F3A01,XF3A01A,F3A01A,XF3A01B,F3A01B,XF3A01C,F3A01C,XF3A02,F3A02,XF3A02A,F3A02A,XF3A03,F3A03,XF3A04,F3A04,XF3A05,F3A05,XF3A06,F3A06,XF3A07,F3A07,XF3A08,F3A08,XF3A09,F3A09,XF3A10,F3A10,XF3A11,F3A11,XF3A12,F3A12,XF3B01,F3B01,XF3B02,F3B02,XF3B03,F3B03,XF3B04,F3B04,XF3B05,F3B05,XF3B06,F3B06,XF3B07,F3B07,XF3B08,F3B08,XF3C01,F3C01,XF3C02,F3C02,XF3C03,F3C03,XF3C03A,F3C03A,XF3C03B,F3C03B,XF3C04,F3C04,XF3C05,F3C05,XF3C06,F3C06,XF3C07,F3C07,XF3C08,F3C08,XF3D01,F3D01,XF3D02,F3D02,XF3D02A,F3D02A,XF3D02B,F3D02B,XF3D03,F3D03,XF3D03A,F3D03A,XF3D03B,F3D03B,XF3D03C,F3D03C,XF3D03D,F3D03D,XF3D04,F3D04,XF3D05,F3D05,XF3D06,F3D06,XF3D07,F3D07,XF3D12,F3D12,XF3D08,F3D08,XF3D09,F3D09,XF3E011,F3E011,XF3E012,F3E012,XF3E02A1,F3E02A1,XF3E02A2,F3E02A2,XF3E02B1,F3E02B1,XF3E02B2,F3E02B2,XF3E03A1,F3E03A1,XF3E03A2,F3E03A2,XF3E03B1,F3E03B1,XF3E03B2,F3E03B2,XF3E03C1,F3E03C1,XF3E03C2,F3E03C2,XF3E041,F3E041,XF3E042,F3E042,XF3E051,F3E051,XF3E101,F3E101,XF3E102,F3E102,XF3E061,F3E061,XF3E062,F3E062,XF3E071,F3E071,XF3E072,F3E072,XF3E073,F3E073,XF3E074,F3E074,XF3E075,F3E075,XF3E076,F3E076,XF3E077,F3E077,XF3F01,F3F01,XF3F02,F3F02,F3F03   
103927,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1598169,"R",25725,"R",77081,"R",77081,"R",0,"R",13060,"R",1714035,"R",13060,"Z",0,"R",13060,"R",4504226,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3674,"Z",0,"A",,"A",,"R",302697,"R",4810597,"R",553511,"R",438188,"R",0,"R",0,"R",0,"R",0,"R",1777546,"R",491787,"R",1559709,"R",568380,"R",439065,"R",155109,"A",,"A",,"Z",0,"A",,"A",,"R",186116,"R",0,"R",4515947,"R",1653464,"R",244173,"R",739664,"R",190696,"R",0,"R",1687950,"A",,"A",,-2
103954,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",126208,"R",3750,"R",0,"R",0,"R",0,"R",0,"R",129958,"R",0,"R",0,"R",0,"R",334898,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1310,"R",57460,"A",,"A",,"R",0,"R",393668,"R",184761,"R",184761,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",13383,"R",13383,"R",190279,"R",109375,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",388423,"R",307519,"R",0,"R",0,"R",0,"R",0,"R",80904,"A",,"A",,-2
103963,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2357000,"R",26531,"R",0,"R",0,"R",0,"R",0,"R",2383531,"R",0,"R",0,"R",0,"R",12027362,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",193,"R",0,"A",,"A",,"R",10951,"R",12038506,"R",4069726,"R",2096521,"Z",0,"R",0,"Z",0,"R",0,"R",886289,"R",689690,"R",1003594,"R",713146,"R",616776,"R",442966,"A",,"A",,"R",0,"A",,"A",,"R",2368727,"R",0,"R",8945112,"R",3942323,"R",404004,"R",741564,"R",347287,"R",0,"R",3509934,"A",,"A",,-2
104090,"R",16017414,"R",0,"R",4479478,"R",1500496,"R",10843720,"R",925163,"R",5173694,"R",16017414,"R",0,"R",5380353,"R",2173686,"R",0,"R",2875877,"R",10429916,"R",5950438,"R",4479478,"R",36572925,"R",35354756,"R",-957132,"R",261037,"R",-104278,"R",5016935,"R",0,"R",5173694,"R",8000101,"R",146609,"R",0,"R",0,"R",0,"R",1025786,"R",9172496,"R",0,"R",0,"R",0,"R",37053925,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",-481000,"R",0,"R",0,"R",0,"R",0,"R",36572925,"R",10750090,"R",7951256,"R",0,"R",0,"R",0,"R",0,"R",9453135,"R",5776275,"R",486414,"R",378733,"R",14665117,"R",1901878,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",35354756,"R",16008142,"R",854913,"R",3955300,"R",892123,"R",91093,"R",13553185,"A",,"A",,-2
104188,"R",4107305,"R",582453,"R",553919,"R",0,"R",507467,"R",95000,"R",3599838,"R",4107305,"R",0,"R",0,"R",4620818,"R",0,"R",33030,"R",4653848,"R",4099929,"R",553919,"R",6039688,"R",5729584,"R",0,"R",310104,"R",81299,"R",3099328,"R",109107,"R",3599838,"R",772705,"R",26700,"R",0,"R",0,"R",0,"R",0,"R",799405,"R",228175,"R",0,"R",228175,"R",6039688,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6039688,"R",1342212,"R",1342212,"R",0,"R",0,"R",0,"R",0,"R",953900,"R",953900,"R",522722,"R",522722,"R",197630,"R",197630,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2713120,"R",2713120,"R",5729584,"R",5729584,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,-2
104364,"R",1813696,"R",0,"R",1,"R",5,"R",810110,"R",0,"R",1003586,"R",1813696,"R",0,"R",4006048,"R",2316904,"R",0,"R",13477,"R",6336429,"R",6336428,"R",1,"R",6388896,"R",6646936,"R",794649,"R",536609,"R",-708240,"R",1175217,"R",0,"R",1003586,"R",1877070,"R",853328,"R",22955,"R",22955,"R",0,"R",67900,"R",2821253,"R",2821253,"R",0,"R",2821253,"R",3512946,"R",2730398,"R",0,"R",2730398,"R",22955,"R",0,"R",22955,"R",0,"R",0,"R",0,"R",0,"R",0,"R",122597,"R",0,"R",0,"R",6388896,"R",1487344,"R",1015877,"R",0,"R",0,"R",0,"R",0,"R",1147491,"R",617007,"R",1325217,"R",756695,"R",2444764,"R",194889,"R",242120,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6646936,"R",2584468,"R",526762,"R",878883,"R",128806,"R",0,"R",2528017,"R",-804639,"R",9990, 1
104391,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",245557,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",245557,"Z",0,"Z",0,"Z",0,"R",583249,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",28704,"A",,"A",,"R",0,"R",611953,"R",184648,"R",184648,"Z",0,"Z",0,"Z",0,"Z",0,"R",85417,"R",16860,"R",35800,"R",35800,"R",273824,"R",34172,"A",,"A",,"Z",0,"A",,"A",,"R",0,"R",0,"R",579689,"R",271480,"Z",0,"Z",0,"R",12200,"Z",0,"R",296009,"A",,"A",,-2
104434,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",160023,"R",4050,"R",118,"R",118,"R",0,"R",10100,"R",174291,"R",0,"R",0,"R",0,"R",437839,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",61876,"A",,"A",,"R",59408,"R",559123,"R",447899,"R",158650,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4765,"R",3895,"R",80420,"R",50448,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",533084,"R",212993,"R",47554,"R",113824,"R",4267,"R",0,"R",154446,"A",,"A",,-2
104443,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",304819,"R",4650,"R",41589,"R",41589,"R",0,"R",4070,"R",355128,"R",0,"R",0,"R",0,"R",635422,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",84539,"A",,"A",,"R",109104,"R",829065,"R",669961,"R",208858,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",53360,"R",43475,"R",195233,"R",56488,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",918554,"R",308821,"R",70223,"R",208354,"R",10667,"R",0,"R",320489,"A",,"A",,-2
104504,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",388088,"R",9288,"Z",0,"Z",0,"Z",0,"R",16750,"R",414126,"Z",0,"Z",0,"Z",0,"R",1181360,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",129609,"A",,"A",,"R",193097,"R",1504066,"R",305040,"R",181647,"Z",0,"Z",0,"Z",0,"Z",0,"R",87565,"R",86527,"R",195760,"R",97664,"R",609169,"R",140971,"A",,"A",,"Z",0,"A",,"A",,"R",0,"R",0,"R",1197534,"R",506809,"R",59216,"Z",0,"Z",0,"Z",0,"R",631509,"A",,"A",,-2
104568,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1251351,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1251351,"R",0,"R",0,"R",0,"R",3962013,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",330973,"A",,"A",,"R",0,"R",4292986,"R",2080827,"R",697508,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",636985,"R",195883,"R",740401,"R",320488,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",3458213,"R",1213879,"R",147968,"R",51583,"R",116531,"R",0,"R",1928252,"A",,"A",,-2
104717,"R",898430210,"R",0,"R",667482806,"R",2940717,"R",288178007,"R",1484561,"R",610252203,"R",898430210,"R",116669280,"R",391057673,"R",142598469,"R",54506474,"R",107729543,"R",812561439,"R",145078633,"R",667482806,"R",778199941,"R",647805208,"R",1016663,"R",131411396,"R",15556463,"R",476232670,"R",-12948326,"R",610252203,"R",107622421,"R",1215742,"R",0,"R",0,"R",0,"R",163892990,"R",272731153,"R",163892990,"Z",0,"R",163892990,"R",687390846,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",86068550,"R",4740545,"R",0,"R",0,"R",778199941,"R",120144430,"R",78091462,"R",0,"R",0,"R",2296430,"R",1493747,"R",70214556,"R",21367262,"R",203037608,"R",128717927,"R",221490631,"R",30891615,"R",30621284,"R",5270854,"R",0,"R",0,"R",0,"R",269,"R",1,"R",647805208,"R",265832868,"R",38765938,"R",29559659,"R",35378635,"R",1248012,"R",277020096,"R",71319726,"R",6275992, 3
104911,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",315820,"R",24507,"R",0,"R",0,"R",0,"R",0,"R",340327,"R",0,"R",0,"R",0,"R",340327,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",453399,"R",136928,"A",,"A",,"R",40022,"R",970676,"R",235543,"R",99608,"R",0,"R",0,"R",0,"R",0,"R",86064,"R",33830,"R",63415,"R",30710,"R",67947,"R",23797,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",452969,"R",187945,"R",96440,"R",54711,"R",33011,"R",2792,"R",78070,"A",,"A",,-2
105215,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",4246000,"R",7281000,"R",2000,"R",2000,"R",0,"R",-1054000,"R",10475000,"R",1054000,"R",0,"R",1054000,"R",19963000,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",1000,"R",1009000,"A",,"A",,"R",450000,"R",21423000,"R",7231000,"R",4355000,"R",0,"R",0,"R",0,"R",0,"R",4508000,"R",366000,"R",9646000,"R",3562000,"R",4384000,"R",545000,"A",,"A",,"R",0,"A",,"A",,"R",275000,"R",0,"R",26044000,"R",8828000,"R",1744000,"R",2156000,"R",1693000,"R",275000,"R",11348000,"A",,"A",,-2
105482,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",209069,"R",6248,"Z",0,"Z",0,"Z",0,"R",8298,"R",223615,"Z",0,"Z",0,"Z",0,"R",1060489,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",238352,"A",,"A",,"R",177186,"R",1476027,"R",332605,"R",189454,"Z",0,"Z",0,"Z",0,"Z",0,"R",131281,"R",116543,"R",234262,"R",131503,"R",771316,"R",153529,"A",,"A",,"Z",0,"A",,"A",,"R",0,"R",0,"R",1469464,"R",591029,"R",70993,"Z",0,"Z",0,"Z",0,"R",807442,"A",,"A",,-2
105534,"R",10678969,"Z",0,"R",575735,"Z",0,"R",2103742,"Z",0,"R",8575227,"R",10678969,"R",510000,"R",962020,"R",1077892,"Z",0,"Z",0,"R",2549912,"R",1974177,"R",575735,"R",24041541,"R",19735393,"R",0,"R",4306148,"R",-5223841,"R",9492918,"R",2,"R",8575227,"R",4254477,"R",31507,"R",21565,"R",21565,"Z",0,"R",73926,"R",4381475,"Z",0,"Z",0,"Z",0,"R",19816858,"R",4285984,"Z",0,"R",4285984,"R",21565,"Z",0,"R",21565,"Z",0,"Z",0,"R",73926,"R",-156792,"Z",0,"Z",0,"Z",0,"R",0,"R",24041541,"R",7266597,"R",3745186,"Z",0,"Z",0,"Z",0,"Z",0,"R",429727,"R",374519,"R",3816195,"R",2200480,"R",8148948,"R",1215841,"Z",0,"Z",0,"R",73926,"Z",0,"Z",0,"R",0,"R",0,"R",19735393,"R",7536026,"R",1800536,"R",1299869,"R",249008,"Z",0,"R",8849954,"R",2043018,"R",227002, 3
105543,"R",6825966,"Z",0,"R",1528010,"Z",0,"R",3384265,"Z",0,"R",3441701,"R",6825966,"Z",0,"R",2523662,"R",1638231,"Z",0,"Z",0,"R",4161893,"R",2633883,"R",1528010,"R",12530867,"R",11349089,"R",0,"R",1181778,"R",-2765344,"R",5025266,"R",1,"R",3441701,"R",2962357,"R",29011,"Z",0,"Z",0,"Z",0,"R",30543,"R",3021911,"Z",0,"Z",0,"Z",0,"R",9466043,"R",2991367,"Z",0,"R",2991367,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",30543,"R",-83001,"R",125915,"Z",0,"A",,"R",0,"R",12530867,"R",4983911,"R",2967281,"Z",0,"Z",0,"Z",0,"Z",0,"R",321576,"R",296728,"R",2144177,"R",896236,"R",3868882,"R",635727,"Z",0,"Z",0,"R",30543,"A",,"A",,"R",0,"R",0,"R",11349089,"R",4795972,"R",886173,"R",1130330,"R",457099,"Z",0,"R",4079515,"R",560682,"R",62298, 3
105659,"R",28024736,"R",0,"R",352900,"R",13759582,"R",2778403,"R",7099,"R",25246333,"R",28024736,"R",0,"R",575925,"R",281624,"R",0,"R",209086,"R",1066635,"R",713735,"R",352900,"R",10506208,"R",8973267,"R",-5,"R",1532936,"R",1488346,"R",25201743,"R",-2976692,"R",25246333,"R",2261965,"R",28286,"R",4573,"R",0,"R",4573,"R",341409,"R",2636233,"R",341409,"R",0,"R",341409,"R",10125481,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",39318,"R",0,"A",,"R",341409,"R",10506208,"R",1314984,"R",1021701,"R",0,"R",0,"R",0,"R",0,"R",842028,"R",0,"R",865969,"R",452565,"R",2920263,"R",781457,"R",0,"R",0,"R",0,"A",,"A",,"R",3030023,"R",22708,"R",8973267,"R",2278431,"R",439421,"R",576970,"R",146844,"R",41,"R",5531560,"R",790284,"R",94983, 1
