unitid,GRRTTOT,GRRTM,GRRTW,GRRTWH,GRRTBK,GRRTHS,GRRTAP,GRRTAS,GRRTNH,GRRTAN,GRRTUN,GRRTNR,GRRT2M,TRRTTOT,GBA4RTT,GBA5RTT,GBA6RTT,GBA6RTM,GBA6RTW,GBA6RTWH,GBA6RTBK,GBA6RTHS,GBA6RTAP,GBA6RTAS,GBA6RTNH,GBA6RTAN,GBA6RTUN,GBA6RTNR,GBA6RT2M,GBATRRT,PGGRRTT,PGBA6RT,SSGRRTT,SSBA6RT,NRGRRTT,NRBA6RT
202134,49,47,50,55,26,38,53,55,0,50,56,56,36,31,33,45,49,47,50,55,26,38,53,55,0,50,56,56,36,31,39,39,53,53,59,59
202152,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,60,,0,
202170,61,58,62,66,50,58,25,25,,,0,64,50,,55,61,61,58,62,66,50,58,25,25,,,0,64,50,,54,54,70,70,66,66
202222,25,24,26,28,17,24,31,31,0,0,27,13,17,21,,,,,,,,,,,,,,,,,22,,21,,29,
202356,29,33,25,36,15,18,39,38,50,,40,22,18,14,,,,,,,,,,,,,,,,,23,,36,,34,
202435,8,,8,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,0,
202453,69,68,80,63,69,100,,,,,100,,,4,,,,,,,,,,,,,,,,,67,,,,100,
202480,82,77,87,84,76,77,65,63,100,0,100,58,68,15,66,80,82,77,87,84,76,77,65,63,100,0,100,58,68,15,77,77,84,84,81,81
202514,37,29,51,45,6,54,,,,100,,50,40,,29,37,37,29,51,45,6,54,,,,100,,50,40,,28,28,43,43,52,52
202523,80,74,85,78,79,79,88,88,,,81,87,86,15,73,79,80,74,85,78,79,79,88,88,,,81,87,86,15,82,82,74,74,81,81
202648,31,34,30,36,7,0,33,50,0,0,17,,29,24,,,,,,,,,,,,,,,,,22,,29,,37,
202657,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,100,,81,
202763,63,55,66,64,35,67,78,88,0,0,0,,44,25,43,55,62,55,64,63,35,67,78,88,0,0,0,,44,25,53,52,65,64,68,67
202806,30,21,43,17,6,,0,0,,,39,80,100,40,31,31,31,22,43,18,6,,0,0,,,39,80,100,41,20,21,33,33,42,42
202888,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,83,
202903,50,48,53,52,67,0,50,50,,0,,0,100,21,32,59,64,67,60,61,100,,50,50,,,,,100,,50,54,100,100,45,75
202912,75,,75,50,100,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,75,
202949,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,67,,49,
202985,27,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,36,,0,,0,
203030,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,88,,89,
203085,50,40,64,56,28,31,50,0,100,,50,0,57,24,44,49,50,40,64,56,28,31,50,0,100,,50,0,57,24,41,41,0,0,57,57
203128,59,48,71,67,47,60,100,100,,0,42,100,22,,50,58,59,48,71,67,47,60,100,100,,0,42,100,22,,50,50,64,64,80,80
203146,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,91,,91,
203155,29,29,29,37,10,19,100,100,,33,22,0,20,5,,,,,,,,,,,,,,,,,26,,35,,32,
203234,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,63,,50,
203289,86,86,86,87,75,,,,,,,,100,,,,,,,,,,,,,,,,,,100,,40,,,
203331,30,27,31,31,26,28,33,33,33,25,24,0,28,12,,,,,,,,,,,,,,,,,13,,50,,39,
203368,76,75,78,78,59,62,64,64,,,50,75,70,,69,75,76,75,78,78,59,62,64,64,,,50,75,70,,65,65,77,77,81,81
203386,19,17,20,29,8,0,0,0,,,21,,,2,,,,,,,,,,,,,,,,,20,,16,,,
203438,56,0,63,57,50,0,,,,,100,,50,7,,,,,,,,,,,,,,,,,39,,89,,,
203447,26,27,25,25,0,36,100,100,,0,25,,14,2,0,0,0,0,0,0,0,0,0,0,,0,0,,0,2,27,0,57,0,6,0
203456,10,5,13,11,,0,,,,,0,,0,,0,0,0,0,0,0,,0,,,,,0,,0,,13,0,10,0,0,0
203465,37,37,37,40,9,30,60,50,100,0,29,0,16,1,1,2,2,3,1,2,0,0,0,0,0,0,7,0,0,1,30,1,37,1,45,3
203474,27,31,24,29,10,0,,,,,43,,30,2,1,1,1,2,0,1,0,0,,,,,0,,0,2,22,0,27,0,39,3
203483,37,36,38,39,33,17,,,,,40,33,0,2,1,1,5,9,2,6,0,0,,,,,0,0,0,3,34,6,32,0,46,9
203492,28,28,28,27,0,0,100,100,,0,43,0,67,1,1,2,2,0,3,1,0,0,0,0,,0,20,0,0,1,30,2,21,3,32,0
203517,65,60,68,67,58,61,70,69,100,33,70,68,57,1,49,62,65,60,68,67,58,61,70,69,100,33,70,68,57,1,56,56,65,65,76,76
203526,26,20,33,30,11,33,33,33,,,13,,14,0,0,0,0,1,0,1,0,0,0,0,,,0,,0,0,25,1,27,0,26,0
203535,87,82,91,88,80,92,92,92,,,40,92,100,8,67,86,87,82,91,88,80,92,92,92,,,40,92,100,8,83,83,81,81,88,88
203544,65,50,66,64,,,50,50,,100,67,,100,,57,60,60,50,61,61,,,50,50,,100,33,,100,,29,31,77,77,92,78
203580,42,27,60,52,25,89,20,20,,0,33,25,23,,32,41,42,27,60,52,25,89,20,20,,0,33,25,23,,34,34,40,40,59,59
203599,23,23,23,26,8,25,0,0,,0,18,,12,14,,,,,,,,,,,,,,,,,22,,11,,26,
203614,60,67,59,60,60,,100,,100,,,,,40,,,,,,,,,,,,,,,,,62,,65,,40,
203678,33,27,36,34,20,25,33,33,,0,40,,29,11,,,,,,,,,,,,,,,,,10,,23,,75,
203720,71,85,42,83,33,80,,,,,100,,,3,,,,,,,,,,,,,,,,,71,,100,,0,
203739,50,25,57,67,40,33,,,,,,,0,,,,,,,,,,,,,,,,,,17,,0,,80,
203748,33,28,37,36,14,31,43,44,40,0,38,33,14,15,,,,,,,,,,,,,,,,,27,,18,,40,
203757,38,30,44,43,17,48,0,0,,,100,0,0,52,38,38,38,30,44,43,17,48,0,0,,,100,0,0,52,32,32,50,50,37,37
203775,51,38,63,60,7,33,100,100,,,50,100,47,,41,50,51,38,63,60,7,33,100,100,,,50,100,47,,40,40,53,53,69,69
203845,58,49,73,63,22,38,100,100,,0,50,64,33,,48,58,58,49,73,63,22,38,100,100,,0,50,64,33,,57,57,59,59,58,58
203881,22,23,22,21,0,100,100,100,,,0,,,9,,,,,,,,,,,,,,,,,26,,0,,20,
203942,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,100,
203960,45,43,45,51,0,17,,,,100,,,50,16,4,17,38,67,33,44,0,25,,,,,,,100,29,50,45,38,17,44,43
204006,22,21,22,23,8,26,25,25,,,0,0,17,38,10,17,20,21,19,22,8,19,25,25,,,0,0,12,39,17,15,24,23,25,23
204015,25,23,26,25,15,22,75,67,100,100,0,10,27,36,11,20,22,21,23,21,20,22,75,67,100,100,0,10,30,37,28,26,21,18,22,19
204024,82,77,87,84,79,82,75,76,60,83,64,69,82,12,73,81,82,77,87,84,79,82,75,76,60,83,64,69,82,12,77,77,78,78,83,83
204121,96,,96,90,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,94,,100,,,
204158,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,100,,85,
204176,71,25,73,70,90,,0,0,,0,,,,,65,71,71,25,73,70,90,,0,0,,0,,,,,67,67,58,58,79,79
204185,65,58,72,69,37,69,100,100,,0,50,33,44,24,55,64,65,58,72,69,37,69,100,100,,0,50,33,44,24,54,54,67,67,75,75
204194,64,58,67,67,0,54,0,0,,50,50,,25,,55,62,64,58,67,67,0,54,0,0,,50,50,,25,,54,54,70,70,63,63
204200,55,46,62,60,39,50,0,0,,,,,27,,45,52,55,46,62,60,39,50,0,0,,,,,27,,41,41,64,64,70,70
204255,53,55,51,54,100,,100,100,,100,0,,44,17,,,,,,,,,,,,,,,,,40,,52,,68,
204264,53,38,68,58,25,33,100,100,,,46,56,26,,41,51,53,38,68,58,25,33,100,100,,,46,56,26,,44,44,59,59,63,63
204422,34,35,34,36,0,43,0,0,0,0,25,,28,12,,,,,,,,,,,,,,,,,32,,36,,38,
204431,50,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,46,,,,67,
204440,47,38,53,52,,38,,,,,27,,50,12,,,,,,,,,,,,,,,,,92,,14,,21,
204459,61,64,50,71,60,50,,,,,,,50,,,,,,,,,,,,,,,,,,68,,0,,,
204468,37,31,44,52,23,30,100,100,,,27,20,35,40,33,36,36,30,42,51,23,23,100,100,,,27,20,35,40,26,25,,,50,48
204486,54,55,49,56,22,62,25,33,0,0,53,47,,8,28,37,39,38,40,41,18,33,,,,,37,43,,18,45,28,62,47,62,45
204501,79,76,82,82,66,73,75,75,,0,55,86,79,,63,77,79,76,82,82,66,73,75,75,,0,55,86,79,,71,71,78,78,81,81
204608,71,71,74,78,49,75,,,,100,38,,,,,,,,,,,,,,,,,,,,70,,78,,68,
204617,48,43,53,58,34,40,0,0,,,17,33,38,11,40,47,49,43,54,60,32,29,0,0,,,17,50,38,11,42,41,53,56,56,58
204635,74,72,77,75,54,78,75,70,100,0,80,88,54,,59,69,70,68,73,72,46,75,71,67,100,0,76,50,38,,64,59,78,75,79,76
204662,41,38,43,41,0,50,,,,,50,,33,23,,,,,,,,,,,,,,,,,33,,41,,46,
204671,18,10,26,18,17,8,0,0,,,33,,31,61,8,11,12,8,17,12,8,8,0,0,,,33,,13,61,17,14,12,7,23,14
204680,14,12,17,17,2,6,7,7,,50,12,0,11,65,5,7,7,6,9,8,0,0,0,0,,50,12,0,11,65,10,7,16,4,18,9
204699,26,22,31,28,7,19,13,13,,,25,0,23,53,3,7,8,6,11,9,0,0,0,0,,,13,0,8,53,18,7,23,8,32,9
204705,31,28,34,34,18,32,33,33,,0,25,100,24,50,3,5,5,3,7,7,1,4,3,3,,0,4,0,6,50,24,4,33,8,37,5
204714,60,100,54,67,40,67,,,,,,,40,,,,,,,,,,,,,,,,,,48,,100,,100,
204723,69,69,71,59,73,100,100,100,,,67,,,,,,,,,,,,,,,,,,,,70,,67,,0,
204769,68,100,65,65,72,,100,100,,,57,,,,,,,,,,,,,,,,,,,,60,,33,,87,
204778,57,50,57,61,50,0,67,67,,,50,,,,,,,,,,,,,,,,,,,,53,,,,64,
204796,88,85,90,88,79,86,91,91,100,60,89,85,89,7,71,86,88,85,90,88,79,86,91,91,100,60,89,85,89,7,81,81,85,85,90,90
204802,20,15,23,20,0,0,0,0,,,0,,40,51,12,16,19,16,22,19,0,0,0,0,,,0,,40,50,22,22,17,17,18,17
204820,12,13,11,12,0,0,50,100,0,0,100,,17,40,8,10,10,11,10,11,0,0,0,,0,0,0,,19,40,13,11,11,8,12,10
204839,19,14,22,19,20,33,,,,,,,17,32,10,12,12,0,15,11,50,0,,,,,,,25,29,16,9,23,13,24,15
204848,14,11,16,14,8,17,0,0,,,14,0,19,53,8,10,11,8,13,11,17,17,0,0,,,0,0,17,53,14,11,11,13,14,11
204857,66,63,70,68,49,67,65,66,50,71,66,63,57,24,53,64,66,62,69,68,48,66,65,66,50,71,66,63,56,24,55,55,67,67,73,73
204866,18,10,22,19,0,0,,,,0,0,,13,41,12,17,18,8,23,19,0,0,,,,0,0,,14,42,11,8,14,17,26,28
204884,67,67,67,65,100,,,,,,,,,,,,,,,,,,,,,,,,,,65,,75,,67,
204893,25,50,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,50,
204909,62,49,73,71,32,52,70,70,,0,50,68,39,27,55,60,62,49,73,71,32,52,70,70,,0,50,68,39,27,53,53,62,62,71,71
204936,69,66,71,71,54,54,69,69,,100,75,,65,22,60,68,69,66,71,71,54,54,69,69,,100,75,,65,22,66,66,68,68,73,73
204945,32,36,28,37,15,26,13,13,,0,25,0,13,11,,,,,,,,,,,,,,,,,27,,34,,35,
204963,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,100,,83,
204981,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,100,,75,
205027,27,27,,60,,0,0,0,,,,0,,73,27,27,27,27,,60,,0,0,0,,,,0,,73,0,0,,,50,50
205054,67,89,62,68,64,,100,100,,,,,,,,,,,,,,,,,,,,,,,61,,82,,71,
205124,53,53,,53,,,,,,,,,,47,53,53,53,53,,53,,,,,,,,,,47,60,60,,,50,50
205142,50,77,39,50,40,,,,,,100,,75,,,,,,,,,,,,,,,,,,41,,100,,75,
205179,42,51,37,55,27,0,50,50,,0,25,0,50,,,,,,,,,,,,,,,,,,38,,78,,50,
205203,32,25,38,37,10,0,0,,0,,23,50,,31,11,15,18,14,22,19,8,0,,,,,18,25,,35,26,15,62,35,23,11
205391,62,60,63,63,75,0,,,,0,,,33,,,,,,,,,,,,,,,,,,53,,68,,76,
205443,43,35,51,45,28,20,75,75,,0,19,0,36,24,35,46,47,42,53,50,33,0,100,100,,0,22,0,25,21,37,38,50,54,41,48
205470,32,29,34,36,20,29,26,27,0,33,30,23,32,19,,,,,,,,,,,,,,,,,30,,39,,33,
205841,23,24,21,27,7,18,20,21,0,50,22,,13,9,,,,,,,,,,,,,,,,,20,,23,,26,
205887,56,56,56,59,44,0,,,,,,,0,,,,,,,,,,,,,,,,,,53,,50,,73,
205957,77,80,76,77,,77,86,86,,0,85,60,75,16,68,74,75,76,75,76,,76,71,71,,0,77,75,60,15,72,74,79,78,79,74
205966,26,33,23,25,0,50,,,,0,100,,50,19,,,,,,,,,,,,,,,,,18,,9,,38,
206011,36,37,35,42,0,80,0,0,,0,29,100,,23,,,,,,,,,,,,,,,,,28,,43,,44,
206039,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,100,,25,
206048,43,37,51,53,30,14,,,,,38,72,40,31,36,42,43,37,51,53,30,14,,,,,38,72,40,31,32,32,52,52,59,59
206084,56,52,59,61,31,44,74,74,100,50,64,67,42,,35,53,58,55,60,62,36,44,76,76,100,50,65,68,43,,40,42,56,58,69,70
206172,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,94,
206181,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,
206321,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,67,
206349,53,100,51,67,13,0,100,100,,,0,100,50,38,43,53,53,100,51,67,13,0,100,100,,,0,100,50,38,44,44,83,83,0,0
206437,62,58,65,66,43,53,100,100,,100,63,65,29,,56,60,62,58,65,66,43,53,100,100,,100,63,65,29,,53,53,65,65,69,69
206446,32,33,31,34,25,0,0,0,0,0,0,,0,11,,,,,,,,,,,,,,,,,35,,37,,25,
206491,16,12,20,,16,0,,,,,,,,,8,15,16,12,20,,16,0,,,,,,,,,17,17,0,0,0,0
206507,55,45,65,60,31,22,,,,100,50,25,50,,49,54,55,45,65,60,31,22,,,,100,50,25,50,,48,48,55,55,70,70
206525,54,48,59,60,30,28,70,67,100,50,44,57,50,30,47,53,54,48,59,60,30,28,70,67,100,50,44,57,50,30,38,38,62,62,67,67
206589,74,64,81,75,70,68,71,71,,,60,75,68,13,71,73,74,64,81,75,70,68,71,71,,,60,75,68,13,64,64,72,72,77,77
206604,46,43,48,51,21,36,69,71,33,20,45,54,30,,29,42,46,43,48,51,21,36,69,71,33,20,45,54,30,,33,33,45,45,58,58
206613,42,35,49,48,0,0,67,67,,0,40,,0,,29,36,39,33,44,44,0,0,67,67,,0,20,,0,,30,24,44,44,51,47
206622,71,68,73,72,61,62,70,72,0,,76,79,60,,63,69,70,68,73,73,61,60,70,72,0,,76,79,60,,59,59,68,68,75,75
206695,53,50,56,56,30,51,62,66,0,0,53,56,45,17,33,48,53,50,56,55,27,52,62,66,0,0,55,56,44,17,43,43,49,48,64,64
206817,2,0,7,2,1,0,0,0,0,7,0,0,0,,1,2,2,0,4,2,1,0,0,0,0,4,0,0,0,,3,1,5,5,0,0
206835,28,20,40,33,15,15,,,,25,,50,33,14,23,28,28,20,40,33,15,15,,,,25,,50,33,14,18,18,47,47,31,31
206862,49,42,56,56,21,49,0,0,0,40,0,33,46,1,31,36,37,33,41,40,14,46,0,0,0,40,0,33,31,1,52,50,36,29,49,28
206905,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,74,
206914,22,21,22,25,9,25,11,14,0,15,20,25,19,25,17,25,28,33,25,27,19,36,33,33,,27,43,27,28,28,20,27,19,21,24,32
206923,41,38,43,39,17,50,67,50,100,28,0,67,45,5,,,,,,,,,,,,,,,,,40,,70,,41,
206932,75,77,75,69,78,100,,,,0,100,,60,,,,,,,,,,,,,,,,,,73,,67,,100,
206941,38,31,42,41,28,38,52,54,0,31,,27,32,28,15,31,37,32,41,41,27,39,51,54,0,30,,27,31,28,33,33,35,34,43,43
206996,29,31,27,30,17,17,50,,50,34,,50,27,12,,,,,,,,,,,,,,,,,3,,2,,92,
207041,33,25,39,35,24,25,0,0,0,34,47,8,60,18,19,31,33,25,39,35,24,25,0,0,0,34,47,8,60,18,31,31,48,48,27,27
207050,30,30,31,30,28,29,,,,33,50,,0,13,,,,,,,,,,,,,,,,,35,,,,26,
207069,34,33,35,37,12,33,0,0,,33,60,0,38,16,,,,,,,,,,,,,,,,,27,,,,38,
207087,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
207102,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,0,,50,
207157,21,20,22,23,14,8,,,,29,67,0,0,40,5,17,17,16,18,19,0,10,,,,33,33,0,0,40,18,18,21,17,24,16
207209,17,11,22,32,19,50,,,,0,60,8,16,11,14,18,19,12,23,33,20,50,,,,0,75,11,16,10,15,17,31,34,16,19
207236,30,26,33,29,43,36,0,0,0,39,40,28,29,11,,,,,,,,,,,,,,,,,30,,27,,31,
207254,60,62,50,63,38,69,64,57,75,64,35,,62,40,,,,,,,,,,,,,,,,,55,,65,,92,
207263,37,32,41,43,34,34,40,44,0,31,,36,34,26,21,34,37,32,41,43,34,34,40,44,0,31,,36,34,26,32,32,33,33,44,44
207281,41,39,43,45,11,39,29,50,0,34,40,33,40,13,,,,,,,,,,,,,,,,,36,,49,,43,
207290,31,29,34,32,20,28,43,50,0,36,,24,35,8,,,,,,,,,,,,,,,,,34,,27,,29,
207306,35,34,37,36,38,33,50,50,,33,33,0,22,18,24,34,35,34,37,36,38,33,50,50,,33,33,0,22,18,37,37,32,32,36,36
207324,55,56,54,61,37,36,67,67,,55,0,,41,14,44,54,55,56,54,61,37,36,67,67,,55,0,,41,14,40,40,58,58,63,63
207351,26,23,31,29,12,29,50,50,,0,25,0,29,11,20,28,31,27,37,32,30,36,50,50,,0,0,0,20,10,26,32,19,30,27,31
207388,66,63,68,69,48,60,62,63,50,57,75,68,62,12,49,63,66,63,68,69,48,60,62,63,50,57,75,68,62,12,52,52,62,62,74,74
207397,13,16,11,17,6,13,5,0,33,11,0,12,15,39,,,,,,,,,,,,,,,,,11,,26,,12,
207403,50,45,52,57,24,25,25,25,,35,67,83,38,25,41,49,50,45,52,57,24,25,25,25,,35,67,83,38,25,41,41,52,52,61,61
207449,21,22,21,22,11,20,26,25,50,19,,29,19,15,,,,,,,,,,,,,,,,,0,,,,42,
207458,64,53,70,62,78,77,50,50,,67,,29,67,8,62,64,64,53,70,62,78,77,50,50,,75,,29,67,8,57,57,63,64,68,68
207500,75,71,79,76,77,72,80,79,100,59,84,81,72,,56,72,75,71,79,76,77,72,80,79,100,59,84,81,72,,65,65,72,72,79,79
207564,42,47,31,42,21,61,0,0,,42,40,50,41,7,,,,,,,,,,,,,,,,,36,,43,,58,
207582,54,48,58,58,42,48,70,70,,56,58,63,0,,48,53,54,49,58,58,42,48,70,70,,56,58,64,0,,42,42,56,56,69,69
207661,25,23,28,28,12,28,40,25,100,24,57,6,18,23,19,29,31,26,35,35,8,33,50,33,100,34,60,7,16,19,17,20,20,28,40,47
207670,21,16,23,25,11,19,19,21,0,28,12,33,18,12,,,,,,,,,,,,,,,,,0,,0,,40,
207704,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,,,100,
207722,36,25,41,41,14,41,,,,60,50,7,31,21,27,35,36,25,41,41,14,41,,,,60,50,7,31,21,38,38,,,35,35
207740,29,26,31,32,9,35,100,100,,21,0,100,29,17,,,,,,,,,,,,,,,,,28,,38,,28,
207786,80,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,84,,0,,,
207847,33,30,37,35,29,31,33,33,,28,,25,36,12,21,31,33,30,37,35,29,31,33,33,,28,,25,36,12,29,29,35,35,39,39
207856,13,12,14,17,14,13,,,,0,,10,0,,6,12,13,12,14,17,14,13,,,,0,,10,0,,28,28,0,0,9,9
207865,35,31,37,41,15,22,56,56,,19,20,60,31,20,23,32,36,34,37,41,21,23,60,60,,21,23,56,32,20,25,25,30,31,47,50
207935,27,23,29,28,19,26,36,37,0,15,28,36,25,11,,,,,,,,,,,,,,,,,0,,0,,50,
207962,67,68,59,70,40,82,80,100,67,60,59,,75,,,,,,,,,,,,,,,,,,60,,85,,76,
207971,73,74,72,75,73,67,93,93,,62,60,68,71,,62,72,73,74,72,75,73,67,93,93,,62,60,68,71,,66,66,67,67,77,77
208035,34,26,40,44,24,22,50,50,,0,0,,33,7,,,,,,,,,,,,,,,,,31,,27,,39,
208044,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,67,,46,
208053,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,0,
208275,23,19,28,20,,19,0,0,,33,67,,71,26,,,,,,,,,,,,,,,,,30,,0,,20,
208318,25,18,30,27,0,21,40,50,0,0,20,,17,23,,,,,,,,,,,,,,,,,20,,17,,28,
208390,22,20,24,26,13,20,29,44,8,23,15,14,29,16,,,,,,,,,,,,,,,,,19,,15,,29,
208406,22,26,18,24,11,23,14,15,0,25,13,,21,26,,,,,,,,,,,,,,,,,27,,29,,20,
208415,24,19,29,30,0,15,0,0,,,33,,0,15,,,,,,,,,,,,,,,,,12,,,,33,
208433,63,50,64,67,100,59,,,,0,,,50,,,,,,,,,,,,,,,,,,50,,60,,89,
208479,70,72,69,74,53,71,80,76,88,50,67,,42,,,,,,,,,,,,,,,,,,67,,82,,64,
208512,79,67,85,71,82,100,,,,,,,,,,,,,,,,,,,,,,,,,83,,83,,0,
208646,37,36,37,35,43,31,47,75,38,33,50,13,62,30,25,33,37,36,37,35,43,31,47,75,38,33,50,13,62,30,32,32,38,38,42,42
208725,25,0,27,22,0,,,,,,100,,0,75,25,25,25,0,27,22,0,,,,,,100,,0,75,25,25,0,0,33,33
208822,69,63,73,72,50,55,59,56,67,67,100,60,67,24,58,68,69,63,73,72,50,55,59,56,67,67,100,60,67,24,60,60,72,72,73,73
208859,80,100,79,76,,100,,,,,,,100,,,,,,,,,,,,,,,,,,81,,100,,70,
209038,22,20,23,22,10,21,22,17,33,13,30,46,19,19,,,,,,,,,,,,,,,,,24,,29,,20,
209056,71,66,76,71,57,72,75,74,100,,62,86,70,,62,69,71,66,76,71,57,72,75,74,100,,62,86,70,,64,64,74,74,73,73
209065,65,55,72,67,43,61,63,64,60,33,100,80,63,,56,64,65,55,72,67,43,61,63,64,60,33,100,80,63,,56,56,70,70,68,68
209074,25,26,24,28,0,21,31,31,33,14,18,0,26,0,,,,,,,,,,,,,,,,,22,,29,,27,
209083,50,68,40,55,50,50,0,,0,,,,0,,,,,,,,,,,,,,,,,,43,,60,,58,
209153,68,67,68,63,,100,,,,100,,,75,,,,,,,,,,,,,,,,,,62,,100,,77,
209205,48,40,49,48,40,55,0,0,,100,,,33,,,,,,,,,,,,,,,,,,55,,100,,39,
209241,33,33,,0,,33,67,67,,,,0,,,33,33,33,33,,0,,33,67,67,,,,0,,,50,50,,,29,29
209250,26,22,30,29,9,21,27,27,29,0,13,42,29,14,,,,,,,,,,,,,,,,,25,,34,,26,
209287,51,54,45,59,50,40,0,0,,50,0,,20,36,43,51,51,54,45,59,50,40,0,0,,50,0,,20,36,43,43,60,60,56,56
209409,62,51,67,71,40,38,75,100,50,33,,0,53,38,55,59,61,51,67,70,40,38,75,100,50,33,,0,53,39,50,50,69,68,70,70
209506,59,61,56,61,0,56,80,75,100,25,0,100,48,23,26,51,59,61,56,61,0,52,80,75,100,25,0,100,48,23,54,54,48,48,66,65
209542,71,68,73,72,53,65,77,77,80,41,70,64,70,17,47,67,71,68,73,72,53,65,77,77,80,41,70,64,70,17,63,63,67,67,75,75
209551,71,69,73,74,56,63,80,81,71,55,63,76,68,17,59,69,71,69,73,74,56,63,80,81,71,55,63,76,68,17,63,63,68,68,76,76
209603,46,42,47,52,67,10,86,86,,17,33,,0,,33,44,46,42,47,52,67,10,86,86,,17,33,,0,,37,37,44,44,54,54
209612,65,55,72,65,27,72,67,71,38,0,71,50,65,,53,64,65,55,72,65,27,72,67,71,38,0,71,50,65,,58,58,68,68,67,67
209667,79,50,81,87,0,100,,,,,67,,38,,,,,,,,,,,,,,,,,,67,,100,,89,
209676,83,92,82,82,67,100,,,,67,100,,75,,,,,,,,,,,,,,,,,,73,,93,,93,
209694,64,67,63,62,50,81,,,,,,,43,2,,,,,,,,,,,,,,,,,60,,67,,75,
209700,80,76,81,77,78,85,100,100,,100,,,,,,,,,,,,,,,,,,,,,80,,82,,81,
209719,56,0,57,57,20,58,67,50,100,,,,100,1,,,,,,,,,,,,,,,,,82,,0,,33,
209746,18,19,17,20,17,13,21,22,5,8,16,38,17,27,,,,,,,,,,,,,,,,,16,,14,,20,
209807,53,49,56,52,46,51,62,63,42,43,67,75,48,24,35,49,53,49,56,52,46,51,62,63,42,43,67,75,48,24,51,51,51,51,57,57
209825,80,75,84,81,67,79,85,85,82,67,76,68,75,16,69,79,80,75,84,81,67,79,85,85,82,67,76,68,75,16,75,75,83,83,81,81
209922,76,80,73,79,50,66,60,60,,0,63,88,67,16,62,73,76,80,73,79,50,66,60,60,,0,63,88,67,16,65,65,75,75,78,78
209940,12,10,14,14,0,10,25,40,0,0,0,,7,20,,,,,,,,,,,,,,,,,13,,,,12,
210146,44,41,47,46,19,46,65,77,43,40,38,,32,,31,42,44,41,47,46,19,46,65,77,43,40,38,,32,,34,34,51,51,49,49
210155,38,34,41,38,33,31,33,33,33,75,56,86,38,24,,,,,,,,,,,,,,,,,31,,39,,43,
210234,27,28,26,35,0,18,0,0,0,0,8,75,18,13,,,,,,,,,,,,,,,,,21,,38,,33,
210270,32,31,33,32,29,23,44,50,33,33,38,67,29,14,,,,,,,,,,,,,,,,,25,,46,,37,
210304,82,45,100,73,100,78,86,75,100,100,,,100,,38,46,79,50,93,74,100,74,71,50,100,100,,,100,,100,100,83,100,52,38
210331,61,62,61,63,0,60,71,67,100,100,67,0,43,,57,61,61,62,61,63,0,60,71,67,100,100,67,0,43,,60,60,61,61,62,62
210401,73,67,76,75,100,67,70,71,67,25,73,0,73,,60,70,73,67,76,75,100,67,70,71,67,25,73,0,73,,68,68,72,72,75,75
210429,45,42,46,45,41,43,49,57,33,58,36,43,43,,31,42,45,42,46,45,41,43,49,57,33,58,36,43,43,,38,38,46,46,52,52
210492,46,38,53,43,23,71,100,100,100,,67,100,,17,40,41,42,38,47,38,25,60,100,100,100,,67,100,,19,40,38,52,45,49,45
210571,42,36,48,53,29,38,56,56,,0,58,0,0,,42,42,42,36,48,53,29,38,56,56,,0,58,0,0,,36,36,43,43,61,61
210599,46,49,37,57,43,56,86,86,,40,36,,35,,,,,,,,,,,,,,,,,,46,,63,,40,
210605,23,25,22,26,13,19,24,23,50,0,29,,20,22,,,,,,,,,,,,,,,,,20,,24,,26,
