id,url,title,publication,published_at,created_at
220425c5-0889-4d21-8f4c-3c2b2d3bcc76,https://www.insidehighered.com/news/quick-takes/2024/03/05/university-antelope-valley-closes-campus-faces-shutdown,"University of Antelope Valley closes campus, faces shutdown",Inside Higher Ed,2024-03-05,2025-07-09T22:10:15Z
bc7a84b5-ee52-4e87-a723-efb464532cd8,https://www.highereddive.com/news/valparaiso-university-to-weigh-cuts-28-programs/709227/,Valparaiso University to weigh cutting 28 programs,Higher Ed Dive,2024-03-04,2025-07-09T22:18:30Z
3552a52c-998b-4784-bde1-595f70b187d5,https://news.drake.edu/2024/03/01/message-from-provost-sue-mattison/,Message from Provost Sue Mattison on Academic Program Reviews,Drake University Newsroom,2024-03-01,2025-07-09T22:14:25Z
0243d84d-5937-4e2e-ad8a-faf74c524a33,https://www.highereddive.com/news/notre-dame-college-close-failed-merger/709103/,Notre Dame College to close after spring semester,Higher Ed Dive,2024-02-29,2025-08-05T02:10:58Z
1cc69348-a842-4685-8e39-6940cacd4272,https://www.insidehighered.com/news/global/us-colleges-world/2024/02/16/how-texas-ams-qatar-campus-suddenly-collapsed,How Texas A&M's Qatar campus suddenly collapsed,Inside Higher Ed,2024-02-16,2025-07-09T21:35:59Z
adb7de3f-26b5-460b-84be-59338293705f,https://www.highereddive.com/news/marietta-college-to-cut-3-dozen-administrators-and-faculty/707303/,Marietta College to cut 3 dozen administrators and faculty,HigherEd Dive,2024-02-13,2025-07-09T21:49:08Z
0923eca2-f94b-4414-abb8-29b1b1f7c37c,https://www.insidehighered.com/news/quick-takes/2024/02/06/jamestown-business-college-close,Jamestown Business College to close,Inside Higher Ed,2024-02-06,2025-07-09T21:25:52Z
894f2b0c-6c58-4737-8d42-37b1dcddff0c,https://spectrumlocalnews.com/nc/charlotte/college-and-university/2024/02/04/uncg-drops-programs,UNC Greensboro lists programs being cut after academic review,Spectrum Local News,2024-02-04,2025-07-09T22:06:24Z
02cf8bc1-a97a-4760-9f97-840a3bd4301c,https://www.theartnewspaper.com/2024/01/25/university-new-hampshire-closes-art-museum-permanently,University of New Hampshire permanently closes its art museum amid budget cuts,The Art Newspaper,2024-01-25,2025-07-09T21:55:24Z
3da3eef7-6f69-4080-9b61-6f791f1b8079,https://www.insidehighered.com/news/quick-takes/2024/01/22/another-wisconsin-branch-campus-move-online-fall,UW Green Bay Marinette Campus to Move Online in the Fall,Inside Higher Ed,2024-01-22,2025-07-09T21:31:23Z
dbd219bf-5028-4896-acde-54193029b06e,https://www.wyomingnews.com/rocketminer/western-president-kirk-young-explains-where-rifs-occurred-reasoning-behind-decisions/article_dad6fbe4-fb28-42fe-8ebc-a79a8b7faea3.html,Western Wyoming Community College announces restructuring to meet long-term budget goals,Rocket Miner,2023-12-08,2026-01-12T00:17:29Z
1672c93f-2ade-4f8b-9b37-a850ae807736,https://www.si.com/college/2023/03/21/st-francis-brooklyn-terriers-eliminate-entire-athletics-program,St. Francis Brooklyn to Eliminate Entire Athletics Program,Sports Illustrated,2023-03-21,2025-09-02T14:06:22Z
