UNITID,XF1A01,F1A01,XF1A31,F1A31,XF1A04,F1A04,XF1A05,F1A05,XF1A06,F1A06,XF1A19,F1A19,XF1A07,F1A07,XF1A08,F1A08,XF1A09,F1A09,XF1A10,F1A10,XF1A11,F1A11,XF1A12,F1A12,XF1A13,F1A13,XF1A20,F1A20,XF1A14,F1A14,XF1A15,F1A15,XF1A16,F1A16,XF1A17,F1A17,XF1A18,F1A18,XF1A214,F1A214,XF1A224,F1A224,XF1A234,F1A234,XF1A324,F1A324,XF1A274,F1A274,XF1A27T4,F1A27T4,XF1A284,F1A284,XF1A334,F1A334,XF1A344,F1A344,XF1D01,F1D01,XF1D02,F1D02,XF1D03,F1D03,XF1D04,F1D04,XF1D05,F1D05,XF1D06,F1D06,XF1B01,F1B01,XF1B02,F1B02,XF1B03,F1B03,XF1B04,F1B04,XF1B04A,F1B04A,XF1B04B,F1B04B,XF1B05,F1B05,XF1B06,F1B06,XF1B26,F1B26,XF1B07,F1B07,XF1B08,F1B08,XF1B09,F1B09,XF1B10,F1B10,XF1B11,F1B11,XF1B12,F1B12,XF1B13,F1B13,XF1B14,F1B14,XF1B15,F1B15,XF1B16,F1B16,XF1B17,F1B17,XF1B18,F1B18,XF1B19,F1B19,XF1B27,F1B27,XF1B20,F1B20,XF1B21,F1B21,XF1B22,F1B22,XF1B23,F1B23,XF1B24,F1B24,XF1B25,F1B25,XF1C011,F1C011,XF1C012,F1C012,XF1C021,F1C021,XF1C022,F1C022,XF1C031,F1C031,XF1C032,F1C032,XF1C051,F1C051,XF1C052,F1C052,XF1C061,F1C061,XF1C062,F1C062,XF1C071,F1C071,XF1C072,F1C072,XF1C101,F1C101,XF1C111,F1C111,XF1C112,F1C112,XF1C121,F1C121,XF1C122,F1C122,XF1C131,F1C131,XF1C132,F1C132,XF1C141,F1C141,XF1C142,F1C142,XF1C191,F1C191,XF1C192,F1C192,XF1C193,F1C193,XF1C19OM,F1C19OM,XF1C19DP,F1C19DP,XF1C19IN,F1C19IN,XF1C19OT,F1C19OT,F1MHP,XF1M01,F1M01,XF1M02,F1M02,XF1M03,F1M03,XF1M04,F1M04,F1MHOP,XF1M05,F1M05,XF1M06,F1M06,XF1M07,F1M07,XF1M08,F1M08,XF1E01,F1E01,XF1E02,F1E02,XF1E03,F1E03,XF1E04,F1E04,XF1E05,F1E05,XF1E06,F1E06,XF1E07,F1E07,XF1E08,F1E08,XF1E09,F1E09,XF1E10,F1E10,XF1E11,F1E11,XF1E12,F1E12,XF1E121,F1E121,XF1E122,F1E122,XF1E13,F1E13,XF1E131,F1E131,XF1E132,F1E132,XF1E14,F1E14,XF1E141,F1E141,XF1E142,F1E142,XF1E15,F1E15,XF1E151,F1E151,XF1E152,F1E152,XF1E16,F1E16,XF1E161,F1E161,XF1E162,F1E162,XF1E17,F1E17,XF1E171,F1E171,XF1E172,F1E172,F1FHA,XF1H01,F1H01,XF1H02,F1H02,XF1H03,F1H03,XF1H03A,F1H03A,XF1H03B,F1H03B,XF1H03C,F1H03C,XF1H03D,F1H03D,XF1N01,F1N01,XF1N02,F1N02,XF1N03,F1N03,XF1N04,F1N04,XF1N05,F1N05,XF1N06,F1N06,XF1N07,F1N07
208415,R,8470250,R,39582327,R,517790,R,40100117,R,48570367,R,4750094,R,1937129,R,2351440,R,4288569,R,14281322,R,9659961,R,23941283,R,28229852,R,3403084,R,29199995,R,162010,R,0,R,-7674480,R,21687525,R,1116807,Z,0,R,56966644,R,4241572,R,682087,R,63007110,R,23069003,Z,0,Z,0,R,22205481,R,20413940,R,1791541,R,19466299,R,429685,R,21687525,R,2123257,R,1672654,R,848380,R,0,R,0,R,0,R,0,A,,R,0,A,,R,787718,R,5432009,R,2498855,R,3771129,R,7987491,R,979304,R,0,R,0,R,0,R,193628,R,1343065,R,16773472,R,22205481,R,0,R,0,R,0,R,0,R,0,R,22205481,R,6416884,R,3596016,R,0,R,0,R,549310,R,298734,R,3008105,R,1171823,R,3435165,R,1592308,R,4813018,R,1594355,R,1877567,R,0,R,0,A,,A,,A,,A,,R,313891,R,58126,R,20413940,R,8311362,R,3870539,R,1567320,R,2171835,R,190342,R,4302542,1,R,-312553,R,8692589,R,3304445,R,4441607,1,R,-419409,R,232829,R,98639,R,43929,R,979304,R,551464,R,572640,R,0,R,0,R,420913,R,2524321,R,646754,R,0,R,646754,R,1877567,R,251121,R,251121,R,0,R,63432,R,63432,R,0,R,164249,R,164249,R,0,R,167952,R,167952,R,0,R,0,R,0,R,0,R,0,R,0,R,0,1,R,5723150,R,6070843,R,347693,R,1146445,R,0,R,-798752,R,0,R,2731327,R,23351926,R,2139234,R,27758368,R,39582237,R,12538000,R,21212692
208646,R,18323602,R,82384872,R,31722249,R,114107121,R,132430723,R,9345606,R,3849770,R,13696997,R,17546767,R,17728631,R,21969832,R,39698463,R,57245230,R,8838715,R,70139299,R,3341030,R,554188,R,1657867,R,75692384,R,11543200,R,6856082,R,131584650,R,20616843,R,4440610,R,175041385,R,89099666,R,3290587,R,0,R,78473296,R,76229054,R,2244242,R,73197566,R,250576,R,75692384,R,18974158,R,4595165,R,7125286,R,1369593,R,587358,R,782235,R,5851644,R,0,R,531217,R,0,R,431710,R,38878773,R,0,R,25326820,R,0,R,6000019,R,2008039,R,0,R,1139478,R,534191,R,0,R,35008547,R,73887320,R,632318,R,3953658,R,0,R,0,R,4585976,R,78473296,R,17252214,R,10410355,R,126900,R,66589,R,6809908,R,2909099,R,17949036,R,6005584,R,3127226,R,1491083,R,11931108,R,4133992,R,4202179,R,9898571,R,2052736,R,0,R,0,R,0,R,0,R,4931912,R,32005,R,76229054,R,27101443,R,15334245,R,3914907,R,6223358,R,717370,R,22937731,1,R,470066,R,21253074,R,6450752,R,9218810,1,R,-128929,R,181938,R,662146,R,126796,R,4269760,R,274110,R,2597610,R,0,R,780492,R,3373938,R,11295910,R,6651843,R,441888,R,7093731,R,4202179,R,2634309,R,2375838,R,258471,R,112123,R,102910,R,9213,R,1490724,R,1359397,R,131327,R,0,R,0,R,0,R,356055,R,323188,R,32867,R,2500520,R,2490510,R,10010,1,R,17504422,R,5893554,R,-11610868,R,1910372,R,-2015066,R,-1717444,R,-9788730,R,510452,R,73629780,R,-252832,R,113597938,R,34702784,R,19052656,R,78387448
209038,R,32309386,R,164714385,R,118588177,R,283302562,R,315611948,R,61647049,R,19277193,R,23785459,R,43062652,R,285580091,R,0,R,285580091,R,328642743,R,24412023,R,117982345,R,3800846,R,0,R,-97578960,R,24204231,R,5377072,R,0,R,217051291,R,18522161,R,29448626,R,270399150,R,105684765,R,0,R,0,R,143945666,R,150924104,R,-6978438,R,31182669,R,0,R,24204231,R,34280164,R,7813839,R,11171538,R,844747,R,844747,R,0,R,2303802,A,,R,0,A,,R,10106081,R,66520171,R,0,R,20923330,R,37044113,R,8567093,R,6213278,R,0,R,0,R,4045837,R,631844,R,77425495,R,143945666,R,0,R,0,R,0,R,0,R,0,R,143945666,R,55213183,R,29726558,R,0,R,0,R,8780425,R,2156707,R,8918273,R,4639375,R,17207612,R,8065139,R,18494825,R,7274322,R,18474431,R,1232446,R,0,A,,A,,A,,A,,R,22602909,R,2911826,R,150924104,R,54773927,R,33369692,R,7338322,R,6220302,R,7953433,R,41268428,1,R,18828485,R,38498146,R,22199439,R,58534421,1,R,37416,R,7657563,R,2212584,R,2731820,R,8567093,R,1682515,R,6213278,R,0,R,904089,R,2151562,R,19518537,R,1044106,R,0,R,1044106,R,18474431,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1044106,R,1044106,R,0,1,R,14945874,R,16423470,R,1477596,R,991322,R,1446714,R,-960440,R,0,R,-6978438,R,139002701,R,-6978438,R,24204231,R,-97578960,R,117982345,R,150924104
209074,R,22303673,R,86124444,R,29549084,R,115673528,R,137977201,R,12275359,R,7950319,R,11253259,R,19203578,R,65743418,R,30405711,R,96149129,R,115352707,R,16197428,R,63520596,R,2314950,Z,0,R,-47133121,R,18702425,R,9163106,R,0,R,133901416,R,17550533,R,3486628,R,164101683,R,65327505,R,0,R,0,R,77452565,R,86267134,R,-8814569,R,27515810,R,1184,R,18702425,R,14631380,R,7177108,R,5036798,R,389832,R,389832,R,0,R,1194425,A,,R,0,A,,R,4110143,R,32539686,R,0,R,18342564,R,14948795,R,5591958,R,3929126,R,425855,R,0,R,958774,R,0,R,44197072,R,76736758,R,0,R,715806,R,0,R,1,R,715807,R,77452565,R,35576593,R,22681339,R,0,R,0,R,244369,R,0,R,9261629,R,4421432,R,8784855,R,4657258,R,11728009,R,4684482,R,5103145,R,0,R,0,A,,A,,A,,A,,R,15568534,R,0,R,86267134,R,36444511,R,19253011,R,5139158,R,4198437,R,2833094,R,18398923,1,R,9974934,R,35463663,R,16197428,R,12241894,2,A,,A,,A,,A,,R,5100968,R,371613,R,3820836,R,0,R,480576,R,1091876,R,10865869,R,5762724,R,0,R,5762724,R,5103145,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,5762724,R,5762724,R,0,1,R,10868319,R,10005871,R,-862448,R,891978,R,-1248140,R,-506286,R,0,R,-41278239,R,76736759,R,-8814569,R,18702425,R,-47133121,R,50527516,R,86267134
209250,R,51047000,R,62009000,R,2915000,R,64924000,R,115971000,R,53956000,R,9999000,R,15905000,R,25904000,R,98096000,R,38256000,R,136352000,R,162256000,R,37571000,R,36402000,R,143000,R,770000,R,-67215000,R,-29900000,R,1456000,Z,0,R,89417000,R,19681000,R,5290000,R,115844000,R,63327000,R,9492000,R,0,R,79716000,R,84695000,R,-4979000,R,-24921000,R,0,R,-29900000,R,11871000,R,5529000,R,9612000,R,1473000,R,211000,R,1262000,R,456000,R,0,R,0,R,0,R,696000,R,29637000,R,0,R,26448000,R,15018000,R,7261000,Z,0,Z,0,R,0,R,1352000,R,0,R,50079000,R,79716000,R,0,R,0,R,0,R,0,R,0,R,79716000,R,33011000,R,18914000,R,795000,R,451000,R,103000,R,69000,R,9001000,R,4867000,R,9951000,R,4980000,R,13061000,R,6469000,R,7436242,R,739000,R,407000,Z,0,Z,0,Z,0,Z,0,R,10597758,R,0,R,84695000,R,36157000,R,18384000,R,3991000,R,2771000,R,3836000,R,19556000,1,R,8116000,R,23933000,R,30913000,R,51710000,1,R,247000,R,10980000,R,4543000,R,1643000,R,5982786,R,1194573,R,3594043,Z,0,R,1511270,R,618764,R,12901436,R,5465194,R,0,R,5465194,R,7436242,R,2534376,R,2534376,R,0,R,504764,R,504764,Z,0,R,1522477,R,1522477,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,903577,R,903577,R,0,2,A,,A,,A,,A,,A,,A,,A,,R,-4903000,R,81371000,R,-4903000,R,-539000,R,-44426000,R,16020000,R,85331000
209490,R,1312404000,R,2231880000,R,3192144000,R,5424024000,R,6736428000,R,185518000,R,40458000,R,596744000,R,637202000,R,1340502000,R,502659000,R,1843161000,R,2480363000,R,344621000,R,1215606000,R,643863000,R,340236000,R,1897257000,R,4096962000,R,84835000,R,0,R,3033056000,R,1222779000,R,219524000,R,4560194000,R,2433216000,R,0,R,0,R,4666328000,R,4517137000,R,149191000,R,3947771000,R,0,R,4096962000,R,81476000,R,425823000,R,21557000,R,247696000,R,0,R,247696000,R,17351000,R,3540495000,R,40637000,R,0,R,18964000,R,4393999000,R,0,R,62690000,R,0,R,1065000,R,0,R,0,R,59885000,R,119421000,R,1343000,R,244404000,R,4638403000,R,0,R,8128000,R,19797000,R,0,R,27925000,R,4666328000,R,276753000,R,155385000,R,369862000,R,182479000,R,134716000,R,37128000,R,113139000,R,77349000,R,12162000,R,5524000,R,406275000,R,181977000,R,17556000,R,3331000,R,1816000,R,3134660000,R,1540555000,R,0,R,0,R,48683000,R,0,R,4517137000,R,2182213000,R,558348000,R,141712000,R,210435000,R,42798000,R,1381631000,1,R,37947000,R,396378000,R,141040000,R,153221000,1,R,736000,R,9321000,R,8406000,R,6728000,R,1065000,R,5177000,R,5320000,R,0,R,4581000,R,18088000,R,34231000,R,16675000,R,0,R,16675000,R,17556000,R,0,R,0,R,0,R,649000,R,649000,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,16026000,R,16026000,R,0,1,R,1200089000,R,1257493000,R,57404000,R,79459000,R,37539000,R,-59594000,R,0,R,121265000,R,4638402000,R,149191000,R,3947771000,R,2541120000,R,1380960000,R,4517137000
209506,R,48120346,R,194217778,R,52866105,R,247083883,R,295204229,R,8849696,R,5394624,R,16911150,R,22305774,R,67543115,R,20371688,R,87914803,R,110220577,R,8251291,R,124874415,R,47760749,R,0,R,12946893,R,185582057,R,15807763,R,34970411,R,175896550,R,43907117,R,40142920,R,310724761,R,116926983,R,420000,Z,0,R,128472965,R,102543055,R,25929910,R,159674783,R,-22636,R,185582057,R,25706714,R,3217294,R,5269232,R,365807,R,43972,R,321835,R,13597078,R,0,R,839087,R,0,R,540728,R,49535940,R,0,R,35040008,R,0,R,5094390,R,2557311,R,0,R,3764555,R,885514,R,35174,R,47376952,R,96912892,R,133536,R,27316538,R,0,R,4109999,R,31560073,R,128472965,R,31600250,R,17490045,R,6619052,R,2298767,R,136868,R,55039,R,7876622,R,3444324,R,7694184,R,2834318,R,16618032,R,7320783,R,5142429,R,15715336,R,3320716,R,0,R,0,R,0,R,0,R,11140282,R,1415,R,102543055,R,36765407,R,17954731,R,5342402,R,11208194,R,1497704,R,29774617,1,R,216135,R,19482407,R,5693838,R,8676407,1,R,83273,R,484494,R,2557453,R,173289,R,4322323,R,763144,R,2557311,R,0,R,3323070,R,6504384,R,17470232,R,11749543,R,578260,R,12327803,R,5142429,R,2794432,R,2556899,R,237533,R,111332,R,101625,R,9707,R,1354998,R,1253328,R,101670,R,0,R,0,R,0,R,1496149,R,1283555,R,212594,R,6570892,R,6554136,R,16756,1,R,30634453,R,31815269,R,1180816,R,514812,R,1510035,R,-1157638,R,313607,R,-21747,R,106186024,R,26758001,R,216386695,R,37452927,R,68994536,R,102391459
209542,R,344729636,R,1381868424,R,1033541770,R,2415410194,R,2760139830,R,190361697,R,102630679,R,250058003,R,352688682,R,953473340,R,402421655,R,1355894995,R,1708583677,R,198330318,R,1139702560,R,96231682,R,6712289,R,-199058999,R,1043587532,R,111583595,R,67775487,R,1964255932,R,390304243,R,385157402,R,2919076659,R,1106026188,R,21816442,R,0,R,1582049240,R,1436765786,R,145283454,R,897631574,R,672504,R,1043587532,R,381437486,R,313851384,R,22058316,R,26942411,R,569808,R,26372603,R,198479567,R,0,R,57104954,R,0,R,14684894,R,1014559012,R,0,R,274386336,R,14481897,R,35291546,R,20284524,R,2132139,R,64223259,R,29988929,R,3264108,R,444052738,R,1458611750,R,1053732,R,122383758,R,0,R,0,R,123437490,R,1582049240,R,355945349,R,204445141,R,260136640,R,110710260,R,199882632,R,65038086,R,90323767,R,41974074,R,43997325,R,23251085,R,161281409,R,59773032,R,45160365,R,204251224,R,67405991,R,0,R,0,R,0,R,0,R,75787075,R,590150,R,1436765786,R,573187819,R,290018070,R,43165130,R,86151743,R,33574974,R,410668050,1,R,1799250,R,369041571,R,121531965,R,170073823,1,R,-2428467,R,489828,R,10196245,R,1879295,R,32654649,R,6294031,R,20773449,R,35717,R,25908612,R,102357922,R,188024380,R,139331775,R,3532240,R,142864015,R,45160365,R,23273859,R,22896252,R,377607,R,1267099,R,1229308,R,37791,R,12257804,R,11068408,R,1189396,R,14532,R,14532,R,0,R,12728044,R,11505512,R,1222532,R,93322677,R,92617763,R,704914,1,R,874077323,R,956459565,R,82382242,R,24424971,R,89063495,R,-32001728,R,895504,R,10589500,R,1603718196,R,167932012,R,2266014751,R,1159892061,R,952767270,R,1593128696
209551,R,352479894,R,1886937256,R,757148615,R,2644085871,R,2996565765,R,217171036,R,62399639,R,185936442,R,248336081,R,966836452,R,318318486,R,1285154938,R,1533491019,R,104245272,R,1361063770,R,118753322,R,0,R,96183418,R,1576000510,R,178299939,R,60011257,R,2589770032,R,371245155,R,254916430,R,3454242813,R,1178789439,R,3716095,R,0,R,1311012429,R,1161521021,R,149491408,R,1425004661,R,1504441,R,1576000510,R,445728887,R,123795353,R,5993736,R,30557109,R,2233771,R,28323338,R,257234512,R,0,R,22323984,R,0,R,11487139,R,897120720,R,0,R,115472173,R,0,R,24706776,R,14290505,R,0,R,130149292,R,27035013,R,1917193,R,313570952,R,1210691672,R,1949244,R,98371513,R,0,R,0,R,100320757,R,1311012429,R,331064432,R,159395075,R,119436971,R,46375061,R,71751150,R,25016811,R,100730829,R,42496481,R,61918950,R,26308826,R,123777993,R,56928708,R,50854447,R,301217328,R,76513324,R,0,R,0,R,0,R,0,R,768921,R,0,R,1161521021,R,433034286,R,315525177,R,64202919,R,100996545,R,33481417,R,214280677,1,R,-5001998,R,309915196,R,92851449,R,215833923,1,R,-1849397,R,169443,R,7723303,R,1238519,R,21966317,R,2231905,R,14460953,R,0,R,58732812,R,75443283,R,172835270,R,111750810,R,10230013,R,121980823,R,50854447,R,21966317,R,21966317,R,0,R,2231905,R,2231905,R,0,R,14460953,R,14460953,R,0,R,0,R,0,R,0,R,28455201,R,23588134,R,4867067,R,54866447,R,49503501,R,5362946,1,R,1369321175,R,1454374334,R,85053159,R,111747146,R,24781597,R,-51362157,R,-113427,R,45764257,R,1389480672,R,200384013,R,3689395445,R,1325593569,R,984562286,R,1344251416
209746,R,326918596,R,734307295,R,214185572,R,948492867,R,1275411463,R,84317948,R,51245000,R,67845492,R,119090492,R,708301297,R,16781502,R,725082799,R,844173291,R,106945982,R,453264545,R,14355931,Z,0,R,-59010338,R,408610138,R,63211457,R,79997188,R,698945718,R,38926701,R,120382507,R,1001463571,R,274455127,Z,0,R,7298851,R,350755213,R,363349599,R,-12594386,R,421204524,R,0,R,408610138,R,53787261,R,11417949,Z,0,R,4986951,R,3803457,R,1183494,R,5340834,A,,Z,0,A,,R,137539,R,75670534,Z,0,R,89599484,R,104769519,R,45255852,R,24180849,Z,0,Z,0,R,9567268,R,1062307,R,274435279,R,350105813,Z,0,R,649400,Z,0,R,0,R,649400,R,350755213,R,131594432,R,76716604,Z,0,Z,0,Z,0,Z,0,R,40521818,R,21241820,R,82888445,R,27257021,R,53819954,R,21639812,R,21259458,R,6932401,R,3461970,A,,A,,A,,A,,R,26333091,R,1896417,R,363349599,R,152213644,R,102468775,R,31624741,R,31043089,R,21104207,R,24895143,1,R,30023713,R,-28974807,R,99147743,R,79758711,1,R,-121998,R,5022058,R,5433805,R,2517237,R,27640142,R,1212685,R,16039481,Z,0,Z,0,R,279146,R,45171454,R,23061067,R,850929,R,23911996,R,21259458,R,14631607,R,14110929,R,520678,R,641948,R,619104,R,22844,R,8490672,R,8188524,R,302148,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,147769,R,142510,R,5259,1,R,15857448,R,17134081,R,1276633,R,254935,R,1803963,R,-794650,R,12385,R,-13243786,R,350105813,R,-12594386,R,408610138,R,14355931,R,281042750,R,363349599
209807,R,142006928,R,598675804,R,195605224,R,794281028,R,936287956,R,58095698,R,16918479,R,95403086,R,112321565,R,168342071,R,160479603,R,328821674,R,441143239,R,62149969,R,415104499,R,13102023,R,1285195,R,61598729,R,491090446,R,77291237,R,33140906,R,859688333,R,150994562,R,7776910,R,1128891948,R,520384317,R,324593,R,3947000,R,554738121,R,542537339,R,12200782,R,478829182,R,60482,R,491090446,R,153930640,R,46315837,R,21300657,R,7560810,R,3232247,R,4328563,R,74502784,R,0,R,5097323,R,0,R,6441129,R,315149180,R,0,R,121426187,R,0,R,48501688,R,20590414,R,4166099,R,15773820,R,5091138,R,2435519,R,217984865,R,533134045,R,19876762,R,1727314,R,0,R,0,R,21604076,R,554738121,R,199643302,R,120962386,R,37639070,R,18069242,R,28118009,R,12533562,R,46674477,R,24048726,R,23970897,R,13109057,R,58656563,R,30383090,R,37748755,R,87411993,R,23436995,R,0,R,0,R,0,R,0,R,22674273,R,972849,R,542537339,R,243515907,R,119459895,R,24628578,R,32957129,R,7603328,R,114372502,1,R,-13354229,R,133327726,R,48640670,R,57442640,1,R,481486,R,226389,R,4371914,R,653056,R,34088429,R,3979640,R,20734745,R,339068,R,10113803,R,2933538,R,72189223,R,30514494,R,3925974,R,34440468,R,37748755,R,16565705,R,14998909,R,1566796,R,1308286,R,1196582,R,111704,R,10163975,R,9053815,R,1110160,R,0,R,0,R,0,R,5179028,R,4773372,R,405656,R,1223474,R,491816,R,731658,1,R,99102595,R,112197236,R,13094641,R,10692838,R,4838356,R,-2944231,R,507678,R,-16115404,R,553810339,R,17319287,R,645431652,R,277548831,R,175259444,R,577529071
209940,R,54283727,R,59782273,R,5258654,R,65040927,R,119324654,R,28415381,R,3215000,R,7085203,R,10300203,R,18311417,R,54681339,R,72992756,R,83292959,R,18177728,R,50051517,R,11638781,R,0,R,-15420950,R,46269348,R,3357495,R,4471629,R,71779911,R,8443206,R,39802,R,88092043,R,28027334,R,0,R,3659336,R,63230089,R,62719537,R,510552,R,45217728,R,541068,R,46269348,R,13412177,R,2566571,R,6502418,R,920539,R,817644,R,102895,R,35477,A,,R,61953,A,,R,652889,R,24152024,R,0,R,7368362,R,20368321,R,8557137,R,0,R,0,R,0,R,1545328,R,1238917,R,39078065,R,63230089,R,0,R,0,R,0,R,0,R,0,R,63230089,R,18060711,R,11982987,R,262189,R,166017,R,233362,R,117203,R,4831875,R,2914146,R,9009585,R,4772358,R,9734841,R,4082265,R,11965467,R,437447,R,104701,A,,A,,A,,A,,R,8184060,R,131253,R,62719537,R,24270930,R,11837513,R,4392565,R,3161418,R,1737998,R,17319113,1,R,2525547,R,12540446,R,16017239,R,27107884,1,R,77335,R,4882470,R,1311027,R,1086073,R,6934607,R,161982,R,3352808,R,0,R,1505336,R,651448,R,12606181,R,640714,R,0,R,640714,R,11965467,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,640714,R,640714,R,0,1,R,13330300,R,14032031,R,701731,R,0,R,0,R,0,R,701731,R,510552,R,63230089,R,1051620,R,45217728,R,-3782169,R,13893952,R,62719537
210146,R,24339887,R,150474073,R,41840998,R,192315071,R,216654958,R,14900044,R,5500560,R,9968538,R,15469098,R,48945893,R,30603205,R,79549098,R,95018196,R,42025093,R,93236189,R,8775561,R,1812145,R,-9312182,R,94511713,R,10860410,R,3054370,R,244034470,R,34527030,R,7620211,R,300096491,R,135835521,R,2602320,Z,0,R,104004745,R,98168395,R,5836350,R,90412644,R,-1737281,R,94511713,R,25949362,R,1672388,R,2205844,R,1216863,R,288653,R,928210,R,10816456,R,0,R,5315063,R,0,R,2218420,R,49394396,R,0,R,28251056,R,0,R,5597139,R,2640688,R,197517,R,6625982,R,631301,R,512393,R,44456076,R,93850472,R,179160,R,9975113,R,0,R,0,R,10154273,R,104004745,R,37329304,R,19647152,R,871398,R,411736,R,4211343,R,1580788,R,10506680,R,3912327,R,6481389,R,2947497,R,13647239,R,6213799,R,4587497,R,18012465,R,4724086,R,0,R,0,R,0,R,0,R,2521080,R,1421,R,98168395,R,39438806,R,18967726,R,6275005,R,7209725,R,1436204,R,24840929,1,R,-1342480,R,29534943,R,13177319,R,14701772,1,R,-273614,R,-28094,R,1127841,R,198272,R,5322866,R,474540,R,3754797,Z,0,R,3902427,R,4228725,R,17683355,R,11727323,R,1368535,R,13095858,R,4587497,R,3469416,R,3063353,R,406063,R,177592,R,156018,R,21574,R,2600974,R,2165742,R,435232,R,0,R,0,R,0,R,2649206,R,2311528,R,337678,R,4198670,R,4030682,R,167988,1,R,34526543,R,36147320,R,1620777,R,1218593,R,2170373,R,-1759537,R,-8652,R,-6654432,R,101898888,R,-25179802,R,199585799,R,46902544,R,49121458,R,106024110
210155,R,15100279,R,63830407,R,2248129,R,66078536,R,81178815,R,4814114,R,3025975,R,5154751,R,8180726,R,45236226,R,16410535,R,61646761,R,69827487,R,7261783,R,23414663,R,193718,Z,0,R,-14704722,R,8903659,R,3098356,R,0,R,88519118,R,10048500,R,603226,R,102269200,R,36828948,R,1088,R,0,R,43597914,R,40058585,R,3539329,R,5364330,R,0,R,8903659,R,3511047,R,8776911,R,2215844,R,684686,R,0,R,684686,R,4038674,A,,R,1704159,A,,R,0,R,20931321,R,0,R,8399761,R,7000112,R,4887358,R,1474504,R,0,R,439038,R,322233,R,0,R,22523006,R,43454327,R,143583,R,0,R,0,R,4,R,143587,R,43597914,R,7578662,R,4185636,R,0,R,0,R,2339998,R,831726,R,838058,R,526346,R,4078279,R,1726906,R,6092961,R,3178652,R,4181499,R,2322154,R,1174995,A,,A,,A,,A,,R,12626974,R,0,R,40058585,R,11624261,R,5332854,R,1213103,R,3461248,R,1618646,R,16808473,1,R,1042794,R,12733619,R,5906706,R,4328194,1,R,91501,R,2246353,R,505667,R,453050,R,2285528,R,152650,R,1295583,R,0,R,509123,R,1369650,R,5612534,R,1305952,R,125083,R,1431035,R,4181499,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1431035,R,1305952,R,125083,1,R,4024579,R,4413097,R,388518,R,235465,R,404315,R,-251262,R,0,R,3923146,R,43740860,R,4071648,R,10733916,R,-11051379,R,23414663,R,40556302
210234,R,18928264,R,19500695,R,706217,R,20206912,R,39135176,R,2783144,R,1495290,R,3500639,R,4995929,R,8576156,R,8486376,R,17062532,R,22058461,R,5426192,R,15778299,R,0,R,162984,R,-1507616,R,14433667,R,233381,Z,0,R,31743678,R,5003403,R,309852,R,37290314,R,17246386,Z,0,Z,0,R,35889780,R,30115929,R,5773851,R,8659816,R,0,R,14433667,R,7036174,R,1358366,R,6152333,R,0,R,0,R,0,R,2626492,A,,R,0,A,,R,4067128,R,21240493,R,0,R,6694684,R,2958778,R,3987647,R,500165,R,0,R,0,R,508013,R,0,R,14649287,R,35889780,R,0,R,0,R,0,R,0,R,0,R,35889780,R,10285338,R,5328881,R,0,R,0,R,0,R,0,R,2115633,R,604885,R,2893078,R,1196836,R,4504474,R,1819546,R,3952513,R,1983774,R,621845,A,,A,,A,,A,,R,4381119,R,553125,R,30115929,R,10125118,R,3857728,R,1436915,R,1294602,R,1258550,R,12143016,1,R,569777,R,7489364,R,5178759,R,2559064,1,R,737,R,378282,R,247433,R,107962,R,2370851,R,1081497,R,500165,R,0,R,0,R,652646,R,4605159,R,652646,R,0,R,652646,R,3952513,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,652646,R,652646,R,0,1,R,8735192,R,9983592,R,1248400,R,555837,R,1004721,R,-406717,R,94559,R,5780488,R,39702195,R,7834532,R,18989335,R,9450519,R,4381446,R,34955727
