UNITID,XF1A01,F1A01,XF1A31,F1A31,XF1A04,F1A04,XF1A05,F1A05,XF1A06,F1A06,XF1A19,F1A19,XF1A07,F1A07,XF1A08,F1A08,XF1A09,F1A09,XF1A10,F1A10,XF1A11,F1A11,XF1A12,F1A12,XF1A13,F1A13,XF1A20,F1A20,XF1A14,F1A14,XF1A15,F1A15,XF1A16,F1A16,XF1A17,F1A17,XF1A18,F1A18,XF1A214,F1A214,XF1A224,F1A224,XF1A234,F1A234,XF1A324,F1A324,XF1A274,F1A274,XF1A27T4,F1A27T4,XF1A284,F1A284,XF1A334,F1A334,XF1A344,F1A344,XF1D01,F1D01,XF1D02,F1D02,XF1D03,F1D03,XF1D04,F1D04,XF1D05,F1D05,XF1D06,F1D06,XF1B01,F1B01,XF1B02,F1B02,XF1B03,F1B03,XF1B04,F1B04,XF1B04A,F1B04A,XF1B04B,F1B04B,XF1B05,F1B05,XF1B06,F1B06,XF1B26,F1B26,XF1B07,F1B07,XF1B08,F1B08,XF1B09,F1B09,XF1B10,F1B10,XF1B11,F1B11,XF1B12,F1B12,XF1B13,F1B13,XF1B14,F1B14,XF1B15,F1B15,XF1B16,F1B16,XF1B17,F1B17,XF1B18,F1B18,XF1B19,F1B19,XF1B27,F1B27,XF1B20,F1B20,XF1B21,F1B21,XF1B22,F1B22,XF1B23,F1B23,XF1B24,F1B24,XF1B25,F1B25,XF1C011,F1C011,XF1C012,F1C012,XF1C021,F1C021,XF1C022,F1C022,XF1C031,F1C031,XF1C032,F1C032,XF1C051,F1C051,XF1C052,F1C052,XF1C061,F1C061,XF1C062,F1C062,XF1C071,F1C071,XF1C072,F1C072,XF1C101,F1C101,XF1C111,F1C111,XF1C112,F1C112,XF1C121,F1C121,XF1C122,F1C122,XF1C131,F1C131,XF1C132,F1C132,XF1C141,F1C141,XF1C142,F1C142,XF1C191,F1C191,XF1C192,F1C192,XF1C193,F1C193,XF1C19OM,F1C19OM,XF1C19DP,F1C19DP,XF1C19IN,F1C19IN,XF1C19OT,F1C19OT,F1MHP,XF1M01,F1M01,XF1M02,F1M02,XF1M03,F1M03,XF1M04,F1M04,F1MHOP,XF1M05,F1M05,XF1M06,F1M06,XF1M07,F1M07,XF1M08,F1M08,XF1E01,F1E01,XF1E02,F1E02,XF1E03,F1E03,XF1E04,F1E04,XF1E05,F1E05,XF1E06,F1E06,XF1E07,F1E07,XF1E08,F1E08,XF1E09,F1E09,XF1E10,F1E10,XF1E11,F1E11,XF1E12,F1E12,XF1E121,F1E121,XF1E122,F1E122,XF1E13,F1E13,XF1E131,F1E131,XF1E132,F1E132,XF1E14,F1E14,XF1E141,F1E141,XF1E142,F1E142,XF1E15,F1E15,XF1E151,F1E151,XF1E152,F1E152,XF1E16,F1E16,XF1E161,F1E161,XF1E162,F1E162,XF1E17,F1E17,XF1E171,F1E171,XF1E172,F1E172,F1FHA,XF1H01,F1H01,XF1H02,F1H02,XF1H03,F1H03,XF1H03A,F1H03A,XF1H03B,F1H03B,XF1H03C,F1H03C,XF1H03D,F1H03D,XF1N01,F1N01,XF1N02,F1N02,XF1N03,F1N03,XF1N04,F1N04,XF1N05,F1N05,XF1N06,F1N06,XF1N07,F1N07
101028,R,9632424,R,22705350,R,0,R,22705350,R,32337774,R,7196169,R,270778,R,3447294,R,3718072,R,5692440,R,15799077,R,21491517,R,25209589,R,5794611,R,16742132,R,19698,R,30000,R,-8262087,R,8529743,R,506000,R,1931862,R,25667314,R,5741775,R,2318350,R,36165301,R,13507751,R,47800,Z,0,R,22966549,R,20128522,R,2838027,R,5691716,R,0,R,8529743,R,1531824,R,822953,R,5246871,R,4425,R,4425,R,0,R,0,A,,R,0,A,,R,88787,R,7694860,R,0,R,8479709,R,0,R,6742984,R,0,R,0,R,0,R,48996,R,0,R,15271689,R,22966549,R,0,R,0,R,0,R,0,R,0,R,22966549,R,6361793,R,4282540,R,0,R,0,R,0,R,0,R,812533,R,594521,R,2600129,R,1688308,R,5247619,R,1449582,R,2434763,R,0,R,0,A,,A,,A,,A,,R,2671685,R,400324,R,20128522,R,8415275,R,2688076,R,1587978,R,906363,R,146129,R,6384701,1,R,1858000,R,14006000,R,629982,R,4971757,1,R,-666858,R,1389243,R,5164629,R,2224412,R,3598517,R,822953,R,995182,R,4425,Z,0,R,1171771,R,6592848,R,4158085,R,0,R,4158085,R,2434763,R,2350911,R,2350911,R,0,R,381955,R,381955,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1425219,R,1425219,R,0,1,R,49698,R,49698,R,0,R,0,R,0,R,0,R,0,R,-12256348,R,22966548,R,2838027,R,8529743,R,19698,R,5692440,R,19951207
101143,R,52180997,R,36456500,R,0,R,36456500,R,88637497,R,8542303,R,495224,R,3266620,R,3761844,R,25532103,R,19544119,R,45076222,R,48838066,R,6963230,R,10861263,R,0,R,17800,R,30499441,R,41378504,R,857453,R,4489266,R,32898851,R,10560399,R,11600282,R,60406251,R,24083280,R,0,R,133529,R,37738629,R,24459909,R,13278720,R,28103911,R,-4127,R,41378504,R,3357842,R,2342531,R,13977904,R,21255,R,21255,R,0,R,24095,A,,R,0,A,,R,77705,R,19801332,R,0,R,11778755,R,0,R,4749117,R,0,R,500000,R,54710,R,770170,R,84545,R,17937297,R,37738629,R,0,R,0,R,0,R,0,R,0,R,37738629,R,10123303,R,6043573,R,0,R,0,R,1297515,R,95178,R,768664,R,374885,R,3934103,R,1974202,R,4697706,R,1831320,R,2248136,R,0,R,0,A,,A,,A,,A,,R,1390482,R,0,R,24459909,R,10319158,R,2887812,R,1642226,R,1551966,R,391562,R,7667185,1,R,2032000,R,17430000,R,556000,R,5949070,1,R,-902069,R,1623090,R,6407230,R,2512251,R,4572865,R,174680,R,1764387,R,31627,Z,0,R,1136962,R,7680521,R,5432385,R,0,R,5432385,R,2248136,R,5432385,R,5432385,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,1,R,17239,R,17800,R,561,R,0,R,0,R,0,R,561,R,13702282,R,36969020,R,13274593,R,41378504,R,52180997,R,36456500,R,24459909
101161,R,54389786,R,71279732,R,4797255,R,76076987,R,130466773,R,26095575,R,1406156,R,15958507,R,17364663,R,11999305,R,59779733,R,71779038,R,89143701,R,21768836,R,58085256,R,1118344,R,971443,R,-14525232,R,45649811,R,2405754,R,13030375,R,101300371,R,16205920,R,7714498,R,140656918,R,69750599,R,0,R,373413,R,77565255,R,73402656,R,4162599,R,38829732,R,2657480,R,45649811,R,11007421,R,6859855,R,5785869,R,78754,R,78754,R,0,R,1674957,A,,R,0,A,,R,335687,R,25742543,R,0,R,34157406,R,2540586,R,13260986,R,0,R,0,R,198980,R,357183,R,711940,R,51227081,R,76969624,R,0,R,0,R,0,R,595631,R,595631,R,77565255,R,33778949,R,20340570,R,0,R,0,R,6345,R,6345,R,4669848,R,2328082,R,8477771,R,4309702,R,8199002,R,3817727,R,4256323,R,2527596,R,458445,A,,A,,A,,A,,R,11486822,R,0,R,73402656,R,31260871,R,9198303,R,8408019,R,3181063,R,264374,R,21090026,1,R,3498000,R,54313941,R,2623000,R,18644114,1,R,3337770,R,4921477,R,19145836,R,7403925,R,12782544,R,478442,R,3463714,R,78754,R,0,R,3613213,R,20416667,R,15378178,R,782166,R,16160344,R,4256323,R,13061244,R,12302543,R,758701,R,484810,R,461345,R,23465,R,2614290,R,2614290,Z,0,R,0,R,0,Z,0,R,0,R,0,Z,0,R,0,R,0,R,0,2,A,,A,,A,,A,,A,,A,,A,,R,6820079,R,76969624,R,6820079,R,45649811,R,1118344,R,13121344,R,70149545
101240,R,52688126,R,79488570,R,6925762,R,86414332,R,139102458,R,21478796,R,2004333,R,12419926,R,14424259,R,22088257,R,50659292,R,72747549,R,87171808,R,23047376,R,56911589,R,2684348,R,1669082,R,-10902949,R,50362070,R,1316808,R,3004115,R,80586232,R,18288929,R,18213913,R,121409997,R,57123895,Z,0,R,16519277,R,77646096,R,56953415,R,20692681,R,29545930,R,123459,R,50362070,R,6853630,R,11134980,R,3475788,R,307468,R,40283,R,267185,R,691849,A,,R,84194,A,,R,0,R,22547909,Z,0,R,25902476,R,934672,R,12425963,Z,0,Z,0,R,2535,R,665261,R,2068931,R,41999838,R,64547747,Z,0,R,13098349,Z,0,R,0,R,13098349,R,77646096,R,19398046,R,13222783,Z,0,Z,0,R,99682,R,78752,R,2410284,R,1497463,R,6009173,R,3894312,R,10051147,R,4160785,R,5390546,R,657680,R,121984,A,,A,,A,,A,,R,12936857,R,0,R,56953415,R,22976079,R,5953443,R,8037298,R,3733376,R,1068641,R,15184578,1,R,4732737,R,45633337,R,2695315,R,15140824,1,R,29210,R,4541630,R,17714389,R,6139171,R,12425963,R,495979,R,1351573,Z,0,R,155958,R,2502252,R,16931725,R,11331597,R,209582,R,11541179,R,5390546,R,9858490,R,9858490,R,0,R,226632,R,226632,R,0,R,906528,R,906528,R,0,R,0,Z,0,R,0,R,37394,R,37394,R,0,R,512135,R,302553,R,209582,1,R,3461273,R,3780388,R,319115,R,0,R,319115,R,0,R,0,R,7594331,R,64547747,R,20692681,R,50362070,R,48692987,R,24092589,R,56953415
101286,R,42344294,R,38223527,R,955675,R,39179202,R,81523496,R,17491384,R,709967,R,5652239,R,6362206,R,4486868,R,41350946,R,45837814,R,52200020,R,16054630,R,33869299,R,658630,R,173420,R,-3941119,R,30760230,R,842817,R,5637982,R,56990298,R,14984212,R,1378385,R,79833694,R,40860277,R,0,R,92928,R,45595693,R,43999805,R,1595888,R,29196617,R,-32275,R,30760230,R,5428425,R,5314304,R,3391315,R,37367,R,0,R,37367,R,586851,A,,R,13061,A,,R,0,R,14771323,R,0,R,19856556,R,0,R,9687160,R,0,R,0,R,0,R,849953,R,430701,R,30824370,R,45595693,R,0,R,0,R,0,R,0,R,0,R,45595693,R,21961736,R,12556515,R,0,R,0,R,0,R,0,R,2512995,R,1498481,R,4800078,R,2609848,R,8025881,R,3242100,R,3553415,R,664659,R,31558,A,,A,,A,,A,,R,2481041,R,0,R,43999805,R,19938502,R,5229986,R,3258296,R,2882381,R,144205,R,12546435,1,R,1991746,R,37058000,R,2536000,R,12736000,2,A,,A,,A,,A,,R,9687160,R,196411,R,746623,R,0,R,0,R,1984621,R,12614815,R,9061400,R,0,R,9061400,R,3553415,R,9061400,R,9061400,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,1,R,160538,R,173420,R,12882,R,0,R,0,R,0,R,12882,R,1818888,R,45595693,R,1595888,R,30760230,R,42457152,R,5196835,R,43999805
101295,R,34446376,R,112663166,R,2856322,R,115519488,R,149965864,R,18574459,R,2379840,R,10983207,R,13363047,R,25230747,R,42331172,R,67561919,R,80924966,R,17247087,R,85410956,Z,0,Z,0,R,-15042686,R,70368270,R,2807235,R,10490133,R,146370677,R,37578079,R,681906,R,197928030,R,86154172,R,0,R,889308,R,55846903,R,54444828,R,1402075,R,68966195,R,0,R,70368270,R,7754793,R,4149988,R,2133927,R,12334,Z,0,R,12334,R,1938869,A,,R,76130,A,,R,313416,R,16379457,Z,0,R,23907056,Z,0,R,14322564,Z,0,Z,0,R,61361,R,458124,R,718341,R,39467446,R,55846903,R,0,R,0,R,0,R,0,R,0,R,55846903,R,26831387,R,12284659,Z,0,Z,0,Z,0,Z,0,R,5186771,R,2199592,R,7836938,R,3501330,R,7189254,R,2863779,R,3829761,R,2611269,R,511814,A,,A,,A,,A,,R,959448,R,0,R,54444828,R,21361174,R,5321331,R,5850850,R,6036417,R,566986,R,15308070,1,R,1743349,R,37949000,R,2009000,R,12941013,1,R,-2571329,R,3780797,R,14874529,R,5181789,R,11030302,R,345276,R,930374,Z,0,Z,0,R,2670133,R,14976085,R,10949792,R,196532,R,11146324,R,3829761,R,8248280,R,8102846,R,145434,R,222927,R,218996,R,3931,R,668780,R,656988,R,11792,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,2006337,R,1970962,R,35375,2,A,,A,,A,,A,,A,,A,,A,,R,1402076,R,55846904,R,1402076,R,70368270,R,0,R,26984614,R,54444828
101301,R,13081245,R,29987503,R,405820,R,30393323,R,43474568,R,7568002,R,197820,R,3677581,R,3875401,R,349811,R,19160040,R,19509851,R,23385252,R,8169250,R,29845692,R,2347228,R,0,R,-12704852,R,19488068,R,2912330,R,0,R,45284018,R,8762921,R,411768,R,57371037,R,26977715,R,0,R,0,R,32726323,R,26514803,R,6211520,R,11863046,R,1413502,R,19488068,R,3370215,R,1426288,R,6164319,R,119778,Z,0,R,119778,Z,0,A,,R,3625,A,,R,167732,R,11251957,Z,0,R,10873374,R,0,R,6191363,R,0,Z,0,R,64750,R,59217,R,0,R,17188704,R,28440661,Z,0,R,4285662,Z,0,R,0,R,4285662,R,32726323,R,9359824,R,4732154,R,0,Z,0,R,223319,R,59746,R,1162773,R,653280,R,5471352,R,2661966,R,5698106,R,1708997,R,4212910,R,0,Z,0,A,,A,,A,,A,,R,386519,R,0,R,26514803,R,9816143,R,1679745,R,2334616,R,1802148,R,9814,R,10872337,1,R,1057022,R,16774587,R,1659131,R,5702959,1,R,-792658,R,1692310,R,6510119,R,1857043,R,4543026,R,187817,R,2013797,R,0,R,0,R,521946,R,7266586,R,3053676,R,0,R,3053676,R,4212910,R,2431219,R,2431219,R,0,R,100511,R,100511,Z,0,R,0,R,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,521946,R,521946,R,0,2,A,,A,,A,,A,,A,,A,,A,,R,1925858,R,28440661,R,6211521,R,19488065,R,-10357627,R,349811,R,26514803
101462,R,13130138,R,23894202,R,153062,R,24047264,R,37177402,R,4939476,R,0,R,4763290,R,4763290,R,0,R,11208016,R,11208016,R,15971306,R,4282362,R,23894201,R,0,R,0,R,-2030991,R,21863210,R,548964,R,1155309,R,14095380,R,8106139,R,10802670,R,34708462,R,11017077,R,0,R,0,R,26766224,R,13731440,R,13034784,R,8828427,R,-1,R,21863210,R,1015003,R,12126116,R,980234,R,348270,R,0,R,348270,R,20493,A,,R,135385,A,,R,5933,R,14631434,R,0,R,6623919,R,0,R,2951713,R,0,R,0,R,6630,R,30318,R,1,R,9612581,R,24244015,R,0,R,2522208,R,0,R,1,R,2522209,R,26766224,R,4003164,R,2449547,R,0,R,0,R,0,R,0,R,1146603,R,717659,R,1680878,R,861088,R,3063033,R,1215942,R,1737993,R,461,R,0,A,,A,,A,,A,,R,2099308,R,263174,R,13731440,R,5507410,R,1443651,R,2382460,R,1195785,R,3129,R,3199005,1,R,610249,R,9729000,R,558000,R,3501249,1,R,-672722,R,968495,R,3724362,R,1438227,R,2555880,R,69682,R,488956,R,0,R,569720,R,85930,R,3770168,R,2032175,R,0,R,2032175,R,1737993,R,1444153,R,1444153,R,0,R,69682,R,69682,R,0,R,518340,R,518340,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,2,A,,A,,A,,A,,A,,A,,A,,R,10512574,R,24244015,R,0,R,21863210,R,0,R,0,R,13731440
101471,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,1851,R,2292633,R,3114987,R,61999,Z,0,R,61999,A,,A,,R,64439,A,,R,152782,R,5688691,R,0,R,24882522,R,0,R,0,R,0,R,0,R,0,R,257453,R,133957,R,25273932,R,30962623,A,,A,,A,,R,15489028,R,15489028,R,46451651,R,9026925,R,6676402,Z,0,Z,0,Z,0,Z,0,R,1965520,R,1724948,R,2554837,R,1844783,R,2040028,R,1232389,R,0,A,,A,,A,,A,,A,,A,,R,2746240,R,0,R,18333550,R,11478522,R,3429321,R,2167900,R,889763,R,0,R,368044,1,R,1954406,R,17018801,R,473141,R,6591464,1,R,503647,R,1570463,R,6644078,R,3096433,R,0,R,0,R,0,R,0,R,0,R,4539117,R,4539117,R,4539117,R,0,R,4539117,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,4539117,R,4539117,R,0,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
101480,R,113483388,R,465293284,R,15408479,R,480701763,R,594185151,R,67569768,R,13996987,R,56826914,R,70823901,R,273337179,R,138901499,R,412238678,R,483062579,R,56534640,R,207676537,R,15765708,R,964155,R,-102248700,R,122157700,R,7457806,R,18570901,R,370124323,R,40608840,R,29943995,R,466705865,R,176397944,Z,0,Z,0,R,212491873,R,179710578,R,32781295,R,89333640,R,42765,R,122157700,R,57774706,R,3791004,R,3757465,R,4518650,R,4518650,Z,0,R,25468241,Z,0,Z,0,Z,0,R,7705273,R,103015339,Z,0,R,51028490,Z,0,R,23304527,Z,0,Z,0,R,0,R,3070362,R,8602336,R,86005715,R,189021054,R,11781014,R,0,R,0,R,11689805,R,23470819,R,212491873,R,56235532,R,35972872,R,648511,R,273176,R,4532090,R,1818204,R,10302878,R,5446531,R,37267536,R,13995251,R,27366480,R,9812717,R,14074257,R,19728902,R,1659945,Z,0,Z,0,Z,0,Z,0,R,9554392,R,1,R,179710578,R,68978697,R,23999236,R,13008845,R,12222373,R,5652872,R,55848555,1,R,16002000,R,122711000,R,6133000,R,42902122,1,R,-6496035,R,13371923,R,50401640,R,20862968,R,20877594,R,426334,R,0,Z,0,Z,0,R,35832194,R,57136122,R,43061865,R,0,R,43061865,R,14074257,R,20877594,R,20877594,R,0,R,426334,R,426334,R,0,R,29979,R,29979,R,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,21727958,R,21727958,R,0,1,R,14258774,R,15423462,R,1164688,R,0,R,0,R,0,R,1164688,R,13301850,R,201311672,R,40033239,R,168659786,R,-36610502,R,144344331,R,192178428
101505,R,65011217,R,68211823,R,14688049,R,82899872,R,147911089,R,23451007,R,2593622,R,15069332,R,17662954,R,10936962,R,55093104,R,66030066,R,83693020,R,21329312,R,54669278,R,3430758,R,1388507,R,6851221,R,66339764,R,9143715,R,2086925,R,90348936,R,18711438,R,1108022,R,121399036,R,53187213,Z,0,Z,0,R,69569774,R,62431630,R,7138144,R,59201620,R,0,R,66339764,R,15917454,R,1489566,R,4586444,R,521922,R,262000,R,259922,R,217086,A,,R,0,A,,R,742634,R,23475106,R,0,R,29570799,R,65000,R,14155933,R,0,R,0,R,36342,R,1644946,R,0,R,45473020,R,68948126,R,621648,R,0,R,0,R,0,R,621648,R,69569774,R,29318116,R,18584679,R,0,R,0,R,0,R,0,R,1273104,R,516986,R,6930972,R,4320810,R,13025283,R,5895103,R,5824913,R,0,R,0,A,,A,,A,,A,,R,6059242,R,0,R,62431630,R,29317578,R,8295054,R,6732756,R,3242966,R,337680,R,14505596,1,R,5622629,R,49157000,R,3558000,R,17327973,1,R,436613,R,4609255,R,17315824,R,6123034,R,11617661,R,647598,R,3010056,Z,0,R,129167,R,2405199,R,17809681,R,11984768,R,0,R,11984768,R,5824913,R,5028626,R,5028626,R,0,R,135133,R,135133,R,0,R,3856711,R,3856711,R,0,R,0,R,0,R,0,R,2150,R,2150,R,0,R,2962148,R,2962148,R,0,1,R,1360645,R,1394768,R,34123,R,0,R,40385,R,-6262,R,0,R,6516496,R,68948126,R,7138144,R,66339764,R,10281979,R,13219235,R,62431630
101514,R,75563316,R,130673964,R,3563666,R,134237630,R,209800946,R,26137184,R,2820239,R,15961112,R,18781351,R,17454950,R,60712800,R,78167750,R,96949101,R,22327855,R,110021524,R,5900847,R,0,R,738803,R,116661174,R,4431544,R,11786634,R,143913003,R,29205429,R,11986830,R,201323440,R,71256952,R,607476,R,0,R,84301872,R,71519827,R,12782045,R,103879129,R,0,R,116661174,R,19698712,R,1662728,R,3381535,R,427484,R,427484,R,0,R,333158,A,,R,144828,A,,R,124233,R,25772678,R,0,R,34367408,R,0,R,17669996,R,0,R,0,R,229352,R,315121,R,0,R,52581877,R,78354555,R,0,R,5947317,R,0,R,0,R,5947317,R,84301872,R,31042195,R,19407228,R,0,R,0,R,0,R,0,R,5708010,R,3451372,R,7017722,R,4085550,R,14236402,R,6109455,R,5828186,R,13,R,0,A,,A,,A,,A,,R,7687299,R,0,R,71519827,R,33053605,R,9856923,R,6650943,R,6206215,R,690650,R,15061491,1,R,6592036,R,53950000,R,3316000,R,19095000,1,R,822861,R,5084462,R,19011855,R,7042184,R,12924065,R,380069,R,1385235,R,0,R,0,R,1880406,R,16569775,R,10741589,R,0,R,10741589,R,5828186,R,7358445,R,7358445,R,0,R,216396,R,216396,R,0,R,1286340,R,1286340,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1880408,R,1880408,R,0,1,R,7340517,R,8269193,R,928676,R,183368,R,963170,R,-217862,R,0,R,6834728,R,78354556,R,12782045,R,171886307,R,61864783,R,19493000,R,71519827
101569,R,26860426,R,83637161,R,2385422,R,86022583,R,112883009,R,13565989,R,383713,R,8607922,R,8991635,R,2557275,R,33359912,R,35917187,R,44908822,R,14846294,R,80586593,R,1329166,R,597500,R,-15819377,R,66693882,R,2628595,R,7225147,R,72582206,R,11850831,R,33634136,R,127920915,R,44531536,R,247782,R,0,R,71756559,R,42443277,R,29313282,R,30463799,R,6916801,R,66693882,R,2380694,R,37058567,R,1767838,R,242900,R,0,R,242900,R,267873,A,,R,388637,A,,R,504062,R,42610571,R,0,R,17552987,R,0,R,11127318,R,0,R,0,R,0,R,425014,R,40669,R,29145988,R,71756559,R,0,R,0,R,0,R,0,R,0,R,71756559,R,18745599,R,10277339,R,0,R,0,R,0,R,0,R,2912390,R,1543438,R,5107395,R,1666629,R,8832734,R,1484727,R,5614099,R,702113,R,0,A,,A,,A,,A,,R,528947,R,0,R,42443277,R,14972133,R,4318686,R,4515816,R,2321565,R,75193,R,16239884,1,R,1610000,R,28916000,R,2997000,R,9756000,1,R,-1904445,R,2857726,R,11849294,R,3808264,R,5216515,R,597562,R,854441,R,10944,R,1844810,R,5990430,R,14514702,R,8524272,R,376331,R,8900603,R,5614099,R,5216515,R,5216515,R,0,R,597562,R,597562,R,0,R,854441,R,854441,R,0,R,10944,R,10944,R,0,R,0,Z,0,R,0,R,2221141,R,1844810,R,376331,1,R,597500,R,597500,R,0,R,0,R,0,R,0,R,0,R,29313282,R,71756559,R,37226373,R,66693882,R,1329166,R,2940988,R,42443277
101587,R,82908088,R,56475915,R,1698852,R,58174767,R,141082855,R,29787084,R,1932972,R,79496599,R,81429571,R,49089565,R,4383534,R,53473099,R,134902670,R,24695470,R,32865830,Z,0,R,420476,R,-22014507,R,11271799,R,519026,Z,0,R,88280590,R,9749294,R,9319452,R,107868362,R,44340269,R,2267274,Z,0,R,106405352,R,87892801,R,18512551,R,-7240752,R,0,R,11271799,R,40259581,R,9571607,R,674245,R,0,R,0,R,0,R,3208239,R,0,R,0,R,0,R,2629470,R,56343142,R,0,R,37573496,R,0,R,8287213,R,0,R,0,R,0,R,25447,R,4176054,R,50062210,R,106405352,R,0,R,0,R,0,R,0,R,0,R,106405352,R,40225171,R,16099853,R,506718,R,131357,R,5711773,R,0,R,6806096,R,1734341,R,11112707,R,3925288,R,8109708,R,3480462,R,197816,R,3550647,R,390041,R,0,R,0,R,0,R,0,R,11672165,R,2315344,R,87892801,R,28076686,R,14198379,R,952660,R,2859447,R,2119842,R,39685787,1,R,2838000,R,53423000,R,2842000,R,17988359,1,R,-1968244,R,4176526,R,21853470,R,11330488,R,8287213,R,7654312,R,674245,R,0,R,0,R,311980,R,16927750,R,14443141,R,2286793,R,16729934,R,197816,R,7616970,R,6947280,R,669690,R,747367,R,694445,R,52922,R,132637,R,106310,R,26327,R,0,R,0,R,0,R,153843,R,124613,R,29230,R,8079117,R,6570493,R,1508624,1,R,428997,R,429016,R,19,R,0,R,19,R,0,R,0,R,18512551,R,106405352,R,18512551,R,-7240752,R,-22014506,R,51584442,R,87892801
101602,R,13476780,R,16709504,R,984494,R,17693998,R,31170778,R,7508098,R,330138,R,2168767,R,2498905,R,2811745,R,18431528,R,21243273,R,23742178,R,7270676,R,14463468,R,428928,R,0,R,-7226374,R,7666022,R,530892,R,3494910,R,21752511,R,9236676,R,358547,R,35373536,R,17774593,R,0,R,0,R,21982690,R,19339091,R,2643599,R,5022423,R,0,R,7666022,R,1732076,R,974579,R,2374327,R,119962,R,40000,R,79962,R,378472,A,,R,390030,A,,R,0,R,5969446,Z,0,R,9888087,R,363702,R,5340289,Z,0,Z,0,R,338529,R,70336,R,12301,R,16013244,R,21982690,R,0,R,0,R,0,R,0,R,0,R,21982690,R,7905863,R,5321736,R,0,R,0,R,0,R,0,R,1726737,R,847991,R,1880837,R,1167404,R,3469003,R,1463488,R,2114933,R,734576,R,110933,A,,A,,A,,A,,R,1507142,R,0,R,19339091,R,8911552,R,2358539,R,1796563,R,1400403,R,78196,R,4793838,1,R,1744378,R,16436007,R,1052662,R,5442643,1,R,-937582,R,1542290,R,6218014,R,2065455,R,3965599,R,844031,R,1345646,R,10080,R,1230990,R,0,R,7396346,R,4850237,R,431176,R,5281413,R,2114933,R,2596879,R,2340197,R,256682,R,168202,R,157369,R,10833,R,1275262,R,1178626,R,96636,R,10080,R,10080,R,0,R,0,R,0,R,0,R,1230990,R,1163965,R,67025,2,A,,A,,A,,A,,A,,A,,A,,R,2643599,R,21982690,R,2643599,R,7666022,R,-13312226,R,3141883,R,19339091
101648,R,9420869,R,27204443,R,612160,R,27816603,R,37237472,R,5048947,R,19229,R,2979685,R,2998914,R,34840,R,14862071,R,14896911,R,17895825,R,5439050,R,26909263,R,0,R,0,R,-7957719,R,18951544,R,4698394,R,0,R,21162835,R,4685906,R,9823034,R,40370169,R,12553556,R,0,R,0,R,26114435,R,17428929,R,8685506,R,10266038,R,0,R,18951544,R,924357,R,38335,R,149806,R,0,R,0,R,0,R,2371825,A,,R,1578,A,,R,0,R,3485901,R,0,R,10386956,R,29911,R,1595145,R,0,R,0,R,155368,R,2322,R,450178,R,12619880,R,16105781,R,9886837,R,0,R,0,R,121817,R,10008654,R,26114435,R,2021036,R,1541460,R,0,R,0,R,0,R,0,R,738729,R,498274,R,4362444,R,2755571,R,3763313,R,1429170,R,1130069,R,3413171,R,334855,A,,A,,A,,A,,R,2000167,R,0,R,17428929,R,6559330,R,2242268,R,3309746,R,943506,R,56158,R,4317921,1,R,773782,R,12076000,R,-42555,R,3288000,1,R,985493,R,1402381,R,5481605,R,1760947,R,931941,R,678574,R,0,R,0,R,0,R,1571652,R,3182167,R,2052098,R,0,R,2052098,R,1130069,R,278015,R,278015,R,0,R,202431,R,202431,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,1571652,R,1571652,R,0,1,R,6613163,R,7316715,R,703552,R,111858,R,832616,R,-240322,R,-600,R,8685506,R,3542059,R,8685506,R,18951544,R,7957719,R,862889,R,17428929
