unitid,institution_name,state,city,first_seen_year,last_seen_year,first_missing_year,academic_year,reappeared_after_gap,act_code,closedat,newid,degree_granting,sector,broad_sector,institutional_level,tracker_category,highest_degree_offered,instcat,opeid8,headcount_year,student_headcount,exit_group,closure_proxy_note,source_group,source_file,source_note
204060,Miami-Jacobs Career College-Dayton,OH,Dayton,2004,2018,2019,2018-19,yes,D,11/19/2017,-2,yes,"Private for-profit, at least 2 but less than 4 years",Private for-profit,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,-2,00489811,2017,106,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
200633,Miami-Jacobs Career College-Independence,OH,Independence,2004,2018,2019,2018-19,yes,D,11/19/2017,-2,yes,"Private for-profit, at least 2 but less than 4 years",Private for-profit,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,-2,00489814,2017,225,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
450003,Miami-Jacobs Career College-Troy,OH,Troy,2007,2018,2019,2018-19,yes,D,11/19/2017,-2,yes,"Private for-profit, at least 2 but less than 4 years",Private for-profit,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,-2,00489813,2017,126,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
455655,Miller-Motte College-Greenville,NC,Greenville,2010,2018,2019,2018-19,no,D,05/25/2018,-2,yes,"Private for-profit, at least 2 but less than 4 years",Private for-profit,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,-2,02614205,2017,748,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
382771,Miller-Motte Technical College-Clarksville,TN,Clarksville,2004,2018,2019,2018-19,yes,D,05/25/2018,-2,yes,"Private for-profit, at least 2 but less than 4 years",Private for-profit,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,-2,02614200,2017,909,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
475079,Miller-Motte Technical College-Gulfport,MS,Gulfport,2011,2018,2019,2018-19,no,D,04/05/2017,-2,yes,"Private for-profit, at least 2 but less than 4 years",Private for-profit,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,-2,00489809,2017,25,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
233091,Miller-Motte Technical College-Lynchburg,VA,Lynchburg,2004,2018,2019,2018-19,yes,D,05/25/2018,-2,yes,"Private for-profit, at least 2 but less than 4 years",Private for-profit,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,-2,00499200,2017,631,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
448664,Miller-Motte Technical College-Madison,TN,Madison,2006,2018,2019,2018-19,yes,D,12/24/2017,-2,yes,"Private for-profit, at least 2 but less than 4 years",Private for-profit,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,-2,02614204,2017,330,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
475194,Miller-Motte Technical College-Roanoke,VA,Roanoke,2011,2018,2019,2018-19,no,D,05/25/2018,-2,yes,"Private for-profit, at least 2 but less than 4 years",Private for-profit,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,-2,00499206,2017,635,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
248882,National American University-Albuquerque,NM,Albuquerque,2004,2018,2019,2018-19,yes,M,11/30/2018,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,2,00405701,2018,163,apparent_closure,IPEDS ACT=M marks the institution as closed during the current year; treated here as an apparent closure.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
482307,National American University-Austin South,TX,Austin,2013,2018,2019,2018-19,no,D,02/28/2017,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,00405733,2017,117,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
436483,National American University-Bloomington,MN,Bloomington,2004,2018,2019,2018-19,yes,M,04/22/2018,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,2,00405715,2018,26,apparent_closure,IPEDS ACT=M marks the institution as closed during the current year; treated here as an apparent closure.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
440767,National American University-Brooklyn Center,MN,Brooklyn Center,2004,2018,2019,2018-19,yes,M,04/22/2018,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,3,00405717,2018,25,apparent_closure,IPEDS ACT=M marks the institution as closed during the current year; treated here as an apparent closure.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
478005,National American University-Burnsville,MN,Burnsville,2012,2018,2019,2018-19,no,M,04/22/2018,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,3,00405727,2018,2,apparent_closure,IPEDS ACT=M marks the institution as closed during the current year; treated here as an apparent closure.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
127680,National American University-Colorado Springs,CO,Colorado Springs,2004,2018,2019,2018-19,yes,M,11/30/2018,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,3,00405702,2018,128,apparent_closure,IPEDS ACT=M marks the institution as closed during the current year; treated here as an apparent closure.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
485281,National American University-Houston,TX,Houston,2014,2018,2019,2018-19,no,M,05/20/2018,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,2,00405739,2017,147,apparent_closure,IPEDS ACT=M marks the institution as closed during the current year; treated here as an apparent closure.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
466170,National American University-Lee's Summit,MO,Lee's Summit,2011,2018,2019,2018-19,no,M,11/30/2018,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,3,00405724,2018,1,apparent_closure,IPEDS ACT=M marks the institution as closed during the current year; treated here as an apparent closure.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
482316,National American University-Lewisville,TX,Lewisville,2013,2018,2019,2018-19,no,M,02/26/2018,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,2,00405730,2017,221,apparent_closure,IPEDS ACT=M marks the institution as closed during the current year; treated here as an apparent closure.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
492582,National American University-South Texas McAllen,TX,McAllen,2018,2018,2019,2018-19,no,M,11/30/2018,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,2,00405746,,,apparent_closure,IPEDS ACT=M marks the institution as closed during the current year; treated here as an apparent closure.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
491109,National American University-Watertown,SD,Watertown,2017,2018,2019,2018-19,no,M,02/26/2018,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,3,00405742,2017,97,apparent_closure,IPEDS ACT=M marks the institution as closed during the current year; treated here as an apparent closure.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
489104,National American University-Westwood Teach-Out Site,CO,Aurora,2016,2018,2019,2018-19,no,D,05/31/2017,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,00405740,2017,111,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
482361,National American University-Wichita West,KS,Wichita,2013,2018,2019,2018-19,no,M,02/26/2018,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,2,00405731,2018,23,apparent_closure,IPEDS ACT=M marks the institution as closed during the current year; treated here as an apparent closure.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
448585,National American University-Zona Rosa,MO,Kansas City,2006,2018,2019,2018-19,yes,M,11/30/2018,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,3,00405719,2018,112,apparent_closure,IPEDS ACT=M marks the institution as closed during the current year; treated here as an apparent closure.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
147749,Northwestern College-Chicago Campus,IL,Chicago,2004,2018,2019,2018-19,yes,D,03/24/2018,-2,yes,"Private for-profit, at least 2 but less than 4 years",Private for-profit,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,-2,01236209,2017,437,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
453817,Ohio Technical College-PowerSport Institute,OH,North Randall,2010,2018,2019,2018-19,no,D,12/14/2017,-2,yes,"Private for-profit, at least 2 but less than 4 years",Private for-profit,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,-2,01174501,2017,244,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
442897,Ottawa University-Jeffersonville,IN,Jeffersonville,2004,2018,2019,2018-19,yes,M,04/30/2017,-2,yes,"Private not-for-profit, 4-year or above",Private not-for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,2,00193712,2018,120,apparent_closure,IPEDS ACT=M marks the institution as closed during the current year; treated here as an apparent closure.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
110307,Phillips Graduate University,CA,Chatsworth,2004,2018,2019,2018-19,yes,M,04/30/2019,-2,yes,"Private not-for-profit, 4-year or above",Private not-for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",Other,1,02237200,2018,303,apparent_closure,IPEDS ACT=M marks the institution as closed during the current year; treated here as an apparent closure.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
367097,Pinnacle Career Institute-Lawrence,KS,Lawrence,2004,2018,2019,2018-19,yes,D,08/15/2017,-2,yes,"Private for-profit, at least 2 but less than 4 years",Private for-profit,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,-2,02613000,2017,92,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
446880,Platt College-McCann-Shreveport,LA,Shreveport,2005,2018,2019,2018-19,yes,D,05/25/2018,-2,yes,"Private for-profit, at least 2 but less than 4 years",Private for-profit,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,-2,02306830,2017,643,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
207625,Platt College-OKC-Ann Arbor,OK,Oklahoma City,2004,2018,2019,2018-19,yes,D,07/13/2018,-2,yes,"Private for-profit, at least 2 but less than 4 years",Private for-profit,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,-2,02306801,2017,479,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
448309,Shorter University-College of Adult & Professional Programs,GA,Rome,2006,2018,2019,2018-19,yes,M,12/08/2017,-2,yes,"Private not-for-profit, 4-year or above",Private not-for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,2,00159101,2018,136,apparent_closure,IPEDS ACT=M marks the institution as closed during the current year; treated here as an apparent closure.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
459222,Southern California University SOMA,CA,Los Angeles,2010,2018,2019,2018-19,no,M,12/16/2018,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,1,04172000,2018,33,apparent_closure,IPEDS ACT=M marks the institution as closed during the current year; treated here as an apparent closure.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
433466,Sullivan and Cogliano Training Center,FL,Miami Gardens,2006,2018,2019,2018-19,yes,D,08/31/2018,-2,yes,"Private for-profit, at least 2 but less than 4 years",Private for-profit,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,-2,04039300,2017,511,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
450085,The Art Institute of Charleston,SC,Charleston,2007,2018,2019,2018-19,yes,M,12/14/2018,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,2,00927004,2018,433,apparent_closure,IPEDS ACT=M marks the institution as closed during the current year; treated here as an apparent closure.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
197832,The Art Institute of Charlotte,NC,Charlotte,2004,2018,2019,2018-19,yes,M,08/29/2017,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,2,01303918,2018,639,apparent_closure,IPEDS ACT=M marks the institution as closed during the current year; treated here as an apparent closure.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
126702,The Art Institute of Colorado,CO,Denver,2004,2018,2019,2018-19,yes,M,12/14/2018,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,2,02078900,2018,850,apparent_closure,IPEDS ACT=M marks the institution as closed during the current year; treated here as an apparent closure.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
132338,The Art Institute of Fort Lauderdale,FL,Fort Lauderdale,2004,2018,2019,2018-19,yes,M,12/14/2018,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,2,01019500,2018,865,apparent_closure,IPEDS ACT=M marks the institution as closed during the current year; treated here as an apparent closure.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
448345,The Art Institute of Indianapolis,IN,Indianapolis,2006,2018,2019,2018-19,yes,M,12/14/2018,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,2,04051304,2018,744,apparent_closure,IPEDS ACT=M marks the institution as closed during the current year; treated here as an apparent closure.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
451796,The Art Institute of Michigan,MI,Novi,2008,2018,2019,2018-19,yes,M,12/14/2018,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,2,01258405,2018,730,apparent_closure,IPEDS ACT=M marks the institution as closed during the current year; treated here as an apparent closure.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
446668,The Art Institute of Ohio-Cincinnati,OH,Cincinnati,2005,2018,2019,2018-19,yes,D,09/23/2017,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,01258406,2017,129,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
210942,The Art Institute of Philadelphia,PA,Philadelphia,2004,2018,2019,2018-19,yes,M,12/14/2018,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,2,00835000,2018,1146,apparent_closure,IPEDS ACT=M marks the institution as closed during the current year; treated here as an apparent closure.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
428444,The Art Institute of Phoenix,AZ,Phoenix,2004,2018,2019,2018-19,yes,M,12/14/2018,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,2,04051346,2018,870,apparent_closure,IPEDS ACT=M marks the institution as closed during the current year; treated here as an apparent closure.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
210960,The Art Institute of Pittsburgh,PA,Pittsburgh,2004,2018,2019,2018-19,yes,M,03/08/2019,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,2,00747000,2018,536,apparent_closure,IPEDS ACT=M marks the institution as closed during the current year; treated here as an apparent closure.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
451662,The Art Institute of Pittsburgh-Online Division,PA,Pittsburgh,2008,2018,2019,2018-19,yes,M,03/08/2019,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,3,00747000,2018,4666,apparent_closure,IPEDS ACT=M marks the institution as closed during the current year; treated here as an apparent closure.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
208239,The Art Institute of Portland,OR,Portland,2004,2018,2019,2018-19,yes,M,12/14/2018,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,2,00781900,2018,661,apparent_closure,IPEDS ACT=M marks the institution as closed during the current year; treated here as an apparent closure.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
452027,The Art Institute of Raleigh-Durham,NC,Durham,2008,2018,2019,2018-19,yes,M,08/29/2017,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,2,01303919,2018,509,apparent_closure,IPEDS ACT=M marks the institution as closed during the current year; treated here as an apparent closure.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
234492,The Art Institute of Seattle,WA,Seattle,2004,2018,2019,2018-19,yes,M,03/08/2019,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,2,02291300,2018,1123,apparent_closure,IPEDS ACT=M marks the institution as closed during the current year; treated here as an apparent closure.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
449010,The Art Institute of Tennessee-Nashville,TN,Nashville,2006,2018,2019,2018-19,yes,M,12/14/2018,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,2,00927003,2018,520,apparent_closure,IPEDS ACT=M marks the institution as closed during the current year; treated here as an apparent closure.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
440341,The Art Institute of Washington,VA,Arlington,2004,2018,2019,2018-19,yes,M,12/14/2018,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,2,00927002,2018,675,apparent_closure,IPEDS ACT=M marks the institution as closed during the current year; treated here as an apparent closure.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
148177,The Illinois Institute of Art-Chicago,IL,Chicago,2004,2018,2019,2018-19,yes,M,12/14/2018,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,2,01258400,2018,1048,apparent_closure,IPEDS ACT=M marks the institution as closed during the current year; treated here as an apparent closure.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
428286,The Illinois Institute of Art-Schaumburg,IL,Schaumburg,2004,2018,2019,2018-19,yes,M,12/14/2018,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,2,01258401,2018,487,apparent_closure,IPEDS ACT=M marks the institution as closed during the current year; treated here as an apparent closure.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
130581,Tri-State College of Acupuncture,NY,New York,2004,2018,2019,2018-19,yes,M,12/17/2018,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,1,02546000,2018,188,apparent_closure,IPEDS ACT=M marks the institution as closed during the current year; treated here as an apparent closure.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
450456,University of Phoenix-Alabama,AL,Birmingham,2007,2018,2019,2018-19,yes,D,05/23/2017,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,12098800,2017,48,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
484622,University of Phoenix-Arkansas,AR,Little Rock,2014,2018,2019,2018-19,no,D,03/01/2017,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,12098848,2017,101,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
443544,University of Phoenix-Indiana,IN,Indianapolis,2004,2018,2019,2018-19,yes,D,03/09/2017,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,32098858,2017,64,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
445391,University of Phoenix-Kentucky,KY,Louisville,2004,2018,2019,2018-19,yes,M,04/03/2018,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,2,32098862,2018,17,apparent_closure,IPEDS ACT=M marks the institution as closed during the current year; treated here as an apparent closure.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
434973,University of Phoenix-Maryland,MD,Columbia,2004,2018,2019,2018-19,yes,M,06/06/2018,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,2,32098869,2018,40,apparent_closure,IPEDS ACT=M marks the institution as closed during the current year; treated here as an apparent closure.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
440420,University of Phoenix-Massachusetts,MA,Braintree,2004,2018,2019,2018-19,yes,M,08/08/2018,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,2,32098874,2018,29,apparent_closure,IPEDS ACT=M marks the institution as closed during the current year; treated here as an apparent closure.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
484701,University of Phoenix-Missouri,MO,Saint Louis,2014,2018,2019,2018-19,no,M,10/25/2017,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,2,32098887,2018,77,apparent_closure,IPEDS ACT=M marks the institution as closed during the current year; treated here as an apparent closure.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
439297,University of Phoenix-Ohio,OH,Beachwood,2004,2018,2019,2018-19,yes,D,10/30/2017,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,42098834,2017,107,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
484738,University of Phoenix-Oklahoma,OK,Tulsa,2014,2018,2019,2018-19,no,D,02/14/2017,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,52098869,2017,82,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2018.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
