opeid6,institution_name_first_seen,institution_name_last_seen,state_last_seen,first_seen_year,last_seen_year,first_missing_year,ever_opeflag_values,ever_opeflag_1to5,ever_opeflag_6,ever_broad_sectors,ever_levels,sample_type_last_seen,exit_group,last_seen_acts,last_seen_newids,coverage_note
038144,SOKA UNIVERSITY OF AMERICA,Soka University of America,CA,2003,2024,,1; 5,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
000166,DANVILLE AREA COMMUNITY COLLEGE-RADIATION TECHNOLOGY PROGRAM,Danville Area Community College-Radiation Technology Program,IL,2004,2005,2006,2,yes,no,Public,2-year,Public 2-year,likely_combination_or_successor,C,144564,
000245,CENTRAL METHODIST UNIV-COLL OF GRADUATE & EXTENDED STUDIES,Central Methodist University-College of Graduate & Extended Studies,MO,2004,2010,2011,1; 2,yes,no,Nonprofit,4-year,Nonprofit 4-year,other_exit,A,,
000382,WEST VIRGINIA STATE COMMUNITY AND TECHNICAL COLLEGE,Community and Technical College at West Virginia University Institute of Technology,WV,2004,2005,2006,1,yes,no,Public,2-year,Public 2-year,other_exit,A,,
000393,INTER AMERICAN UNIVERSITY OF PUERTO RICO-CENTRAL OFFICE,Inter American University of Puerto Rico-Central Office,PR,2004,2010,2011,1; 2,yes,no,Nonprofit,4-year,Nonprofit 4-year,other_exit,A,,
000754,WESTWOOD COLLEGE OF TECHNOLOGY-CHICAGO LOOP,WESTWOOD COLLEGE OF TECHNOLOGY-CHICAGO LOOP,IL,2004,2004,2005,1,yes,no,,,Unknown,likely_combination_or_successor,W,443687,
000887,BRIO ACADEMY OF COSMETOLOGY-NEW HAVEN,Brio Academy of Cosmetology-New Haven,CT,2004,2010,2011,1; 2,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
001035,BRYMAN INSTITUTE,Everest Institute-Eagan,MN,2004,2010,2011,1; 2,yes,no,For-profit; Public,2-year,For-profit 2-year,other_exit,A,,
003105,MONTEREY PARK COLLEGE,MONTEREY PARK COLLEGE,CA,2004,2004,2005,2,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,M,,
010138,STEWART SCHOOL,Stewart School,SD,2004,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
011470,SAINT VINCENT HEALTH CENTER SCHOOL OF MEDICAL TECH,Saint Vincent Health Center School of Medical Tech,PA,2004,2005,2006,1; 5,yes,no,Nonprofit,4-year,Nonprofit 4-year,other_exit,A,,
034483,BIR TRAINING CENTER,BIR Training Center,IL,2004,2015,2016,1; 5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,M,,
034914,AMERICAN ADVANCED TECHNICIANS INSTITUTE,American Advanced Technicians Institute,FL,2004,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
035063,TRAINING SOLUTIONS,Training Solutions Inc,NY,2004,2007,2008,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
035194,LYNNDALE FUNDAMENTALS OF BEAUTY SCHOOL,Lynndale Fundamentals of Beauty School,AR,2004,2013,2014,1; 7,yes,no,For-profit; Public,2-year,For-profit 2-year,other_exit,A,,
035324,ADVANCED TRAINING ASSOCIATES,ATA College,CA,2004,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
035343,JONES INTERNATIONAL UNIVERSITY,Jones International University,CO,2004,2015,2016,1; 5,yes,no,For-profit,4-year,For-profit 4-year,apparent_main_campus_closure,M,,
035523,LESTON COLLEGE,Leston College,PR,2004,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
036074,TOTAL LOOK SCHOOL OF COSMETOLOGY & MASSAGE THERAPY,Total Look School of Cosmetology & Massage Therapy,IA,2004,2017,2018,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
036213,LIBERTY TRAINING INSTITUTE,Liberty Training Institute,CA,2004,2009,2010,1,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,M,,
036384,TAP THIS VALLEY WORKS CET,Tap This Valley Works CET,VA,2004,2010,2011,1; 5,yes,no,Nonprofit,2-year,Nonprofit 2-year,other_exit,A,,
036493,HAWAII TECHNOLOGY INSTITUTE,Hawaii Technology Institute,HI,2004,2012,2013,1; 5,yes,no,Nonprofit,2-year,Nonprofit 2-year,other_exit,A,,
036933,CARNEGIE INST OF INTEGRATIVE MED & MASSOTHERAPY,Carnegie Career College,OH,2004,2012,2013,1; 5; 7,yes,no,Nonprofit,2-year,Nonprofit 2-year,other_exit,A,,
036953,COMMUNITY ENHANCEMENT SERVICES,CES College,CA,2004,2024,,1,yes,no,Nonprofit,2-year,Nonprofit 2-year,,A,,
036957,SANTIAGO CANYON COLLEGE,Santiago Canyon College,CA,2004,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
037075,CHETTA'S ACADEMY OF HAIR AND NAILS,Chetta's Academy of Hair and Nails,WA,2004,2009,2010,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
037083,BURLINGTON TECHNICAL CENTER,Burlington Technical Center,VT,2004,2012,2013,1; 5,yes,no,Public,2-year,Public 2-year,other_exit,A,,
037133,BEIS MEDRASH HEICHAL DOVID,Beis Medrash Heichal Dovid,NY,2004,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
037214,AMERICAN CAREER COLLEGE,America's Career Institute,IL,2004,2012,2013,1; 5; 7,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
037233,CULINARY INSTITUTE ALAIN AND MARIE LENOTRE,Culinary Institute Inc,TX,2004,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
037275,IN TOUCH BODYWORKS INSTITUTE,Moore Career College,LA,2004,2024,,1; 5; 7,yes,no,For-profit,2-year,For-profit 2-year,,A,,
037276,CULINARY ACADEMY OF AUSTIN,Auguste Escoffier School of Culinary Arts-Austin,TX,2004,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
037293,NEW HAMPSHIRE INSTITUTE FOR THERAPEUTIC ARTS,New Hampshire Institute for Therapeutic Arts,NH,2004,2024,,1; 5,yes,no,For-profit; Nonprofit,2-year,For-profit 2-year,,M,,
037313,INTERNATIONAL RENOWNED BEAUTY ACADEMY,International Renowned Beauty Academy,TX,2004,2012,2013,1; 5; 7,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
037333,BAPTIST UNIVERSITY OF THE AMERICAS,Baptist University of the Americas,TX,2004,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
037353,INSTITUTE OF CLINICAL ACUPUNCTURE & ORIENTAL MED,Institute of Clinical Acupuncture & Oriental Medicine,HI,2004,2024,,1,yes,no,For-profit,4-year,For-profit 4-year,,A,,
037363,ADVANCE BEAUTY COLLEGE,Advance Beauty College,CA,2004,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
037404,ATI COLLEGE,ATI College-Whittier,CA,2004,2024,,1,yes,no,For-profit,2-year; 4-year,For-profit 4-year,,A,,
037405,TUCSON DESIGN COLLEGE,The Art Institute of Tucson,AZ,2004,2010,2011,1,yes,no,For-profit,2-year; 4-year,For-profit 4-year,other_exit,A,,
037423,SHORE ACADEMY,Shore Academy,NJ,2004,2005,2006,5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
037434,BILL J PRIEST INSTITUTE FOR ECONOMIC DEVELOPMENT,Bill J Priest Institute for Economic Development,TX,2004,2005,2006,5; 7,yes,no,Public,2-year,Public 2-year,other_exit,A,,
037443,EDUTEK COLLEGE,Edutek College,OH,2004,2006,2007,1,yes,no,Nonprofit,2-year,Nonprofit 2-year,apparent_main_campus_closure,D,,
037463,LEGRAND INSTITUTE OF COSMETOLOGY INC,LeGrand Institute of Cosmetology Inc,SC,2004,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
037464,SOUTHEASTERN SCH OF NEUROMUSCULAR & MASSAGE THER,Southeastern College-Columbia,SC,2004,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
037485,DUDLEY BEAUTY COLLEGE,Durham Beauty Academy,NC,2004,2019,2020,1; 5; 7; 8,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,D,,
037503,TECHNICAL LEARNING CENTERS,Technical Learning Centers Inc,DC,2004,2022,2023,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
037513,ESCUELA HOTELERA DE SAN JUAN,Escuela Hotelera de San Juan,PR,2004,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
037534,MICHAEL'S SCHOOL OF BEAUTY,Michael's School of Beauty,GA,2004,2013,2014,1; 5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,D,,
037553,GATES COLLEGE,Gates College,CA,2004,2007,2008,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
037563,ANAMARC EDUCATIONAL INSTITUTE,Anamarc College-El Paso Central,TX,2004,2013,2014,1; 5,yes,no,For-profit,2-year; 4-year,For-profit 4-year,other_exit,A,,
037573,ADVANCE SCIENCE INSTITUTE,Advance Science International College,FL,2004,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
037583,BAYAMON COMMUNITY COLLEGE,Bayamon Community College,PR,2004,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
037593,COMPUTER TUTOR BUSINESS AND TECHNICAL INSTITUTE,Stellar Career College,CA,2004,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
037633,MEDICAL PROFESSIONAL INSTITUTE,Medical Professional Institute,MA,2004,2017,2018,1; 5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,D,,
037634,ACADEMY OF NAIL SKIN AND HAIR LLP,Bold Beauty Academy,MT,2004,2021,2022,1; 5; 7,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,D,,
037663,PENNSYLVANIA SCHOOL OF MUSCLE THERAPY,Cortiva Institute,PA,2004,2024,,1; 5,yes,no,For-profit,2-year,For-profit 2-year,,A,,
037693,PC TECH LEARNING CENTER,PC Tech Learning Center,NJ,2004,2010,2011,1; 5; 7,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
037713,AMERICARE SCHOOL OF ALLIED HEALTH,American Career Institute-Wheaton,MA,2004,2012,2013,1; 5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,M,,
037753,CONSERVATORY OF COSMETOLOGY,Conservatory of Cosmetology,OH,2004,2005,2006,1; 5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,M,,
037764,HEALING ARTS INSTITUTE,Orion Institute,OH,2004,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
037773,CAROLINA ACADEMY OF COSMETIC ART & SCIENCE,Paul Mitchell the School-Charlotte,NC,2004,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
037783,HEALTH WORKS INSTITUTE,Health Works Institute,MT,2004,2019,2020,1; 5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,D,,
037813,PRINCETON INFORMATION TECHNOLOGY CENTER,PITC Institute,PA,2004,2024,,1; 5; 7,yes,no,For-profit,2-year,For-profit 2-year,,A,,
037814,INDUSTRIAL TECHNICAL COLLEGE,Industrial Technical College,PR,2004,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
037833,BLUE CLIFF CAREER COLLEGE,Blue Cliff Career College,AL,2004,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
037834,ABDILL CAREER COLLEGE INC,Abdill Career College Inc,OR,2004,2018,2019,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
037853,J G GUAYNABO TECHNICAL COLLEGE,Cambridge Technical Institute,PR,2004,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
037863,ADVANCED COLLEGE,Advanced College,CA,2004,2021,2022,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
037873,EXPERTISE SCHOOL OF BEAUTY,Expertise Cosmetology Institute,NV,2004,2020,2021,1; 4; 5,yes,no,Nonprofit; Public,2-year,Nonprofit 2-year,other_exit,A,,
037893,UNITECH TRAINING ACADEMY,Unitech Training Academy-Lafayette,LA,2004,2024,,1; 5,yes,no,For-profit,2-year,For-profit 2-year,,A,,
037953,CASSIA BEAUTY COLLEGE,Cassia Beauty College,LA,2004,2006,2007,1,yes,no,For-profit,2-year,For-profit 2-year,other_exit,I,,
038003,COLEGIO TECNICO DE ELECTRICDAD GALLOZA,Colegio Tecnico de Electricidad Galloza,PR,2004,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
038004,INSTITUTE OF BEAUTY OCCUPATIONS AND TECHNOLOGY,Institute of Beauty Occupation and Technology Course,PR,2004,2019,2020,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
038014,THE BEAUTY INSTITUTE,The Beauty Institute,FL,2004,2024,,1,yes,no,For-profit; Nonprofit,2-year,For-profit 2-year,,A,,
038043,BELLEFONTE ACADEMY OF BEAUTY,Bellefonte Academy of Beauty,KY,2004,2016,2017,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
038044,JAVELIN TECHNICAL TRAINING CENTER,Gwinnett College-Marietta Campus,GA,2004,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
038053,COTTONWOOD SCHOOL OF MASSAGE THERAPY,Cortiva Institute-Colorado,CO,2004,2007,2008,1,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,M,,
038103,SILICON VALLEY UNIVERSITY,Silicon Valley University,CA,2004,2010,2011,1; 5,yes,no,For-profit; Nonprofit,4-year,Nonprofit 4-year,other_exit,A,,
038105,COURT REPORTING INSTITUTE OF LOUISIANA,Mid City College,LA,2004,2018,2019,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
038123,OMNITECH INSTITUTE,Omnitech Institute,GA,2004,2022,2023,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
038133,NORTHCENTRAL UNIVERSITY,Northcentral University,CA,2004,2024,,1; 5; 7; 8,yes,no,For-profit; Nonprofit,4-year,Nonprofit 4-year,,A,,
038143,TURNING POINT BEAUTY COLLEGE,Turning Point Beauty College,AZ,2004,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
038153,IN SESSION ARTS OF COSMETOLOGY BEAUTY SCHOOL,In Session Arts of Cosmetology Beauty School,MI,2004,2017,2018,1; 5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,D,,
038163,ARTISTIC NAILS AND BEAUTY ACADEMY,Artistic Nails and Beauty Academy-Tampa,FL,2004,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
038173,ST CHARLES SCHOOL OF MASSAGE THERAPY,St Charles School of Massage Therapy,MO,2004,2008,2009,1; 5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,D,,
038223,FOUR SEASONS SALON & DAY SPA,Paul Mitchell the School-Madison,WI,2004,2024,,1; 5,yes,no,For-profit,2-year,For-profit 2-year,,A,,
038273,NEW LIFE THEOLOGICAL SEMINARY,Charlotte Christian College and Theological Seminary,NC,2004,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
038295,SKINWORKS SCHOOL OF ADVANCED SKINCARE,Skinworks School of Advanced Skincare,UT,2004,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
038313,INSTITUTE OF HAIR DESIGN,Institute of Hair Design,OK,2004,2017,2018,1; 5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,D,,
038323,DADE MEDICAL INSTITUTE,Dade Medical College-Miami,FL,2004,2015,2016,1; 5,yes,no,For-profit,2-year; 4-year,For-profit 4-year,apparent_main_campus_closure,M,,
038383,OGDEN INSTITUTE OF MASSAGE THERAPY,Nightingale College,UT,2004,2024,,1; 5,yes,no,For-profit,2-year; 4-year,For-profit 4-year,,A,,
038413,CAREER BEAUTY COLLEGE,Lawrenceburg Technical College,TN,2004,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
038433,ADVANCED TECH COLLEGE,Advance Tech College,PR,2004,2015,2016,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
038713,FOLSOM LAKE COLLEGE,Folsom Lake College,CA,2004,2024,,1; 4,yes,no,Public,2-year,Public 2-year,,A,,
039214,WHITE EARTH TRIBAL AND COMMUNITY COLLEGE,White Earth Tribal and Community College,MN,2004,2024,,1; 7,yes,no,Nonprofit,2-year,Nonprofit 2-year,,A,,
000135,Colorado State University System Office,Colorado State University-System Office,CO,2005,2010,2011,1; 2,yes,no,Public,4-year,Public 4-year,other_exit,A,,
000278,New York Institute of Technology-Ellis College,New York Institute of Technology-Ellis College,IL,2005,2007,2008,1; 2,yes,no,Nonprofit,4-year,Nonprofit 4-year,other_exit,A,,
000826,Chambersburg Beauty School,Chambersburg Beauty School,PA,2005,2010,2011,1; 2,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
000832,Alvareitas College of Cosmetology,Alvareitas College of Cosmetology-Belleville,IL,2005,2010,2011,1; 2,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
000931,Daymar College-Newport,Daymar College-Online,KY,2005,2010,2011,1; 2,yes,no,For-profit,2-year; 4-year,For-profit 4-year,other_exit,N,,
001244,Universal College of Beauty,Universal College of Beauty,NC,2005,2005,2006,2,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
002113,American Intercontinental University Online,American InterContinental University-Online,IL,2005,2010,2011,1; 2,yes,no,For-profit,4-year,For-profit 4-year,other_exit,A,,
003228,Bryn Athyn College of the New Church,Bryn Athyn College of the New Church,PA,2005,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
003762,Virginia University of Lynchburg,Virginia University of Lynchburg,VA,2005,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
003789,Unitech Training Academy-West Monroe Campus,Unitech Training Academy-West Monroe,LA,2005,2010,2011,1; 2,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
005759,Northwest Technical College,Northwest Technical College,MN,2005,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
033733,Beacon College,Beacon College,FL,2005,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
035243,Academy for Element Acupuncture,Academy For Five Element Acupuncture,FL,2005,2008,2009,1; 5; 7,yes,no,Nonprofit,4-year,Nonprofit 4-year,apparent_main_campus_closure,D,,
036253,Performance Training,Performance Training Institute,NJ,2005,2013,2014,1; 5; 7,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,D,,
036363,Heartwood Institute,Heartwood Institute,CA,2005,2007,2008,1; 5; 7,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
036383,Rosslyn Training Academy of Cosmetology,Rosslyn Training Academy of Cosmetology,PR,2005,2024,,1; 5; 7,yes,no,For-profit,2-year,For-profit 2-year,,A,,
036613,Springhouse Computer School,Springhouse Computer School,PA,2005,2006,2007,1; 5,yes,no,,,Unknown,other_exit,Q,,
036955,Arizona School of Acupuncture and Oriental Medicine,Arizona School of Acupuncture and Oriental Medicine,AZ,2005,2024,,1,yes,no,For-profit,4-year,For-profit 4-year,,A,,
037223,American Medical Sciences Center,American Medical Sciences Center,CA,2005,2007,2008,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
037343,John D Rockefeller IV Career Center,John D Rockefeller IV Career Center,WV,2005,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
037623,Atlanta Medical Institute,Atlanta Medical Institute,GA,2005,2006,2007,5; 7,yes,no,Nonprofit,2-year,Nonprofit 2-year,apparent_main_campus_closure,D,,
037684,Styletrends Barber and Hairstyling Academy,Styletrends Barber and Hairstyling Academy,SC,2005,2015,2016,1; 5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,M,,
037743,Pyramid Beauty School,Pyramid Beauty School,TN,2005,2007,2008,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
037744,Shear Academy,Shear Academy,TN,2005,2016,2017,1; 5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,D,,
037974,Career Care Institute,Career Care Institute,CA,2005,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
038023,Uta Mesivta of Kiryas Joel,Uta Mesivta of Kiryas Joel,NY,2005,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
038033,Healthcare Training Institute,Healthcare Training Institute,NJ,2005,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
038063,Lake College,Lake College,CA,2005,2009,2010,1; 5; 7,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
038113,Eastern School of Acupuncture and Traditional Medicine,Eastern School of Acupuncture and Traditional Medicine,NJ,2005,2024,,1,yes,no,For-profit,2-year; 4-year,For-profit 4-year,,A,,
038194,Hudson Valley School of Advanced Aesthetic Skin Care,Hudson Valley School of Advanced Aesthetic Skin Care,NY,2005,2012,2013,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
038214,Universal College of Healing Arts,Universal College of Healing Arts,NE,2005,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
038224,Maple Springs Baptist Bible College and Seminary,Maple Springs Baptist Bible College and Seminary,MD,2005,2022,2023,1; 5,yes,no,Nonprofit,4-year,Nonprofit 4-year,other_exit,A,,
038303,SAE Institute of Technology,SAE Institute of Technology-Nashville,TN,2005,2024,,1,yes,no,For-profit,2-year; 4-year,For-profit 4-year,,A,,
038324,Cosmetology School of Arts and Sciences,Cosmetology School of Arts & Sciences,ID,2005,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
038333,American Academy of Acupuncture and Oriental Medicine,American Academy of Health and Wellness,MN,2005,2024,,1,yes,no,For-profit,4-year,For-profit 4-year,,A,,
038353,Conejo Valley Adult Education,Conejo Valley Adult Education,CA,2005,2006,2007,1; 7,yes,no,Public,2-year,Public 2-year,other_exit,A,,
038384,Walter Jay MD Institute An Educational Center,Walter Jay MD Institute An Educational Center,CA,2005,2010,2011,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
038385,Northwest Health Careers,Northwest Career College,NV,2005,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
038425,Cambridge Institute of Allied Health,Cambridge College of Healthcare & Technology,FL,2005,2024,,1,yes,no,For-profit,2-year; 4-year,For-profit 4-year,,A,,
038483,Day Spa Career College,Day Spa Career College,MS,2005,2016,2017,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
038493,Aguadilla Technical College,Xtreme Career Institute,PR,2005,2017,2018,1; 5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,M,,
038525,College of Information Technology,CIT College of InfoMedical Technology,CA,2005,2011,2012,1; 5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,M,,
038533,Keck Graduate Institute,Keck Graduate Institute,CA,2005,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
038534,Ladera Career Paths Training Centers,Ladera Career Paths Training Centers,CA,2005,2013,2014,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
038553,Ecclesia College,Ecclesia College,AR,2005,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
038563,Universal Beauty School,Universal Career School,FL,2005,2022,2023,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
038564,W L Bonner College,W L Bonner College,SC,2005,2021,2022,1; 5,yes,no,Nonprofit,4-year,Nonprofit 4-year,other_exit,A,,
038593,EINE Inc,EINE Inc,MA,2005,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
038623,BMSI Institute,BMSI Institute,KS,2005,2009,2010,1; 5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,D,,
038663,Galiano Career Academy,Galiano Career Academy,FL,2005,2010,2011,1; 5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,D,,
038683,World Mission University,World Mission University,CA,2005,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
038684,Los Angeles Music Academy,Los Angeles College of Music,CA,2005,2024,,1,yes,no,For-profit,2-year; 4-year,For-profit 4-year,,A,,
038724,Institute for the Psychological Sciences,Divine Mercy University,VA,2005,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
038725,Northland Baptist Bible College,Northland International University,WI,2005,2015,2016,1; 5,yes,no,Nonprofit,4-year,Nonprofit 4-year,other_exit,A,,
