opeid6,institution_name_first_seen,institution_name_last_seen,state_last_seen,first_seen_year,last_seen_year,first_missing_year,ever_opeflag_values,ever_opeflag_1to5,ever_opeflag_6,ever_broad_sectors,ever_levels,sample_type_last_seen,exit_group,last_seen_acts,last_seen_newids,coverage_note
030112,DOMESTIC HEALTH CARE INSTITUTE,Domestic Health Care Institute,LA,1996,2006,2007,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
030113,CALIFORNIA STATE UNIVERSITY-SAN MARCOS,California State University-San Marcos,CA,1996,2024,,1,yes,no,Public,4-year,Public 4-year,,A,,
030114,CADILLAC ACADEMY OF BEAUTY,CADILLAC ACADEMY OF BEAUTY,MI,1996,2001,2002,5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
030115,ALLIED MEDICAL CAREERS INC,Fortis Institute-Forty Fort,PA,1996,2021,2022,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
030116,ALLIED MEDICAL CAREERS,Fortis Institute-Forty Fort,PA,1996,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
030118,SAN ANTONIO BEAUTY COLLEGE 4,UCAS University of Cosmetology Arts & Sciences,TX,1996,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
030121,AMERICAN INSTITUTE OF COMMERCE,Remington College-Colorado Springs Campus,CO,1996,2014,2015,1; 5,yes,no,For-profit; Nonprofit,2-year; 4-year,Nonprofit 2-year,apparent_main_campus_closure,D,,
030123,ASM BEAUTY WORLD ACADEMY,ASM Beauty World Academy,FL,1996,2021,2022,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
030125,NEW WAVE HAIR ACADEMY,New Wave Hair Academy,TN,1996,2009,2010,1,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,D,,
030128,MID STATE BARBER STYLING COLLEGE INC,MID STATE BARBER STYLING COLLEGE INC,TN,1996,2001,2002,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
030130,INTERNATIONAL SCHOOL,INTERNATIONAL SCHOOL,NM,1996,2001,2002,5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
030131,BOULDER SCHOOL OF MASSAGE THERAPY,Boulder College of Massage Therapy,CO,1996,2013,2014,1; 5,yes,no,Nonprofit,2-year,Nonprofit 2-year,apparent_main_campus_closure,D,,
030132,HEADS BEAUTY COLLEGE OF PROVIDENCE,HEADS BEAUTY COLLEGE OF PROVIDENCE,KY,1996,2002,2003,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
030144,SOUTHERN CALIFORNIA COLLEGE OF BUSINESS AND LAW,SOUTHERN CALIFORNIA INTERNATIONAL COLLEGE-BREA,CA,1996,2002,2003,1; 5,yes,no,For-profit,2-year; 4-year,For-profit 4-year,other_exit,A,,
030147,EDDY COUNTY BEAUTY COLLEGE,Eddy County Beauty College,NM,1996,2005,2006,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
030148,COSMETOLOGY TRAINING CENTER,COSMETOLOGY TRAINING CENTER,VA,1996,2001,2002,5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
030149,PLATT COLLEGE,Platt College-Aurora,CO,1996,2024,,1; 5,yes,no,For-profit,2-year; 4-year,For-profit 4-year,,M,,
030151,COMMUNITY SERVICES DIVISION-ALLIANCE CITY,Alliance Career Center,OH,1996,2022,2023,1; 5,yes,no,Public,2-year,Public 2-year,other_exit,A,,
030153,EHOVE CAREER CENTER,EHOVE Career Center,OH,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
030162,RAPHAELS SCHOOL OF BEAUTY CULTURE INC,Raphael's School of Beauty Culture Inc-Brunswick,OH,1996,2011,2012,1; 5; 7,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
030178,TRAVEL INSTITUTE OF THE PACIFIC,Travel Institute of the Pacific,HI,1996,2018,2019,1; 7,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
030185,INTERNATIONAL SCHOOL OF BEAUTY,Bene's Career Academy,FL,1996,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
030189,QUEEN OF THE HOLY ROSARY COLLEGE,QUEEN OF THE HOLY ROSARY COLLEGE,CA,1996,2002,2003,5,yes,no,Nonprofit,2-year,Nonprofit 2-year,other_exit,A,,
030192,CHEYENNE RIVER COMMUNITY COLLEGE,Si Tanka University-Eagle Butte Campus,SD,1996,2006,2007,1; 3; 5,yes,no,Nonprofit; Public,2-year; 4-year,Public 4-year,apparent_main_campus_closure,D,,
030195,MACON BEAUTY SCHOOL,MACON BEAUTY SCHOOL,GA,1996,2001,2002,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
030196,DMC AUTOMOTIVE TRAINING SCHOOL,DMC AUTOMOTIVE TRAINING SCHOOL,CA,1996,2001,2002,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
030198,PCI HEALTH TRAINING CENTER,PCI Health Training Center,TX,1996,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
030199,ADELANTE CAREER INSTITUTE,Capstone College,CA,1996,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
030201,FRANKLIN COLLEGE OF COURT REPORTING,Franklin College,LA,1996,2005,2006,1; 5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,D,,
030205,OUR LADY OF THE LAKE MEDICAL CENTER-SCH MED TECHN,OUR LADY OF THE LAKE COLLEGE PROGRAM OF MED TECH,LA,1996,1997,1998,,no,no,Nonprofit,4-year,Nonprofit 4-year,other_exit,,,1996-1997 files do not expose the same closure-status fields as later directory files.
030208,NEW YORK TECHNICAL INSTITUTE OF HAWAII,New York Technical Institute of Hawaii,HI,1996,2008,2009,1,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,M,,
030210,STAR TECHNICAL INSTITUTE,Harrison Career Institute-Wilmington,DE,1996,2006,2007,1,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,D; M,,
030213,TRI-STATE TRAVEL SCHOOL,TRI-STATE TRAVEL SCHOOL,OH,1996,2002,2003,1; 5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,D,,
030215,SW SCHOOL OF BUSINESS AND TECHNICAL CAREERS,Nuvani Institute,TX,1996,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
030218,SOUTHERN DRIVERS ACADEMY INC,MOORE EDUCATION SVC INC DBA SOUTHERN DRIVERS ACAD,MS,1996,1998,1999,5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
030223,CALIFORNIA INSTITUTE OF LOCKSMITHING INC,CALIFORNIA INSTITUTE OF LOCKSMITHING,CA,1996,2001,2002,5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
030224,COLLEGE OF THE MARSHALL ISLANDS,College of the Marshall Islands,MH,1996,2024,,1; 5,yes,no,Public,2-year; 4-year,Public 4-year,,A,,
030226,WESTERN CULINARY INSTITUTE,Le Cordon Bleu College of Culinary Arts-Portland,OR,1996,2017,2018,1; 5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,M,,
030228,FLETCHER ALLEN HEALTH CARE SCHOOL OF CYTOTECH,FLETCHER ALLEN HEALTH CARE SCHOOL OF CYTOTECH,VT,1996,2002,2003,1; 5,yes,no,Nonprofit,4-year,Nonprofit 4-year,other_exit,A,,
030231,GUARDIAN SECURITY TRAINING ACADEMY,GUARDIAN SECURITY TRAINING ACADEMY,MD,1996,2001,2002,5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
030232,TRAVEL TRAINING CENTER INC DBA TTC-THE TRNG CTR,TRAVEL TRAINING CENTER INC DBA TTC-THE TRNG CTR,MI,1996,2001,2002,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
030233,VATTEROTT COLLEGE DBA BUSINESS AND BANKING INST,Vatterott College,NE,1996,2006,2007,1,yes,no,For-profit,2-year; 4-year,For-profit 4-year,apparent_main_campus_closure,M,,
030234,ARKANSAS COLLEGE OF BARBERING AND HAIR DESIGN,Arkansas Technical School,AR,1996,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
030235,CAMELOT CAREER COLLEGE,Camelot College,LA,1996,2019,2020,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
030236,SAMVERLY COLLEGE BARBER-HAIRSTYLING,SAMVERLY COLLEGE BARBER-HAIRSTYLING,GA,1996,2001,2002,5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
030237,MADISON LOCAL SCHOOLS-MADISON ADULT EDUCATION,Madison Adult Career Center,OH,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
030238,AIMS ACADEMY,Aims Academy,TX,1996,2009,2010,1; 3; 5; 7,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
030241,HIL CRES COLLEGE OF COSMETOLOGY,HIL CRES COLLEGE OF COSMETOLOGY,MO,1996,2001,2002,5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
030242,NATIONAL BUSINESS INSTITUTE,NATIONAL BUSINESS INSTITUTE,GA,1996,1997,1998,,no,no,For-profit,2-year,For-profit 2-year,other_exit,,,1996-1997 files do not expose the same closure-status fields as later directory files.
030243,VALLEY BEAUTY SCHOOL,Valley Beauty School,OH,1996,2015,2016,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
030245,NATIONWIDE BEAUTY COLLEGE,NATIONWIDE BEAUTY COLLEGE,CA,1996,2001,2002,1; 5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,D,,
030247,STILLWATER BEAUTY ACADEMY,Stillwater Beauty Academy,OK,1996,2015,2016,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
030249,TENNESSEE ACADEMY OF COSMETOLOGY,Tennessee Academy of Cosmetology-Shelby Drive,TN,1996,2018,2019,1; 5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,M,,
030250,TEXAS COLLEGE OF COSMETOLOGY,Texas College of Cosmetology-Abilene,TX,1996,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
030251,MR DAVIDS SCHOOL OF COSMETOLOGY LTD,Mr Davids School of Cosmetology Ltd,MI,1996,2006,2007,1,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,D,,
030253,ACADEMY FOR CAREER EDUCATION-ACE BUSINESS SCHOOL,ACADEMY FOR CAREER EDUCATION-ACE BUSINESS SCHOOL,NY,1996,1997,1998,,no,no,For-profit,2-year,For-profit 2-year,other_exit,,,1996-1997 files do not expose the same closure-status fields as later directory files.
030255,CAGUAS INSTITUTE OF MECHANICAL TECHNOLOGY,Mech-Tech College,PR,1996,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
030256,DELL'ARTE SCHOOL OF PHYSICAL THEATRE,Dell'Arte International School of Physical Theatre,CA,1996,2023,2024,1; 5,yes,no,Nonprofit,2-year; 4-year,Nonprofit 2-year,other_exit,A,,
030257,BARONS CASTLE BEAUTY ACADEMY,BARONS CASTLE BEAUTY ACADEMY,PA,1996,1998,1999,5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
030258,DAWN TRAINING INSTITUTE INC,Dawn Career Institute LLC,DE,1996,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
030259,LICEO DE ARTE Y DISENOS,Liceo de Arte-Dise-O y Comercio,PR,1996,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
030261,POLYTECHNIC INSTITUTE,Polytechnic Institute,TX,1996,2006,2007,1,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,M,,
030262,HEADS WEST KENTUCKY BEAUTY COLLEGE,Heads West Kentucky Beauty College,KY,1996,2016,2017,1; 5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,D,,
030265,M & M WORD PROCESSING INSTITUTE INC,Remington College-Lafayette Campus,TX,1996,2024,,1; 5; 7,yes,no,For-profit; Nonprofit,2-year; 4-year,Nonprofit 4-year,,A,,
030266,RECREATIONAL VEHICLE SERVICE ACADEMY,RECREATIONAL VEHICLE SERVICE ACADEMY,FL,1996,1996,1997,,no,no,For-profit,2-year,For-profit 2-year,other_exit,,,1996-1997 files do not expose the same closure-status fields as later directory files.
030267,AVANTI HAIR TECH,AVANTI HAIR TECH,FL,1996,2002,2003,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
030270,DIXON COLLEGE,DIXON COLLEGE,OK,1996,2001,2002,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
030271,FAIRVIEW BEAUTY ACADEMY,Fairview Beauty Academy,OH,1996,2018,2019,1; 5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,M,,
030272,BLADES SCHOOL OF HAIR DESIGN,Blades School of Hair Design,MD,1996,2023,2024,1; 5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,D,,
030273,BLALOCKS PROFESSIONAL BEAUTY COLLEGE,Blalock's Professional Beauty College,LA,1996,2024,,1; 5,yes,no,For-profit,2-year,For-profit 2-year,,A,,
030274,XENON INTERNATIONAL SCHOOL OF HAIR DESIGN III,Avalon Institute-Aurora,CO,1996,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
030277,PACIFIC COLLEGE OF ORIENTAL MEDICINE,Pacific College of Health and Science,CA,1996,2024,,1,yes,no,For-profit,4-year,For-profit 4-year,,A,,
030278,COLORADO SCHOOL OF TRAVEL,COLORADO SCHOOL OF TRAVEL,CO,1996,2002,2003,5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
030282,TRINITY COLLEGE OF FLORIDA,Trinity College of Florida,FL,1996,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
030285,LAWTON SCHOOL,Lawton Career Institute-Oak Park Campus,MI,1996,2013,2014,1; 5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,D,,
030286,JOHNS COSMETOLOGY SCHOOL,JOHNS COSMETOLOGY SCHOOL,MS,1996,2001,2002,5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
030288,CIRCLE J BEAUTY SCHOOL,American National College,TX,1996,2015,2016,1; 5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,D,,
030289,ALLEGHENY BUSINESS INSTITUTE,ALLEGHENY BUSINESS INSTITUTE,PA,1996,1996,1997,,no,no,For-profit,2-year,For-profit 2-year,other_exit,,,1996-1997 files do not expose the same closure-status fields as later directory files.
030290,NORTH METRO TECHNICAL INSTITUTE,North Metro Technical College,GA,1996,2008,2009,1,yes,no,Public,2-year,Public 2-year,other_exit,A,,
030292,NUTEK ACADEMY OF BEAUTY INCORPORATED,Nutek Academy of Beauty Inc,KY,1996,2016,2017,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
030293,INTERNATIONAL INSTITUTE OF CHINESE MEDICINE,INTERNATIONAL INSTITUTE OF CHINESE MEDICINE,NM,1996,2003,2004,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,apparent_main_campus_closure,D,,
030297,UNIVERSAL TECHNOLOGY COLLEGE OF PUERTO RICO,Universal Technology College of Puerto Rico,PR,1996,2024,,1,yes,no,Nonprofit,2-year; 4-year,Nonprofit 4-year,,A,,
030299,CONSOLIDATED SCHOOL OF BUSINESS,Consolidated School of Business-Lancaster,PA,1996,2017,2018,1; 5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,M,,
030300,OGEECHEE TECHNICAL INSTITUTE,Ogeechee Technical College,GA,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
030302,BILLINGS BUSINESS COLLEGE,BILLINGS BUSINESS COLLEGE,MT,1996,1997,1998,,no,no,Nonprofit,2-year,Nonprofit 2-year,other_exit,,,1996-1997 files do not expose the same closure-status fields as later directory files.
030306,UTAH COLLEGE OF MASSAGE THERAPY INC,Cortiva Institute-Salt Lake,UT,1996,2019,2020,1; 5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,D,,
030307,OKLAHOMA SCHOOL OF PHOTOGRAPHY,Oklahoma School of Photography,OK,1996,2016,2017,1,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
030308,AMERICAN BROADCASTING SCHOOL,American Broadcasting School-Oklahoma City,OK,1996,2017,2018,1; 2; 5; 7,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
030309,DIESEL DRIVING ACADEMY,Diesel Driving Academy-Baton Rouge,LA,1996,2024,,1; 3; 4; 5,yes,no,For-profit,2-year,For-profit 2-year,,A,,
030310,TRAVEL INSTITUTE,AMERICAN CENTER FOR CAREER TRAINING,NY,1996,2004,2005,1; 5,yes,no,For-profit; Nonprofit,2-year,Nonprofit 2-year,other_exit,A,,
030312,BILL ALLENS POCONO INSTITUTE OF TAXIDERMY,BILL ALLENS POCONO INSTITUTE OF TAXIDERMY,PA,1996,2001,2002,5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
030313,SUPERIOR SCHOOL OF HAIRSTYLING,Xenon International Academy-Kansas City,KS,1996,2013,2014,1,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
030314,INTERNATIONAL ACADEMY OF MERCHANDISING AND DESIGN,Sanford-Brown College-Tampa,FL,1996,2017,2018,1; 2; 5; 7,yes,no,For-profit,4-year,For-profit 4-year,apparent_main_campus_closure,A; D; M,,
030315,ALBUQUERQUE CAREER INSTITUTE,ALBUQUERQUE CAREER INSTITUTE,NM,1996,2001,2002,5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
030316,DATA PROCESSING TRAINERS,DPT Business School,PA,1996,2012,2013,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
030317,ALADDIN BEAUTY COLLEGE 23,ALADDIN BEAUTY COLLEGE 23,OK,1996,2001,2002,5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
030319,HAIR INTERNS SCHOOL OF COSMETOLOGY,HAIR INTERNS SCHOOL OF COSMETOLOGY,CA,1996,1998,1999,5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
030321,ALTAMAHA TECHNICAL INSTITUTE,Altamaha Technical College,GA,1996,2014,2015,1,yes,no,Public,2-year,Public 2-year,likely_combination_or_successor,C,485458,
030322,ALADDIN BEAUTY COLLEGE 32,ALADDIN BEAUTY COLLEGE 32,TX,1996,1998,1999,5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
030323,SCHOOL OF AUTOMOTIVE MACHINISTS,School of Automotive Machinists & Technology,TX,1996,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
030325,ALABAMA STATE COLLEGE OF BARBER STYLING,Alabama State College of Barber Styling,AL,1996,2021,2022,1; 5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,D,,
030326,KIMS COLONY BEAUTY COLLEGE INC,EAST TEXAS CAREERS,TX,1996,2002,2003,5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
030327,COOPER CAREER INSTITUTE,COOPER CAREER INSTITUTE,FL,1996,2004,2005,1,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,D,,
030328,COLLEGE OF COSMETOLOGY,COLLEGE OF COSMETOLOGY,WY,1996,2001,2002,5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
030329,NORTHWEST INSTITUTE OF ACUPUNCTURE & ORIENTAL MED,NORTHWEST INSTITUTE OF ACUPUNCTURE & ORIENTAL MED,WA,1996,2002,2003,1; 5,yes,no,Nonprofit,4-year,Nonprofit 4-year,apparent_main_campus_closure,D,,
030330,NORTHERN MARIANAS COLLEGE,Northern Marianas College,MP,1996,2024,,1,yes,no,Public,2-year; 4-year,Public 4-year,,A,,
030340,HEALD BUSINESS COLLEGE-SALINAS,Heald College-Salinas,CA,1996,2012,2013,1,yes,no,For-profit; Nonprofit,2-year,For-profit 2-year,other_exit,A,,
030342,WASHINGTON COUNTY CAREER CENTER ADULT EDUCATION,Washington County Career Center-Adult Technical Training,OH,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
030344,CONSERVATORY OF RECORDING ARTS AND SCIENCES,Conservatory of Recording Arts and Sciences,AZ,1996,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
030345,OWENSBORO COMMUNITY COLLEGE,Owensboro Community and Technical College,KY,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
030352,JONES BEAUTY COLLEGE,Tint School of Makeup & Cosmetology,TX,1996,2024,,1; 5,yes,no,For-profit,2-year,For-profit 2-year,,A,,
030353,SOUTHERN CAREERS INSTITUTE INC,Southern Careers Institute-San Antonio,TX,1996,2024,,1; 5,yes,no,For-profit,2-year,For-profit 2-year,,A,,
030357,LAS POSITAS COLLEGE,Las Positas College,CA,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
030358,RICKEYS BEAUTY CAREERS IN COSMETOLOGY INC,Heritage Institute-Jacksonville,FL,1996,2016,2017,1; 5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,M,,
030359,NATIONAL AVIATION ACADEMY A & P SCHOOL,National Aviation Academy of Tampa Bay,FL,1996,2024,,1,yes,no,For-profit; Nonprofit,2-year,For-profit 2-year,,A,,
030360,SCHOOL OF BUSINESS AND BANKING,SCHOOL OF BUSINESS AND BANKING,KY,1996,1997,1998,,no,no,For-profit,2-year,For-profit 2-year,other_exit,,,1996-1997 files do not expose the same closure-status fields as later directory files.
030362,STENOTOPIA-THE WORLD OF COURT REPORTING INC,STENOTOPIA BUSINESS SCHOOL,NY,1996,1999,2000,1,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
030375,INTERNATIONAL COLLEGE,Hodges University,FL,1996,2024,,1; 5,yes,no,Nonprofit,4-year,Nonprofit 4-year,,D,,
030399,PLATT COLLEGE,Fremont University,CA,1996,2024,,1,yes,no,For-profit,2-year; 4-year,For-profit 4-year,,A,,
030400,PLATT COLLEGE,PLATT COLLEGE,CA,1996,2000,2001,1,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,M,,
030424,LACLEDE AREA VOCATIONAL TECHNICAL SCHOOL,Lebanon Technology and Career Center,MO,1996,2013,2014,1,yes,no,Public,2-year,Public 2-year,other_exit,A,,
030425,APOLLO COLLEGE-PORTLAND INC,Carrington College-Portland,OR,1996,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
030427,EXECUTIVE TRAVEL INSTITUTE,Laurus Technical Institute,GA,1996,2014,2015,1; 5; 7,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,M,,
030428,VIRGINIA BEACH CITY PUBLIC SCHOOLS SCH OF PRAC NRS,Virginia Beach City Public Schools School of Practical Nursing,VA,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
030431,THOMAS MORE COLLEGE OF LIBERAL ARTS,Thomas More College of Liberal Arts,NH,1996,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
030432,PROFESSIONAL CAREERS,Brightwood College-Las Vegas,NV,1996,2018,2019,1; 5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,M,,
030439,NEW SCHOOL OF ARCHITECTURE,Newschool of Architecture and Design,CA,1996,2024,,1,yes,no,For-profit,4-year,For-profit 4-year,,A,,
030445,SOUTHERN CALIFORNIA COLLEGE OF COURT REPORTING,Kaplan College-Panorama City,CA,1996,2012,2013,1; 5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,D,,
030508,UNIVERSAL BUSINESS MEDIA SCHOOL,UNIVERSAL BUSINESS MEDIA SCHOOL,NY,1996,2001,2002,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
030509,CLEARFIELD HOSPITAL SCHOOL OF RADIOLOGIC TECHN,Clearfield Hospital School of Radiologic Technology,PA,1996,2007,2008,3,yes,no,Nonprofit,2-year,Nonprofit 2-year,other_exit,A,,
030510,ARIZONA COMPUTER INSTITUTE,ARIZONA COMPUTER INSTITUTE,AZ,1996,1996,1997,,no,no,For-profit,2-year,For-profit 2-year,other_exit,,,1996-1997 files do not expose the same closure-status fields as later directory files.
030511,CHISHOLM TRAIL AREA VOCATIONAL TECHNICAL CENTER,Chisholm Trail Technology Center,OK,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
030514,AUBURN CAREER CENTER,Auburn Career Center,OH,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
030515,US GRANT JOINT VOCATIONAL SCHOOL,Brown & Clermont Adult Career Campuses,OH,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
030519,ALFRED ADLER INSTITUTE OF MINNESOTA,Adler Graduate School,MN,1996,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
030520,MEREDITH MANOR INTERNATIONAL EQUESTRIAN CENTER,Meredith Manor International Equestrian Center,WV,1996,2021,2022,1; 5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,D,,
030522,COURT REPORTING INSTITUTE AND AGENCY,CRI Career Training,WA,1996,2006,2007,1,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,D,,
030523,JACKS BEAUTY COLLEGE,Kenneth Shuler School of Cosmetology-North Augusta,SC,1996,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
030526,WESTMORELAND ACADEMY OF BEAUTY,WESTMORELAND ACADEMY OF BEAUTY,PA,1996,2001,2002,5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
030532,ASTRAL ACADEMY OF HAIR,ASTRAL ACADEMY OF HAIR,CO,1996,1997,1998,,no,no,For-profit,2-year,For-profit 2-year,other_exit,,,1996-1997 files do not expose the same closure-status fields as later directory files.
030534,BUSINESS SKILLS TRAINING CENTER,ATI Career Training Center-Lewisville,TX,1996,2012,2013,5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,M,,
030535,UNIVERSAL COMPUTING INSTITUTE INC,UNIVERSAL COMPUTING INSTITUTE INC,CA,1996,2000,2001,1,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,M,,
030541,ROYALE COLLEGE OF BEAUTY,Royale College of Beauty and Barbering,CA,1996,2020,2021,1; 5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,D,,
030542,TECHNICAL CAREER INSTITUTE,Fortis College-Miami,FL,1996,2014,2015,1; 5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,D,,
030611,STYLEMASTERS BEAUTY ACADEMY,Genesis Career College-Lebanon,TN,1996,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
030612,MIDWEST CENTER FOR THE STUDY OF ORIENTAL MEDICINE,Midwest College of Oriental Medicine-Racine,WI,1996,2024,,1,yes,no,For-profit,2-year; 4-year,For-profit 4-year,,A,,
030614,ASCENSION COLLEGE,Ascension College,LA,1996,2010,2011,1,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,D,,
030618,STAR COLLEGE OF COSMETOLOGY 2,Star College of Cosmetology 2,TX,1996,2019,2020,1; 5; 7,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,M,,
030619,COLEGIO TECNOLOGICO Y COMERCIAL DE PUERTO RICO,Colegio Tecnologico y Comercial de Puerto Rico,PR,1996,2018,2019,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
