opeid6,institution_name,state,closure_year,sample_type,broad_sector,level,ever_broad_sectors,overall_level,last_seen_year,last_seen_acts,last_seen_newids,source_note,closure_rule
033883,Bay Medical Center Surgical Services Training Center,FL,2002,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,2002,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
005337,Bucks County Technical School,PA,2002,Public 2-year,Public,2-year,Public,2-year,2002,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
034093,Business Etcetera Institute of Technology,FL,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2001,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030988,"Cadimar College, Inc.",PR,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2002,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
033833,California Recording Institute,CA,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2001,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
034463,California School of Modern Sciences,CA,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2002,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
011902,Cannella School of Hair Design,IL,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2003,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
031017,Career Blazers Learning Center,NY,2002,Public 2-year,Public,2-year,For-profit; Public,2-year,2002,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
031624,Career Tech,FL,2002,For-profit 2-year,For-profit,2-year,For-profit; Nonprofit,2-year,2003,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
031293,Coastal Valley College,CA,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2002,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
022988,Continental College of Beauty & Barber Stylg,ID,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2002,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030710,Culinary Arts Inst of Louisiana,LA,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2003,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
005190,Decatur Area Technical Academy-School of Practical Nursing,IL,2002,Public 2-year,Public,2-year,Public,2-year,2002,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
031265,Detroit Barber College,MI,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2001,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
012901,Dominion College,VA,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2002,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
010197,EQ School of Hair Design,NE,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2002,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
010461,Education America-Topeka Technical College,KS,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2003,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
022531,Euro Hair Design Institute,FL,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2002,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030923,Euro Hair School,TX,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2002,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
025863,Florida Institute of Traditional Chinese Medicine,FL,2002,For-profit 4-year,For-profit,4-year,For-profit,4-year,2003,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030132,Heads Beauty College,KY,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2002,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030280,"Huntsville Business Institute, LLC",AL,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2001,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
011506,Indiana Barber/Stylist College,IN,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2001,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
025492,Instituto de Estetica y Belleza Marugie,PR,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2001,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
034084,Intelisource-,CA,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2001,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
022702,International Aviation and Travel Academy,TX,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2002,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
007752,Jon Louis School of Beauty,NY,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2001,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
009578,Jon Louis School of Beauty,NY,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2002,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
013143,Jon Louis School of Beauty,NY,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2001,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
021074,Jon Louis School of Beauty,NY,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2001,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
009268,Kelsey -Jenney College,CA,2002,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,2002,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
033834,King's Career College,LA,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2003,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
009223,MBTI Business Training Institute,WI,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2002,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
012047,"MTA School, Resident School",PA,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2001,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
021988,Marugie Beauty and Technical College,PR,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2001,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
001876,Marycrest International University,IA,2002,Nonprofit 4-year,Nonprofit,4-year,Nonprofit,4-year,2002,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
034173,Maryland Institute of Traditional Chinese Medicine,MD,2002,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,2002,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
007352,McConnell School (The),MN,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2002,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
022198,Metropolitan Technical Institute,NJ,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2003,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
003873,Mount Senario College,WI,2002,Nonprofit 4-year,Nonprofit,4-year,Nonprofit,4-year,2002,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
002584,Notre Dame College,NH,2002,For-profit 2-year,For-profit,2-year,For-profit; Nonprofit,4-year,2010,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030884,Omni Technical School,OH,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2002,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
022471,Oregon College of Beauty & Barbering,OR,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2002,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
034013,Phoenix First Pastors College,AZ,2002,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,2002,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
023601,Professional Career College,TX,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2002,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
026234,RTI Technical Institute,FL,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2002,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
006569,Saint Francis Medical Center,PA,2002,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,2002,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
009720,Saint Francis School of Practical Nursing,NY,2002,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,2002,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
026107,Shirley Baker Career Institute,TX,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2002,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
022185,South Texas Vocational Technical Institute,TX,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2002,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
033623,SunCoast Institute of Technology,FL,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,1999,N,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
031050,Swinson's School of Cosmetic Art,NC,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2001,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030818,Taylors Institute of Cosmetology,TX,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2002,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
002898,Wadhams Hall,NY,2002,Nonprofit 4-year,Nonprofit,4-year,Nonprofit,4-year,2002,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
034193,Western Mass Precision Institute,MA,2002,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,2003,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
012562,California Paramedical and Technical College,CA,2003,For-profit 2-year,For-profit,2-year,For-profit,2-year,2004,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
010642,Charmayne Beauty Academy,OH,2003,For-profit 2-year,For-profit,2-year,For-profit,2-year,2003,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
034745,Dahan Institute of Massage Studies,NV,2003,For-profit 2-year,For-profit,2-year,For-profit,2-year,2003,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
036054,Dickerson Beauty Academy,VA,2003,Unknown,Unknown,Unknown,For-profit,2-year,2003,W,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
008891,Gordon Phillips Beauty School,PA,2003,For-profit 2-year,For-profit,2-year,For-profit,2-year,2004,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
020634,Gordon Phillips Beauty School,PA,2003,For-profit 2-year,For-profit,2-year,For-profit,2-year,2004,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
022623,Heald College,CA,2003,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,2003,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
024960,Huntington College of Dental Technology,CA,2003,For-profit 2-year,For-profit,2-year,For-profit,2-year,2003,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030626,ICT: School of Welding,PA,2003,For-profit 2-year,For-profit,2-year,For-profit,2-year,2003,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
023622,Institute of Textile Technology,VA,2003,Nonprofit 4-year,Nonprofit,4-year,Nonprofit,4-year,2003,C,199193,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
031167,Instituto Fontecha,PR,2003,For-profit 2-year,For-profit,2-year,For-profit,2-year,2003,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
024935,International Academy of Hairstyling,FL,2003,For-profit 2-year,For-profit,2-year,For-profit,2-year,2001,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030293,International Institute of Chinese Medicine,NM,2003,Nonprofit 4-year,Nonprofit,4-year,Nonprofit,4-year,2003,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030947,KRS Computer and Business School,MN,2003,For-profit 2-year,For-profit,2-year,For-profit,2-year,2003,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
032593,Los Angeles College of Micro Technology,CA,2003,For-profit 2-year,For-profit,2-year,For-profit,2-year,2003,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
002412,Mary Holmes College,MS,2003,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,2003,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
002034,Mid State College,ME,2003,For-profit 2-year,For-profit,2-year,For-profit,2-year,2003,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
034703,NCPT,GA,2003,For-profit 2-year,For-profit,2-year,For-profit,2-year,2003,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030329,Northwest Institute of Acupuncture & Oriental Medicine,WA,2003,Nonprofit 4-year,Nonprofit,4-year,Nonprofit,4-year,2002,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
008954,Pittsburgh Beauty Academy,PA,2003,For-profit 2-year,For-profit,2-year,For-profit,2-year,2003,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
010210,Prospect Hall School of Business,FL,2003,For-profit 2-year,For-profit,2-year,For-profit,2-year,2003,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
031278,Rhode Island Beauty Academy,RI,2003,For-profit 2-year,For-profit,2-year,For-profit,2-year,2003,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
032973,Roswell Beauty College of Cosmetology Arts & Sciences,NM,2003,For-profit 2-year,For-profit,2-year,For-profit,2-year,2003,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
025420,Sierra Academy of Aeronautics-Airline Training Center,CA,2003,For-profit 2-year,For-profit,2-year,For-profit,2-year,2004,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
002321,St Mary's College,MI,2003,Nonprofit 4-year,Nonprofit,4-year,Nonprofit,4-year,2002,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
025632,Teddy Ulmo Institute,PR,2003,For-profit 2-year,For-profit,2-year,For-profit,2-year,2003,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
032193,Tennessee Institute of Healing Arts,TN,2003,For-profit 2-year,For-profit,2-year,For-profit,2-year,2004,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
012950,Vogue Beauty Academy,OH,2003,For-profit 2-year,For-profit,2-year,For-profit,2-year,2003,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
023459,Vogue Beauty Academy,OH,2003,For-profit 2-year,For-profit,2-year,For-profit,2-year,2003,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
025127,WIA School of Practical Nursing,MI,2003,Public 2-year,Public,2-year,Public,2-year,2002,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
002448,Wood College,MS,2003,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,2002,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
031261,Worldwide Educational Services,NJ,2003,For-profit 2-year,For-profit,2-year,For-profit,2-year,2003,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
033013,Worldwide Educational Services,NJ,2003,For-profit 2-year,For-profit,2-year,For-profit,2-year,2003,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
011911,Brick Computer Science Institute,NJ,2004,For-profit 2-year,For-profit,2-year,For-profit,2-year,2004,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
004891,Churchman Business School,PA,2004,For-profit 2-year,For-profit,2-year,For-profit,2-year,2004,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
034493,Cims College,OH,2004,For-profit 2-year,For-profit,2-year,For-profit,2-year,2003,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
005344,Connelley Technical Institute & Adult Education Center,PA,2004,Public 2-year,Public,2-year,Public,2-year,2004,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030327,Cooper Career Institute,FL,2004,For-profit 2-year,For-profit,2-year,For-profit,2-year,2004,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
033985,DSU Training Institute,TX,2004,For-profit 2-year,For-profit,2-year,For-profit,2-year,2004,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
024987,DeMarge College,OK,2004,For-profit 2-year,For-profit,2-year,For-profit,2-year,2004,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
007648,Denver Technical College,CO,2004,For-profit 4-year,For-profit,4-year,For-profit,4-year,2003,C,440590,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
011915,Drake Business School,NY,2004,Nonprofit 2-year,Nonprofit,2-year,For-profit; Nonprofit,2-year,2004,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
011916,Drake Business School,NY,2004,Nonprofit 2-year,Nonprofit,2-year,For-profit; Nonprofit,2-year,2004,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
011917,Drake School of Manhattan,NY,2004,Nonprofit 2-year,Nonprofit,2-year,For-profit; Nonprofit,2-year,2004,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
011918,Drake School of the Bronx,NY,2004,Nonprofit 2-year,Nonprofit,2-year,For-profit; Nonprofit,2-year,2004,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
022731,Empire Beauty School,PA,2004,For-profit 2-year,For-profit,2-year,For-profit,2-year,2003,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
035873,Genesis Vocational Training,TX,2004,For-profit 2-year,For-profit,2-year,For-profit,2-year,2004,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
033553,Ghent Beauty Academy,VA,2004,Public 2-year,Public,2-year,For-profit; Public,2-year,2004,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030022,Indian River Beauty Academy,VA,2004,For-profit 2-year,For-profit,2-year,For-profit,2-year,2004,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
010173,International Institute of Hair Design,UT,2004,For-profit 2-year,For-profit,2-year,For-profit,2-year,2005,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
025633,Kankakee Academy Of Hair Design,IL,2004,For-profit 2-year,For-profit,2-year,For-profit,2-year,2004,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
036643,LA LAN 2000 Computer Training Center,CA,2004,For-profit 2-year,For-profit,2-year,For-profit,2-year,2005,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
035013,Minnesota Institute of Technologies,MN,2004,For-profit 2-year,For-profit,2-year,For-profit; Nonprofit,2-year,2003,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
009674,Moler Beauty College,LA,2004,For-profit 2-year,For-profit,2-year,For-profit,2-year,2004,A; D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
031096,National Institute of Technology,CA,2004,For-profit 2-year,For-profit,2-year,For-profit,2-year,2003,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
020908,Newport School of Hairdressing,RI,2004,For-profit 2-year,For-profit,2-year,For-profit,2-year,2005,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
006482,Presbyterian Hospital School of Nursing,NC,2004,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,2006,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
005742,Provena United Samaritans Medical Center School of Rad. Tech. -,IL,2004,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,2003,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030162,Raphael's School of Beauty Culture,OH,2004,For-profit 2-year,For-profit,2-year,For-profit,2-year,2011,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
026099,SER Business and Technical Institute,MI,2004,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,2005,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
025878,South Philadelphia Beauty Academy,PA,2004,For-profit 2-year,For-profit,2-year,For-profit,2-year,2004,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
021899,Spurgeon Baptist Bible College,FL,2004,Nonprofit 4-year,Nonprofit,4-year,Nonprofit,4-year,2004,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
004428,St. Vincent Healthcare,MT,2004,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,2003,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
026146,Summit Institute,FL,2004,For-profit 2-year,For-profit,2-year,For-profit,2-year,2004,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
022629,Tri State Beauty Academy,KY,2004,For-profit 2-year,For-profit,2-year,For-profit,2-year,2004,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
002252,William Tyndale College,MI,2004,Nonprofit 4-year,Nonprofit,4-year,Nonprofit,4-year,2004,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030015,Academy of Hair Design #7 (The),MS,2005,For-profit 2-year,For-profit,2-year,For-profit,2-year,2005,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
033605,Alternative Conjunction Clinic & School of Massage Therapy,PA,2005,For-profit 2-year,For-profit,2-year,For-profit,2-year,2005,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
025531,Associated Technical College,CA,2005,For-profit 2-year,For-profit,2-year,For-profit,2-year,2005,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
001635,Barat College,IL,2005,Nonprofit 4-year,Nonprofit,4-year,Nonprofit,4-year,2005,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
002909,Barber-Scotia College,NC,2005,Nonprofit 4-year,Nonprofit,4-year,Nonprofit,4-year,2005,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
011479,Beau La Reine College of Beauty Culture,UT,2005,For-profit 2-year,For-profit,2-year,For-profit,2-year,2005,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
025321,Business Career Training Institute,WA,2005,For-profit 2-year,For-profit,2-year,For-profit,2-year,2005,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
033073,CSC Institute,PA,2005,For-profit 2-year,For-profit,2-year,For-profit; Nonprofit,2-year,2005,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
034623,Center for Employment Training - Cleveland,OH,2005,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,2005,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
025304,Clearfield Beauty Academy,PA,2005,For-profit 2-year,For-profit,2-year,For-profit,2-year,2005,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
021933,Conway School of Practical Nursing,SC,2005,Public 2-year,Public,2-year,Public,2-year,2005,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030777,Decker College,KY,2005,For-profit 2-year,For-profit,2-year,For-profit,2-year,2005,A; D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
012481,Dolphin Technical Institutes,TX,2005,For-profit 2-year,For-profit,2-year,For-profit,2-year,2005,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
037753,Educational Centers of America,OH,2005,For-profit 2-year,For-profit,2-year,For-profit,2-year,2005,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
023443,Empire Beauty School,PA,2005,For-profit 2-year,For-profit,2-year,For-profit,2-year,2005,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
025231,Empire Beauty School,PA,2005,For-profit 2-year,For-profit,2-year,For-profit,2-year,2006,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030201,Franklin College,LA,2005,For-profit 2-year,For-profit,2-year,For-profit,2-year,2005,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030880,Hi-Tech School of Miami,FL,2005,For-profit 2-year,For-profit,2-year,For-profit,2-year,2004,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
031068,Houston Allied Health Careers,TX,2005,For-profit 2-year,For-profit,2-year,For-profit,2-year,2005,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
009886,International Beauty School,VA,2005,For-profit 2-year,For-profit,2-year,For-profit,2-year,2005,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
031323,JPS Institute for Health Career Development,TX,2005,Public 2-year,Public,2-year,Public,2-year,2005,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
034023,Metropolitan Community College,LA,2005,For-profit 2-year,For-profit,2-year,For-profit,2-year,2006,D,2005,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
036883,Northwest Arkansas Aviation Technologies Center,AR,2005,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,2006,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
020651,Remington College - New Orleans Campus,LA,2005,For-profit 2-year,For-profit,2-year,For-profit,2-year,2006,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
036603,SEA College of Business and Technology,CA,2005,For-profit 2-year,For-profit,2-year,For-profit,2-year,2005,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030894,School of Hair Design,OK,2005,For-profit 2-year,For-profit,2-year,For-profit,2-year,2009,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030192,Si Tanka University,SD,2005,Public 4-year,Public,4-year,Nonprofit; Public,4-year,2006,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
035823,Talent Academy,PA,2005,For-profit 2-year,For-profit,2-year,For-profit,2-year,2005,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
007926,Travel & Trade Career Institute,CA,2005,For-profit 2-year,For-profit,2-year,For-profit; Public,2-year,2005,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
