opeid6,institution_name,state,closure_year,sample_type,broad_sector,level,ever_broad_sectors,overall_level,last_seen_year,last_seen_acts,last_seen_newids,source_note,closure_rule
023198,Beauty Institute Schwarzkopf Professional (The),ID,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
021068,Bramson ORT College Main Campus-01,NY,2017,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,2017,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
006181,Bridgeport Hospital School of Nursing,CT,2017,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,2016,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
006755,Brown Mackie College (the -),KS,2017,For-profit 4-year,For-profit,4-year,For-profit,4-year,2017,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
039303,Buchanan Beauty College,TN,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
039394,Centura Institute,FL,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
041435,Charlotte School of Law,NC,2017,For-profit 4-year,For-profit,4-year,For-profit,4-year,2017,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
041184,Chicago ORT Technical Institute,IL,2017,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,2017,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
032893,Colorado Heights University,CO,2017,Nonprofit 4-year,Nonprofit,4-year,Nonprofit,4-year,2017,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030299,Consolidated School of Business,PA,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2017,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
042141,Cosmotech School of Cosmetology,ME,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2017,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
021192,Court Reporting Institute of St Louis,MO,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2017,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
036143,David's Academy of Beauty,CA,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2017,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
041274,Digital Media Arts College,FL,2017,For-profit 4-year,For-profit,4-year,For-profit,4-year,2017,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
002149,Episcopal Divinity School,MA,2017,Nonprofit 4-year,Nonprofit,4-year,Nonprofit,4-year,2017,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
022506,Everest College,MO,2017,Nonprofit 4-year,Nonprofit,4-year,For-profit; Nonprofit,4-year,2017,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030079,Gallipolis Career College,OH,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2017,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
041250,Gentle Healing School of Massage,NJ,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2017,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
024943,Gill-Tech Academy of Hair Design,WI,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2017,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
004642,Globe University,MN,2017,For-profit 4-year,For-profit,4-year,For-profit,4-year,2017,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
042088,Gloria Francis School of Make-up Artistry,NY,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2017,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
024908,Hair Fashions By Kaye Beauty College,IN,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2017,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
008635,IBMC College,CO,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2017,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
038153,In Session-Arts of Cosmetology Beauty School,MI,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2017,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
038313,Institute of Hair Design,OK,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2017,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
036833,International Barber & Style College,TN,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2017,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
001497,Jones College,FL,2017,Nonprofit 4-year,Nonprofit,4-year,Nonprofit,4-year,2017,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
022342,Keystone Technical Institute,PA,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2017,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
025738,L'Academie de Cuisine,MD,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2017,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
022202,Le Cordon Bleu College of Culinary Arts,CA,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2017,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
025693,Le Cordon Bleu College of Culinary Arts,TX,2017,For-profit 2-year,For-profit,2-year,For-profit; Nonprofit,2-year,2017,D; M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
026167,Le Cordon Bleu College of Culinary Arts,AZ,2017,For-profit 4-year,For-profit,4-year,For-profit,4-year,2017,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030226,Le Cordon Bleu College of Culinary Arts,OR,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2017,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
032103,Le Cordon Bleu College of Culinary Arts,CA,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2017,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
023522,Le Cordon Bleu College of Culinary Arts in Chicago,IL,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2017,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
024951,Maryland Beauty Academy,MD,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2017,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030012,McNally Smith College of Music,MN,2017,For-profit 4-year,For-profit,4-year,For-profit,4-year,2017,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
037633,Medical Professional Institute,MA,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2017,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
004646,Minnesota School of Business,MN,2017,For-profit 4-year,For-profit,4-year,For-profit,4-year,2016,A; D; M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
021549,Missouri School of Barbering & Hairstyling,MO,2017,For-profit 2-year,For-profit,2-year,For-profit; Nonprofit,2-year,2016,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
009520,National Academy of Beauty Arts,MO,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
022957,National Academy of Beauty Arts,MO,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
034684,National Institute of Massotherapy -,OH,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2017,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
042516,National Personal Training Institute of Massachusetts,MA,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,N,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
007486,New England Institute of Art (The),MA,2017,For-profit 4-year,For-profit,4-year,For-profit,4-year,2017,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
041480,New Life Business Institute,NY,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
021634,New York Career Institute,NY,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2017,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030800,Newport School of Hairdressing,RI,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2017,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
041408,North Florida Academy,FL,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2017,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030307,Oklahoma School of Photography,OK,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
021193,Pennsylvania Academy of Cosmetology Arts & Sciences,PA,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030744,Phagans' Newport Academy of Cosmetology Careers,OR,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2017,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
026130,Pinnacle Career Institute,KS,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2018,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
022960,Prince Institute - Southeast,IL,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2017,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
020924,Ridley-Lowell School of Business,NY,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2017,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
041685,SOLEX College,IL,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2017,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
001833,Saint Joseph's College,IN,2017,Nonprofit 4-year,Nonprofit,4-year,Nonprofit,4-year,2017,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
042090,San Francisco College of Cosmetology,CA,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2017,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
007351,Sanford-Brown College,MN,2017,For-profit 4-year,For-profit,4-year,For-profit,4-year,2017,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
021160,Sanford-Brown College,TX,2017,For-profit 2-year,For-profit,2-year,For-profit; Public,2-year,2017,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
021603,Sanford-Brown College,IL,2017,For-profit 4-year,For-profit,4-year,For-profit,4-year,2017,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
041844,Seymour Beauty Academy,MO,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2017,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
041933,Shepherd University,CA,2017,Nonprofit 4-year,Nonprofit,4-year,Nonprofit,4-year,2017,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
001756,Shimer College,IL,2017,Nonprofit 4-year,Nonprofit,4-year,Nonprofit,4-year,2016,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
021884,Sierra Valley College of Court Reporting,CA,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
022704,Southeastern Bible College,AL,2017,Nonprofit 4-year,Nonprofit,4-year,Nonprofit,4-year,2017,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
035533,Southeastern College,FL,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2017,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
031269,Styles & Profiles Beauty College,TN,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2017,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
041200,Sunnyside Beauty Academy,WA,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2017,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
009104,TONI&GUY Hairdressing Academy,FL,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2018,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
011031,Technical Career Institutes,NY,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2017,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
036074,Total Look School of Cosmetology and Massage Therapy,IA,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2017,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
020543,Trumbull Business College,OH,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2017,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
004467,Tucson College,AZ,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2017,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
041848,Vantage College,TX,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
042324,Vantage College - San Antonio,TX,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
022939,Volunteer Beauty Academy,TN,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
022940,Volunteer Beauty Academy,TN,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
023359,Volunteer Beauty Academy,TN,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
002522,Wentworth Military Academy and College,MO,2017,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,2016,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
010861,West Virginia Business College,WV,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2017,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030623,Westech College,CA,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
007405,Wood Tobe - Coburn School,NY,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2017,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
038493,Xtreme Career Institute,PR,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2017,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
