opeid6,institution_name,state,closure_year,sample_type,broad_sector,level,ever_broad_sectors,overall_level,metrics_year_two_years_prior,student_headcount_two_years_prior,student_fte_two_years_prior,staff_headcount_two_years_prior,staff_fte_two_years_prior,matched_headcount_year,matched_student_headcount,last_seen_year,last_seen_acts,last_seen_newids,source_note,closure_rule,headcount_note,metrics_note
039273,Marinello School of Beauty,CT,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2014,524,342.0,29,22.3,2015,420,2015,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
023089,Masters of Cosmetology College,IN,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2014,135,96.0,9,9.0,2015,108,2016,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
033484,Mattia College,FL,2016,For-profit 4-year,For-profit,4-year,For-profit,4-year,2014,895,693.0,141,101.7,2015,984,2015,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
007362,Medtech College,IN,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2014,4233,4077.0,362,260.0,2015,4331,2016,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
025889,Medtech College,VA,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2014,3421,3335.0,124,94.7,2015,3042,2016,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
006478,Mercy School of Nursing,NC,2016,Public 2-year,Public,2-year,Nonprofit; Public,2-year,2014,201,125.0,18,16.7,2016,78,2017,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
009795,Missouri College,MO,2016,For-profit 4-year,For-profit,4-year,For-profit,4-year,2014,858,594.0,103,63.7,2016,899,2016,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
022278,Mitchell's Hair Styling Academy,NC,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2014,4,3.0,2,2.0,2016,19,2016,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
032053,Modern Beauty School,MT,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2014,67,71.0,6,6.0,2016,56,2016,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
006420,Montclair Hospital LLC,NJ,2016,For-profit 2-year,For-profit,2-year,For-profit; Nonprofit,2-year,2014,118,84.0,22,16.0,2015,112,2016,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
004729,Mount Washington College,NH,2016,For-profit 4-year,For-profit,4-year,For-profit,4-year,2014,2796,1554.0,291,155.7,2015,1870,2016,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
039333,Mueller College,CA,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2014,199,80.0,41,21.7,2015,138,2016,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
021614,Northeastern Hospital School of Nursing,PA,2016,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,2014,110,53.0,15,13.0,2015,62,2016,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
041489,Northern California Institute of Cosmetology,CA,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2014,64,58.0,16,9.3,2015,51,2016,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
040453,Northwest Beauty School,TX,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2014,71,71.0,3,2.3,2015,62,2016,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
041889,Northwest Institute of Literary Arts,WA,2016,Nonprofit 4-year,Nonprofit,4-year,Nonprofit,4-year,2014,52,39.0,18,7.3,2015,67,2016,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
039505,Northwest Regional Technology Institute,PA,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2014,42,42.0,15,5.7,2015,24,2015,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
030292,Nu Tek Academy of Beauty,KY,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2014,42,28.0,3,3.0,2015,24,2016,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
031163,Ohio College of Massotherapy,OH,2016,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,2014,115,67.0,13,6.3,2015,120,2016,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
025438,PARIS II Educational Center,MO,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2014,163,109.0,10,9.3,2015,146,2016,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
041756,Park Avenue School of Cosmetology,MN,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2014,81,81.0,9,8.3,2016,90,2016,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
041493,Park West Barber School,NC,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2014,631,450.0,32,30.0,2015,641,2016,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
035983,Paul Mitchell the School Santa Barbara,CA,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2014,190,152.0,35,25.0,2015,183,2016,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
025748,Pennsylvania Institute of Taxidermy,PA,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2014,19,20.0,4,4.0,2015,18,2016,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
026089,Pinnacle College,CA,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2014,322,101.0,47,27.7,2015,216,2015,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
041613,Preferred College of Nursing,CA,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2014,129,103.0,15,6.3,2015,85,2016,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
039444,Professional Careers Institute,TX,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2014,366,120.0,21,19.7,2015,250,2015,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
041900,Radians College,DC,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2014,769,743.0,52,32.7,2015,983,2016,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
010490,Regency Beauty Institute,MN,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2014,10642,6768.0,728,682.0,2015,9161,2016,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
030644,Regency Beauty Institute,NC,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2014,226,144.0,12,12.0,2015,221,2016,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
037003,Regency Beauty Institute - Cleveland,OH,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2014,177,99.0,6,5.3,2015,160,2016,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
041157,Regina's College of Beauty,NC,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2014,263,221.0,18,16.7,2015,267,2016,A; D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
040943,Robert B. Miller College (The),MI,2016,Nonprofit 4-year,Nonprofit,4-year,Nonprofit,4-year,2014,476,201.0,51,28.3,2015,457,2016,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
011647,SBI Campus - an affiliate of Sanford-Brown,NY,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2014,545,384.0,40,28.0,2016,182,2016,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
030695,Sage College,CA,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2014,639,247.0,43,29.7,2016,544,2016,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
037043,Salon Professional Academy (The),MI,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2014,75,38.0,4,4.0,2015,53,2016,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
041345,San Diego College,CA,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2014,406,502.0,19,15.7,2015,272,2015,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
026150,Sanford-Brown College,NY,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2014,2516,1941.0,152,111.3,2016,664,2016,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
026164,Sanford-Brown College,FL,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2014,1972,2250.0,135,107.7,2016,457,2016,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
037744,Shear Academy,TN,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2014,55,30.0,3,3.0,2015,46,2016,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
023398,Southern Institute of Cosmetology,TN,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2014,70,64.0,4,3.3,2015,54,2016,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
030965,Springfield Beauty Academy,VA,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2014,100,76.0,10,7.3,2015,75,2016,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
001983,St. Catharine College,KY,2016,Nonprofit 4-year,Nonprofit,4-year,Nonprofit,4-year,2014,866,652.0,200,148.0,2015,1099,2016,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
007804,Star Career Academy,NY,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2014,2624,1589.0,97,79.7,2016,1769,2016,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
033803,Star Career Academy,NY,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2014,4052,2378.0,189,145.7,2016,3040,2016,A; M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
008417,Stenotype Institute of Jacksonville,FL,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2014,321,321.0,16,15.3,2015,228,2015,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
012927,Syracuse City School District,NY,2016,Public 2-year,Public,2-year,Public,2-year,2014,26,31.0,18,12.7,2016,40,2016,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
039325,Total Cosmetology Training Center,WA,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2014,188,149.0,11,9.7,2015,135,2016,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
041692,Tramy Beauty School,CA,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2014,399,228.0,17,14.3,2015,321,2016,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
021067,Trinity Lutheran College,WA,2016,Nonprofit 4-year,Nonprofit,4-year,Nonprofit,4-year,2014,222,192.0,53,42.3,2015,239,2016,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
009077,Utica School of Commerce,NY,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2014,572,313.0,85,58.3,2016,337,2016,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
021088,Wards Corner Beauty Academy,VA,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2014,289,241.0,24,20.0,2016,188,2016,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
026101,Washington County Adult Skill Center,VA,2016,Public 2-year,Public,2-year,Public,2-year,2014,106,75.0,9,8.3,2015,165,2016,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
007548,Westwood College - Denver North,CO,2016,For-profit 4-year,For-profit,4-year,For-profit,4-year,2014,3853,3340.0,304,198.7,2015,3389,2015,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
030792,Westwood College - DuPage,IL,2016,For-profit 4-year,For-profit,4-year,For-profit,4-year,2014,1221,905.0,137,82.3,2015,1038,2015,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
030727,Westwood College - Los Angeles,CA,2016,For-profit 4-year,For-profit,4-year,For-profit,4-year,2014,5516,3988.0,553,334.3,2015,4388,2015,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
023139,Westwood College - O'Hare Airport,IL,2016,For-profit 4-year,For-profit,4-year,For-profit; Nonprofit,4-year,2014,1447,1060.0,135,89.7,2015,1343,2015,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
011626,Westwood College - South Bay,CA,2016,For-profit 4-year,For-profit,4-year,For-profit,4-year,2014,2192,1822.0,181,119.0,2015,1963,2015,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
022659,Windham Community Memorial Hospital Program Of Radiologic Technology,CT,2016,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,2014,24,26.0,2,2.0,2015,23,2016,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
025909,Wright Career College,KS,2016,Nonprofit 4-year,Nonprofit,4-year,For-profit; Nonprofit,4-year,2014,3957,3417.0,462,295.3,2015,3107,2016,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
030649,Aaron's Academy of Beauty,MD,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2015,41,22.0,8,6.0,2016,42,2016,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
007087,Abington Memorial Hospital Dixon School of Nursing,PA,2017,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,2015,,,36,27.3,2017,99,2017,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
041857,Academy for Salon Professionals (The),CA,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2015,201,130.0,24,16.0,2016,186,2017,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
010507,Academy of Hair Design,OR,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2015,72,75.0,6,5.3,2016,57,2017,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
031037,Adirondack Beauty School,NY,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2015,47,28.0,2,2.0,2016,31,2017,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
008328,Alvareita's College of Cosmetology,IL,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2015,84,70.0,11,11.0,2016,42,2016,A; D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
023494,Alvareita's College of Cosmetology,IL,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2015,56,56.0,6,6.0,2016,30,2016,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
