UNITID,F1CORREV,F1TUFEPC,F1STAPPC,F1LCAPPC,F1GVGCPC,F1PGGCPC,F1INVRPC,F1OTRVPC,F1TUFEFT,F1STAPFT,F1LCAPFT,F1GVGCFT,F1PGGCFT,F1INVRFT,F1OTRVFT,F1COREXP,F1INSTFT,F1RSRCFT,F1PBSVFT,F1ACSPFT,F1STSVFT,F1INSUFT,F1OTEXFT,F1INSTPC,F1RSRCPC,F1PBSVPC,F1ACSPPC,F1STSVPC,F1INSUPC,F1OTEXPC,F1SWINSP,F1SWRSRP,F1SWPBSP,F1SWACSP,F1SWSTSP,F1SWISPP,F1SWOTEP,F1SWCREP,F1ENDMFT,F1SAFBPC,F1SALRPC,F1EQUITR,F2CORREV,F2TUFEPC,F2GVGCPC,F2PGGCPC,F2INVRPC,F2OTRVPC,F2TUFEFT,F2GVGCFT,F2PGGCFT,F2INVRFT,F2OTRVFT,F2COREXP,F2INSTFT,F2RSRCFT,F2PBSVFT,F2ACSPFT,F2STSVFT,F2INSUFT,F2OTEXFT,F2INSTPC,F2RSRCPC,F2PBSVPC,F2ACSPPC,F2STSVPC,F2INSUPC,F2OTEXPC,F2SWINSP,F2SWRSRP,F2SWPBSP,F2SWACSP,F2SWSTSP,F2SWISPP,F2SWOTEP,F2SWCREP,F2ENDMFT,F2SAFBPC,F2SALRPC,F2EQUITR,F3CORREV,F3TUFEPC,F3GVGCPC,F3PGGCPC,F3INVRPC,F3SSEAPC,F3OTRVPC,F3TUFEFT,F3GVGCFT,F3PGGCFT,F3INVRFT,F3SSEAFT,F3OTRVFT,F3COREXP,F3INSTFT,F3RSRCFT,F3PBSVFT,F3ACSPFT,F3STSVFT,F3INSUFT,F3OTEXFT,F3INSTPC,F3RSRCPC,F3PBSVPC,F3ACSPPC,F3STSVPC,F3INSUPC,F3OTEXPC,F3SWINSP,F3SWRSRP,F3SWPBSP,F3SWACSP,F3SWSTSP,F3SWISPP,F3SWOTEP,F3SWCREP,F3SAFBPC,F3SALRPC,F3EQUITR       
100858,1003476546,51,29,0,18,7,-13,9,17158,9794,0,5981,2387,-4411,3010,1036268551,8493,8916,3903,5404,1503,3741,3067,24,25,11,15,4,11,9,57,48,45,55,45,55,0,47,30798,57,44,37,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
100937,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,19529503,58,9,34,-2,2,10340,1535,6071,-425,315,64528010,10997,0,0,2752,8776,36096,308,19,0,0,5,15,61,1,67,.,.,18,18,11,0,23,46421,27,21,63,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
101028,23032251,10,50,0,39,0,0,1,2423,12617,0,9936,0,6,328,18807138,5941,0,0,865,2424,3498,7939,29,0,0,4,12,17,38,73,.,.,67,65,46,6,41,55,50,41,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
101116,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5746176,71,29,0,0,0,0,11834,4859,0,0,0,11,6495658,7071,0,0,481,2197,8461,673,37,0,0,3,12,45,4,54,.,.,69,90,9,79,39,41,39,88
101143,30564710,13,35,0,51,0,0,0,2869,7425,0,10896,22,41,76,26504511,6011,0,844,590,2269,3291,5491,33,0,5,3,12,18,30,67,.,8,38,55,34,0,36,12,44,36,52,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
101161,76774261,18,41,3,37,0,0,1,2740,6190,443,5671,2,21,203,71234126,5423,0,0,777,1446,1564,4957,38,0,0,5,10,11,35,72,.,.,40,56,44,0,40,.,48,40,29,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
101189,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,52728429,67,21,9,0,3,11939,3788,1595,-9,579,48376018,7286,0,0,1079,3470,3256,1325,44,0,0,7,21,20,8,59,.,.,37,33,29,0,41,7046,47,38,57,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
101240,66711028,9,38,1,51,0,-1,1,1968,7904,294,10552,81,-187,273,55767410,5098,0,22,693,1751,2916,6980,29,0,0,4,10,17,40,78,.,78,69,68,45,0,40,1084,47,40,25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
101277,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,809083,88,0,0,0,12,0,9631,0,0,0,1302,0,552405,3153,0,0,318,242,3751,0,42,0,0,4,3,50,0,50,.,.,100,100,41,.,50,51,50,.
101286,53749721,12,37,0,51,0,0,0,2392,7341,0,10274,31,17,53,49595895,6666,0,0,696,1472,1929,7791,36,0,0,4,8,10,42,68,.,.,76,63,59,0,39,60,46,38,36,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
101295,64258616,19,40,0,39,0,0,1,3217,6669,0,6489,62,0,129,55839041,7032,0,0,1282,1664,1985,2433,49,0,0,9,12,14,17,41,.,.,38,43,39,0,34,.,44,33,46,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
101301,26934996,11,37,0,49,1,0,1,2428,7818,0,10506,286,2,201,26057726,4052,0,95,869,3119,2852,9564,20,0,0,4,15,14,47,84,.,71,63,57,47,2,36,.,42,36,33,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
101365,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8765934,97,0,0,0,3,14465,0,0,0,418,7315367,4772,0,0,737,4329,1761,822,38,0,0,6,35,14,7,52,.,.,47,27,27,4,36,.,44,36,70,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
101435,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15494496,74,18,21,-17,4,14459,3449,4057,-3300,824,20976031,8160,0,0,2118,8190,5734,2183,31,0,0,8,31,22,8,65,.,.,48,46,45,0,48,71903,50,41,74,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
101453,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2997384,13,12,134,-62,3,4856,4605,51022,-23503,961,3244501,8422,1002,1352,4502,6192,19600,0,21,2,3,11,15,48,0,71,80,50,65,64,36,.,52,182100,60,51,93,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
101462,19586602,3,33,0,62,0,0,1,1084,11354,0,21559,167,49,453,15208325,6589,0,0,1873,2360,5916,10180,24,0,0,7,9,22,38,65,.,.,64,62,36,4,35,.,42,35,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
101471,24829634,0,52,0,46,0,0,3,10,27745,0,24606,89,32,1379,17044583,15672,0,0,2928,4771,6043,7560,42,0,0,8,13,16,20,66,.,.,93,69,38,0,50,.,62,50,14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
101480,163423508,34,29,0,27,0,0,10,7053,5881,0,5600,0,-100,2107,153353420,6828,27,432,1152,3938,4085,2813,35,0,2,6,20,21,15,65,33,38,57,40,31,0,42,1792,52,39,21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
101505,72709019,21,38,0,42,0,-2,1,2976,5426,13,6008,57,-253,81,67623862,5580,0,1,188,1284,2504,3750,42,0,0,1,10,19,28,63,.,0,46,61,46,0,42,268,51,42,41,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
101514,87305124,23,42,0,33,0,0,2,3586,6675,0,5225,30,-30,327,71785175,5219,0,0,969,1211,2759,2844,40,0,0,7,9,21,22,60,.,.,58,54,37,0,41,1330,52,41,52,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
101569,48699182,5,33,0,60,0,0,2,1076,7448,0,13264,74,41,354,41368167,5826,0,0,1094,1678,2869,7439,31,0,0,6,9,15,39,69,.,.,64,63,36,0,36,274,43,36,41,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
101587,89635634,44,27,0,21,0,0,8,8138,4903,0,3869,0,1,1379,80956663,7680,81,850,1425,2068,1369,3045,46,0,5,9,13,8,18,42,35,0,26,36,55,17,34,88,48,33,-6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
101602,25027116,9,37,1,50,2,0,1,1698,7253,228,9886,444,5,116,19892859,5428,0,0,2458,1335,2796,3585,35,0,0,16,9,18,23,72,.,.,29,65,40,0,42,.,49,41,17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
101648,15273980,6,70,0,21,3,0,0,2817,32785,0,10040,1261,19,220,13302004,5028,0,0,2191,10505,6555,16776,12,0,0,5,26,16,41,80,.,.,66,68,54,13,45,20411,50,40,33,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
101675,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36737715,18,59,5,-10,27,4563,14696,1308,-2470,6759,38578927,4405,0,5,1313,5765,14615,0,17,0,0,5,22,56,0,70,.,0,66,43,11,.,31,17349,35,29,82,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
101693,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21809830,64,13,29,-8,2,10548,2072,4820,-1331,376,19829601,8085,0,0,538,2268,4066,31,54,0,0,4,15,27,0,54,.,.,17,45,36,0,46,16692,47,35,51,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
101709,71178948,28,35,0,29,0,-1,9,8514,10685,0,8860,0,-287,2698,72902066,11337,16,235,2577,5210,9549,2285,36,0,1,8,17,31,7,61,69,69,55,53,14,0,40,15106,50,38,-10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
101736,38076339,9,40,0,48,0,0,2,1839,7911,22,9581,61,43,354,32574587,6235,0,811,968,2329,2943,3663,37,0,5,6,14,17,22,68,.,56,45,61,38,0,45,1024,55,45,26,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
101879,131416351,43,37,0,17,0,-1,4,8254,6967,0,3308,0,-177,681,134698629,8349,54,845,1004,2299,2516,4440,43,0,4,5,12,13,23,64,30,38,53,49,50,0,44,6684,56,43,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
101897,32904597,15,38,0,46,0,0,0,3094,7587,0,9282,52,59,39,27224782,5933,0,0,1001,2949,2402,4357,36,0,0,6,18,14,26,68,.,.,62,26,51,0,40,.,48,39,28,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
101912,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,43305653,41,30,32,-9,6,12279,9116,9585,-2733,1931,55074452,8281,263,347,2937,3903,9064,13585,22,1,1,8,10,24,35,65,30,28,42,27,30,0,27,13805,37,26,66,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
101994,10884980,9,57,0,34,0,0,0,3183,19873,0,11837,163,26,31,7876466,9043,0,0,1358,2123,4952,7931,36,0,0,5,8,19,31,68,.,.,72,71,48,0,43,.,52,43,21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
102030,49539149,4,33,0,60,1,0,3,1056,9452,0,17247,221,15,811,39818433,6691,0,0,603,1986,3931,9939,29,0,0,3,9,17,43,69,.,.,66,69,29,0,32,88,37,32,31,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
102049,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,231627736,51,3,48,-7,4,19873,1340,18715,-2708,1481,162900486,15323,0,618,2091,5550,3636,0,56,0,2,8,20,13,0,57,.,18,37,31,57,.,49,71236,58,44,58,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
102058,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2084547,4,1,0,0,95,4575,625,0,215,98813,808002,8020,0,200,7500,850,15190,8640,20,0,0,19,2,38,21,48,.,88,100,100,99,75,84,7121,84,84,71,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
102067,48524932,18,44,0,34,2,0,2,2820,6995,0,5385,261,25,351,46123570,5653,0,0,831,1590,3332,3647,38,0,0,6,11,22,24,66,.,.,64,59,36,0,43,.,52,42,36,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
102076,24960433,24,44,0,37,0,-5,0,3064,5485,0,4599,25,-656,21,21008881,3073,0,2,419,1253,1611,4193,29,0,0,4,12,15,40,75,.,15,69,56,43,0,38,1264,45,37,30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
