snapshot_date,snapshot_label,hcm_level,opeid,unitid,institution_name,city,state,country,sector,institution_type_desc,reason_on_description,in_finance_tracker
2025-06-01,June 2025,HCM1,00190800,154855,Central Christian College of Kansas,McPherson,KS,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-06-01,June 2025,HCM1,00191300,154998,Dodge City Community College,Dodge City,KS,United States,Public,Public,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,00191400,155007,Donnelly College,Kansas City,KS,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,02168900,155308,Kansas Christian College,Overland Park,KS,United States,Private not-for-profit,Private Non-Profit,Payment Method Changed,Yes
2025-06-01,June 2025,HCM1,00193100,155496,Manhattan Christian College,Manhattan,KS,United States,Private not-for-profit,Private Non-Profit,Financial Statement Late or Missing,Yes
2025-06-01,June 2025,HCM1,02134800,155353,Old Town Barber  College,Wichita,KS,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-06-01,June 2025,HCM1,00193700,155627,Ottawa University,Ottawa,KS,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-06-01,June 2025,HCM1,00250900,179317,Saint Paul School of Theology,Leawood,KS,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,00194000,155900,Southwestern College,Winfield,KS,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-06-01,June 2025,HCM1,04205300,476902,Y's Hair International,Overland Park,KS,United States,Private for-profit,Proprietary,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,04038300,447935,ATA College,Louisville,KY,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-06-01,June 2025,HCM1,02526100,248192,Allure Beauty College,Whitesburg,KY,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-06-01,June 2025,HCM1,02159100,237127,Appalachian Beauty School,Belfry,KY,United States,Private for-profit,Proprietary,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,02535600,156417,Clear Creek Baptist Bible College,Pineville,KY,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-06-01,June 2025,HCM1,00196400,156745,Georgetown College,Georgetown,KY,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-06-01,June 2025,HCM1,00196800,157058,Kentucky State University,Frankfort,KY,United States,Public,Public,Financial Statement Late or Missing,Yes
2025-06-01,June 2025,HCM1,00197100,157207,Lexington Theological Seminary,Lexington,KY,United States,Private not-for-profit,Private Non-Profit,Financial Statement Late or Missing,No
2025-06-01,June 2025,HCM1,04177600,461722,Lindsey Institute of Cosmetology,Bowling Green,KY,United States,Private for-profit,Proprietary,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,00197400,157298,Louisville Presbyterian Theological Seminary,Louisville,KY,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,00198800,157863,Union Commonwealth University,Barbourville,KY,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,Yes
2025-06-01,June 2025,HCM1,03294300,434821,Blue Cliff College,Metairie,LA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-06-01,June 2025,HCM1,03010400,158617,Crescent City School of Gaming & Bartending,New Orleans,LA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-06-01,June 2025,HCM1,03480300,439738,Fortis College,Baton Rouge,LA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-06-01,June 2025,HCM1,04217000,481465,Healthcare Training Institute,Kenner,LA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-06-01,June 2025,HCM1,04264800,490416,J's Barber College,New Iberia,LA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-06-01,June 2025,HCM1,02536400,159531,Louisiana Academy of Beauty,Eunice,LA,United States,Private for-profit,Proprietary,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,04151600,457606,My-Le's Beauty College,Gretna,LA,United States,Private for-profit,Proprietary,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,02337400,164599,Bancroft School of Massage Therapy,Worcester,MA,United States,Private for-profit,Proprietary,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,00215100,165884,Benjamin Franklin Cummings Institute,Boston,MA,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,No
2025-06-01,June 2025,HCM1,00216700,164775,Berkshire Community College,Pittsfield,MA,United States,Public,Public,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,03248300,164614,Boston Baptist College,Boston,MA,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-06-01,June 2025,HCM1,02274300,165495,Conway School of Landscape Design,Northampton,MA,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,04116900,451255,DiGrigoli School of Cosmetology,West Springfield,MA,United States,Private for-profit,Proprietary,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,00527900,382416,Greater Lowell Regional Vocational Technical School,Tyngsboro,MA,United States,Public,Public,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,00466100,166018,Hampshire College,Amherst,MA,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-06-01,June 2025,HCM1,00215400,166054,Hellenic College & Holy Cross Greek Orthodox School of Theology,Brookline,MA,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,Yes
2025-06-01,June 2025,HCM1,00989900,166498,Lowell Academy Hair Styling Institute,Lowell,MA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-06-01,June 2025,HCM1,02197900,167297,North Bennet Street School,Boston,MA,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,00217400,167376,Northern Essex Community College,Haverhill,MA,United States,Public,Public,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,03570500,217606,Northpoint Bible College,Haverhill,MA,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-06-01,June 2025,HCM1,00221400,167677,Saint John's Seminary,Boston,MA,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,Yes
2025-06-01,June 2025,HCM1,03104000,412535,Shawsheen Valley School of Practical Nursing,Billerica,MA,United States,Public,Public,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,00632200,165060,Signature Healthcare Brockton Hospital School of Nursing,Brockton,MA,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,No
2025-06-01,June 2025,HCM1,04122000,459408,Tri County Regional Vocational Technical High School,Franklin,MA,United States,Public,Public,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,03130500,429128,Urban College of Boston,Boston,MA,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,03493300,373784,All-State Career,Baltimore,MD,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-06-01,June 2025,HCM1,02269700,162830,Aveda Institute Maryland,Bel Air,MD,United States,Private for-profit,Proprietary,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,01031900,163347,Fortis Institute - Towson,Towson,MD,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-06-01,June 2025,HCM1,00207600,162760,Hood College,Frederick,MD,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,Yes
2025-06-01,June 2025,HCM1,02331000,163815,Maryland Beauty Academy of Essex,Baltimore,MD,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-06-01,June 2025,HCM1,02578400,164085,Maryland University of Integrative Health,Laurel,MD,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,No
2025-06-01,June 2025,HCM1,04141600,455026,Omega Studios' School of Applied Recording Arts & Sciences,Rockville,MD,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-06-01,June 2025,HCM1,00223500,168546,Albion College,Albion,MI,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-06-01,June 2025,HCM1,00224600,169327,Cleary University,Howell,MI,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-06-01,June 2025,HCM1,04002400,247162,Ecumenical Theological Seminary,Detroit,MI,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,01321800,170736,M.J. Murphy Beauty College,Mount Pleasant,MI,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-06-01,June 2025,HCM1,04248700,490489,Metro Detroit Barber College,Detroit,MI,United States,Private not-for-profit,Private Non-Profit,Payment Method Changed,No
2025-06-01,June 2025,HCM1,03772300,441070,Saginaw Chippewa Tribal College,Mount Pleasant,MI,United States,Public,Public,Administrative Capability,No
2025-06-01,June 2025,HCM1,04138400,451307,Salon Professional Academy (The),Battle Creek,MI,United States,Private for-profit,Proprietary,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,00231600,172264,Siena Heights University,Adrian,MI,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,Yes
2025-06-01,June 2025,HCM1,01262700,172477,Thomas M. Cooley Law School,Lansing,MI,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,No
2025-06-01,June 2025,HCM1,02060300,169655,Universal Technical Institute,Canton,MI,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-06-01,June 2025,HCM1,04160500,457679,Avalon School of Cosmetology,Worthington,MN,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-06-01,June 2025,HCM1,04227800,486284,Bethany Global University,Bloomington,MN,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,No
2025-06-01,June 2025,HCM1,03096400,413626,Leech Lake Tribal College,Cass Lake,MN,United States,Public,Public,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,00983100,174321,Model College of Hair Design,Saint Cloud,MN,United States,Private for-profit,Proprietary,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,00869400,175014,Rasmussen University,Saint Cloud,MN,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-06-01,June 2025,HCM1,00238600,175139,United Theological Seminary of the Twin Cities,St. Paul,MN,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,02504200,125231,Walden University,Minneapolis,MN,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-06-01,June 2025,HCM1,04295100,496724,Aesthetics Institute,St. Louis,MO,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,04174800,461573,American Trade School,Saint Ann,MO,United States,Private for-profit,Proprietary,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,03616300,441496,Aviation Institute of Maintenance,Kansas City,MO,United States,Private for-profit,Proprietary,Other - CIO Problems (Eligibility),No
2025-06-01,June 2025,HCM1,00245000,176789,Calvary University,Kansas City,MO,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-06-01,June 2025,HCM1,00245800,177117,Cottey College,Nevada,MO,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,Yes
2025-06-01,June 2025,HCM1,00246200,177278,Eden Theological Seminary,Webster Groves,MO,United States,Private not-for-profit,Private Non-Profit,Financial Statement Late or Missing,No
2025-06-01,June 2025,HCM1,00246300,177339,Evangel University,Springfield,MO,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-06-01,June 2025,HCM1,04173900,461537,Evolve Beauty Academy,Washington,MO,United States,Private for-profit,Proprietary,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,00908900,177542,Hannibal - LaGrange University,Hannibal,MO,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-06-01,June 2025,HCM1,00246600,177551,Harris - Stowe State University,Saint Louis,MO,United States,Public,Public,Compliance Audit Late or Missing,Yes
2025-06-01,June 2025,HCM1,04130600,455071,Healing Arts Center,St. Louis,MO,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-06-01,June 2025,HCM1,04174000,460932,Skin Institute,Saint Louis,MO,United States,Private for-profit,Proprietary,Payment Method Changed,No
2025-06-01,June 2025,HCM1,04287800,495226,St. Louis Med Tech,St. Louis,MO,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,03970400,447999,WellSpring School of Allied Health,Kansas City,MO,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-06-01,June 2025,HCM1,00240100,175519,Coahoma Community College,Clarksdale,MS,United States,Public,Public,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,00240200,175573,Copiah-Lincoln Community College,Wesson,MS,United States,Public,Public,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,04131300,451343,Corinth Academy of Cosmetology,Corinth,MS,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-06-01,June 2025,HCM1,00240900,175829,Itawamba Community College,Fulton,MS,United States,Public,Public,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,00242600,176169,Northeast Mississippi Community College,Booneville,MS,United States,Public,Public,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,00243600,176354,Southwest Mississippi Community College,Summit,MS,United States,Public,Public,Compliance Audit Late or Missing,No
2025-06-01,June 2025,HCM1,03263300,245281,Traxler's School of Hair,Jackson,MS,United States,Private for-profit,Proprietary,Compliance Audit Late or Missing,No
