UNITID,FTE12MN,UNDUP,UNDUPUG,E12UG1ST,E12UGTRN,E12UGCNT,E12UGNDG,E12GRAD,E12UGFT,E12UG1SFT,E12UGTRFT,E12UGCNFT,E12UGNDFT,E12UGPT,E12UG1SPT,E12UGTRPT,E12UGCNPT,E12UGNDPT,PCTE12AN,PCTE12AS,PCTE12BK,PCTE12HS,PCTE12NH,PCTE12WH,PCTE122M,PCTE12UN,PCTE12NR,PCTE12W,PCTE12UGAN,PCTE12UGAS,PCTE12UGBK,PCTE12UGHS,PCTE12UGNH,PCTE12UGWH,PCTE12UG2M,PCTE12UGUN,PCTE12UGNR,PCTE12UGW,PCTE12GRADAN,PCTE12GRADAS,PCTE12GRADBK,PCTE12GRADHS,PCTE12GRADNH,PCTE12GRADWH,PCTE12GRAD2M,PCTE12GRADUN,PCTE12GRADNR,PCTE12GRADW,PCTE12DEEXC,PCTE12DESOM,PCTE12DENON,PCTE12UGDEEXC,PCTE12UGDESOM,PCTE12UGDENON,PCTE12GRADDEEXC,PCTE12GRADDESOM,PCTE12GRADDENON 
106342,626,688,688,188,51,440,9,0,671,188,49,431,3,17,0,2,9,6,1,2,8,8,0,55,1,19,7,44,1,2,8,8,0,55,1,19,7,44,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
106351,103,116,116,4,0,112,0,0,116,4,0,112,0,0,0,0,0,0,0,0,74,0,2,3,0,21,0,38,0,0,74,0,2,3,0,21,0,38,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
106360,30,43,43,11,0,32,0,0,43,11,0,32,0,0,0,0,0,0,2,0,7,9,0,81,0,0,0,91,2,0,7,9,0,81,0,0,0,91,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
106397,25285,30349,24793,4852,2330,16932,679,5556,20844,4704,1573,14511,56,3949,148,757,2421,623,1,3,5,9,0,72,4,1,5,55,1,3,5,10,0,74,5,1,2,55,1,3,6,6,0,64,3,2,14,52,16,78,6,11,85,4,40,45,15
106412,2329,2898,2698,689,184,1728,97,200,2379,623,164,1579,13,319,66,20,149,84,1,0,89,2,0,4,2,0,2,58,0,0,90,2,0,3,2,0,1,59,1,1,74,2,0,11,1,1,11,52,4,86,10,3,86,11,14,79,8
106449,2148,3939,3939,774,227,1701,1237,0,1886,666,145,1009,66,2053,108,82,692,1171,0,2,6,4,0,80,2,4,0,63,0,2,6,4,0,80,2,4,0,63,.,.,.,.,.,.,.,.,.,.,26,41,32,26,41,32,.,.,.
106458,12190,18451,10162,1358,1203,6711,890,8289,6387,1284,598,4464,41,3775,74,605,2247,849,0,1,14,4,0,72,2,2,3,65,0,1,14,4,0,72,3,2,4,62,0,1,15,3,0,73,2,3,2,69,52,35,12,24,60,16,87,5,8
106467,7799,12257,11245,1897,458,5823,3067,1012,6640,1771,318,4510,41,4605,126,140,1313,3026,1,1,7,9,0,75,4,0,2,58,1,2,6,9,0,75,4,0,2,57,0,0,11,4,0,79,2,0,4,65,38,45,18,33,47,19,84,13,3
106485,2363,3293,2748,524,204,1632,388,545,1683,457,165,1055,6,1065,67,39,577,382,0,1,29,6,0,56,7,0,1,60,0,1,29,7,0,54,8,0,1,58,0,1,25,2,0,67,4,0,1,70,24,53,23,16,58,26,67,26,7
106494,49,74,74,27,0,47,0,0,74,27,0,47,0,0,0,0,0,0,0,0,32,1,0,65,1,0,0,95,0,0,32,1,0,65,1,0,0,95,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
106546,668,928,928,7,467,454,0,0,890,7,431,452,0,38,0,36,2,0,0,1,30,5,0,60,3,1,0,87,0,1,30,5,0,60,3,1,0,87,.,.,.,.,.,.,.,.,.,.,0,59,41,0,59,41,.,.,.
106625,1061,1980,1980,461,245,901,373,0,872,326,109,429,8,1108,135,136,472,365,0,0,3,3,0,89,3,1,0,66,0,0,3,3,0,89,3,1,0,66,.,.,.,.,.,.,.,.,.,.,29,41,30,29,41,30,.,.,.
106704,9441,11834,9613,1782,704,6436,691,2221,7655,1762,590,5266,37,1958,20,114,1170,654,0,2,15,5,0,69,4,1,4,63,0,2,16,6,0,66,4,1,4,60,0,2,9,4,0,78,2,1,3,74,16,71,13,9,80,12,50,33,17
106713,543,693,693,131,75,422,65,0,569,127,66,376,0,124,4,9,46,65,1,1,13,10,0,67,3,2,3,46,1,1,13,10,0,67,3,2,3,46,.,.,.,.,.,.,.,.,.,.,8,92,0,8,92,0,.,.,.
106795,893,1793,1793,355,148,538,752,0,625,218,47,174,186,1168,137,101,364,566,1,0,13,25,0,56,4,0,0,65,1,0,13,25,0,56,4,0,0,65,.,.,.,.,.,.,.,.,.,.,23,47,31,23,47,31,.,.,.
106810,170,208,208,55,17,109,27,0,175,55,17,103,0,33,0,0,6,27,0,0,18,2,0,78,0,1,0,43,0,0,18,2,0,78,0,1,0,43,.,.,.,.,.,.,.,.,.,.,3,68,29,3,68,29,.,.,.
106883,708,1416,1416,217,73,613,513,0,632,173,37,371,51,784,44,36,242,462,0,1,42,1,0,54,1,0,0,68,0,1,42,1,0,54,1,0,0,68,.,.,.,.,.,.,.,.,.,.,25,43,32,25,43,32,.,.,.
106892,237,227,227,60,0,167,0,0,227,60,0,167,0,0,0,0,0,0,0,0,79,3,0,18,0,0,0,98,0,0,79,3,0,18,0,0,0,98,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
106908,378,520,520,159,0,361,0,0,439,127,0,312,0,81,32,0,49,0,2,1,31,11,0,41,6,8,0,86,2,1,31,11,0,41,6,8,0,86,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
106980,1622,2918,2918,724,141,1519,534,0,1443,563,85,780,15,1475,161,56,739,519,1,2,12,9,0,71,4,1,0,61,1,2,12,9,0,71,4,1,0,61,.,.,.,.,.,.,.,.,.,.,19,57,23,19,57,23,.,.,.
106999,853,1490,1490,322,100,615,453,0,771,287,67,398,19,719,35,33,217,434,1,1,3,7,0,81,7,0,1,68,1,1,3,7,0,81,7,0,1,68,.,.,.,.,.,.,.,.,.,.,13,54,33,13,54,33,.,.,.
107044,4539,5149,3830,756,128,2708,238,1319,3354,754,108,2491,1,476,2,20,217,237,0,2,6,4,0,80,3,0,5,58,0,1,5,4,0,80,3,0,6,56,1,3,11,3,0,79,2,1,1,64,28,28,44,25,30,45,39,22,39
107071,2884,3610,2895,576,252,2034,33,715,2478,559,187,1730,2,417,17,65,304,31,0,1,19,6,1,64,6,1,1,59,0,1,19,7,1,62,7,1,1,55,1,1,21,4,0,70,2,1,1,74,24,71,5,12,83,5,74,22,4
107080,1153,1103,1089,310,13,764,2,14,1084,310,13,761,0,5,0,0,3,2,0,4,8,8,0,61,3,16,0,51,0,4,8,8,0,61,3,16,0,51,0,7,7,14,0,57,7,7,0,43,0,0,100,0,0,100,0,0,100
107099,94,120,120,16,0,104,0,0,120,16,0,104,0,0,0,0,0,0,1,1,13,3,0,78,5,0,0,98,1,1,13,3,0,78,5,0,0,98,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
107123,96,97,97,0,64,33,0,0,97,0,64,33,0,0,0,0,0,0,0,1,20,4,0,75,0,0,0,89,0,1,20,4,0,75,0,0,0,89,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
107141,1969,2791,2037,345,203,1043,446,754,1404,326,144,934,0,633,19,59,109,446,1,2,4,7,0,71,5,5,4,62,2,2,2,7,0,72,6,4,5,60,1,1,8,7,0,68,4,8,2,68,29,43,28,20,44,36,52,42,6
107220,263,305,305,183,0,122,0,0,305,183,0,122,0,0,0,0,0,0,4,3,6,19,0,67,1,0,0,96,4,3,6,19,0,67,1,0,0,96,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
107293,47,92,92,29,0,63,0,0,92,29,0,63,0,0,0,0,0,0,7,2,5,12,0,70,4,0,0,99,7,2,5,12,0,70,4,0,0,99,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
107318,702,1569,1569,160,93,507,809,0,373,89,32,207,45,1196,71,61,300,764,1,1,56,4,0,34,3,0,1,63,1,1,56,4,0,34,3,0,1,63,.,.,.,.,.,.,.,.,.,.,25,29,46,25,29,46,.,.,.
107327,827,1757,1757,255,69,693,740,0,706,216,38,404,48,1051,39,31,289,692,0,1,25,5,0,67,1,0,0,62,0,1,25,5,0,67,1,0,0,62,.,.,.,.,.,.,.,.,.,.,63,21,16,63,21,16,.,.,.
107442,34,48,48,8,0,40,0,0,48,8,0,40,0,0,0,0,0,0,2,0,94,0,0,4,0,0,0,38,2,0,94,0,0,4,0,0,0,38,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
107460,1149,2070,2070,337,125,1081,527,0,915,267,55,567,26,1155,70,70,514,501,0,1,2,8,0,83,4,2,1,62,0,1,2,8,0,83,4,2,1,62,.,.,.,.,.,.,.,.,.,.,44,36,20,44,36,20,.,.,.
107488,228,233,233,221,0,12,0,0,226,215,0,11,0,7,6,0,1,0,3,3,4,32,3,54,1,1,0,33,3,3,4,32,3,54,1,1,0,33,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
107512,1640,1817,1736,396,61,1101,178,81,1524,395,50,1079,0,212,1,11,22,178,0,1,7,5,0,82,3,0,2,60,0,1,7,5,0,82,3,0,2,58,4,1,9,1,0,83,2,0,0,95,3,44,53,3,42,56,0,100,0
107521,676,1716,1716,94,158,447,1017,0,476,72,121,268,15,1240,22,37,179,1002,0,1,16,5,0,74,3,0,0,64,0,1,16,5,0,74,3,0,0,64,.,.,.,.,.,.,.,.,.,.,8,19,73,8,19,73,.,.,.
107549,674,1275,1275,223,112,362,578,0,706,192,72,19,423,569,31,40,343,155,1,1,1,2,0,95,0,0,0,72,1,1,1,2,0,95,0,0,0,72,.,.,.,.,.,.,.,.,.,.,37,26,37,37,26,37,.,.,.
107558,867,904,904,212,55,623,14,0,881,211,54,609,7,23,1,1,14,7,0,1,7,13,0,40,3,6,29,51,0,1,7,13,0,40,3,6,29,51,.,.,.,.,.,.,.,.,.,.,8,91,1,8,91,1,.,.,.
107585,1357,2400,2400,605,306,1214,275,0,1239,438,125,650,26,1161,167,181,564,249,0,1,10,10,0,71,6,1,1,65,0,1,10,10,0,71,6,1,1,65,.,.,.,.,.,.,.,.,.,.,14,49,38,14,49,38,.,.,.
107600,843,991,991,149,44,795,3,0,914,142,39,733,0,77,7,5,62,3,0,0,92,2,1,0,2,0,4,65,0,0,92,2,1,0,2,0,4,65,.,.,.,.,.,.,.,.,.,.,3,88,9,3,88,9,.,.,.
107619,912,1492,1492,179,34,562,717,0,665,149,22,348,146,827,30,12,214,571,0,1,45,3,0,49,1,0,0,63,0,1,45,3,0,49,1,0,0,63,.,.,.,.,.,.,.,.,.,.,17,48,35,17,48,35,.,.,.
107637,759,1567,1567,248,116,998,205,0,661,125,64,452,20,906,123,52,546,185,0,1,57,21,0,20,1,0,0,72,0,1,57,21,0,20,1,0,0,72,.,.,.,.,.,.,.,.,.,.,3,32,64,3,32,64,.,.,.
107655,35,61,61,18,0,43,0,0,61,18,0,43,0,0,0,0,0,0,0,0,43,3,0,51,3,0,0,98,0,0,43,3,0,51,3,0,0,98,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
107664,3543,6967,6967,1225,764,3845,1133,0,3178,885,409,1768,116,3789,340,355,2077,1017,0,2,40,5,0,44,4,4,1,67,0,2,40,5,0,44,4,4,1,67,.,.,.,.,.,.,.,.,.,.,36,36,27,36,36,27,.,.,.
107725,798,1604,1604,237,122,817,428,0,624,155,54,357,58,980,82,68,460,370,0,1,30,7,0,60,1,1,0,71,0,1,30,7,0,60,1,1,0,71,.,.,.,.,.,.,.,.,.,.,25,39,35,25,39,35,.,.,.
107743,572,964,964,276,65,323,300,0,527,248,41,198,40,437,28,24,125,260,2,1,1,10,0,79,2,1,4,67,2,1,1,10,0,79,2,1,4,67,.,.,.,.,.,.,.,.,.,.,13,57,31,13,57,31,.,.,.
107789,149,183,183,68,0,115,0,0,183,68,0,115,0,0,0,0,0,0,2,1,3,12,1,82,0,0,0,98,2,1,3,12,1,82,0,0,0,98,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
107831,78,114,114,18,0,96,0,0,114,18,0,96,0,0,0,0,0,0,2,0,7,3,0,89,0,0,0,98,2,0,7,3,0,89,0,0,0,98,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
107840,141,359,359,145,4,210,0,0,288,122,3,163,0,71,23,1,47,0,0,0,79,2,0,18,1,1,0,69,0,0,79,2,0,18,1,1,0,69,.,.,.,.,.,.,.,.,.,.,0,72,28,0,72,28,.,.,.
107877,545,671,639,239,79,312,9,32,632,239,77,307,9,7,0,2,5,0,3,0,12,3,0,75,2,0,5,52,3,0,12,4,0,74,2,0,6,52,3,0,13,0,0,84,0,0,0,63,6,22,72,1,23,76,100,0,0
107974,877,1766,1766,248,307,938,273,0,651,148,80,417,6,1115,100,227,521,267,0,0,35,7,0,55,2,1,1,72,0,0,35,7,0,55,2,1,1,72,.,.,.,.,.,.,.,.,.,.,33,37,30,33,37,30,.,.,.
107983,3890,5209,3763,817,202,2351,393,1446,3116,802,179,2119,16,647,15,23,232,377,0,1,21,4,0,63,4,1,5,60,0,1,23,5,0,66,3,1,2,57,0,2,18,3,0,57,5,3,12,68,38,55,6,20,72,8,85,12,3
107992,837,1588,1588,345,203,656,384,0,584,249,92,175,68,1004,96,111,481,316,0,1,36,4,0,52,6,2,0,47,0,1,36,4,0,52,6,2,0,47,.,.,.,.,.,.,.,.,.,.,27,22,52,27,22,52,.,.,.
108065,14,14,14,9,0,5,0,0,12,8,0,4,0,2,1,0,1,0,0,0,100,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,100,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
108092,4574,6478,6411,947,402,3747,1315,67,4061,854,280,2794,133,2350,93,122,953,1182,2,5,4,14,0,62,11,0,1,59,2,5,4,14,0,62,11,0,1,59,6,0,7,7,0,70,9,0,0,78,24,63,13,24,63,13,100,0,0
108232,6036,11846,8175,1394,1817,4772,192,3671,3592,389,547,2646,10,4583,1005,1270,2126,182,0,5,9,11,0,19,3,29,24,60,0,5,9,13,0,19,4,32,17,58,0,5,6,7,0,19,2,22,39,66,62,28,10,61,31,7,62,21,16
108269,152,121,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,2,43,6,2,0,44,2,1,0,75,.,.,.,.,.,.,.,.,.,.,2,43,6,2,0,44,2,1,0,75,0,100,0,.,.,.,0,100,0
108667,2661,9742,9742,1111,2447,3933,2251,0,888,181,105,458,144,8854,930,2342,3475,2107,0,25,17,27,1,17,7,4,4,60,0,25,17,27,1,17,7,4,4,60,.,.,.,.,.,.,.,.,.,.,63,24,13,63,24,13,.,.,.
108807,5945,14876,14876,1395,925,8466,4090,0,3155,654,144,2330,27,11721,741,781,6136,4063,0,3,2,64,0,22,3,4,0,57,0,3,2,64,0,22,3,4,0,57,.,.,.,.,.,.,.,.,.,.,15,35,50,15,35,50,.,.,.
108852,141,222,222,38,17,167,0,0,222,38,17,167,0,0,0,0,0,0,0,1,12,16,0,32,7,0,31,64,0,1,12,16,0,32,7,0,31,64,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
108861,21,54,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,9,46,13,0,15,2,0,15,35,.,.,.,.,.,.,.,.,.,.,0,9,46,13,0,15,2,0,15,35,87,0,13,.,.,.,87,0,13
108870,335,383,0,0,0,0,0,383,0,0,0,0,0,0,0,0,0,0,1,6,7,10,0,35,3,2,37,49,.,.,.,.,.,.,.,.,.,.,1,6,7,10,0,35,3,2,37,49,0,100,0,.,.,.,0,100,0
108977,113,210,210,73,0,137,0,0,104,42,0,62,0,106,31,0,75,0,1,1,6,76,0,14,0,1,0,72,1,1,6,76,0,14,0,1,0,72,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
109040,2540,2862,2862,370,1177,1315,0,0,2862,370,1177,1315,0,0,0,0,0,0,0,10,16,61,1,7,4,0,0,81,0,10,16,61,1,7,4,0,0,81,.,.,.,.,.,.,.,.,.,.,0,12,88,0,12,88,.,.,.
109086,45,35,12,0,0,1,11,23,12,0,0,1,11,0,0,0,0,0,0,9,17,9,0,31,14,14,6,54,0,17,17,17,0,17,8,25,0,58,0,4,17,4,0,39,17,9,9,52,0,0,100,0,0,100,0,0,100
109208,16021,38602,38602,4852,7979,21700,4071,0,5861,1469,593,3527,272,32741,3383,7386,18173,3799,1,15,7,26,1,39,6,4,0,57,1,15,7,26,1,39,6,4,0,57,.,.,.,.,.,.,.,.,.,.,48,36,16,48,36,16,.,.,.
109350,7574,15487,15487,2471,895,10537,1584,0,4223,1236,220,2733,34,11264,1235,675,7804,1550,0,4,13,59,0,16,5,2,0,60,0,4,13,59,0,16,5,2,0,60,.,.,.,.,.,.,.,.,.,.,5,31,64,5,31,64,.,.,.
109651,2716,3050,2722,326,277,2082,37,328,2164,325,277,1558,4,558,1,0,524,33,0,31,1,9,0,12,3,0,43,57,0,33,1,9,0,11,3,0,41,57,0,9,2,6,0,19,1,0,62,56,100,0,0,100,0,0,100,0,0
109721,200,250,250,188,0,62,0,0,250,188,0,62,0,0,0,0,0,0,0,1,34,34,0,21,3,6,0,74,0,1,34,34,0,21,3,6,0,74,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
109730,34,48,48,11,0,37,0,0,48,11,0,37,0,0,0,0,0,0,0,0,27,33,4,29,0,6,0,17,0,0,27,33,4,29,0,6,0,17,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
109785,8257,10494,5098,630,259,4209,0,5396,3808,607,187,3014,0,1290,23,72,1195,0,0,13,7,35,1,30,4,5,3,70,0,12,7,37,1,32,6,3,3,67,0,15,8,34,1,28,3,8,3,73,99,0,1,99,0,1,100,0,0
109819,14873,35587,35587,3694,2430,20184,9279,0,8287,1784,480,5952,71,27300,1910,1950,14232,9208,0,5,4,67,0,19,3,1,0,58,0,5,4,67,0,19,3,1,0,58,.,.,.,.,.,.,.,.,.,.,87,9,4,87,9,4,.,.,.
109907,1789,3552,3552,484,641,2077,350,0,1213,236,141,819,17,2339,248,500,1258,333,1,4,15,45,1,27,6,2,0,69,1,4,15,45,1,27,6,2,0,69,.,.,.,.,.,.,.,.,.,.,96,3,1,96,3,1,.,.,.
109934,377,603,603,86,0,517,0,0,603,86,0,517,0,0,0,0,0,0,1,4,17,58,1,8,9,1,0,82,1,4,17,58,1,8,9,1,0,82,.,.,.,.,.,.,.,.,.,.,0,76,24,0,76,24,.,.,.
110060,323,465,323,68,44,211,0,142,262,55,42,165,0,61,13,2,46,0,0,18,9,13,0,5,2,0,54,31,0,15,11,18,0,6,2,0,46,26,0,23,4,1,0,1,1,0,70,42,81,18,1,82,17,1,77,22,1
110097,4810,6473,3995,738,308,2892,57,2478,3556,715,254,2587,0,439,23,54,305,57,0,17,3,17,1,42,5,5,9,56,0,15,3,21,1,43,7,4,5,63,0,20,4,11,0,40,3,6,16,45,62,35,3,54,44,2,75,20,4
110194,182,345,345,235,0,110,0,0,345,235,0,110,0,0,0,0,0,0,0,9,5,62,1,23,0,0,0,1,0,9,5,62,1,23,0,0,0,1,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
110219,1617,2302,2302,816,265,1221,0,0,2302,816,265,1221,0,0,0,0,0,0,1,1,20,7,0,42,8,20,0,68,1,1,20,7,0,42,8,20,0,68,.,.,.,.,.,.,.,.,.,.,100,0,0,100,0,0,.,.,.
110246,6689,12100,12100,2455,1338,7736,571,0,4836,1248,400,3147,41,7264,1207,938,4589,530,1,6,2,31,0,51,6,2,1,58,1,6,2,31,0,51,6,2,1,58,.,.,.,.,.,.,.,.,.,.,21,51,28,21,51,28,.,.,.
110316,1210,2039,160,0,91,69,0,1879,140,0,81,59,0,20,0,10,10,0,0,7,6,10,0,53,5,3,15,77,1,4,11,16,1,58,8,1,1,77,0,7,5,10,0,53,5,4,16,77,100,0,0,100,0,0,100,0,0
110334,5959,14473,14473,1760,1401,9598,1714,0,3500,808,198,2393,101,10973,952,1203,7205,1613,0,3,1,43,0,45,5,2,0,55,0,3,1,43,0,45,5,2,0,55,.,.,.,.,.,.,.,.,.,.,25,50,25,25,50,25,.,.,.
110361,11431,13722,9311,1548,1406,6271,86,4411,7493,1347,1020,5126,0,1818,201,386,1145,86,1,7,9,38,1,33,5,4,3,66,1,6,7,38,1,36,5,4,2,63,0,7,12,38,1,29,4,4,5,72,24,60,15,23,73,4,28,33,39
110370,1536,1777,1381,202,158,978,43,396,1303,199,143,959,2,78,3,15,19,41,0,14,4,13,0,18,5,4,41,63,0,16,4,14,0,17,5,4,39,62,0,8,4,9,0,21,5,5,48,66,88,12,0,92,7,0,72,28,1
110398,1009,1034,0,0,0,0,0,1034,0,0,0,0,0,0,0,0,0,0,1,25,4,18,1,45,0,5,3,61,.,.,.,.,.,.,.,.,.,.,1,25,4,18,1,45,0,5,3,61,0,22,78,.,.,.,0,22,78
110404,2235,2379,973,225,4,744,0,1406,973,225,4,744,0,0,0,0,0,0,0,23,1,11,0,30,5,0,30,37,0,38,2,18,0,25,9,0,8,45,0,12,0,5,0,33,3,0,45,32,75,15,10,96,4,0,61,23,16
110413,4070,4670,3100,543,309,2243,5,1570,2882,543,299,2040,0,218,0,10,203,5,0,5,3,37,1,38,6,2,7,60,0,5,4,39,1,39,7,2,3,56,0,4,2,33,0,38,4,3,16,66,28,69,4,21,77,2,42,52,6
110422,21518,23319,22137,4798,1057,16276,6,1182,20569,4761,994,14810,4,1568,37,63,1466,2,0,13,1,18,0,54,8,4,2,49,0,13,1,18,0,54,8,4,2,49,0,10,1,16,0,58,5,5,4,49,70,30,0,71,29,0,50,48,3
110468,3306,4917,1019,0,257,213,549,3898,5,0,0,5,0,1014,0,257,208,549,0,8,8,29,0,34,4,16,1,71,0,5,6,41,0,20,2,25,1,57,0,9,9,26,0,37,5,13,1,75,100,0,0,100,0,0,100,0,0
110486,10409,13088,11036,1431,1992,7567,46,2052,9039,1400,1560,6079,0,1997,31,432,1488,46,0,6,4,61,0,16,2,7,4,66,0,6,4,62,0,14,2,6,4,65,0,5,3,54,0,24,3,9,3,75,88,12,0,87,13,0,95,4,0
110495,9933,12470,10962,1239,1964,7690,69,1508,8859,1167,1571,6121,0,2103,72,393,1569,69,0,9,2,56,1,21,3,5,4,67,0,9,2,57,1,19,3,4,4,66,0,9,2,47,1,31,2,6,2,75,91,9,0,93,7,0,77,23,0
110510,17464,21793,18930,2328,3549,12807,246,2863,15270,2209,2757,10303,1,3660,119,792,2504,245,0,5,5,65,0,12,2,4,6,62,0,5,5,67,0,11,2,3,6,62,0,5,7,50,0,22,3,6,6,66,98,2,0,98,2,0,98,2,0
110529,26368,31745,29280,4324,4509,20365,82,2465,24902,4190,3968,16744,0,4378,134,541,3621,82,0,21,3,48,0,15,3,3,5,47,0,22,3,49,0,14,3,3,5,47,0,19,3,38,0,22,3,5,10,52,99,1,0,99,1,0,96,4,0
110538,15403,18141,16905,2339,2136,12321,109,1236,14942,2258,1851,10830,3,1963,81,285,1491,106,1,6,3,35,0,44,5,4,3,55,0,6,3,35,0,43,5,4,2,54,1,5,2,24,0,52,4,6,5,71,92,8,0,93,7,0,70,30,0
110547,15096,20180,17064,2258,3561,11211,34,3116,12690,2065,2592,8033,0,4374,193,969,3178,34,0,8,11,63,0,7,2,3,5,64,0,7,11,66,0,5,2,3,5,63,0,13,11,45,0,18,3,6,4,71,84,16,0,86,14,0,74,25,0
110556,21979,27235,24106,3709,3571,16392,434,3129,20103,3493,2818,13792,0,4003,216,753,2600,434,0,12,3,55,0,18,3,4,5,60,0,12,3,56,0,17,3,4,5,59,1,9,2,45,0,27,4,5,7,67,89,11,0,91,8,0,73,27,0
110565,35765,47482,41714,5432,7211,28907,164,5768,31809,5115,5186,21508,0,9905,317,2025,7399,164,0,20,2,46,0,19,4,3,6,59,0,21,2,48,0,17,4,3,5,58,0,18,3,31,0,30,3,4,10,62,92,8,0,92,8,0,94,5,0
110574,14770,18567,14925,1108,3253,10426,138,3642,11300,1085,2368,7841,6,3625,23,885,2585,132,0,23,9,33,1,17,5,4,7,61,0,23,10,37,1,15,5,4,5,60,0,23,7,19,1,24,4,5,17,65,94,6,0,94,6,0,95,5,0
110583,34072,43455,36746,4920,6415,25342,69,6709,30478,4773,5243,20450,12,6268,147,1172,4892,57,0,20,4,45,0,18,4,3,6,58,0,21,4,46,0,16,5,2,6,57,0,16,4,40,0,24,3,4,7,63,86,14,0,88,12,0,75,24,1
110592,22974,29167,24729,4011,4286,16412,20,4438,20285,3840,3481,12963,1,4444,171,805,3449,19,0,12,4,68,0,6,1,2,6,60,0,11,4,71,0,4,1,2,6,59,0,14,5,53,0,13,2,4,9,64,85,15,0,85,15,0,84,15,1
110608,33924,43286,36779,4048,6972,25663,96,6507,29724,3997,5410,20313,4,7055,51,1562,5350,92,0,9,5,49,0,22,3,6,6,57,0,9,5,52,0,21,3,4,7,55,0,8,3,32,0,27,3,21,6,67,76,23,1,78,22,0,67,31,2
110617,28226,36476,32919,3804,6537,22468,110,3557,26066,3735,5033,17282,16,6853,69,1504,5186,94,0,18,6,34,1,27,6,4,4,58,0,19,6,35,1,25,6,4,4,57,0,12,5,23,1,40,5,6,8,66,64,35,1,66,34,0,47,44,9
110635,44384,45584,33060,6124,2864,24053,19,12524,30385,6079,2686,21614,6,2675,45,178,2439,13,0,30,2,16,0,25,5,3,17,52,0,35,2,19,0,22,6,3,13,54,0,18,3,10,0,34,4,4,27,47,70,28,2,79,21,0,49,45,6
110644,39803,41743,33396,6156,3217,23942,81,8347,31201,6009,3120,22048,24,2195,147,97,1894,57,0,25,2,22,0,25,5,2,18,60,0,28,2,24,0,22,6,1,17,60,0,15,3,12,0,38,5,5,22,56,35,60,4,40,56,4,15,80,5
110653,38182,38479,31372,5765,2753,22841,13,7107,29867,5743,2710,21404,10,1505,22,43,1437,3,0,34,2,23,0,16,5,2,19,52,0,37,2,25,0,13,5,1,17,53,0,19,3,13,0,29,4,5,27,50,72,27,1,75,25,0,61,35,4
110662,47675,47499,33971,6407,3825,23739,0,13528,32325,6398,3780,22147,0,1646,9,45,1592,0,0,26,4,20,0,28,6,3,14,56,0,28,3,22,0,26,6,3,11,58,0,19,4,14,0,32,4,3,23,48,67,27,5,83,17,0,28,54,18
110671,26434,28597,24616,4866,2573,16898,279,3981,23008,4832,2480,15639,57,1608,34,93,1259,222,0,31,3,38,0,13,4,2,8,53,0,34,4,41,0,11,4,2,4,54,1,12,3,17,0,26,3,4,34,46,86,13,1,95,5,0,31,60,9
110680,41966,41682,33568,6508,3425,23620,15,8114,31746,6469,3335,21942,0,1822,39,90,1678,15,0,30,2,19,0,21,5,2,22,49,0,33,2,22,0,19,5,2,17,50,0,16,2,9,0,27,3,3,40,42,56,43,1,65,34,0,17,81,3
110699,2761,3313,0,0,0,0,0,3313,0,0,0,0,0,0,0,0,0,0,0,34,6,15,0,31,5,5,3,64,.,.,.,.,.,.,.,.,.,.,0,34,6,15,0,31,5,5,3,64,3,76,20,.,.,.,3,76,20
110705,27043,28222,25149,4855,2634,17612,48,3073,23527,4821,2507,16197,2,1622,34,127,1415,46,0,17,2,23,0,32,8,3,15,54,0,18,2,25,0,30,9,3,13,55,1,10,3,10,0,42,1,2,30,47,78,22,0,76,24,0,90,10,0
