UNITID,FTE12MN,UNDUP,UNDUPUG,E12UG1ST,E12UGTRN,E12UGCNT,E12UGNDG,E12GRAD,E12UGFT,E12UG1SFT,E12UGTRFT,E12UGCNFT,E12UGNDFT,E12UGPT,E12UG1SPT,E12UGTRPT,E12UGCNPT,E12UGNDPT,PCTE12AN,PCTE12AS,PCTE12BK,PCTE12HS,PCTE12NH,PCTE12WH,PCTE122M,PCTE12UN,PCTE12NR,PCTE12W,PCTE12UGAN,PCTE12UGAS,PCTE12UGBK,PCTE12UGHS,PCTE12UGNH,PCTE12UGWH,PCTE12UG2M,PCTE12UGUN,PCTE12UGNR,PCTE12UGW,PCTE12GRADAN,PCTE12GRADAS,PCTE12GRADBK,PCTE12GRADHS,PCTE12GRADNH,PCTE12GRADWH,PCTE12GRAD2M,PCTE12GRADUN,PCTE12GRADNR,PCTE12GRADW,PCTE12DEEXC,PCTE12DESOM,PCTE12DENON,PCTE12UGDEEXC,PCTE12UGDESOM,PCTE12UGDENON,PCTE12GRADDEEXC,PCTE12GRADDESOM,PCTE12GRADDENON 
209083,52,128,128,65,0,63,0,0,128,65,0,63,0,0,0,0,0,0,1,4,5,33,2,43,8,4,0,77,1,4,5,33,2,43,8,4,0,77,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
209153,33,59,59,42,0,17,0,0,59,42,0,17,0,0,0,0,0,0,3,0,0,8,0,83,3,2,0,88,3,0,0,8,0,83,3,2,0,88,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
209205,67,80,80,37,0,43,0,0,80,37,0,43,0,0,0,0,0,0,1,3,9,18,0,53,15,3,0,86,1,3,9,18,0,53,15,3,0,86,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
209241,117,138,34,4,5,23,2,104,33,4,5,23,1,1,0,0,0,1,0,7,1,31,1,49,4,0,7,2,0,9,0,59,0,21,9,0,3,0,0,7,1,22,2,58,2,0,9,3,0,0,100,0,0,100,0,0,100
209250,2997,12234,12234,930,1055,3948,6301,0,3138,569,476,1572,521,9096,361,579,2376,5780,1,7,3,16,0,50,6,16,1,44,1,7,3,16,0,50,6,16,1,44,.,.,.,.,.,.,.,.,.,.,5,33,62,5,33,62,.,.,.
209287,460,704,374,51,89,231,3,330,305,50,79,176,0,69,1,10,55,3,1,5,6,14,1,63,6,3,2,43,1,4,2,18,1,63,7,2,1,47,0,5,10,9,1,64,5,3,3,39,26,24,51,23,20,57,28,28,44
209296,555,563,40,0,3,37,0,523,40,0,3,37,0,0,0,0,0,0,1,7,1,8,1,63,6,12,1,84,3,3,0,3,5,70,10,8,0,88,0,7,2,8,1,63,6,13,2,84,17,76,7,43,0,58,15,81,4
209409,752,849,617,90,33,427,67,232,439,89,32,310,8,178,1,1,117,59,3,4,4,8,1,66,5,2,8,61,3,4,4,8,2,61,6,2,10,59,2,2,3,8,0,78,5,2,0,69,31,53,16,30,54,16,35,50,15
209490,2797,3373,982,0,357,625,0,2391,438,0,155,283,0,544,0,202,342,0,1,11,2,10,0,65,6,1,3,68,1,5,2,17,1,65,7,1,1,82,1,14,2,8,0,65,6,2,4,63,9,40,51,23,46,31,4,37,59
209506,3250,7446,7269,481,772,2787,3229,177,2477,431,377,1654,15,4792,50,395,1133,3214,1,10,2,13,0,66,3,2,2,54,1,10,2,13,1,66,3,2,2,54,1,6,5,14,0,66,3,3,3,56,16,28,56,15,28,56,33,14,53
209542,27481,38654,31690,3836,4014,22358,1482,6964,20873,3304,2411,14949,209,10817,532,1603,7409,1273,1,7,2,11,0,61,6,3,9,49,1,8,2,11,0,62,7,3,6,48,0,6,2,8,0,55,4,4,20,53,33,39,28,33,44,23,34,19,47
209551,21438,23751,19578,3987,1133,14260,198,4173,17185,3901,975,12293,16,2393,86,158,1967,182,1,6,3,13,0,61,7,2,6,55,1,7,3,14,1,60,8,2,5,55,1,6,2,9,0,63,3,2,12,54,2,73,25,2,84,14,5,19,76
209603,534,616,482,92,77,308,5,134,427,88,70,265,4,55,4,7,43,1,2,4,3,6,0,55,10,16,3,70,2,4,3,7,0,58,10,11,3,70,1,1,2,4,0,46,11,33,2,71,0,0,100,0,0,100,0,0,100
209612,4065,4261,1904,424,217,1182,81,2357,1701,349,199,1131,22,203,75,18,51,59,0,11,2,11,1,48,8,16,3,69,0,12,2,15,2,48,13,6,1,64,0,10,1,7,0,48,4,24,4,74,8,78,14,8,85,6,8,72,20
209667,48,96,96,57,0,39,0,0,96,57,0,39,0,0,0,0,0,0,1,1,3,11,0,65,15,4,0,95,1,1,3,11,0,65,15,4,0,95,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
209676,69,160,160,96,0,64,0,0,160,96,0,64,0,0,0,0,0,0,1,0,2,8,0,79,7,3,0,83,1,0,2,8,0,79,7,3,0,83,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
209694,41,101,101,63,0,38,0,0,101,63,0,38,0,0,0,0,0,0,1,0,8,28,0,47,14,3,0,82,1,0,8,28,0,47,14,3,0,82,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
209700,180,262,262,104,0,158,0,0,262,104,0,158,0,0,0,0,0,0,0,5,8,15,0,73,0,0,0,85,0,5,8,15,0,73,0,0,0,85,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
209719,102,117,117,84,0,33,0,0,117,84,0,33,0,0,0,0,0,0,1,3,8,26,0,62,0,0,0,96,1,3,8,26,0,62,0,0,0,96,.,.,.,.,.,.,.,.,.,.,0,100,0,0,100,0,.,.,.
209746,15457,39146,39146,4113,4423,23761,6849,0,11448,2194,1231,7584,439,27698,1919,3192,16177,6410,1,8,4,15,1,56,7,7,1,58,1,8,4,15,1,56,7,7,1,58,.,.,.,.,.,.,.,.,.,.,98,2,0,98,2,0,.,.,.
209807,17873,29053,22563,1575,3462,14500,3026,6490,13993,1481,2557,9750,205,8570,94,905,4750,2821,1,8,4,16,1,51,6,9,5,58,1,9,4,17,1,47,6,10,4,56,1,5,3,10,0,63,5,3,10,64,5,42,53,4,50,46,9,15,76
209825,4066,4463,3813,845,94,2811,63,650,3591,837,85,2669,0,222,8,9,142,63,0,16,2,13,1,52,8,4,4,61,0,18,2,14,1,51,8,3,3,61,0,6,2,7,0,60,3,8,14,64,81,19,0,78,22,0,100,0,0
209922,1355,1455,1431,364,23,1023,21,24,1406,363,23,1020,0,25,1,0,3,21,0,7,1,10,0,58,10,3,11,54,0,7,1,11,0,58,10,2,11,54,4,0,4,0,0,63,0,29,0,54,16,82,2,16,83,1,75,17,8
209940,1994,5755,5755,904,243,3053,1555,0,1575,342,110,851,272,4180,562,133,2202,1283,1,2,1,21,1,67,5,3,0,61,1,2,1,21,1,67,5,3,0,61,.,.,.,.,.,.,.,.,.,.,58,26,16,58,26,16,.,.,.
210146,3766,10739,9239,1101,922,5164,2052,1500,3442,527,426,2228,261,5797,574,496,2936,1791,1,2,2,13,1,59,8,12,1,62,2,2,2,13,1,59,9,11,1,61,1,2,1,10,0,59,6,19,2,68,30,42,28,30,40,31,35,56,9
210155,1217,2541,2541,596,170,1043,732,0,1330,453,99,631,147,1211,143,71,412,585,2,2,1,13,1,68,6,5,1,65,2,2,1,13,1,68,6,5,1,65,.,.,.,.,.,.,.,.,.,.,50,31,20,50,31,20,.,.,.
210234,1038,2678,2678,406,223,967,1082,0,929,248,158,374,149,1749,158,65,593,933,1,1,1,25,0,61,3,7,1,54,1,1,1,25,0,61,3,7,1,54,.,.,.,.,.,.,.,.,.,.,41,38,21,41,38,21,.,.,.
210270,1202,3358,3358,819,219,1706,614,0,855,323,59,423,50,2503,496,160,1283,564,2,2,1,1,1,80,5,7,0,62,2,2,1,1,1,80,5,7,0,62,.,.,.,.,.,.,.,.,.,.,30,41,29,30,41,29,.,.,.
210304,385,472,469,51,139,272,7,3,434,44,135,255,0,35,7,4,17,7,2,7,11,28,1,42,8,2,0,65,2,7,12,28,1,41,8,2,0,65,0,0,0,33,0,67,0,0,0,67,0,8,92,0,8,92,0,0,100
210331,1156,1663,1299,324,102,739,134,364,916,195,81,597,43,383,129,21,142,91,1,3,3,13,1,60,6,10,2,56,1,2,3,13,1,61,6,11,3,57,1,7,4,14,1,59,5,8,2,53,7,38,55,5,34,61,13,53,34
210340,70,90,90,19,0,71,0,0,90,19,0,71,0,0,0,0,0,0,7,2,1,12,0,62,16,0,0,89,7,2,1,12,0,62,16,0,0,89,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
210368,526,1053,0,0,0,0,0,1053,0,0,0,0,0,0,0,0,0,0,0,12,4,5,0,69,4,6,0,31,.,.,.,.,.,.,.,.,.,.,0,12,4,5,0,69,4,6,0,31,91,9,0,.,.,.,91,9,0
210401,1860,2395,1726,325,32,1348,21,669,1630,324,30,1274,2,96,1,2,74,19,1,6,2,14,1,61,6,8,2,55,1,6,2,15,0,62,8,5,1,57,1,5,3,12,1,58,3,14,4,51,0,0,100,0,0,100,0,0,100
210429,3826,5441,4502,750,363,3349,40,939,3577,689,295,2591,2,925,61,68,758,38,1,3,3,19,2,62,4,3,3,65,1,3,3,21,2,59,5,3,3,64,1,2,3,8,1,79,1,3,2,69,85,8,7,90,9,1,63,4,33
210438,1100,1728,178,0,0,5,173,1550,0,0,0,0,0,178,0,0,5,173,1,4,4,3,0,53,9,6,20,61,2,4,1,3,1,44,8,3,34,62,0,4,4,3,0,55,9,7,19,61,58,39,3,72,0,28,57,43,0
210492,256,297,280,55,18,201,6,17,262,55,18,189,0,18,0,0,12,6,0,3,15,2,0,56,2,17,4,53,0,3,16,2,0,56,2,16,4,52,0,0,6,6,0,53,0,29,6,65,10,84,6,10,86,4,12,53,35
210508,24,24,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,58,0,0,33,54,.,.,.,.,.,.,.,.,.,.,0,4,4,0,0,58,0,0,33,54,0,0,100,.,.,.,0,0,100
210571,1577,1695,1626,358,81,1169,18,69,1501,354,57,1088,2,125,4,24,81,16,0,2,24,18,0,49,4,1,1,59,0,3,24,18,0,48,5,1,1,58,0,0,6,10,0,80,0,4,0,72,18,61,21,15,63,21,90,9,1
210599,1578,1578,1578,771,302,505,0,0,1578,771,302,505,0,0,0,0,0,0,0,1,75,6,0,11,3,3,0,39,0,1,75,6,0,11,3,3,0,39,.,.,.,.,.,.,.,.,.,.,0,21,79,0,21,79,.,.,.
210605,8812,20779,20779,3451,832,12029,4467,0,5085,1741,336,2784,224,15694,1710,496,9245,4243,0,4,14,4,0,61,4,13,0,55,0,4,14,4,0,61,4,13,0,55,.,.,.,.,.,.,.,.,.,.,28,33,39,28,33,39,.,.,.
210669,1584,1743,1743,406,16,1220,101,0,1620,406,16,1198,0,123,0,0,22,101,0,4,8,8,0,66,4,3,6,56,0,4,8,8,0,66,4,3,6,56,.,.,.,.,.,.,.,.,.,.,3,0,97,3,0,97,.,.,.
210711,128,131,131,56,0,75,0,0,131,56,0,75,0,0,0,0,0,0,0,0,21,40,0,31,4,5,0,92,0,0,21,40,0,31,4,5,0,92,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
210739,3359,4342,3114,501,241,1964,408,1228,2073,469,142,1460,2,1041,32,99,504,406,0,3,5,10,0,65,2,14,0,62,0,3,5,11,0,61,2,17,0,59,0,4,4,8,0,75,2,7,0,67,22,52,26,17,58,25,35,35,30
210748,52,105,105,28,0,77,0,0,59,20,0,39,0,46,8,0,38,0,0,0,7,0,0,90,2,1,0,97,0,0,7,0,0,90,2,1,0,97,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
210775,2387,3108,2523,489,108,1809,117,585,1949,489,105,1350,5,574,0,3,459,112,0,2,11,12,0,66,3,4,2,69,0,2,11,12,0,66,3,3,3,69,0,2,12,9,0,68,1,6,1,70,16,47,37,13,45,42,28,56,16
210784,266,278,278,118,0,160,0,0,229,102,0,127,0,49,16,0,33,0,0,1,27,10,0,54,4,4,0,98,0,1,27,10,0,54,4,4,0,98,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
210809,2422,13966,12946,3626,0,9320,0,1020,0,0,0,0,0,12946,3626,0,9320,0,0,3,5,1,0,51,1,39,0,30,0,3,5,1,0,51,1,39,0,29,0,2,4,0,0,48,1,43,0,46,99,1,0,100,0,0,89,11,0
211006,494,505,505,189,0,316,0,0,494,186,0,308,0,11,3,0,8,0,0,1,10,30,0,56,2,0,0,7,0,1,10,30,0,56,2,0,0,7,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
211024,583,828,518,111,77,330,0,310,312,77,49,186,0,206,34,28,144,0,1,2,6,5,0,79,3,1,3,45,1,2,5,6,0,80,3,0,3,49,0,2,7,5,0,78,4,1,3,36,57,0,43,42,0,58,82,0,18
211079,1215,2508,2508,431,133,1207,737,0,715,234,46,427,8,1793,197,87,780,729,0,1,7,2,0,81,4,4,0,62,0,1,7,2,0,81,4,4,0,62,.,.,.,.,.,.,.,.,.,.,26,44,31,26,44,31,.,.,.
211088,3241,3931,2178,487,101,1334,256,1753,1827,479,85,1263,0,351,8,16,71,256,0,8,10,7,0,51,3,17,4,72,0,7,13,10,0,57,4,7,2,68,0,8,7,2,0,44,1,30,6,78,80,10,10,91,9,0,66,12,21
211130,154,256,0,0,0,0,0,256,0,0,0,0,0,0,0,0,0,0,0,20,25,1,0,25,0,3,26,38,.,.,.,.,.,.,.,.,.,.,0,20,25,1,0,25,0,3,26,38,9,1,91,.,.,.,9,1,91
211158,7835,9276,8344,1652,528,5606,558,932,7145,1617,428,4932,168,1199,35,100,674,390,0,1,6,8,0,77,2,4,0,61,0,1,7,8,0,76,2,5,0,59,0,2,3,4,0,85,3,2,1,70,28,70,2,26,73,1,49,47,4
211273,1647,1685,1340,359,4,975,2,345,1332,359,4,969,0,8,0,0,6,2,0,10,6,10,0,50,5,4,15,96,0,12,5,10,0,46,5,3,18,100,0,5,8,6,0,66,4,8,4,79,0,0,100,0,0,100,0,0,100
211291,3760,3815,3781,986,41,2713,41,34,3725,986,41,2698,0,56,0,0,15,41,0,5,4,7,0,74,4,0,5,52,0,5,4,7,0,75,4,0,5,52,3,9,0,3,0,62,3,12,9,71,0,0,100,0,0,100,0,0,100
211307,4505,11204,11204,1810,616,5789,2989,0,2716,943,144,1559,70,8488,867,472,4230,2919,0,6,6,8,0,72,3,4,0,60,0,6,6,8,0,72,3,4,0,60,.,.,.,.,.,.,.,.,.,.,89,8,3,89,8,3,.,.,.
211316,59,119,119,70,0,49,0,0,90,50,0,40,0,29,20,0,9,0,0,2,10,10,0,78,0,0,0,100,0,2,10,10,0,78,0,0,0,100,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
211334,44,50,50,27,0,23,0,0,50,27,0,23,0,0,0,0,0,0,0,0,6,2,0,92,0,0,0,98,0,0,6,2,0,92,0,0,0,98,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
211343,1723,3823,3823,631,300,1780,1112,0,1220,382,106,720,12,2603,249,194,1060,1100,0,1,2,2,0,90,2,2,0,62,0,1,2,2,0,90,2,2,0,62,.,.,.,.,.,.,.,.,.,.,22,28,50,22,28,50,.,.,.
211352,1789,2267,1582,377,63,1046,96,685,1410,376,59,975,0,172,1,4,71,96,0,2,18,8,0,55,3,7,7,65,0,2,19,11,0,49,3,8,9,62,0,2,16,3,0,70,3,5,1,71,23,73,4,8,90,2,59,33,9
211361,6142,8993,5815,1014,842,3640,319,3178,4173,959,514,2695,5,1642,55,328,945,314,0,1,10,4,0,77,4,3,1,61,0,1,11,4,0,76,4,2,1,57,0,1,9,4,0,78,3,3,1,67,51,44,6,32,60,8,85,14,1
211431,1625,2250,1416,221,293,894,8,834,1062,205,161,694,2,354,16,132,200,6,0,3,16,2,0,72,3,3,0,85,0,3,17,2,0,70,4,2,0,84,0,2,14,2,0,74,2,5,0,87,34,61,4,31,68,2,41,50,9
211440,12915,15165,7094,1637,37,4989,431,8071,6441,1632,37,4770,2,653,5,0,219,429,0,20,3,5,0,22,3,6,40,43,0,34,4,9,0,25,4,7,16,49,0,8,2,2,0,20,1,5,60,37,0,2,98,0,0,100,0,3,97
211468,1302,1815,1346,185,202,836,123,469,887,185,103,598,1,459,0,99,238,122,0,3,8,12,0,57,2,14,4,90,0,3,9,13,0,54,2,13,5,92,0,4,7,7,0,67,1,14,0,84,4,93,3,5,92,3,1,97,2
211477,543,1263,1230,595,459,170,6,33,333,225,83,25,0,897,370,376,145,6,1,2,15,13,0,57,4,5,2,68,1,2,15,13,0,57,4,6,2,68,0,0,24,9,0,55,9,0,3,73,46,41,14,45,41,14,61,33,6
211556,2232,2693,1569,265,100,813,391,1124,1108,264,82,754,8,461,1,18,59,383,0,3,8,5,0,63,1,17,3,77,0,3,4,4,0,61,1,23,3,74,0,4,13,5,0,67,1,7,2,80,33,62,5,30,68,1,37,54,10
211583,1708,2002,1479,237,143,975,124,523,1272,228,115,860,69,207,9,28,115,55,0,2,28,10,0,37,3,19,2,67,0,1,30,10,0,32,3,21,2,63,0,3,22,7,0,52,2,12,1,79,3,16,82,2,12,86,6,25,69
211608,589,687,687,224,44,390,29,0,576,204,38,333,1,111,20,6,57,28,0,1,79,11,0,1,5,3,0,63,0,1,79,11,0,1,5,3,0,63,.,.,.,.,.,.,.,.,.,.,6,86,7,6,86,7,.,.,.
211635,131,162,162,37,0,125,0,0,162,37,0,125,0,0,0,0,0,0,2,1,4,1,0,91,2,0,0,88,2,1,4,1,0,91,2,0,0,88,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
211644,3783,5270,4082,795,343,2659,285,1188,2980,735,166,2078,1,1102,60,177,581,284,0,1,7,3,0,81,2,5,0,71,0,1,8,3,0,80,2,5,0,69,0,2,4,4,0,83,1,4,1,80,36,55,9,24,66,10,78,15,7
211802,198,237,237,35,0,202,0,0,237,35,0,202,0,0,0,0,0,0,0,0,3,0,1,92,1,4,0,81,0,0,3,0,1,92,1,4,0,81,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
211893,164,146,114,13,2,99,0,32,114,13,2,99,0,0,0,0,0,0,0,16,3,2,0,38,0,0,40,45,0,20,3,3,0,29,0,0,46,46,0,3,3,0,0,72,0,0,22,44,99,0,1,99,0,1,100,0,0
211927,5992,14331,14331,4179,989,9163,0,0,3363,968,255,2140,0,10968,3211,734,7023,0,1,6,29,1,0,53,2,7,1,63,1,6,29,1,0,53,2,7,1,63,.,.,.,.,.,.,.,.,.,.,87,6,6,87,6,6,.,.,.
211981,2063,2745,2025,426,146,1263,190,720,1662,424,140,1097,1,363,2,6,166,189,0,1,7,6,0,64,2,19,0,62,0,1,9,8,0,63,2,17,0,59,0,1,2,2,0,69,0,26,0,69,7,46,47,5,58,37,14,13,73
212009,2065,2088,2085,520,12,1477,76,3,1969,516,12,1438,3,116,4,0,39,73,0,4,6,9,0,63,4,1,13,59,0,4,6,9,0,63,4,1,13,59,0,33,0,0,0,67,0,0,0,100,0,0,100,0,0,100,0,0,100
212045,338,372,372,131,98,143,0,0,361,131,98,132,0,11,0,0,11,0,0,0,8,2,0,84,6,0,0,70,0,0,8,2,0,84,6,0,0,70,.,.,.,.,.,.,.,.,.,.,0,47,53,0,47,53,.,.,.
212054,21463,27010,16132,2371,1028,12443,290,10878,13946,2357,753,10828,8,2186,14,275,1615,282,0,16,9,7,0,51,4,4,9,56,0,20,7,7,0,49,4,3,9,50,0,10,11,6,0,55,3,4,10,64,53,41,6,47,51,2,61,27,13
212106,8746,9583,5666,1202,267,4162,35,3917,5470,1197,261,4011,1,196,5,6,151,34,0,3,6,4,1,77,3,1,5,66,0,4,6,5,1,79,4,1,2,64,0,3,6,4,0,73,3,1,10,68,16,67,17,4,85,11,34,40,27
212115,5094,6500,5398,969,513,3808,108,1102,4688,963,418,3304,3,710,6,95,504,105,0,2,18,14,0,58,4,4,1,60,0,2,20,15,0,54,4,3,1,58,0,1,6,8,0,76,2,5,2,71,6,46,48,1,50,49,28,29,43
212133,3222,4739,2258,415,293,1389,161,2481,1382,365,108,909,0,876,50,185,480,161,0,3,23,11,0,46,2,12,2,68,0,2,23,17,0,39,3,14,3,70,0,4,24,7,0,51,2,10,2,65,60,35,5,38,54,8,81,18,2
212160,3854,5285,3540,688,211,2310,331,1745,2861,667,179,2013,2,679,21,32,297,329,0,1,6,4,0,82,0,5,1,67,0,1,6,4,0,81,0,6,1,60,0,1,6,4,0,85,0,2,1,83,43,51,6,41,56,3,48,42,10
212197,1931,2201,1883,413,89,1306,75,318,1544,408,56,1067,13,339,5,33,239,62,0,3,3,5,0,85,1,2,1,62,0,2,4,5,0,84,1,2,1,60,0,3,2,3,0,89,0,3,0,72,21,66,12,16,73,11,56,24,20
212230,41,55,55,30,0,25,0,0,55,30,0,25,0,0,0,0,0,0,0,2,5,36,0,56,0,0,0,91,0,2,5,36,0,56,0,0,0,91,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
212267,69,100,100,75,0,25,0,0,75,59,0,16,0,25,16,0,9,0,0,1,25,19,1,34,11,9,0,97,0,1,25,19,1,34,11,9,0,97,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
212276,57,84,84,63,0,21,0,0,64,53,0,11,0,20,10,0,10,0,1,2,19,32,0,37,7,1,0,90,1,2,19,32,0,37,7,1,0,90,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
212294,81,93,93,48,0,45,0,0,93,48,0,45,0,0,0,0,0,0,0,0,3,9,0,78,3,6,0,98,0,0,3,9,0,78,3,6,0,98,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
212300,53,71,71,59,0,12,0,0,71,59,0,12,0,0,0,0,0,0,1,0,10,10,0,76,1,1,0,96,1,0,10,10,0,76,1,1,0,96,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
212328,61,118,118,59,0,59,0,0,86,45,0,41,0,32,14,0,18,0,0,1,18,28,0,22,7,25,0,98,0,1,18,28,0,22,7,25,0,98,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
212337,87,146,146,47,0,99,0,0,88,29,0,59,0,58,18,0,40,0,0,1,82,8,0,4,2,3,0,97,0,1,82,8,0,4,2,3,0,97,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
212355,131,188,188,105,0,83,0,0,147,88,0,59,0,41,17,0,24,0,0,0,8,6,0,80,3,3,0,98,0,0,8,6,0,80,3,3,0,98,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
212382,148,236,236,110,0,126,0,0,169,83,0,86,0,67,27,0,40,0,0,5,28,17,0,30,5,16,0,96,0,5,28,17,0,30,5,16,0,96,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
212391,95,145,145,69,0,76,0,0,108,57,0,51,0,37,12,0,25,0,0,1,10,49,0,28,10,3,0,96,0,1,10,49,0,28,10,3,0,96,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
212434,423,423,423,261,0,162,0,0,423,261,0,162,0,0,0,0,0,0,1,2,10,5,0,81,0,0,0,12,1,2,10,5,0,81,0,0,0,12,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
212443,49,192,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,5,9,5,2,73,1,5,1,32,.,.,.,.,.,.,.,.,.,.,0,5,9,5,2,73,1,5,1,32,10,61,28,.,.,.,10,61,28
212577,2363,2365,2365,581,23,1745,16,0,2349,581,23,1745,0,16,0,0,0,16,0,4,7,11,0,55,3,2,18,56,0,4,7,11,0,55,3,2,18,56,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
212601,4179,4774,3423,672,112,2099,540,1351,2793,659,95,2036,3,630,13,17,63,537,0,2,5,3,0,67,3,9,10,62,0,2,5,4,0,67,4,10,8,61,0,3,6,1,0,67,1,7,13,66,7,61,32,1,67,31,23,45,32
212656,1247,1498,1308,286,73,822,127,190,1036,261,51,719,5,272,25,22,103,122,0,2,8,3,0,78,3,4,2,51,0,2,8,3,0,78,3,3,2,49,0,1,10,2,0,75,3,7,2,61,11,21,68,9,16,74,24,49,26
212674,2573,2581,2581,639,15,1927,0,0,2569,638,15,1916,0,12,1,0,11,0,0,3,5,10,0,73,2,2,5,52,0,3,5,10,0,73,2,2,5,52,.,.,.,.,.,.,.,.,.,.,8,78,13,8,78,13,.,.,.
212753,93,137,137,86,0,51,0,0,114,73,0,41,0,23,13,0,10,0,0,0,23,17,0,17,1,42,0,96,0,0,23,17,0,17,1,42,0,96,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
212771,368,733,275,0,23,59,193,458,127,0,20,34,73,148,0,3,25,120,0,1,1,1,0,83,1,12,0,80,0,0,0,0,0,72,0,27,0,92,0,1,2,2,0,90,2,2,0,73,73,27,0,28,72,0,100,0,0
212805,2243,2437,2437,527,59,1625,226,0,2154,527,59,1551,17,283,0,0,74,209,0,2,1,1,0,91,4,0,1,47,0,2,1,1,0,91,4,0,1,47,.,.,.,.,.,.,.,.,.,.,10,65,26,10,65,26,.,.,.
212832,2146,3148,2201,199,202,1404,396,947,1651,199,185,1256,11,550,0,17,148,385,0,4,16,4,0,58,2,15,0,75,0,5,16,4,0,55,2,17,0,74,0,2,15,4,0,65,1,11,0,77,50,40,11,32,54,14,90,7,2
212869,845,1363,1363,256,288,808,11,0,829,188,126,512,3,534,68,162,296,8,0,2,45,13,0,30,4,2,2,83,0,2,45,13,0,30,4,2,2,83,.,.,.,.,.,.,.,.,.,.,50,39,11,50,39,11,.,.,.
212878,9191,22379,22379,2964,1243,12203,5969,0,4839,1264,404,3000,171,17540,1700,839,9203,5798,0,5,9,11,0,66,4,3,2,66,0,5,9,11,0,66,4,3,2,66,.,.,.,.,.,.,.,.,.,.,21,33,46,21,33,46,.,.,.
212911,1401,1349,1349,341,15,992,1,0,1342,341,15,986,0,7,0,0,6,1,0,11,6,12,0,52,6,2,12,54,0,11,6,12,0,52,6,2,12,54,.,.,.,.,.,.,.,.,.,.,10,90,0,10,90,0,.,.,.
212975,131,215,215,93,0,122,0,0,215,93,0,122,0,0,0,0,0,0,0,1,13,5,0,65,2,14,0,27,0,1,13,5,0,65,2,14,0,27,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
212984,2855,3636,2374,366,423,1497,88,1262,1984,365,339,1280,0,390,1,84,217,88,0,6,14,5,0,64,0,10,0,78,0,7,15,6,1,62,0,9,0,75,0,3,11,3,0,70,0,12,0,83,79,21,0,72,27,0,92,8,0
212993,75,133,133,61,13,59,0,0,104,41,12,51,0,29,20,1,8,0,2,2,58,12,0,17,2,8,0,44,2,2,58,12,0,17,2,8,0,44,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
213011,2195,3398,2078,245,166,1133,534,1320,962,235,76,649,2,1116,10,90,484,532,0,3,11,6,0,71,2,6,1,74,0,4,13,8,0,69,2,2,1,69,0,2,7,3,0,75,1,11,1,81,43,41,15,31,48,21,62,31,7
213020,8897,11427,8975,1979,374,5941,681,2452,7310,1883,323,5100,4,1665,96,51,841,677,0,1,10,4,0,72,4,3,5,60,0,1,11,5,0,73,4,3,2,59,0,2,7,3,0,69,2,2,15,64,9,62,29,6,72,22,19,27,54
213163,140,144,144,7,0,137,0,0,144,7,0,137,0,0,0,0,0,0,0,0,4,3,0,85,5,3,0,85,0,0,4,3,0,85,5,3,0,85,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
