unitid,institution_name,year,enrollment_headcount_total,enrollment_headcount_undergrad,enrollment_headcount_graduate,pct_international_all,pct_international_undergraduate,pct_international_graduate,staff_headcount_total,staff_headcount_instructional,revenue_total,expenses_total,loss_amount,net_tuition_per_fte,state_funding,federal_grants_contracts_pell_adjusted,endowment_value,discount_rate,liquidity,leverage,cut_records,cut_types,latest_cut_announcement_date,financial_warning_count
192004,Jamestown Business College,2022,384,384,,0,0,,23,12,4264046,3540837,723209,10575,0,,,,,0.20045627902243016,1,institution_closure,2024-02-01,3
192004,Jamestown Business College,2023,353,353,,0,0,,19,10,3955396,3601024,354372,9400.875939849624,0,,,,,0.2716374905525158,1,institution_closure,2024-02-01,3
192004,Jamestown Business College,2024,304,304,,0,0,,11,5,3527064,2458492,1068572,13942.475609756097,0,,,,,0.30930704395955655,1,institution_closure,2024-02-01,3
162928,Johns Hopkins University,2014,25553,7510,18043,0.16937345908503895,0.11544607190412784,0.19181954220473313,18273,3892,5539675000,5539675000,0,24418.809592603295,17691000,1149022000,3392529000,0.28700983725164275,0.28006786452546917,0.37502526900581173,1,staff_layoff,2025-03-14,0
162928,Johns Hopkins University,2015,26517,7766,18751,0.1793566391371573,0.11795003862992531,0.2047890779158445,18483,3944,5217896000,5217896000,0,24911.42372726023,18117000,1105825000,3326932000,0.2831163136593466,0.27761051906366896,0.3775282107049642,1,staff_layoff,2025-03-14,0
162928,Johns Hopkins University,2016,28420,8152,20268,0.18603096410978184,0.11690382728164868,0.21383461614367477,19170,3786,5456308000,5456308000,0,26169.099702711097,19326000,1168614000,3306987000,0.28044121976138114,0.260323838951114,0.3931271103046966,1,staff_layoff,2025-03-14,0
162928,Johns Hopkins University,2017,30017,7825,22192,0.1959556251457507,0.12472843450479232,0.22107065609228552,19658,3877,6349067000,6349067000,0,26672.42847411444,21535000,2796006000,3744751000,0.28029590641747315,0.27507559858432384,0.356035438256937,1,staff_layoff,2025-03-14,0
162928,Johns Hopkins University,2018,31891,7934,23957,0.19920980840989624,0.12919082430047896,0.2223984639145135,19757,3985,6470289000,6470289000,0,27792.343866017654,22857000,2902360000,4190520000,0.28364472781566524,0.28073985571707205,0.3257440292833337,1,staff_layoff,2025-03-14,0
162928,Johns Hopkins University,2019,33543,8185,25358,0.2094326685150404,0.1420891875381796,0.2311696506033599,19915,4001,8363225000,8363225000,0,28420.09169146626,27253000,3085344000,6275939000,0.2947164516927712,0.2395002215492824,0.2842984669598972,1,staff_layoff,2025-03-14,0
162928,Johns Hopkins University,2020,34250,8394,25856,0.2156204379562044,0.14772456516559448,0.23766243811881188,19469,3921,7345168000,7345168000,0,,29066000,3128956000,6750092000,0.320240688794066,0.2070063933291367,0.31081560353854004,1,staff_layoff,2025-03-14,0
162928,Johns Hopkins University,2021,37450,8491,28959,0.20162883845126836,0.12766458603226946,0.2233157222279775,19755,3935,9576087000,9576087000,0,25325.671677014125,29034000,3243687000,9315279000,0.34613285351844675,0.21607366683352044,0.2500042826846872,1,staff_layoff,2025-03-14,0
162928,Johns Hopkins University,2022,40251,8853,31398,0.22190753024769572,0.1597198689709703,0.23944200267532964,20665,3991,6724049000,6724049000,0,29404.168482031357,45795000,3619404000,8244472000,0.32662143577442615,0.2296310341785919,0.2524271959648854,1,staff_layoff,2025-03-14,0
162928,Johns Hopkins University,2023,39399,8654,30745,0.25500647224548845,0.19632539865957935,0.27152382501219713,21559,4113,10055423000,10055423000,0,29084.5848071014,64642000,4011839000,10538865000,0.3034869402998745,0.224445257203942,0.23286086029707245,1,staff_layoff,2025-03-14,0
162928,Johns Hopkins University,2024,39148,9175,29973,0.2657351588842342,0.1953133514986376,0.2872918960397691,22100,4213,10989596000,10989596000,0,30468.240158851808,75310000,4238566000,13063073000,0.2912299160167373,0.2487524887997249,0.21346972284094257,1,staff_layoff,2025-03-14,0
217235,Johnson & Wales University-Providence,2014,11560,10257,1303,0.15614186851211073,0.10207663059374086,0.5817344589409056,1676,600,375774360,375774360,0,23414.1719461305,0,2176381,272937957,0.3656247510720028,0.7043471902670577,0.26404864444872556,1,staff_layoff,2025-05-08,3
217235,Johnson & Wales University-Providence,2015,11114,10081,1033,0.14801151700557855,0.10326356512250769,0.5847047434656341,1709,615,340954386,340954386,0,26205.932980412916,0,2097544,263780313,0.3692436078475344,0.7134282483393223,0.2562147725974996,1,staff_layoff,2025-05-08,3
217235,Johnson & Wales University-Providence,2016,10574,9612,962,0.13797995082277284,0.100187265917603,0.5155925155925156,1736,675,325030716,325030716,0,25797.32915047196,0,1986766,238944479,0.39774781092339495,0.7039299174715533,0.26531869365682453,1,staff_layoff,2025-05-08,3
217235,Johnson & Wales University-Providence,2017,10397,9318,1079,0.1364816774069443,0.09347499463404164,0.5078776645041705,1614,672,368562323,368562323,0,24159.63239183328,0,2177531,255888049,0.4185095369389689,0.7171616137550231,0.24431807102856715,1,staff_layoff,2025-05-08,3
217235,Johnson & Wales University-Providence,2018,9506,8440,1066,0.12392173364191038,0.08412322274881516,0.4390243902439024,1352,512,325826604,325826604,0,23578.922671156004,0,2309787,251631786,0.4299384641066959,0.7377354225304261,0.2197397512228261,1,staff_layoff,2025-05-08,3
217235,Johnson & Wales University-Providence,2019,8227,7399,828,0.10198128114744136,0.07636167049601297,0.3309178743961353,1255,451,203402860,203402860,0,17846.266498137305,0,1647433,232450903,0.3981370758189597,0.8421096615907357,0.12211222806711196,1,staff_layoff,2025-05-08,3
217235,Johnson & Wales University-Providence,2020,7406,6758,648,0.08142046988927897,0.0643681562592483,0.25925925925925924,1186,472,173541986,173541986,0,,0,7465599,200181904,0.40790365134995865,0.8497875996755068,0.11732429218314304,1,staff_layoff,2025-05-08,3
217235,Johnson & Wales University-Providence,2021,6235,5593,642,0.05501202886928628,0.04237439656713749,0.16510903426791276,1151,469,245343016,245343016,0,22460.551809998084,0,20529025,308596194,0.4171705210147516,0.867226535163486,0.08389877907760004,1,staff_layoff,2025-05-08,3
217235,Johnson & Wales University-Providence,2022,5650,5100,550,0.05292035398230088,0.04509803921568627,0.12545454545454546,1163,460,156884484,156884484,0,22933.995239080938,0,34509895,304340910,0.4252888999591616,0.8583297825688707,0.09489600997916416,1,staff_layoff,2025-05-08,3
217235,Johnson & Wales University-Providence,2023,4935,4469,466,0.04944275582573455,0.04341015887223092,0.1072961373390558,1207,485,184009357,184009357,0,24688.09746238491,0,2537552,329824904,0.4138679951448539,0.8763514111448032,0.07311149604199466,1,staff_layoff,2025-05-08,3
217235,Johnson & Wales University-Providence,2024,4724,4245,479,0.04741744284504657,0.03934040047114252,0.11899791231732776,1171,435,192235080,192235080,0,25214.05454962182,0,2127124,346091630,0.4269954358734914,0.8661551779555575,0.08117674772056448,1,staff_layoff,2025-05-08,3
170532,Kalamazoo College,2014,1477,1477,,0.08598510494245092,0.08598510494245092,,397,125,76205311,76205311,0,17397.271496276237,0,0,222047672,0.4545238672640641,0.24132531197466275,0.1980287304756816,1,staff_layoff,2025-07-22,2
170532,Kalamazoo College,2015,1484,1484,,0.08018867924528301,0.08018867924528301,,406,131,50059381,50059381,0,18076.593174061432,0,0,219847239,0.47305388279974325,0.2579480043321023,0.19332215607389705,1,staff_layoff,2025-07-22,2
170532,Kalamazoo College,2016,1467,1467,,0.08725289706884799,0.08725289706884799,,417,131,38563127,38563127,0,17426.42035690681,0,0,206774239,0.4923286456392864,0.27078029912148427,0.21569225869605615,1,staff_layoff,2025-07-22,2
170532,Kalamazoo College,2017,1469,1469,,0.09121851599727704,0.09121851599727704,,431,141,72812810,72812810,0,17752.772486772486,0,0,226973570,0.5044922311259019,0.2842914148183782,0.17579874114203348,1,staff_layoff,2025-07-22,2
170532,Kalamazoo College,2018,1454,1454,,0.07702888583218707,0.07702888583218707,,421,140,90779487,90779487,0,17517.082530949105,0,898486,240993994,0.564302679917482,0.27418531431490734,0.15104539894164737,1,staff_layoff,2025-07-22,2
170532,Kalamazoo College,2019,1485,1485,,0.07272727272727272,0.07272727272727272,,428,145,55100165,55100165,0,17170.045112781954,0,957810,240343609,0.5453691689216656,0.25971942237481277,0.1903877741258076,1,staff_layoff,2025-07-22,2
170532,Kalamazoo College,2020,1510,1510,,0.07549668874172186,0.07549668874172186,,418,139,54761587,54761587,0,,0,1912601,243580141,0.5610327779008333,0.24892620839924873,0.19500619170464265,1,staff_layoff,2025-07-22,2
170532,Kalamazoo College,2021,1483,1483,,0.05327039784221173,0.05327039784221173,,408,135,119278473,119278473,0,16992.78537576168,0,5527941,311232478,0.5681461863013028,0.2109252948250485,0.16093815700089517,1,staff_layoff,2025-07-22,2
170532,Kalamazoo College,2022,1424,1424,,0.05056179775280899,0.05056179775280899,,433,145,11799952,11799952,0,16088.735927727588,0,1281966,261730830,0.5974087068586,0.23057166999943507,0.16406803120982072,1,staff_layoff,2025-07-22,2
170532,Kalamazoo College,2023,1376,1376,,0.04941860465116279,0.04941860465116279,,422,142,80545172,80545172,0,15861.581625441697,0,858063,286769775,0.6005994627606823,0.24170514677506347,0.152804465890733,1,staff_layoff,2025-07-22,2
170532,Kalamazoo College,2024,1384,1384,,0.04624277456647398,0.04624277456647398,,397,125,107469617,107469617,0,16229.49781341108,0,886745,304294691,0.6204439504203668,0.2839208617093211,0.13473306623934828,1,staff_layoff,2025-07-22,2
183062,Keene State College,2014,5561,5317,244,0,0,0,933,434,117431078,,,11432.849029911074,9370847,1463153,29379288,0.22645929808724388,0.15525816152759447,0.3858659707372709,1,staff_layoff,2025-11-07,4
183062,Keene State College,2015,5244,5046,198,1.9069412662090009e-4,0,0.00505050505050505,945,420,120912511,,,11532.386079836231,10991506,1619297,29738056,0.2438920436052805,0.1474435064082751,0.4473695787277661,1,staff_layoff,2025-11-07,4
183062,Keene State College,2016,4729,4529,200,2.1146119687037428e-4,2.2079929344226095e-4,0,855,397,112065997,115309534,-3243537,11570.328181818182,10991515,1501355,29896335,0.2719331913680509,0.14243318784459463,0.4527789157627429,1,staff_layoff,2025-11-07,4
183062,Keene State College,2017,4577,4409,168,8.739348918505571e-4,6.804264005443411e-4,0.00595238095238095,821,363,108212954,114392306,-6179352,11114.380074661687,10991515,1295621,33863054,0.31846586781993724,0.13859478731070402,0.44046236320689336,1,staff_layoff,2025-11-07,4
183062,Keene State College,2018,4239,4081,158,0.00165133286152394,0.00147022788532222,0.00632911392405063,776,350,102812338,106644823,-3832485,10945.249552086,10991515,1508779,37156022,0.3527766508860114,0.12449319364121691,0.45199769753666375,1,staff_layoff,2025-11-07,4
183062,Keene State College,2019,3896,3757,139,0.00282340862422997,0.00239552834708544,0.01438848920863309,806,383,96974519,98896346,-1921827,10466.85925520263,10991515,2019086,39483204,0.38489426907511953,0.11893817519582424,0.44933818901987466,1,staff_layoff,2025-11-07,4
183062,Keene State College,2020,3814,3620,194,0.00288411116937598,0.00303867403314917,0,724,339,90153315,101106411,-10953096,,11602155,1908191,43607631,0.41035075395991294,0.07738845144124477,0.4495453424142618,1,staff_layoff,2025-11-07,4
183062,Keene State College,2021,3559,3365,194,0.00393368923855015,0.0038632986627043,0.00515463917525773,671,328,97773727,115847211,-18073484,9299.726169330965,11902155,2052134,54603712,0.4324200542652715,-0.03327104195732836,0.4903954824626564,1,staff_layoff,2025-11-07,4
183062,Keene State College,2022,3338,3137,201,0.00389454763331336,0.00382531080650302,0.00497512437810945,641,305,86393240,102640302,-16247062,9393.223492063493,11902185,2056447,51584518,0.45292821061761374,-0.00887779633551252,0.4669689899776458,1,staff_layoff,2025-11-07,4
183062,Keene State College,2023,3155,2961,194,0.00507131537242472,0.00439040864572779,0.01546391752577319,619,272,99883716,95024291,4859425,9965.314392650562,11902155,2165177,56048927,0.44350063615949936,0.00821201937767125,0.4299798362805158,1,staff_layoff,2025-11-07,4
183062,Keene State College,2024,3123,2938,185,0.00608389369196285,0.00544588155207624,0.01621621621621621,598,244,100135467,102393164,-2257697,9132.01282916948,15681720,2813848,61452755,0.48794091324922706,-0.02154636101185556,0.4093833136268438,1,staff_layoff,2025-11-07,4
486840,Kennesaw State University,2015,38560,34656,3904,0.02803423236514523,0.02394967682363804,0.06429303278688525,3773,1765,436628778,,,6219.393785351185,107782189,1853820,36523927,0.20200892010781324,-0.09430205819328288,0.7500719558900513,1,program_suspension,2025-05-01,2
486840,Kennesaw State University,2016,38825,35348,3477,0.02289761751448808,0.01926558786918637,0.05982168536094334,3940,1902,471128634,474751582,-3622948,6371.983737300184,115692680,2259989,37162358,0.1948229972870737,-0.0891997961026481,0.6329538944371416,1,program_suspension,2025-05-01,2
486840,Kennesaw State University,2017,40676,36940,3736,0.02084767430425804,0.01727125067677314,0.05620985010706638,4352,1919,496963979,490494487,6469492,6409.120919585987,128128428,1946428,37820821,0.19764502688742977,-0.07119084715952276,0.6828690446290551,1,program_suspension,2025-05-01,2
486840,Kennesaw State University,2018,41439,37610,3829,0.0210671106928256,0.0179739431002393,0.05144946461217028,4350,1880,519412975,520069810,-656835,6413.122708855875,138475446,1740727,40339643,0.21489038691354817,-0.3554613990522414,0.9465416205112424,1,program_suspension,2025-05-01,2
486840,Kennesaw State University,2019,41654,37599,4055,0.02187064867719786,0.01803239447857655,0.05745992601726264,4233,1894,543159975,549512043,-6352068,6414.572031033706,149071503,1636115,47465342,0.2095744958406572,-0.3522232104201104,0.9665097549576388,1,program_suspension,2025-05-01,2
486840,Kennesaw State University,2020,44088,39961,4127,0.02109417528579205,0.01679137158729761,0.06275745093288103,4271,2005,564865644,584977127,-20111483,,162264538,1915699,64114999,0.19868977657311795,-0.3756178907463158,0.995985895864769,1,program_suspension,2025-05-01,2
486840,Kennesaw State University,2021,48071,43255,4816,0.02105219363025524,0.0158825569298347,0.06748338870431894,4363,2087,578713277,593900160,-15186883,5942.599011559725,144823673,2575048,102001612,0.23089815081604448,-0.395256878611783,1.0573075923652204,1,program_suspension,2025-05-01,2
486840,Kennesaw State University,2022,49988,44796,5192,0.02486596783227974,0.01596124653986963,0.1016949152542373,4559,2083,705245285,653612229,51633056,5911.830525460455,187171258,6158453,94030700,0.24720245578934083,-0.29118629089448445,0.7670101251899571,1,program_suspension,2025-05-01,2
486840,Kennesaw State University,2023,49914,44419,5495,0.03095323957206395,0.01683964069429748,0.14504094631483166,4683,2091,705957209,671179691,34777518,5454.394007228006,232187066,9482128,111393917,0.25856478059230914,-0.26619543457486294,0.9054782571624496,1,program_suspension,2025-05-01,2
486840,Kennesaw State University,2024,52521,46634,5887,0.03472896555663449,0.01822704464553759,0.16544929505690503,4896,2171,725607989,729564394,-3956405,5154.952037641345,250090056,10825316,124042454,0.2925110002462389,-0.2929650213647284,0.8350108699997005,1,program_suspension,2025-05-01,2
213303,Keystone College,2014,2424,2400,24,0.00206270627062706,0.00208333333333333,0,472,249,28067333,28067333,0,11154.924776119404,0,279689,,0.3699838637594168,0.1599342682148455,0.5699426361241829,1,program_suspension,2024-06-25,3
213303,Keystone College,2015,2139,2098,41,0.00420757363253856,0.00428979980934223,0,425,235,25607097,25607097,0,12020.060503059143,0,271214,7768045,0.389369309628997,0.1197330210178713,0.6115460123776879,1,program_suspension,2024-06-25,3
213303,Keystone College,2016,1733,1658,75,0.00230813618003462,0.00241254523522316,0,412,221,26393001,26393001,0,13549.299051787017,0,227108,7489408,0.3811272553928344,0.12764767292881482,0.6217117174459303,1,program_suspension,2024-06-25,3
213303,Keystone College,2017,1896,1790,106,0.0010548523206751,0.00111731843575418,0,388,213,27554737,27554737,0,13522.480886850151,0,114743,7764036,0.3959625680304174,0.12251355075317164,0.6006766098126657,1,program_suspension,2024-06-25,3
213303,Keystone College,2018,1749,1648,101,0.00228702115494568,0.00242718446601941,0,346,188,26562839,26562839,0,13668.11939102564,0,426031,8090764,0.41848257495707825,0.07539782096571679,0.6220657450650381,1,program_suspension,2024-06-25,3
213303,Keystone College,2019,2081,1946,135,9.610764055742432e-4,0.0010277492291880701,0,332,183,25411559,25411559,0,11137.352197070571,0,268116,6660167,0.41974712850391305,0.05785168296985846,0.6692900584823384,1,program_suspension,2024-06-25,3
213303,Keystone College,2020,2618,2490,128,3.819709702062643e-4,4.0160642570281126e-4,0,324,194,27755842,27755842,0,,0,2805397,3603178,0.4545645629245907,0.10593616439263666,0.7220283813184809,1,program_suspension,2024-06-25,3
213303,Keystone College,2021,2365,2251,114,0.00253699788583509,0.00266548200799644,0,274,153,28305896,28305896,0,9511.041666666666,0,4485422,2908780,0.2196022230751883,0.10341870799348796,0.6270393052784662,1,program_suspension,2024-06-25,3
213303,Keystone College,2022,2094,1978,116,0.00382043935052531,0.00404448938321536,0,272,153,25898621,25898621,0,10162.062068965515,0,2310059,4536280,0.23906633181878748,0.06230863285263109,0.5848538078186831,1,program_suspension,2024-06-25,3
213303,Keystone College,2023,1974,1848,126,0.00354609929078014,0.00378787878787878,0,251,133,23515687,23515687,0,10091.491343775762,0,129296,4596809,0.2412678217569999,0.02280797947613666,0.6403216198320857,1,program_suspension,2024-06-25,3
213303,Keystone College,2024,2014,1901,113,0.00595829195630585,0.00578642819568648,0.00884955752212389,227,123,20366575,20366575,0,9818.52240143369,0,299086,6153853,0.2861018759690268,-0.1755173093211377,0.9046750369626962,1,program_suspension,2024-06-25,3
218238,Limestone College,2014,3760,3672,88,0.02845744680851063,0.02913943355119825,0,297,109,43578093,43578093,0,11408.083836589698,0,2050,16075592,0.1981685146576002,0.33539243301340815,0.2114457186004644,1,institution_closure,2025-04-29,3
218238,Limestone College,2015,3656,3552,104,0.0311816192560175,0.03153153153153153,0.01923076923076923,360,94,44283722,44283722,0,11605.121577217962,0,0,16963804,0.25194691883865566,0.3136831750535832,0.2382761658206908,1,institution_closure,2025-04-29,3
218238,Limestone College,2016,3527,3431,96,0.03459030337397222,0.03526668609734771,0.01041666666666666,371,90,40565788,40565788,0,12215.186631618477,0,0,17044517,0.2659799888996261,0.3355668170488618,0.22202645896610196,1,institution_closure,2025-04-29,3
218238,Limestone College,2017,3290,3206,84,0.03191489361702127,0.03275109170305677,0,330,91,43078411,43078411,0,12307.540348101264,0,0,19187979,0.262716927375435,0.3315892715792627,0.18966562420053729,1,institution_closure,2025-04-29,3
218238,Limestone College,2018,2947,2861,86,0.03630810994231422,0.03704998252359315,0.01162790697674418,255,92,42842817,42842817,0,13130.046085011183,0,0,20519810,0.27470065166242924,0.30639302068870744,0.16293496747060118,1,institution_closure,2025-04-29,3
218238,Limestone College,2019,2758,2662,96,0.03154459753444525,0.03155522163786627,0.03125,261,93,38506319,38506319,0,12755.301467108377,0,0,24796539,0.30338802532676185,0.3027458882582625,0.27584085307839434,1,institution_closure,2025-04-29,3
218238,Limestone University,2020,2261,2133,128,0.03715170278637771,0.03469292076887013,0.078125,286,94,38754703,38754703,0,,0,4472602,25726429,0.31400881120373786,0.29469131362206746,0.2975336369549888,1,institution_closure,2025-04-29,3
218238,Limestone University,2021,2312,2129,183,0.02768166089965398,0.02395490840770314,0.07103825136612021,356,167,40878236,40878236,0,9851.578366445916,0,3260000,31505216,0.4530485766202157,0.2594146877400999,0.38800591945208945,1,institution_closure,2025-04-29,3
218238,Limestone University,2022,2147,1938,209,0.01863064741499767,0.01238390092879257,0.07655502392344497,389,184,37776215,37776215,0,12032.627392344495,0,6192970,22481415,0.4089906392026714,0.29061611453025005,0.4452706314361291,1,institution_closure,2025-04-29,3
218238,Limestone University,2023,2053,1789,264,0.04968339016074038,0.04807154835103409,0.06060606060606061,390,194,43168519,43168519,0,12661.728280961182,0,6049805,12654099,0.31909502448065663,0.25637007744650386,0.5563981470173132,1,institution_closure,2025-04-29,3
218238,Limestone University,2024,2150,1814,336,0.0641860465116279,0.06339581036383682,0.06845238095238096,377,171,38204766,38204766,0,12256.820388349515,0,5571480,9158633,0.39319776459454686,0.06982643096051931,0.5932744433795323,1,institution_closure,2025-04-29,3
117557,Lincoln University,2014,612,129,483,0.8284313725490197,0.3023255813953488,0.968944099378882,57,26,4532685,4532685,0,14740.897163120568,0,0,,0,0.7661410668529114,0.2300928929502679,1,program_suspension,2026-01-05,1
117557,Lincoln University,2015,897,201,696,0.8617614269788183,0.5124378109452736,0.9626436781609196,57,35,5873270,5873270,0,20255.982269503547,0,162562,15000,0,0.7921108532184262,0.20479137730171132,1,program_suspension,2026-01-05,1
117557,Lincoln University,2016,1059,252,807,0.8847969782813976,0.623015873015873,0.966542750929368,58,33,7237065,7237065,0,11031.015552099534,0,147582,20000,0,0.7914383134827542,0.20603803817848465,1,program_suspension,2026-01-05,1
117557,Lincoln University,2017,1048,214,834,0.9017175572519084,0.602803738317757,0.9784172661870504,63,35,7177070,7177070,0,10187.165932452275,0,0,18000,0,0.7851599756594199,0.21182245926249255,1,program_suspension,2026-01-05,1
117557,Lincoln University,2018,923,150,773,0.8689057421451788,0.5133333333333333,0.9379042690815006,62,35,6080490,6080490,0,6531.38418079096,0,0,16000,0,0.9245271855540051,0.07194347850279945,1,program_suspension,2026-01-05,1
117557,Lincoln University,2019,652,118,534,0.9049079754601228,0.6101694915254238,0.9700374531835206,62,35,5079733,5079733,0,7516.270061728395,0,0,16726,0,0.8751627815512995,0.12185794422953984,1,program_suspension,2026-01-05,1
117557,Lincoln University,2020,522,122,400,0.8524904214559387,0.5737704918032787,0.9375,69,26,4344905,4344905,0,,0,14066,16726,0,0.665432883825439,0.3315054556635757,1,program_suspension,2026-01-05,1
117557,Lincoln University,2021,552,178,374,0.730072463768116,0.30337078651685395,0.9331550802139036,91,26,5245780,5245780,0,7949.436285097192,0,1455069,16726,0,0.8263181741129912,0.16428921894211515,1,program_suspension,2026-01-05,1
117557,Lincoln University,2022,454,209,245,0.579295154185022,0.20095693779904303,0.9020408163265308,98,29,6266742,6266742,0,7724.587443946189,0,454953,1,0,0.7142832950031361,0.22968492577879993,1,program_suspension,2026-01-05,1
117557,Lincoln University,2023,589,271,318,0.6689303904923599,0.33948339483394835,0.949685534591195,83,27,9254111,9254111,0,7008.729241877257,0,0,,0,0.5949059707024145,0.35932188915968843,1,program_suspension,2026-01-05,1
117557,Lincoln University,2024,623,282,341,0.6934189406099518,0.3617021276595745,0.967741935483871,84,27,6436347,6436347,0,9603.720156555772,0,0,,0,0.6202818432612293,0.308166715925028,1,program_suspension,2026-01-05,1
177968,Lindenwood University,2014,16086,9670,6416,0.08324008454556757,0.10879007238883144,0.04473192019950125,2236,1731,168549877,168549877,0,12127.91192082771,0,635583,143407647,0,0.9385599424233968,0.02689263809500155,1,staff_layoff,2024-06-26,3
177968,Lindenwood University,2015,15590,9726,5864,0.08915971776779986,0.11916512440880116,0.03939290586630286,2113,1588,157858632,157858632,0,12426.03924027952,0,764590,145884076,0,0.933188688736968,0.02623696456120151,1,staff_layoff,2024-06-26,3
177968,Lindenwood University,2016,15234,9539,5695,0.08297229880530392,0.10975993290701332,0.03810359964881475,2081,1429,147512899,147512899,0,12898.008645008646,0,737454,139311378,0,0.9393822130352776,0.02755039256525178,1,staff_layoff,2024-06-26,3
177968,Lindenwood University,2017,14273,8535,5738,0.08211308064177118,0.1104862331575864,0.03990937608922969,2034,1326,167393940,167393940,0,13170.3450321305,0,699988,160347039,0.25529651784802093,0.9311434497640526,0.03590081992525711,1,staff_layoff,2024-06-26,3
177968,Lindenwood University,2018,13225,7892,5333,0.07969754253308128,0.10821084642676128,0.03750234389649353,1881,1205,149644342,149644342,0,13824.727794006276,0,860621,171451662,0.24433011147939207,0.9355416435941948,0.02783879195758069,1,staff_layoff,2024-06-26,3
177968,Lindenwood University,2019,12862,7374,5488,0.07774840615767377,0.10781122864117168,0.03735422740524781,1759,1160,140040205,140040205,0,13945.44822080292,0,1058346,168288870,0.2598578809555503,0.9314849225250847,0.03102766774096577,1,staff_layoff,2024-06-26,3
177968,Lindenwood University,2020,11742,6351,5391,0.06557656276613864,0.10171626515509367,0.02300129846039695,1316,850,115669713,115669713,0,,0,7662469,165343203,0.2737205074707408,0.9319939484114144,0.03226415781413644,1,staff_layoff,2024-06-26,3
177968,Lindenwood University,2021,10343,5367,4976,0.05472300106352122,0.08757220048444196,0.01929260450160772,1311,837,137707925,137707925,0,12589.095021916091,0,4655574,203849384,0.29000788578193026,0.9224019110041756,0.03248195153686295,1,staff_layoff,2024-06-26,3
177968,Lindenwood University,2022,9656,5223,4433,0.05488815244407622,0.08232816389048439,0.0225580870742161,1319,846,94685253,94685253,0,13474.1364333163,0,26567448,184148418,0.31143941069143116,0.908039803735746,0.03502615416396667,1,staff_layoff,2024-06-26,3
177968,Lindenwood University,2023,10113,5511,4602,0.04726589538218135,0.0682271819996371,0.02216427640156454,1396,880,110740765,110740765,0,14134.470206590404,0,630056,188685883,0.3030417260123189,0.8239869300337626,0.11635543163245046,1,staff_layoff,2024-06-26,3
177968,Lindenwood University,2024,10951,5957,4994,0.0389918728883207,0.05858653684740641,0.01561874249098918,1274,811,123787899,123787899,0,14732.097880601845,0,730773,159164606,0.2998102539760175,0.8784293374315076,0.05109522422064634,1,staff_layoff,2024-06-26,3
232609,Lynchburg College,2014,3130,2341,789,0.02172523961661341,0.01964972234087996,0.02788339670468948,706,190,83307635,83307635,0,16577.22589753933,0,365942,97523495,0.4045212027580401,0.30902984457163746,0.24188455828616484,1,program_suspension,2024-05-31,3
232609,Lynchburg College,2015,3124,2263,861,0.0233674775928297,0.0273972602739726,0.01277584204413472,730,189,65350519,65350519,0,16344.286528286528,0,387408,98665977,0.41098695903595855,0.308659045072778,0.243390659250305,1,program_suspension,2024-05-31,3
232609,Lynchburg College,2016,3105,2227,878,0.04186795491143317,0.03367759317467445,0.06264236902050115,709,192,63845451,63845451,0,16492.16100679185,0,291078,96635479,0.41936592965884106,0.3239089201754379,0.24313778764790375,1,program_suspension,2024-05-31,3
203845,Marietta College,2014,1664,1525,139,0.12379807692307691,0.13508196721311477,0,368,150,55550412,55550412,0,15244.484251968504,0,632779,78654296,0.4590824365062046,0.2809265809782339,0.23408719540839076,1,staff_layoff,2024-02-13,1
203845,Marietta College,2015,1601,1464,137,0.11805121798875702,0.1284153005464481,0.0072992700729927,359,148,42424577,42424577,0,15545.964359150104,0,480266,77830713,0.4693707138291827,0.28490545461459754,0.22064771568489927,1,staff_layoff,2024-02-13,1
203845,Marietta College,2016,1472,1347,125,0.13043478260869565,0.14179658500371195,0.008,355,136,39879042,39879042,0,16847.96185489903,0,57935,70291929,0.43553156251536274,0.3025384073465401,0.2151569754107848,1,staff_layoff,2024-02-13,1
203845,Marietta College,2017,1341,1220,121,0.14839671886651754,0.16229508196721312,0.00826446280991735,368,135,50267902,50267902,0,16726.191222570535,0,363745,76865482,0.4240650338984081,0.29704619966453866,0.1934348141517803,1,staff_layoff,2024-02-13,1
203845,Marietta College,2018,1374,1203,171,0.14192139737991266,0.1620947630922693,0,395,151,48944147,48944147,0,14789.548953974896,0,270332,84756405,0.4632307414779296,0.28586175601163427,0.18393545490785895,1,staff_layoff,2024-02-13,1
203845,Marietta College,2019,1358,1202,156,0.11192930780559648,0.1264559068219634,0,421,151,44792558,44792558,0,15120.21088435374,0,476054,88469294,0.48748803233775234,0.2933391561181323,0.1945915517831647,1,staff_layoff,2024-02-13,1
203845,Marietta College,2020,1459,1307,152,0.07470870459218643,0.08339709257842387,0,409,154,41864144,41864144,0,,0,1284463,85460235,0.5369647095867094,0.2258328734152298,0.24471864438536609,1,staff_layoff,2024-02-13,1
203845,Marietta College,2021,1608,1443,165,0.04477611940298507,0.0498960498960499,0,411,169,66626200,66626200,0,11765.90909090909,0,7590025,105582107,0.5791594779161187,0.18288269371701457,0.2277197807448844,1,staff_layoff,2024-02-13,1
203845,Marietta College,2022,1400,1228,172,0.025,0.02850162866449511,0,387,153,29846613,29846613,0,12160.180144115291,0,931327,87959651,0.600417053076835,0.2010354883082499,0.23603994677036663,1,staff_layoff,2024-02-13,1
