UNITID,FTE12MN,UNDUP,UNDUPUG,E12FT,E12PT,E12UG1ST,E12UGTRN,E12UGCNT,E12UGNDG,E12GRAD,E12UGFT,E12UG1SFT,E12UGTRFT,E12UGCNFT,E12UGNDFT,E12GRADFT,E12UGPT,E12UG1SPT,E12UGTRPT,E12UGCNPT,E12UGNDPT,E12GRADPT,PCTE12AN,PCTE12AS,PCTE12BK,PCTE12HS,PCTE12NH,PCTE12WH,PCTE122M,PCTE12UN,PCTE12NR,PCTE12W,PCTE12UGAN,PCTE12UGAS,PCTE12UGBK,PCTE12UGHS,PCTE12UGNH,PCTE12UGWH,PCTE12UG2M,PCTE12UGUN,PCTE12UGNR,PCTE12UGW,PCTE12GRADAN,PCTE12GRADAS,PCTE12GRADBK,PCTE12GRADHS,PCTE12GRADNH,PCTE12GRADWH,PCTE12GRAD2M,PCTE12GRADUN,PCTE12GRADNR,PCTE12GRADW,PCTE12DEEXC,PCTE12DESOM,PCTE12DENON,PCTE12UGDEEXC,PCTE12UGDESOM,PCTE12UGDENON,PCTE12GRADDEEXC,PCTE12GRADDESOM,PCTE12GRADDENON
167312,2687,7143,7143,1606,5537,1017,582,2990,2554,0,1606,513,246,708,139,0,5537,504,336,2282,2415,0,0,4,10,32,0,42,5,7,0,65,0,4,10,32,0,42,5,7,0,65,,,,,,,,,,,21,63,17,21,63,17,,,
167358,29588,39566,22528,38107,1459,2522,2099,17678,229,17038,22454,2522,2099,17678,155,15653,74,0,0,0,74,1385,0,14,4,7,0,34,4,2,35,52,0,19,5,11,0,43,6,1,14,55,0,7,3,3,0,21,2,2,63,48,3,42,55,1,46,54,7,37,56
167376,2422,5808,5808,1220,4588,831,431,2857,1689,0,1220,381,153,616,70,0,4588,450,278,2241,1619,0,0,2,5,45,0,40,1,5,1,63,0,2,5,45,0,40,1,5,1,63,,,,,,,,,,,29,42,29,29,42,29,,,
167394,1107,1513,1103,925,588,146,182,678,97,410,825,145,136,544,0,100,278,1,46,134,97,310,0,3,12,16,0,45,3,22,1,76,0,3,11,17,0,46,3,19,1,75,0,4,14,11,0,40,2,29,1,80,24,45,31,20,50,29,35,30,34
167464,47,47,0,47,0,0,0,0,0,47,0,0,0,0,0,47,0,0,0,0,0,0,0,6,2,4,0,72,0,0,15,0,,,,,,,,,,,0,6,2,4,0,72,0,0,15,0,0,0,100,,,,0,0,100
167525,1736,4377,4377,1070,3307,674,440,1912,1351,0,1070,277,144,569,80,0,3307,397,296,1343,1271,0,0,9,21,9,0,45,3,9,3,61,0,9,21,9,0,45,3,9,3,61,,,,,,,,,,,41,28,31,41,28,31,,,
167534,3798,8733,8733,2431,6302,1561,684,4322,2166,0,2431,711,268,1374,78,0,6302,850,416,2948,2088,0,0,6,15,22,0,46,3,7,0,63,0,6,15,22,0,46,3,7,0,63,,,,,,,,,,,29,32,39,29,32,39,,,
167598,2639,3924,1387,1385,2539,203,46,1017,121,2537,931,202,44,684,1,454,456,1,2,333,120,2083,0,2,7,11,0,23,1,55,1,86,0,3,9,16,0,37,1,33,1,81,0,1,6,9,0,15,1,68,0,89,63,29,9,26,62,12,82,11,7
167631,818,2106,2106,487,1619,429,64,1447,166,0,487,178,23,282,4,0,1619,251,41,1165,162,0,0,1,42,12,0,4,2,37,2,68,0,1,42,12,0,4,2,37,2,68,,,,,,,,,,,0,79,21,0,79,21,,,
167677,108,111,30,83,28,0,11,7,12,81,29,0,11,7,11,54,1,0,0,0,1,27,0,3,4,17,0,63,0,0,14,22,0,0,0,33,0,60,0,0,7,0,0,4,5,11,0,64,0,0,16,30,0,0,100,0,0,100,0,0,100
167729,5525,7806,6001,4797,3009,901,528,3638,934,1805,4203,885,403,2864,51,594,1798,16,125,774,883,1211,0,3,8,20,0,58,3,5,3,68,0,4,9,22,0,54,3,5,3,65,0,2,4,12,0,72,2,5,3,78,15,57,28,10,61,29,32,44,24
167783,5026,6488,1889,3257,3231,407,180,1296,6,4599,1645,406,99,1139,1,1612,244,1,81,157,5,2987,0,6,9,9,0,49,2,24,2,92,0,11,10,14,0,51,3,8,3,100,0,3,9,7,0,48,2,30,2,89,53,23,24,11,36,54,70,18,12
167792,277,317,317,263,54,92,0,176,49,0,263,92,0,171,0,0,54,0,0,5,49,0,0,8,6,6,0,43,2,23,12,61,0,8,6,6,0,43,2,23,12,61,,,,,,,,,,,6,8,85,6,8,85,,,
167835,3166,3192,2617,3152,40,619,48,1936,14,575,2612,619,47,1932,14,540,5,0,1,4,0,35,0,9,5,12,0,53,5,3,13,97,0,9,6,12,0,51,6,2,14,100,0,5,5,9,0,66,4,6,5,84,0,8,92,0,0,100,0,44,56
167871,154,267,267,57,210,102,0,159,6,0,57,19,0,38,0,0,210,83,0,121,6,0,1,3,34,13,0,45,2,0,1,60,1,3,34,13,0,45,2,0,1,60,,,,,,,,,,,0,0,100,0,0,100,,,
167899,2891,3050,2050,2774,276,532,65,1450,3,1000,2018,532,64,1422,0,756,32,0,1,28,3,244,0,3,7,10,0,66,1,8,4,56,0,3,5,9,0,73,1,5,4,50,1,3,11,11,0,53,2,15,5,70,0,10,89,0,8,92,1,16,84
167905,2573,5395,5395,1901,3494,1006,394,2867,1128,0,1901,547,144,1178,32,0,3494,459,250,1689,1096,0,0,4,14,33,0,37,3,8,1,62,0,4,14,33,0,37,3,8,1,62,,,,,,,,,,,12,53,35,12,53,35,,,
167987,6499,8726,6400,5946,2780,1353,560,3889,598,2326,4908,1322,410,3161,15,1038,1492,31,150,728,583,1288,0,4,14,11,0,54,5,6,7,52,0,3,17,12,0,54,5,7,1,52,0,4,6,7,0,54,3,4,21,52,25,22,52,22,21,57,34,27,39
167996,2456,2706,2640,2542,164,737,64,1728,111,66,2504,725,64,1712,3,38,136,12,0,16,108,28,0,3,5,7,0,75,3,6,1,55,0,3,5,7,0,75,3,6,1,55,2,3,9,6,0,71,3,5,2,65,0,2,98,0,1,99,0,35,65
168005,6705,7239,4669,5703,1536,1297,236,3040,96,2570,4259,1291,230,2692,46,1444,410,6,6,348,50,1126,0,7,7,13,0,52,3,3,15,63,0,7,8,16,0,48,4,3,14,62,0,6,7,7,0,59,2,3,16,63,3,59,38,0,52,48,9,71,20
168032,23,42,42,30,12,12,0,30,0,0,30,8,0,22,0,0,12,4,0,8,0,0,0,0,14,5,0,76,2,2,0,95,0,0,14,5,0,76,2,2,0,95,,,,,,,,,,,0,0,100,0,0,100,,,
168148,14125,15270,7631,12543,2727,1708,62,5115,746,7639,6712,1693,55,4931,33,5831,919,15,7,184,713,1808,0,15,6,9,0,45,5,5,14,59,0,16,6,10,0,44,7,6,12,55,0,14,6,9,0,47,4,5,16,63,8,33,59,4,25,70,12,40,48
168218,2702,2538,2538,2401,137,586,20,1777,155,0,2401,586,20,1769,26,0,137,0,0,8,129,0,0,22,7,14,0,32,7,3,15,98,0,22,7,14,0,32,7,3,15,98,,,,,,,,,,,0,13,87,0,13,87,,,
168227,3968,4770,4506,4139,631,845,126,3233,302,264,3968,843,107,3012,6,171,538,2,19,221,296,93,0,9,8,11,0,56,3,8,5,23,0,9,8,11,0,56,3,8,5,23,0,8,9,11,0,59,2,2,10,37,5,24,70,4,23,73,30,42,29
168254,3219,3732,2578,3199,533,602,137,1827,12,1154,2512,598,131,1783,0,687,66,4,6,44,12,467,0,3,6,10,0,69,3,4,5,47,0,3,5,11,0,72,3,3,2,43,0,4,7,7,0,63,2,5,11,58,8,57,35,2,68,31,22,33,45
168263,4145,5532,4509,3821,1711,824,434,2762,489,1023,3392,812,322,2248,10,429,1117,12,112,514,479,594,0,2,6,11,0,66,3,10,1,57,0,2,6,12,0,67,3,8,1,54,1,2,5,7,0,63,3,18,1,69,18,36,46,17,37,45,22,29,50
168281,1724,1739,1739,1717,22,499,31,1189,20,0,1717,499,30,1183,5,0,22,0,1,6,15,0,0,4,6,7,0,70,5,4,5,63,0,4,6,7,0,70,5,4,5,63,,,,,,,,,,,0,12,88,0,12,88,,,
168342,2324,2355,2302,2312,43,577,11,1645,69,53,2260,577,11,1645,27,52,42,0,0,0,42,1,0,13,5,13,0,47,8,4,10,53,0,13,5,13,0,48,8,5,9,53,0,4,9,11,0,17,0,0,58,58,0,0,100,0,0,100,0,0,100
168421,6872,7907,5544,6070,1837,1355,64,3775,350,2363,5149,1355,64,3667,63,921,395,0,0,108,287,1442,0,10,3,8,0,56,3,6,15,35,0,12,3,9,0,62,4,5,7,37,0,5,3,6,0,42,2,7,34,32,15,30,56,4,28,68,40,33,27
168430,4418,7396,5475,3836,3560,830,469,3175,1001,1921,3602,813,361,2410,18,234,1873,17,108,765,983,1687,1,5,8,14,0,64,2,5,1,65,1,5,10,17,0,58,3,5,1,60,0,2,2,5,0,82,1,6,1,80,11,44,45,10,48,42,13,32,55
168528,1727,1892,1805,1758,134,514,80,1122,89,87,1696,514,74,1107,1,62,109,0,6,15,88,25,0,1,7,6,0,60,3,17,6,47,0,1,7,6,0,59,3,18,6,47,0,0,2,5,0,75,1,10,7,53,2,37,62,0,36,64,28,51,22
168546,1621,1523,1523,1471,52,426,44,1004,49,0,1471,426,44,995,6,0,52,0,0,9,43,0,0,1,16,12,0,54,3,10,3,53,0,1,16,12,0,54,3,10,3,53,,,,,,,,,,,0,53,47,0,53,47,,,
168555,34,64,64,35,29,49,0,15,0,0,35,34,0,1,0,0,29,15,0,14,0,0,0,0,0,8,0,89,3,0,0,97,0,0,0,8,0,89,3,0,0,97,,,,,,,,,,,0,0,100,0,0,100,,,
168573,659,1128,1128,1128,0,604,0,524,0,0,1128,604,0,524,0,0,0,0,0,0,0,0,0,1,40,2,0,49,4,4,0,3,0,1,40,2,0,49,4,4,0,3,,,,,,,,,,,0,0,100,0,0,100,,,
168591,1297,1368,1341,1254,114,343,40,928,30,27,1234,337,38,850,9,20,107,6,2,78,21,7,0,1,4,5,0,79,3,4,4,53,0,1,4,4,0,80,3,3,4,52,0,0,7,7,0,48,0,37,0,63,0,2,98,0,0,100,11,89,0
168607,891,2625,2625,523,2102,258,32,598,1737,0,523,154,16,263,90,0,2102,104,16,335,1647,0,3,2,2,3,0,89,0,2,0,50,3,2,2,3,0,89,0,2,0,50,,,,,,,,,,,9,27,64,9,27,64,,,
168740,2421,3958,1764,2365,1593,218,119,1035,392,2194,1259,208,102,867,82,1106,505,10,17,168,310,1088,0,9,18,18,1,23,3,3,25,44,0,11,16,19,1,26,6,3,17,52,0,7,19,17,1,21,1,3,32,37,20,32,48,18,36,46,21,29,50
168786,1092,1362,1242,1104,258,330,69,769,74,120,1053,311,53,688,1,51,189,19,16,81,73,69,0,2,3,8,0,72,4,7,5,57,0,2,3,8,0,71,4,6,5,56,0,3,3,9,0,74,0,9,3,73,3,58,39,3,58,39,9,57,34
168847,2901,5318,4884,1627,3691,403,742,2812,927,434,1528,207,210,1066,45,99,3356,196,532,1746,882,335,1,2,10,5,0,73,6,3,0,73,1,2,10,4,0,74,6,3,0,73,1,6,14,6,0,66,5,2,0,74,66,20,14,63,22,15,94,4,1
168883,946,2514,2514,815,1699,438,150,895,1031,0,815,223,74,494,24,0,1699,215,76,401,1007,0,3,1,2,3,0,86,4,1,0,63,3,1,2,3,0,86,4,1,0,63,,,,,,,,,,,37,38,25,37,38,25,,,
168892,95,166,166,55,111,71,0,95,0,0,55,24,0,31,0,0,111,47,0,64,0,0,1,1,13,7,0,64,14,0,0,96,1,1,13,7,0,64,14,0,0,96,,,,,,,,,,,0,0,100,0,0,100,,,
169080,3170,3626,3211,2865,761,691,93,2179,248,415,2685,630,77,1977,1,180,526,61,16,202,247,235,0,5,5,5,0,69,3,1,12,55,0,6,5,5,0,68,3,1,12,52,0,4,3,4,0,76,3,2,8,76,9,15,76,3,14,83,52,21,27
169099,96,326,0,146,180,0,0,0,0,326,0,0,0,0,0,146,0,0,0,0,0,180,0,7,5,12,0,39,0,8,29,28,,,,,,,,,,,0,7,5,12,0,39,0,8,29,28,34,5,61,,,,34,5,61
169187,116,142,142,34,108,9,0,133,0,0,34,5,0,29,0,0,108,4,0,104,0,0,0,6,15,1,0,78,0,0,0,80,0,6,15,1,0,78,0,0,0,80,,,,,,,,,,,0,0,100,0,0,100,,,
169220,257,261,0,188,73,0,0,0,0,261,0,0,0,0,0,188,0,0,0,0,0,73,0,3,13,4,0,74,5,0,0,75,,,,,,,,,,,0,3,13,4,0,74,5,0,0,75,0,0,100,,,,0,0,100
169248,13211,17041,11611,11714,5327,2110,1217,8012,272,5430,9280,2051,840,6376,13,2434,2331,59,377,1636,259,2996,1,2,10,5,0,68,3,3,9,61,1,1,10,5,0,75,4,2,2,62,1,3,9,3,0,53,2,5,25,58,27,28,45,17,35,48,47,14,38
169275,4121,8358,8358,2093,6265,1381,593,4648,1736,0,2093,560,210,1074,249,0,6265,821,383,3574,1487,0,1,1,16,21,0,47,4,11,0,64,1,1,16,21,0,47,4,11,0,64,,,,,,,,,,,46,36,18,46,36,18,,,
169284,289,435,435,312,123,231,0,204,0,0,312,164,0,148,0,0,123,67,0,56,0,0,0,1,18,16,0,35,6,22,0,93,0,1,18,16,0,35,6,22,0,93,,,,,,,,,,,0,0,100,0,0,100,,,
169327,893,1425,1148,924,501,107,457,551,33,277,708,87,288,316,17,216,440,20,169,235,16,61,0,1,29,3,0,49,2,11,5,43,0,1,28,3,0,48,2,11,6,39,0,1,30,1,0,51,3,10,4,59,25,51,24,19,54,27,50,35,15
169363,1073,1363,1006,1012,351,228,66,581,131,357,833,224,58,551,0,179,173,4,8,30,131,178,0,1,8,5,0,68,4,12,2,56,0,1,9,5,0,72,4,5,3,49,0,1,4,4,0,57,2,31,1,76,31,35,34,16,40,44,73,22,4
169424,162,130,0,130,0,0,0,0,0,130,0,0,0,0,0,130,0,0,0,0,0,0,2,5,8,6,0,45,7,1,26,64,,,,,,,,,,,2,5,8,6,0,45,7,1,26,64,0,0,100,,,,0,0,100
169442,1263,1563,1497,1214,349,264,89,985,159,66,1155,254,74,814,13,59,342,10,15,171,146,7,0,5,12,6,0,51,6,9,10,64,0,5,13,6,0,53,6,9,7,65,0,2,2,0,0,18,5,5,70,38,6,42,52,6,42,52,0,35,65
169479,3489,6244,4991,2460,3784,628,664,2763,936,1253,2312,491,297,1462,62,148,2679,137,367,1301,874,1105,0,3,14,8,0,58,3,10,3,58,0,3,13,9,0,58,4,10,3,58,0,5,18,7,0,56,2,7,5,62,50,34,16,40,41,18,90,5,5
169503,275,394,394,394,0,81,0,313,0,0,394,81,0,313,0,0,0,0,0,0,0,0,0,0,53,8,1,32,5,1,0,99,0,0,53,8,1,32,5,1,0,99,,,,,,,,,,,0,0,100,0,0,100,,,
169521,4648,9721,9721,2370,7351,1679,560,5303,2179,0,2370,717,222,1243,188,0,7351,962,338,4060,1991,0,0,1,10,8,0,73,4,3,1,63,0,1,10,8,0,73,4,3,1,63,,,,,,,,,,,35,41,24,35,41,24,,,
169576,167,159,159,159,0,7,0,152,0,0,159,7,0,152,0,0,0,0,0,0,0,0,0,0,93,1,0,5,1,0,0,96,0,0,93,1,0,5,1,0,0,96,,,,,,,,,,,0,0,100,0,0,100,,,
169655,2114,2182,2182,2182,0,1087,21,1074,0,0,2182,1087,21,1074,0,0,0,0,0,0,0,0,1,3,17,23,1,39,5,11,0,7,1,3,17,23,1,39,5,11,0,7,,,,,,,,,,,0,5,95,0,5,95,,,
169716,4664,5767,3421,3985,1782,530,269,1682,940,2346,2237,496,232,1499,10,1748,1184,34,37,183,930,598,0,7,11,7,0,45,2,7,21,57,0,6,11,8,0,44,1,7,22,56,0,9,11,5,0,48,2,6,19,60,2,63,34,0,71,29,6,51,43
169761,634,1322,1322,1322,0,1273,0,49,0,0,1322,1273,0,49,0,0,0,0,0,0,0,0,1,2,70,4,0,12,5,5,0,82,1,2,70,4,0,12,5,5,0,82,,,,,,,,,,,0,0,100,0,0,100,,,
169798,11304,16770,13790,9675,7095,2078,1356,9438,918,2980,8803,2025,805,5837,136,872,4987,53,551,3601,782,2108,0,4,16,8,0,58,4,5,4,61,0,4,17,9,0,56,4,5,4,59,0,3,12,4,0,69,4,2,6,69,20,58,22,16,63,21,38,35,27
169813,66,92,92,92,0,21,0,71,0,0,92,21,0,71,0,0,0,0,0,0,0,0,0,0,70,3,0,16,10,1,0,97,0,0,70,3,0,16,10,1,0,97,,,,,,,,,,,0,0,100,0,0,100,,,
169910,8293,12162,10902,7840,4322,294,393,8733,1482,1260,7105,276,182,6634,13,735,3797,18,211,2099,1469,525,1,2,9,7,0,73,3,5,1,56,1,2,9,7,0,74,3,3,1,55,1,3,6,5,0,64,2,16,3,67,17,42,41,15,46,39,31,10,59
169974,726,1648,1648,380,1268,224,83,413,928,0,380,129,32,150,69,0,1268,95,51,263,859,0,0,1,5,13,0,74,3,5,0,59,0,1,5,13,0,74,3,5,0,59,,,,,,,,,,,29,23,48,29,23,48,,,
169983,1808,2167,1633,1665,502,307,44,1236,46,534,1507,307,41,1132,27,158,126,0,3,104,19,376,0,6,3,4,0,68,4,2,13,21,0,7,3,4,0,74,4,2,7,20,0,5,4,5,0,49,2,4,31,24,18,1,80,0,0,99,73,5,22
169992,546,1048,1048,397,651,188,70,366,424,0,397,150,37,157,53,0,651,38,33,209,371,0,3,0,2,3,0,85,3,3,0,61,3,0,2,3,0,85,3,3,0,61,,,,,,,,,,,35,29,36,35,29,36,,,
170000,990,1528,1439,894,634,239,351,574,275,89,837,161,218,456,2,57,602,78,133,118,273,32,1,2,23,7,0,52,4,10,0,59,1,2,23,8,0,52,4,10,0,60,1,1,29,7,1,52,4,4,0,56,64,10,26,62,10,28,99,1,0
170037,1574,2066,1640,1432,634,305,107,1140,88,426,1297,289,67,941,0,135,343,16,40,199,88,291,0,2,12,7,0,69,2,2,6,60,0,2,9,7,0,70,3,2,6,62,1,1,23,5,0,63,2,1,5,52,25,35,40,14,38,48,67,23,9
170055,7462,17294,17294,4301,12993,3481,1192,8883,3738,0,4301,1547,380,2183,191,0,12993,1934,812,6700,3547,0,1,4,9,16,0,62,4,5,0,55,1,4,9,16,0,62,4,5,0,55,,,,,,,,,,,27,43,30,27,43,30,,,
170082,19752,24603,20624,19689,4914,3941,1730,14512,441,3979,17582,3911,1502,12145,24,2107,3042,30,228,2367,417,1872,0,3,5,7,0,77,3,1,3,62,0,3,5,7,0,78,4,1,2,60,0,2,5,4,0,73,3,1,11,70,6,61,32,5,63,32,13,51,36
170091,127,171,171,129,42,49,20,93,9,0,129,42,19,68,0,0,42,7,1,25,9,0,1,1,28,3,0,63,1,0,3,44,1,1,28,3,0,63,1,0,3,44,,,,,,,,,,,3,44,53,3,44,53,,,
170240,7728,15739,15739,5008,10731,3072,555,8479,3633,0,5008,1642,230,2553,583,0,10731,1430,325,5926,3050,0,0,3,15,5,0,48,4,24,2,57,0,3,15,5,0,48,4,24,2,57,,,,,,,,,,,35,45,20,35,45,20,,,
170286,1718,1794,1674,1622,172,392,28,1171,83,120,1561,390,27,1143,1,61,113,2,1,28,82,59,0,0,0,0,0,0,0,100,0,49,0,0,0,0,0,0,0,100,0,50,0,0,0,0,0,0,0,100,0,30,3,0,97,3,0,97,0,0,100
170301,3162,3282,3282,3140,142,956,53,2182,91,0,3140,956,52,2128,4,0,142,0,1,54,87,0,0,2,3,8,0,78,3,2,3,61,0,2,3,8,0,78,3,2,3,61,,,,,,,,,,,0,13,87,0,13,87,,,
170444,2518,5895,5895,1116,4779,921,567,2523,1884,0,1116,348,143,496,129,0,4779,573,424,2027,1755,0,0,1,10,6,0,69,5,8,0,65,0,1,10,6,0,69,5,8,0,65,,,,,,,,,,,60,28,12,60,28,12,,,
170532,1415,1376,1376,1355,21,373,16,963,24,0,1355,371,16,951,17,0,21,2,0,12,7,0,0,5,5,16,0,61,5,2,5,58,0,5,5,16,0,61,5,2,5,58,,,,,,,,,,,0,0,100,0,0,100,,,
170541,4303,9143,9143,1909,7234,1338,836,4501,2468,0,1909,504,214,941,250,0,7234,834,622,3560,2218,0,1,3,12,8,0,65,5,5,2,56,1,3,12,8,0,65,5,5,2,56,,,,,,,,,,,32,42,26,32,42,26,,,
170550,1833,4917,4917,904,4013,661,454,2240,1562,0,904,263,123,446,72,0,4013,398,331,1794,1490,0,1,3,8,7,0,72,4,5,0,63,1,3,8,7,0,72,4,5,0,63,,,,,,,,,,,21,35,45,21,35,45,,,
170587,821,2006,2006,517,1489,230,151,794,831,0,517,110,38,356,13,0,1489,120,113,438,818,0,1,0,2,3,0,90,2,2,0,59,1,0,2,3,0,90,2,2,0,59,,,,,,,,,,,5,50,45,5,50,45,,,
170611,116,163,163,163,0,87,0,76,0,0,163,87,0,76,0,0,0,0,0,0,0,0,1,0,24,8,0,60,4,3,0,98,1,0,24,8,0,60,4,3,0,98,,,,,,,,,,,0,0,100,0,0,100,,,
170620,1536,4243,4243,1318,2925,551,318,2481,893,0,1318,301,125,851,41,0,2925,250,193,1630,852,0,1,2,13,13,0,61,4,7,0,62,1,2,13,13,0,61,4,7,0,62,,,,,,,,,,,23,37,41,23,37,41,,,
170639,1384,1815,1815,1327,488,283,148,1109,275,0,1327,275,101,943,8,0,488,8,47,166,267,0,8,1,1,3,0,71,5,5,5,56,8,1,1,3,0,71,5,5,5,56,,,,,,,,,,,6,56,38,6,56,38,,,
170657,6117,13224,13224,3371,9853,2201,1241,7484,2298,0,3371,1081,440,1620,230,0,9853,1120,801,5864,2068,0,0,3,10,9,0,69,4,3,1,57,0,3,10,9,0,69,4,3,1,57,,,,,,,,,,,40,37,23,40,37,23,,,
170675,2449,3447,2603,1795,1652,435,122,1365,681,844,1723,422,96,1201,4,72,880,13,26,164,677,772,0,4,12,4,0,50,3,10,17,33,0,5,15,4,0,52,3,11,10,33,0,4,5,3,0,43,1,7,37,33,11,23,65,2,26,72,39,17,44
170736,42,35,35,15,20,0,0,35,0,0,15,0,0,15,0,0,20,0,0,20,0,0,6,0,6,0,0,83,6,0,0,100,6,0,6,0,0,83,6,0,0,100,,,,,,,,,,,0,0,100,0,0,100,,,
170790,10282,22537,22537,6034,16503,4018,1350,14194,2975,0,6034,1635,444,3555,400,0,16503,2383,906,10639,2575,0,0,7,14,5,0,65,3,4,2,57,0,7,14,5,0,65,3,4,2,57,,,,,,,,,,,41,39,19,41,39,19,,,
170806,1821,2355,1903,1457,898,257,319,1243,84,452,1358,256,188,913,1,99,545,1,131,330,83,353,0,3,12,4,0,64,3,3,10,65,0,3,11,5,0,64,3,3,11,63,0,3,17,3,0,64,1,4,8,76,19,67,14,18,73,10,22,45,33
170967,950,1318,1284,764,554,236,170,574,304,34,734,230,112,360,32,30,550,6,58,214,272,4,1,2,17,5,0,61,3,9,2,61,1,2,17,4,0,62,3,9,2,62,0,6,24,12,0,50,6,3,0,26,23,65,12,23,64,12,0,97,3
170976,51848,53422,33921,48759,4663,7169,1734,24536,482,19501,32300,7143,1661,23148,348,16459,1621,26,73,1388,134,3042,0,15,4,8,0,47,4,4,18,51,0,18,4,8,0,51,5,5,9,52,0,11,5,6,0,39,3,3,32,50,3,22,74,0,23,76,8,21,71
171012,178,184,184,184,0,28,0,156,0,0,184,28,0,156,0,0,0,0,0,0,0,0,0,1,90,2,0,3,1,3,0,22,0,1,90,2,0,3,1,3,0,22,,,,,,,,,,,0,0,100,0,0,100,,,
171100,45990,54390,41943,46037,8353,10213,1690,29635,405,12447,37224,10006,1549,25459,210,8813,4719,207,141,4176,195,3634,0,7,7,6,0,64,4,2,9,53,0,8,7,6,0,67,4,2,6,52,0,7,6,6,0,57,3,2,19,58,8,65,27,4,77,19,22,26,52
171128,6622,7509,5941,6534,975,1402,187,4210,142,1568,5505,1386,170,3949,0,1029,436,16,17,261,142,539,0,2,1,3,0,75,3,4,11,30,0,2,1,3,0,84,4,4,1,30,0,2,2,2,0,40,2,2,50,31,6,10,83,2,11,87,24,7,69
171137,6438,9455,6862,5682,3773,1038,771,4749,304,2593,4899,998,502,3386,13,783,1963,40,269,1363,291,1810,0,9,7,6,0,59,4,2,13,45,0,9,8,7,0,66,5,2,3,47,0,7,5,4,0,41,2,1,40,38,17,65,18,6,72,22,44,48,8
171146,5217,7182,5531,3891,3291,561,967,3318,685,1651,3084,515,531,1947,91,807,2447,46,436,1371,594,844,1,3,13,6,0,66,3,5,3,65,1,3,14,6,0,66,3,6,2,64,1,6,11,5,0,65,2,2,8,68,34,54,12,35,54,11,31,53,16
171155,2347,3900,3900,1115,2785,494,413,1467,1526,0,1115,261,246,529,79,0,2785,233,167,938,1447,0,1,1,3,6,0,83,4,2,1,64,1,1,3,6,0,83,4,2,1,64,,,,,,,,,,,36,52,13,36,52,13,,,
171225,1394,3236,3236,761,2475,587,313,1174,1162,0,761,176,59,414,112,0,2475,411,254,760,1050,0,0,0,5,5,0,68,2,19,0,62,0,0,5,5,0,68,2,19,0,62,,,,,,,,,,,32,40,28,32,40,28,,,
171234,824,2055,2055,341,1714,324,101,923,707,0,341,107,33,193,8,0,1714,217,68,730,699,0,0,0,1,4,0,69,2,24,0,66,0,0,1,4,0,69,2,24,0,66,,,,,,,,,,,23,40,37,23,40,37,,,
171304,2333,5144,5144,1400,3744,869,310,2425,1540,0,1400,520,112,633,135,0,3744,349,198,1792,1405,0,0,1,8,8,0,76,4,1,1,60,0,1,8,8,0,76,4,1,1,60,,,,,,,,,,,29,40,31,29,40,31,,,
171395,926,2154,2154,645,1509,329,117,676,1032,0,645,221,55,266,103,0,1509,108,62,410,929,0,4,1,2,1,0,86,4,2,0,63,4,1,2,1,0,86,4,2,0,63,,,,,,,,,,,19,34,47,19,34,47,,,
171456,6149,7760,7074,6101,1659,1454,489,4617,514,686,5883,1437,424,3962,60,218,1191,17,65,655,454,468,2,1,2,4,0,84,4,3,1,60,2,1,2,4,0,84,4,3,1,59,2,1,3,4,0,84,3,2,1,69,11,42,48,7,44,50,51,24,26
171483,1961,3629,3629,1181,2448,849,328,1909,543,0,1181,425,142,592,22,0,2448,424,186,1317,521,0,1,1,1,5,0,78,4,9,0,55,1,1,1,5,0,78,4,9,0,55,,,,,,,,,,,25,49,26,25,49,26,,,
171492,2158,2911,2409,1435,1476,263,455,1608,83,502,1302,228,186,880,8,133,1107,35,269,728,75,369,0,2,9,7,0,68,3,7,4,40,0,2,9,7,0,68,3,8,2,39,0,2,11,4,0,63,3,3,13,45,45,43,12,44,44,12,50,38,12
171535,9558,21975,21975,5475,16500,5134,3024,8476,5341,0,5475,2090,646,1773,966,0,16500,3044,2378,6703,4375,0,0,4,19,6,0,53,4,8,6,54,0,4,19,6,0,53,4,8,6,54,,,,,,,,,,,34,36,30,34,36,30,,,
171571,14063,18762,14899,13085,5677,2188,2069,9835,807,3863,10997,2126,1473,7313,85,2088,3902,62,596,2522,722,1775,0,7,9,4,0,68,4,3,5,58,0,6,9,5,0,70,4,4,2,58,0,8,6,3,0,61,2,3,16,58,12,62,26,11,68,21,19,38,43
171599,817,958,896,844,114,290,67,514,25,62,840,286,60,494,0,4,56,4,7,20,25,58,0,1,18,7,0,66,6,2,0,40,0,1,18,7,0,65,6,2,0,39,0,2,11,0,0,82,5,0,0,53,8,25,67,2,27,71,94,0,6
171775,31,79,79,58,21,42,0,37,0,0,58,30,0,28,0,0,21,12,0,9,0,0,0,6,33,9,0,52,0,0,0,100,0,6,33,9,0,52,0,0,0,100,,,,,,,,,,,0,0,100,0,0,100,,,
171881,77,152,149,61,91,6,12,66,65,3,61,6,7,46,2,0,88,0,5,20,63,3,0,3,16,11,1,53,3,13,1,57,0,3,16,11,1,52,3,13,1,58,0,0,0,0,0,100,0,0,0,0,7,19,74,5,19,75,100,0,0
171988,169,169,169,169,0,53,0,116,0,0,169,53,0,116,0,0,0,0,0,0,0,0,0,0,17,4,1,15,1,62,0,96,0,0,17,4,1,15,1,62,0,96,,,,,,,,,,,0,61,39,0,61,39,,,
