UNITID,XF3A01,F3A01,XF3A01A,F3A01A,XF3A01B,F3A01B,XF3A01C,F3A01C,XF3A02,F3A02,XF3A02A,F3A02A,XF3A03,F3A03,XF3A04,F3A04,XF3A05,F3A05,XF3A06,F3A06,XF3A07,F3A07,XF3A08,F3A08,XF3A09,F3A09,XF3A10,F3A10,XF3A11,F3A11,XF3A12,F3A12,XF3B01,F3B01,XF3B02,F3B02,XF3B03,F3B03,XF3B04,F3B04,XF3B05,F3B05,XF3B06,F3B06,XF3B07,F3B07,XF3B08,F3B08,XF3C01,F3C01,XF3C02,F3C02,XF3C03,F3C03,XF3C03A,F3C03A,XF3C03B,F3C03B,XF3C04,F3C04,XF3C05,F3C05,XF3C06,F3C06,XF3C07,F3C07,XF3D01,F3D01,XF3D02,F3D02,XF3D02A,F3D02A,XF3D02B,F3D02B,XF3D03,F3D03,XF3D03A,F3D03A,XF3D03B,F3D03B,XF3D03C,F3D03C,XF3D03D,F3D03D,XF3D04,F3D04,XF3D05,F3D05,XF3D06,F3D06,XF3D07,F3D07,XF3D12,F3D12,XF3D08,F3D08,XF3D09,F3D09,XF3E011,F3E011,XF3E012,F3E012,XF3E013,F3E013,XF3E014,F3E014,XF3E015,F3E015,XF3E016,F3E016,XF3E017,F3E017,XF3E02A1,F3E02A1,XF3E02A2,F3E02A2,XF3E02A3,F3E02A3,XF3E02A4,F3E02A4,XF3E02A5,F3E02A5,XF3E02A6,F3E02A6,XF3E02A7,F3E02A7,XF3E02B1,F3E02B1,XF3E02B2,F3E02B2,XF3E02B3,F3E02B3,XF3E02B4,F3E02B4,XF3E02B5,F3E02B5,XF3E02B6,F3E02B6,XF3E02B7,F3E02B7,XF3E03A1,F3E03A1,XF3E03A2,F3E03A2,XF3E03A3,F3E03A3,XF3E03A4,F3E03A4,XF3E03A5,F3E03A5,XF3E03A6,F3E03A6,XF3E03A7,F3E03A7,XF3E03B1,F3E03B1,XF3E03B2,F3E03B2,XF3E03B3,F3E03B3,XF3E03B4,F3E03B4,XF3E03B5,F3E03B5,XF3E03B6,F3E03B6,XF3E03B7,F3E03B7,XF3E03C1,F3E03C1,XF3E03C2,F3E03C2,XF3E03C3,F3E03C3,XF3E03C4,F3E03C4,XF3E03C5,F3E03C5,XF3E03C6,F3E03C6,XF3E03C7,F3E03C7,XF3E041,F3E041,XF3E042,F3E042,XF3E043,F3E043,XF3E044,F3E044,XF3E045,F3E045,XF3E046,F3E046,XF3E047,F3E047,XF3E051,F3E051,XF3E057,F3E057,XF3E101,F3E101,XF3E102,F3E102,XF3E103,F3E103,XF3E104,F3E104,XF3E105,F3E105,XF3E106,F3E106,XF3E107,F3E107,XF3E111,F3E111,XF3E112,F3E112,XF3E113,F3E113,XF3E114,F3E114,XF3E115,F3E115,XF3E116,F3E116,XF3E117,F3E117,XF3E061,F3E061,XF3E062,F3E062,XF3E063,F3E063,XF3E064,F3E064,XF3E065,F3E065,XF3E066,F3E066,XF3E067,F3E067,XF3E071,F3E071,XF3E072,F3E072,XF3E073,F3E073,XF3E075,F3E075,XF3E076,F3E076,XF3E077,F3E077,XF3F01,F3F01,XF3F02,F3F02,F3F03   
368540,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",150011,"R",0,"R",0,"R",0,"R",0,"R",0,"R",150011,"R",0,"R",0,"R",365380,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",32015,"A",,"A",,"R",0,"R",397395,"R",126567,"R",85176,"R",9075,"R",0,"R",0,"R",0,"R",32316,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1405,"R",1355,"R",50,"R",0,"R",0,"R",0,"R",0,"R",31875,"R",30000,"R",1875,"R",0,"R",0,"R",0,"R",0,"R",10928,"R",10303,"R",625,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",162394,"R",0,"R",0,"R",0,"R",0,"R",0,"R",162394,"R",333169,"R",126834,"R",11625,"R",0,"R",0,"R",194710,"A",,"A",,-2
368601,"R",813675,"R",0,"R",166721,"R",0,"R",2028074,"R",0,"R",-1214399,"R",813675,"R",0,"R",7846,"R",1565835,"R",0,"R",0,"R",1573681,"R",1406960,"R",166721,"R",12768242,"R",8393358,"R",443213,"R",4818097,"Z",0,"R",-916950,"R",-5115546,"R",-1214399,"R",3332528,"R",5749977,"R",0,"R",0,"R",0,"R",2500083,"R",11582588,"R",49211,"R",0,"R",12768242,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",12768242,"R",1778749,"R",1376395,"R",201857,"R",0,"R",0,"R",0,"R",200497,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",774967,"R",198239,"R",33978,"R",0,"R",0,"R",0,"R",542750,"R",912907,"R",757342,"R",129808,"R",0,"R",0,"R",0,"R",25757,"R",4926735,"R",1171823,"R",198735,"R",0,"R",92678,"R",0,"R",3463499,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",8393358,"R",3503799,"R",564378,"R",92678,"R",0,"R",4232503,"R",17882,"R",2515, 1
368629,"R",6495847,"R",0,"R",746179,"R",0,"R",4142380,"R",0,"R",2353467,"R",6495847,"R",0,"R",1038510,"R",1372956,"R",0,"R",0,"R",2411466,"R",1665287,"R",746179,"R",10255759,"R",9375003,"R",0,"R",880756,"R",-1108959,"R",2581670,"R",0,"R",2353467,"R",1606683,"R",11103,"R",0,"R",0,"R",0,"R",9000,"R",1626786,"R",0,"R",0,"R",8571872,"R",1617786,"R",0,"R",1617786,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9000,"R",11471,"R",45630,"R",0,"A",,"R",0,"R",10255759,"R",4177221,"R",2238957,"Z",0,"R",756690,"Z",0,"Z",0,"R",1181574,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",256676,"R",223896,"Z",0,"Z",0,"Z",0,"Z",0,"R",32780,"R",1913818,"R",838917,"R",446305,"R",186839,"R",419161,"Z",0,"R",22596,"R",3018288,"R",547949,"R",211594,"R",25337,"R",17825,"Z",0,"R",2215583,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",9000,"R",9000,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"R",-968866,"Z",0,"Z",0,"R",968866,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",9375003,"R",3849719,"R",657899,"R",436986,"Z",0,"R",4430399,"R",337338,"R",37482, 3
368832,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",195059,"R",0,"R",0,"R",0,"R",0,"R",0,"R",195059,"R",0,"R",0,"R",198625,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",22029,"A",,"A",,"R",0,"R",220654,"R",13031,"R",5928,"R",7103,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"R",3824,"R",3000,"R",824,"Z",0,"Z",0,"Z",0,"R",0,"R",86462,"R",86000,"R",462,"Z",0,"Z",0,"Z",0,"R",0,"R",48304,"R",48000,"R",304,"Z",0,"Z",0,"Z",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",151621,"R",142928,"R",8693,"Z",0,"Z",0,"R",0,"A",,"A",,-2
369084,"R",910917,"R",0,"R",368288,"R",0,"R",2709732,"R",0,"R",-1798815,"R",910917,"R",0,"R",821977,"R",1638032,"R",0,"R",0,"R",2460009,"R",2091721,"R",368288,"R",6944271,"R",7080813,"R",241049,"R",104507,"Z",0,"R",116766,"R",-2020088,"R",-1798815,"R",1894464,"R",1631146,"R",0,"R",0,"R",0,"R",2368771,"R",5894381,"R",63180,"R",0,"R",6944271,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6944271,"R",1970147,"R",1473678,"R",226658,"R",0,"R",0,"R",0,"R",269811,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",615695,"R",169715,"R",29089,"R",0,"R",0,"R",0,"R",416891,"R",683556,"R",528427,"R",90572,"R",0,"R",0,"R",0,"R",64557,"R",3811415,"R",623042,"R",106603,"R",0,"R",298181,"R",0,"R",2783589,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",7080813,"R",2794862,"R",452922,"R",298181,"R",0,"R",3534848,"R",17882,"R",2515, 1
369400,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",9433000,"R",13829000,"R",2000,"R",2000,"R",0,"R",2387000,"R",25651000,"R",2387000,"R",0,"R",47367000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2000,"R",1402000,"A",,"A",,"R",3133000,"R",51904000,"R",13622000,"R",8160000,"R",1452000,"R",329000,"R",1156000,"R",0,"R",2525000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",8203000,"R",320000,"R",56000,"R",2000,"R",368000,"R",0,"R",7457000,"R",23737000,"R",9270000,"R",1650000,"R",1000,"R",0,"R",0,"R",12816000,"R",11472000,"R",839000,"R",152000,"R",3889000,"R",3579000,"R",550000,"R",2463000,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",-4221000,"R",0,"R",0,"R",4221000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",57034000,"R",18589000,"R",3310000,"R",5103000,"R",550000,"R",29482000,"A",,"A",,-2
369446,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",410754,"R",0,"R",0,"R",0,"R",0,"R",0,"R",410754,"R",0,"R",0,"R",61674,"R",410754,"R",410754,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",7500,"A",,"A",,"R",0,"R",479928,"R",479928,"R",190790,"R",1652,"R",0,"R",0,"R",0,"R",287486,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",11356,"R",1120,"R",1387,"R",0,"R",0,"R",0,"R",8849,"R",1982,"R",860,"R",682,"R",0,"R",0,"R",0,"R",440,"R",8230,"R",1258,"R",856,"R",0,"R",0,"R",0,"R",6116,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",501496,"R",194028,"R",4577,"R",0,"R",0,"R",302891,"A",,"A",,-2
369455,"R",1912336,"R",0,"R",215086,"R",0,"R",1127910,"R",0,"R",784426,"R",1912336,"R",0,"R",0,"R",790896,"R",0,"R",0,"R",790896,"R",575810,"R",215086,"R",1976308,"R",1414208,"R",0,"R",562100,"R",-372131,"R",594457,"R",0,"R",784426,"R",174017,"R",0,"R",0,"R",0,"R",0,"R",0,"R",174017,"R",0,"R",0,"R",1976044,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",264,"R",0,"R",0,"A",,"R",0,"R",1976308,"R",1036496,"R",269221,"R",36796,"Z",0,"R",33813,"Z",0,"R",696666,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",141905,"R",124655,"R",17250,"Z",0,"Z",0,"Z",0,"R",0,"R",32225,"R",24000,"Z",0,"Z",0,"Z",0,"Z",0,"R",8225,"R",203582,"R",151081,"R",34190,"Z",0,"Z",0,"Z",0,"R",18311,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",1414208,"R",568957,"R",88236,"R",33813,"Z",0,"R",723202,"A",,"A",,-2
369516,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1271504,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1271504,"R",0,"R",0,"R",5457277,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5457277,"R",1054618,"R",739380,"R",54876,"R",86257,"R",35092,"R",0,"R",139013,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",305821,"R",167701,"R",16771,"R",86257,"R",35092,"R",0,"R",0,"R",1252421,"R",557267,"R",51676,"R",86257,"R",35092,"R",0,"R",522129,"R",2642628,"R",1259578,"R",294240,"R",86257,"R",35093,"R",0,"R",967460,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",28529,"R",0,"R",-345030,"R",35092,"R",0,"R",281409,"R",175461,"R",0,"R",0,"R",2,"R",0,"R",0,"R",175459,"R",5430949,"R",2752455,"R",417563,"R",175461,"R",0,"R",2085470,"A",,"A",,-2
369686,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1061819,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1061819,"R",8400,"R",0,"R",1212127,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"R",1212127,"R",720646,"R",460791,"R",3737,"R",0,"R",0,"R",0,"R",256118,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",138542,"R",52000,"R",1225,"R",0,"R",0,"R",0,"R",85317,"R",192616,"R",79149,"R",1785,"R",0,"R",0,"R",0,"R",111682,"R",159451,"R",158100,"R",1351,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1211255,"R",750040,"R",8098,"R",0,"R",0,"R",453117,"A",,"A",,-2
369695,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",333495,"R",0,"R",0,"R",0,"R",0,"R",0,"R",333495,"R",0,"R",0,"R",387459,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2960,"A",,"A",,"R",0,"R",390419,"R",152963,"R",114893,"Z",0,"Z",0,"Z",0,"Z",0,"R",38070,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",58506,"R",29239,"Z",0,"Z",0,"Z",0,"Z",0,"R",29267,"R",18311,"R",15635,"Z",0,"Z",0,"Z",0,"Z",0,"R",2676,"R",123126,"R",46907,"Z",0,"Z",0,"Z",0,"Z",0,"R",76219,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",14464,"R",0,"Z",0,"R",0,"Z",0,"Z",0,"R",14464,"R",367370,"R",206674,"Z",0,"Z",0,"Z",0,"R",160696,"A",,"A",,-2
369783,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1893213,"R",13749,"R",0,"R",0,"R",0,"R",0,"R",1906962,"R",0,"R",0,"R",6117998,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"R",6117998,"R",1339089,"R",995344,"R",71893,"R",0,"R",0,"R",0,"R",271852,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",104581,"R",97537,"R",7044,"R",0,"R",0,"R",0,"R",0,"R",1084641,"R",1011576,"R",73065,"R",0,"R",0,"R",0,"R",0,"R",4095308,"R",556626,"R",40204,"R",913433,"R",0,"R",494,"R",2584551,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",75743,"R",5472,"R",-913433,"R",80749,"R",0,"R",751469,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6623619,"R",2736826,"R",197678,"R",80749,"R",494,"R",3607872,"A",,"A",,-2
369862,"R",926773,"Z",0,"R",312973,"Z",0,"R",1206157,"Z",0,"R",-279384,"R",926773,"Z",0,"R",652035,"R",984604,"Z",0,"Z",0,"R",1636639,"R",1323666,"R",312973,"R",5643215,"R",6841790,"R",0,"R",-1198575,"Z",0,"R",320553,"R",598638,"R",-279384,"R",2190896,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2190896,"Z",0,"Z",0,"R",4956636,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",17610,"R",666272,"A",,"R",2697,"R",5643215,"R",938884,"R",253350,"R",67374,"Z",0,"Z",0,"Z",0,"R",618160,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",42855,"R",41600,"R",1255,"Z",0,"Z",0,"Z",0,"R",0,"R",248108,"R",212992,"R",35116,"Z",0,"Z",0,"Z",0,"R",0,"R",415628,"R",347000,"R",68628,"Z",0,"Z",0,"Z",0,"R",0,"R",409830,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",409830,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"R",-804051,"Z",0,"Z",0,"R",804051,"R",4786485,"R",0,"R",0,"R",804051,"Z",0,"Z",0,"R",3982434,"R",6841790,"R",854942,"R",172373,"Z",0,"Z",0,"R",5814475,"R",-2419448,"R",-42754, 1
369905,"R",22360437,"Z",0,"R",946986,"Z",0,"R",121479,"Z",0,"R",22238958,"R",22360437,"Z",0,"R",1231386,"R",1611242,"R",14085,"Z",0,"R",2856713,"R",1909727,"R",946986,"R",8237277,"R",7587621,"R",0,"R",649656,"Z",0,"R",21589171,"R",131,"R",22238958,"R",2217789,"R",380976,"R",246582,"R",246582,"Z",0,"R",704129,"R",3549476,"R",704129,"Z",0,"R",8223325,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",13952,"Z",0,"R",0,"R",8237277,"R",2204921,"R",1520691,"R",227307,"R",275242,"R",181681,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",397480,"R",40500,"R",6054,"R",54073,"Z",0,"Z",0,"R",296853,"R",2105938,"R",897369,"R",134135,"R",286492,"Z",0,"Z",0,"R",787942,"R",2787950,"R",324330,"R",39629,"R",373754,"R",40566,"Z",0,"R",2009671,"R",24446,"Z",0,"Z",0,"R",3326,"Z",0,"Z",0,"R",21120,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",20342,"R",74,"R",-992887,"R",66886,"Z",0,"R",905585,"R",66886,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",66886,"R",7587621,"R",2803232,"R",407199,"R",289133,"Z",0,"R",4088057,"R",7304766,"R",1277326, 1
369950,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",372896,"R",0,"R",114792,"R",0,"R",114792,"R",0,"R",487688,"R",114792,"R",0,"R",1852487,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",230,"R",3770,"A",,"A",,"R",0,"R",1856487,"R",797808,"R",797808,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",167388,"R",167388,"R",0,"R",0,"R",0,"R",0,"R",0,"R",650608,"R",221616,"R",428992,"R",0,"R",0,"R",0,"R",0,"R",196273,"R",61418,"R",118898,"R",0,"R",0,"R",15957,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1812077,"R",1248230,"R",547890,"R",0,"R",15957,"R",0,"A",,"A",,-2
371034,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",90150,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",90150,"Z",0,"Z",0,"R",68640,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",27032,"A",,"A",,"R",0,"R",95672,"R",47902,"R",14822,"R",0,"Z",0,"Z",0,"Z",0,"R",33080,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",21774,"R",6738,"R",0,"Z",0,"Z",0,"Z",0,"R",15036,"R",13064,"R",4043,"R",0,"Z",0,"Z",0,"Z",0,"R",9021,"R",4355,"R",1348,"R",0,"Z",0,"Z",0,"Z",0,"R",3007,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",15609,"R",15609,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",102704,"R",26951,"Z",0,"Z",0,"Z",0,"R",75753,"A",,"A",,-2
371052,"R",7223285,"R",0,"R",2107215,"R",54700,"R",2128177,"R",0,"R",5095108,"R",7223285,"R",2602593,"R",0,"R",791902,"R",0,"R",0,"R",3394495,"R",1287280,"R",2107215,"R",4576295,"R",4558495,"R",-251992,"R",-234192,"R",0,"R",5329300,"R",0,"R",5095108,"R",1714552,"R",15207,"R",6208,"R",0,"R",6208,"R",96106,"R",1832073,"R",96106,"R",0,"R",4575982,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",313,"R",0,"R",0,"A",,"R",0,"R",4576295,"R",1844658,"R",905481,"R",78353,"R",287867,"R",37234,"R",0,"R",535723,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",907227,"R",333008,"R",43257,"R",0,"R",1140,"R",0,"R",529822,"R",1806610,"R",179587,"R",45709,"R",423507,"R",191812,"R",0,"R",965995,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",-711374,"R",0,"R",0,"R",711374,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4558495,"R",1418076,"R",167319,"R",230186,"R",0,"R",2742914,"R",249438,"R",2554, 3
