UNITID,XF3A01,F3A01,XF3A01A,F3A01A,XF3A01B,F3A01B,XF3A01C,F3A01C,XF3A02,F3A02,XF3A02A,F3A02A,XF3A03,F3A03,XF3A04,F3A04,XF3A05,F3A05,XF3A06,F3A06,XF3A07,F3A07,XF3A08,F3A08,XF3A09,F3A09,XF3A10,F3A10,XF3A11,F3A11,XF3A12,F3A12,XF3B01,F3B01,XF3B02,F3B02,XF3B03,F3B03,XF3B04,F3B04,XF3B05,F3B05,XF3B06,F3B06,XF3B07,F3B07,XF3B08,F3B08,XF3C01,F3C01,XF3C02,F3C02,XF3C03,F3C03,XF3C03A,F3C03A,XF3C03B,F3C03B,XF3C04,F3C04,XF3C05,F3C05,XF3C06,F3C06,XF3C07,F3C07,XF3D01,F3D01,XF3D02,F3D02,XF3D02A,F3D02A,XF3D02B,F3D02B,XF3D03,F3D03,XF3D03A,F3D03A,XF3D03B,F3D03B,XF3D03C,F3D03C,XF3D03D,F3D03D,XF3D04,F3D04,XF3D05,F3D05,XF3D06,F3D06,XF3D07,F3D07,XF3D12,F3D12,XF3D08,F3D08,XF3D09,F3D09,XF3E011,F3E011,XF3E012,F3E012,XF3E013,F3E013,XF3E014,F3E014,XF3E015,F3E015,XF3E016,F3E016,XF3E017,F3E017,XF3E02A1,F3E02A1,XF3E02A2,F3E02A2,XF3E02A3,F3E02A3,XF3E02A4,F3E02A4,XF3E02A5,F3E02A5,XF3E02A6,F3E02A6,XF3E02A7,F3E02A7,XF3E02B1,F3E02B1,XF3E02B2,F3E02B2,XF3E02B3,F3E02B3,XF3E02B4,F3E02B4,XF3E02B5,F3E02B5,XF3E02B6,F3E02B6,XF3E02B7,F3E02B7,XF3E03A1,F3E03A1,XF3E03A2,F3E03A2,XF3E03A3,F3E03A3,XF3E03A4,F3E03A4,XF3E03A5,F3E03A5,XF3E03A6,F3E03A6,XF3E03A7,F3E03A7,XF3E03B1,F3E03B1,XF3E03B2,F3E03B2,XF3E03B3,F3E03B3,XF3E03B4,F3E03B4,XF3E03B5,F3E03B5,XF3E03B6,F3E03B6,XF3E03B7,F3E03B7,XF3E03C1,F3E03C1,XF3E03C2,F3E03C2,XF3E03C3,F3E03C3,XF3E03C4,F3E03C4,XF3E03C5,F3E03C5,XF3E03C6,F3E03C6,XF3E03C7,F3E03C7,XF3E041,F3E041,XF3E042,F3E042,XF3E043,F3E043,XF3E044,F3E044,XF3E045,F3E045,XF3E046,F3E046,XF3E047,F3E047,XF3E051,F3E051,XF3E057,F3E057,XF3E101,F3E101,XF3E102,F3E102,XF3E103,F3E103,XF3E104,F3E104,XF3E105,F3E105,XF3E106,F3E106,XF3E107,F3E107,XF3E111,F3E111,XF3E112,F3E112,XF3E113,F3E113,XF3E114,F3E114,XF3E115,F3E115,XF3E116,F3E116,XF3E117,F3E117,XF3E061,F3E061,XF3E062,F3E062,XF3E063,F3E063,XF3E064,F3E064,XF3E065,F3E065,XF3E066,F3E066,XF3E067,F3E067,XF3E071,F3E071,XF3E072,F3E072,XF3E073,F3E073,XF3E075,F3E075,XF3E076,F3E076,XF3E077,F3E077,XF3F01,F3F01,XF3F02,F3F02,F3F03   
371830,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",60200,"R",0,"R",0,"R",0,"R",0,"R",0,"R",60200,"R",0,"R",0,"R",60200,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2500,"A",,"A",,"R",62500,"R",125200,"R",14000,"R",7000,"R",150,"R",0,"R",0,"R",0,"R",6850,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",10000,"R",3000,"R",75,"R",0,"R",0,"R",0,"R",6925,"R",1000,"R",250,"R",100,"R",0,"R",0,"R",0,"R",650,"R",500,"R",300,"R",150,"R",0,"R",0,"R",0,"R",50,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",60200,"R",60200,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6350,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6350,"R",92050,"R",10550,"R",475,"R",0,"R",0,"R",81025,"A",,"A",,-2
371928,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",603448,"R",29441,"R",0,"R",0,"R",0,"R",0,"R",632889,"R",0,"R",0,"R",2445071,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",1038,"R",2446109,"R",352410,"R",352410,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",244056,"Z",0,"R",244056,"R",0,"R",0,"R",0,"R",0,"R",70623,"Z",0,"R",70623,"Z",0,"R",0,"R",0,"R",0,"R",1319587,"R",1096559,"R",171317,"Z",0,"R",51711,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1986676,"R",1448969,"R",485996,"R",51711,"R",0,"R",0,"A",,"A",,-2
371964,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",579070,"Z",0,"R",77029,"R",77029,"Z",0,"Z",0,"R",656099,"Z",0,"Z",0,"R",1898260,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",19,"Z",0,"A",,"A",,"R",0,"R",1898279,"R",411535,"R",396298,"R",15237,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",306988,"R",295622,"R",11366,"Z",0,"Z",0,"Z",0,"R",0,"R",209142,"R",201399,"R",7743,"Z",0,"Z",0,"Z",0,"R",0,"R",367928,"R",204665,"R",7869,"Z",0,"R",155394,"Z",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",1462629,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",1462629,"R",2758222,"R",1097984,"R",42215,"R",155394,"Z",0,"R",1462629,"A",,"A",,-2
372000,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",339593,"R",4783,"R",0,"R",0,"R",0,"R",0,"R",344376,"R",100,"Z",0,"R",339593,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",17500,"A",,"A",,"R",16557,"R",373650,"R",125000,"R",108000,"R",13000,"Z",0,"Z",0,"Z",0,"R",4000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",12500,"R",10000,"R",2500,"Z",0,"Z",0,"Z",0,"R",0,"R",35000,"R",12000,"R",1200,"Z",0,"Z",0,"Z",0,"R",21800,"R",58000,"R",53000,"R",5000,"Z",0,"Z",0,"Z",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"R",22000,"R",5800,"R",0,"R",0,"R",0,"R",0,"R",16200,"R",252500,"R",188800,"R",21700,"R",0,"R",0,"R",42000,"A",,"A",,-2
372028,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",675102,"R",15270,"R",5914,"R",1964,"R",3950,"R",22790,"R",719076,"R",0,"R",0,"R",2148470,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"A",,"A",,"R",24283,"R",2172753,"R",353473,"R",174978,"R",3807,"R",0,"R",2258,"R",0,"R",172430,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",59058,"R",57801,"R",1257,"R",0,"R",0,"R",0,"R",0,"R",140187,"R",137202,"R",2985,"R",0,"R",0,"R",0,"R",0,"R",675961,"R",188388,"R",4098,"R",0,"R",2258,"R",0,"R",481217,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",746392,"R",0,"R",0,"R",0,"R",0,"R",429,"R",745963,"R",1975071,"R",558369,"R",12147,"R",4516,"R",429,"R",1399610,"A",,"A",,-2
372073,"R",3014876,"R",125971,"R",272007,"R",50352,"R",1139990,"R",0,"R",1874886,"R",3014876,"R",0,"R",0,"R",1628462,"R",0,"R",0,"R",1628462,"R",1356455,"R",272007,"R",7438190,"R",6516992,"R",-217101,"R",704097,"R",-920000,"R",1827467,"R",263322,"R",1874886,"R",2424527,"R",45685,"R",0,"R",0,"R",0,"R",33000,"R",2503212,"R",0,"R",0,"R",7438190,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",7438190,"R",978380,"R",719276,"R",10827,"Z",0,"Z",0,"Z",0,"R",248277,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",676276,"R",399093,"R",18019,"Z",0,"Z",0,"Z",0,"R",259164,"R",2440431,"R",1843829,"R",54456,"Z",0,"R",97607,"R",0,"R",444539,"R",2421905,"R",416529,"R",48881,"Z",0,"Z",0,"Z",0,"R",1956495,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6516992,"R",3378727,"R",132183,"R",97607,"R",0,"R",2908475,"R",0,"R",12590, 3
372240,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",244431,"R",72250,"R",0,"R",0,"R",0,"R",0,"R",316681,"R",24380,"R",0,"R",244431,"R",316681,"R",0,"R",316681,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",72250,"R",633362,"R",452874,"R",281129,"R",0,"R",0,"R",0,"R",0,"R",171745,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",287761,"R",0,"R",0,"R",0,"R",0,"R",0,"R",287761,"R",740635,"R",281129,"Z",0,"Z",0,"Z",0,"R",459506,"A",,"A",,-2
372329,"R",5158709,"R",0,"R",1952126,"Z",0,"R",3626846,"R",0,"R",1531863,"R",5158709,"R",0,"R",724547,"R",2824574,"R",0,"R",383022,"R",3932143,"R",1980017,"R",1952126,"R",16964673,"R",16625911,"R",-56397,"R",282365,"Z",0,"R",1406648,"R",-157150,"R",1531863,"R",4584090,"R",34616,"R",43196,"R",43196,"Z",0,"Z",0,"R",4661902,"R",0,"Z",0,"R",16688642,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",276031,"R",0,"A",,"R",0,"R",16964673,"R",10686492,"R",4508000,"R",472000,"Z",0,"R",472083,"Z",0,"R",5234409,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",425000,"R",35100,"R",80000,"Z",0,"Z",0,"Z",0,"R",309900,"R",2895724,"R",358700,"R",89000,"Z",0,"Z",0,"Z",0,"R",2448024,"R",2618695,"R",154000,"R",31000,"Z",0,"Z",0,"Z",0,"R",2433695,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",16625911,"R",5055800,"R",672000,"R",472083,"Z",0,"R",10426028,"A",,"A",,-2
372356,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",250526,"R",0,"R",0,"R",0,"R",0,"R",2000,"R",252526,"R",0,"R",0,"R",991358,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",252714,"A",,"A",,"R",0,"R",1244072,"R",452048,"R",216942,"R",16247,"R",218859,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",99381,"R",0,"R",0,"R",99381,"R",0,"R",0,"R",0,"R",590906,"R",241247,"R",7342,"R",342317,"R",0,"R",0,"R",0,"R",97173,"R",96801,"R",372,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",-660557,"R",19063,"Z",0,"R",641494,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1239508,"R",554990,"R",23961,"R",19063,"Z",0,"R",641494,"A",,"A",,-2
372462,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",527155,"R",0,"R",0,"R",0,"R",0,"R",0,"R",527155,"R",0,"R",0,"R",1369261,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",301502,"A",,"A",,"R",0,"R",1670763,"R",421724,"R",415224,"R",6500,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",38321,"R",32821,"R",5500,"R",0,"R",0,"R",0,"R",0,"R",22248,"R",21748,"R",500,"R",0,"R",0,"R",0,"R",0,"R",71093,"R",1900,"R",3027,"R",0,"R",51085,"R",0,"R",15081,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",553386,"R",471693,"R",15527,"R",51085,"Z",0,"R",15081,"A",,"A",,-2
372578,"R",4762157,"R",0,"R",3892029,"R",0,"R",990636,"R",0,"R",3771521,"R",4762157,"R",1162214,"R",3863039,"R",1163741,"R",0,"R",0,"R",6188994,"R",2296965,"R",3892029,"R",5136243,"R",5881993,"R",178289,"R",-567461,"Z",0,"R",4412020,"R",-73038,"R",3771521,"R",1254270,"R",1038247,"R",181101,"R",181101,"R",0,"R",1287409,"R",3761027,"R",42731,"R",0,"R",5136243,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5136243,"R",1364300,"R",1086203,"R",165182,"R",0,"R",0,"R",0,"R",112915,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",540282,"R",151596,"R",25984,"R",0,"R",0,"R",0,"R",362702,"R",448922,"R",358370,"R",61425,"R",0,"R",0,"R",0,"R",29127,"R",3528489,"R",615835,"R",102991,"R",0,"R",134011,"R",0,"R",2675652,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5881993,"R",2212004,"R",355582,"R",134011,"R",0,"R",3180396,"R",17882,"R",2515, 1
372718,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",669912,"R",11348,"R",0,"R",0,"R",0,"R",0,"R",681260,"R",0,"R",0,"R",1683168,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",366,"R",178224,"A",,"A",,"R",280360,"R",2142118,"R",616229,"R",355286,"R",31434,"R",217066,"R",12443,"R",0,"R",0,"R",12440,"R",0,"R",0,"R",0,"R",12440,"R",0,"R",0,"R",142525,"R",0,"R",0,"R",130085,"R",12440,"R",0,"R",0,"R",308121,"R",29634,"R",713,"R",265334,"R",12440,"R",0,"R",0,"R",776794,"R",124283,"R",9848,"R",630223,"R",12440,"R",0,"R",0,"R",471407,"R",161643,"R",16491,"R",280833,"R",12440,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"R",-1523541,"Z",0,"R",0,"R",1523541,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2327516,"R",670846,"R",58486,"R",74643,"R",0,"R",1523541,"A",,"A",,-2
372772,"R",988905,"R",0,"R",67699,"R",81417,"R",470313,"R",0,"R",518592,"R",988905,"R",0,"R",0,"R",242755,"R",0,"R",189338,"R",432093,"R",364394,"R",67699,"R",3508929,"R",3884403,"R",0,"R",-375474,"R",228622,"R",665444,"R",0,"R",518592,"R",916899,"R",12183,"Z",0,"Z",0,"Z",0,"R",8806,"R",937888,"Z",0,"Z",0,"R",2478219,"R",929082,"R",916899,"R",12183,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",101628,"Z",0,"A",,"R",0,"R",3508929,"R",632384,"R",528369,"R",104015,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",151230,"R",126356,"R",24874,"Z",0,"Z",0,"Z",0,"R",0,"R",410690,"R",343140,"R",67550,"Z",0,"Z",0,"Z",0,"R",0,"R",196630,"R",164288,"R",32342,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",2493469,"R",0,"R",0,"R",0,"R",38402,"Z",0,"R",2455067,"R",3884403,"R",1162153,"R",228781,"R",38402,"Z",0,"R",2455067,"A",,"A",,-2
372921,"R",7426757,"Z",0,"R",1097010,"R",20400,"R",1468410,"Z",0,"R",5958347,"R",7426757,"Z",0,"R",3413311,"R",2557491,"Z",0,"Z",0,"R",5970802,"R",4873792,"R",1097010,"R",8710403,"R",8729837,"R",-600,"R",-20034,"Z",0,"R",5978381,"R",0,"R",5958347,"R",2709678,"R",51191,"R",174905,"Z",0,"R",174905,"R",336980,"R",3272754,"R",336980,"Z",0,"R",8680564,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5718,"R",24120,"Z",0,"A",,"R",1,"R",8710403,"R",4424998,"R",2643934,"R",180587,"R",326262,"R",191763,"Z",0,"R",1082452,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",1635221,"R",598016,"R",91152,"Z",0,"Z",0,"Z",0,"R",946053,"R",2669618,"R",368312,"R",61169,"R",317402,"R",499300,"Z",0,"R",1423435,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"R",-643664,"Z",0,"Z",0,"R",643664,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",8729837,"R",3610262,"R",332908,"R",691063,"Z",0,"R",4095604,"R",-459,"R",1059, 3
373058,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",978871,"R",25647,"R",335748,"R",330413,"R",5335,"R",18625,"R",1358891,"R",18625,"R",0,"R",3558690,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",5457,"R",3564147,"R",1032264,"R",979127,"R",53137,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",62703,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",62703,"R",496119,"R",445273,"R",12179,"Z",0,"Z",0,"Z",0,"R",38667,"R",184243,"Z",0,"Z",0,"Z",0,"R",162382,"Z",0,"R",21861,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",2100712,"R",0,"R",6271,"R",0,"R",0,"R",1048,"R",2093393,"R",3876041,"R",1424400,"R",71587,"R",162382,"R",1048,"R",2216624,"A",,"A",,-2
373085,"R",3182168,"Z",0,"R",1530655,"Z",0,"R",3051183,"Z",0,"R",130985,"R",3182168,"Z",0,"R",2409104,"R",1299034,"Z",0,"R",9151,"R",3717289,"R",2186634,"R",1530655,"R",4917701,"R",4283270,"R",-2616804,"R",-1982373,"R",-1795432,"R",3908790,"R",0,"R",130985,"R",1713042,"R",208356,"R",738,"R",738,"Z",0,"R",51453,"R",1973589,"R",1973589,"Z",0,"R",2874608,"R",1921398,"Z",0,"R",1921398,"R",738,"Z",0,"R",738,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",120957,"A",,"R",0,"R",4917701,"R",998028,"R",608300,"R",69653,"R",113363,"R",96664,"Z",0,"R",110048,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",417374,"R",228797,"R",64191,"R",47408,"R",40425,"Z",0,"R",36553,"R",1347895,"R",712794,"R",125631,"R",141455,"R",120617,"Z",0,"R",247398,"R",1303039,"R",152791,"R",39026,"R",148008,"R",126205,"Z",0,"R",837009,"R",216934,"Z",0,"Z",0,"R",24641,"R",21011,"Z",0,"R",171282,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"R",-474875,"R",48846,"Z",0,"R",426029,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",4283270,"R",1702682,"R",298501,"R",453768,"Z",0,"R",1828319,"R",2427021,"R",189783, 1
373456,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",118484,"R",0,"R",0,"R",0,"R",0,"R",0,"R",118484,"R",0,"R",0,"R",118484,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",17652,"A",,"A",,"R",0,"R",136136,"R",64289,"R",43992,"R",0,"R",20297,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",35640,"R",0,"R",0,"R",31551,"R",4089,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",-51848,"R",0,"R",0,"R",51848,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",99929,"R",43992,"R",0,"R",4089,"R",0,"R",51848,"A",,"A",,-2
